entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
1	0	143	460.0kg	460.0kg	460,0 kg	460,0 kg	460,0 kg	460,0 kg	460,0 kg	460.0kg
1	0	144	55.4kg	55.4kg	55,4 kg	55,4 kg	55,4 kg	55,4 kg	55,4 kg	55.4kg
1	0	145	52.6kg	52.6kg	52,6 kg	52,6 kg	52,6 kg	52,6 kg	52,6 kg	52.6kg
1	0	146	60.0kg	60.0kg	60,0 kg	60,0 kg	60,0 kg	60,0 kg	60,0 kg	60.0kg
1	0	147	3.3kg	3.3kg	3,3 kg	3,3 kg	3,3 kg	3,3 kg	3,3 kg	3.3kg
1	0	148	16.5kg	16.5kg	16,5 kg	16,5 kg	16,5 kg	16,5 kg	16,5 kg	16.5kg
1	0	149	210.0kg	210.0kg	210,0 kg	210,0 kg	210,0 kg	210,0 kg	210,0 kg	210.0kg
1	0	150	122.0kg	122.0kg	122,0 kg	122,0 kg	122,0 kg	122,0 kg	122,0 kg	122.0kg
1	0	151	4.0kg	4.0kg	4,0 kg	4,0 kg	4,0 kg	4,0 kg	4,0 kg	4.0kg
1	0	152	6.4kg	6.4kg	6,4 kg	6,4 kg	6,4 kg	6,4 kg	6,4 kg	6.4kg
1	0	153	15.8kg	15.8kg	15,8 kg	15,8 kg	15,8 kg	15,8 kg	15,8 kg	15.8kg
1	0	154	100.5kg	100.5kg	100,5 kg	100,5 kg	100,5 kg	100,5 kg	100,5 kg	100.5kg
1	0	155	7.9kg	7.9kg	7,9 kg	7,9 kg	7,9 kg	7,9 kg	7,9 kg	7.9kg
1	0	156	19.0kg	19.0kg	19,0 kg	19,0 kg	19,0 kg	19,0 kg	19,0 kg	19.0kg
1	0	157	79.5kg	79.5kg	79,5 kg	79,5 kg	79,5 kg	79,5 kg	79,5 kg	79.5kg
1	0	158	9.5kg	9.5kg	9,5 kg	9,5 kg	9,5 kg	9,5 kg	9,5 kg	9.5kg
1	0	159	25.0kg	25.0kg	25,0 kg	25,0 kg	25,0 kg	25,0 kg	25,0 kg	25.0kg
1	0	160	88.8kg	88.8kg	88,8 kg	88,8 kg	88,8 kg	88,8 kg	88,8 kg	88.8kg
1	0	161	6.0kg	6.0kg	6,0 kg	6,0 kg	6,0 kg	6,0 kg	6,0 kg	6.0kg
1	0	162	32.5kg	32.5kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32.5kg
1	0	163	21.2kg	21.2kg	21,2 kg	21,2 kg	21,2 kg	21,2 kg	21,2 kg	21.2kg
1	0	164	40.8kg	40.8kg	40,8 kg	40,8 kg	40,8 kg	40,8 kg	40,8 kg	40.8kg
1	0	165	10.8kg	10.8kg	10,8 kg	10,8 kg	10,8 kg	10,8 kg	10,8 kg	10.8kg
1	0	166	35.6kg	35.6kg	35,6 kg	35,6 kg	35,6 kg	35,6 kg	35,6 kg	35.6kg
1	0	167	8.5kg	8.5kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8.5kg
1	0	168	33.5kg	33.5kg	33,5 kg	33,5 kg	33,5 kg	33,5 kg	33,5 kg	33.5kg
1	0	169	75.0kg	75.0kg	75,0 kg	75,0 kg	75,0 kg	75,0 kg	75,0 kg	75.0kg
1	0	170	12.0kg	12.0kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12.0kg
1	0	171	22.5kg	22.5kg	22,5 kg	22,5 kg	22,5 kg	22,5 kg	22,5 kg	22.5kg
1	0	172	2.0kg	2.0kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2.0kg
1	0	173	3.0kg	3.0kg	3,0 kg	3,0 kg	3,0 kg	3,0 kg	3,0 kg	3.0kg
1	0	174	1.0kg	1.0kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1.0kg
1	0	175	1.5kg	1.5kg	1,5 kg	1,5 kg	1,5 kg	1,5 kg	1,5 kg	1.5kg
1	0	176	3.2kg	3.2kg	3,2 kg	3,2 kg	3,2 kg	3,2 kg	3,2 kg	3.2kg
1	0	177	2.0kg	2.0kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2.0kg
1	0	178	15.0kg	15.0kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15.0kg
1	0	179	7.8kg	7.8kg	7,8 kg	7,8 kg	7,8 kg	7,8 kg	7,8 kg	7.8kg
1	0	180	13.3kg	13.3kg	13,3 kg	13,3 kg	13,3 kg	13,3 kg	13,3 kg	13.3kg
1	0	181	61.5kg	61.5kg	61,5 kg	61,5 kg	61,5 kg	61,5 kg	61,5 kg	61.5kg
1	0	182	5.8kg	5.8kg	5,8 kg	5,8 kg	5,8 kg	5,8 kg	5,8 kg	5.8kg
1	0	183	8.5kg	8.5kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8.5kg
1	0	184	28.5kg	28.5kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28.5kg
1	0	185	38.0kg	38.0kg	38,0 kg	38,0 kg	38,0 kg	38,0 kg	38,0 kg	38.0kg
1	0	186	33.9kg	33.9kg	33,9 kg	33,9 kg	33,9 kg	33,9 kg	33,9 kg	33.9kg
1	0	187	0.5kg	0.5kg	0,5 kg	0,5 kg	0,5 kg	0,5 kg	0,5 kg	0.5kg
1	0	188	1.0kg	1.0kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1.0kg
1	0	189	3.0kg	3.0kg	3,0 kg	3,0 kg	3,0 kg	3,0 kg	3,0 kg	3.0kg
1	0	190	11.5kg	11.5kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11.5kg
1	0	191	1.8kg	1.8kg	1,8 kg	1,8 kg	1,8 kg	1,8 kg	1,8 kg	1.8kg
1	0	192	8.5kg	8.5kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8.5kg
1	0	193	38.0kg	38.0kg	38,0 kg	38,0 kg	38,0 kg	38,0 kg	38,0 kg	38.0kg
1	0	194	8.5kg	8.5kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8,5 kg	8.5kg
1	0	195	75.0kg	75.0kg	75,0 kg	75,0 kg	75,0 kg	75,0 kg	75,0 kg	75.0kg
1	0	196	26.5kg	26.5kg	26,5 kg	26,5 kg	26,5 kg	26,5 kg	26,5 kg	26.5kg
1	0	197	27.0kg	27.0kg	27,0 kg	27,0 kg	27,0 kg	27,0 kg	27,0 kg	27.0kg
1	0	198	2.1kg	2.1kg	2,1 kg	2,1 kg	2,1 kg	2,1 kg	2,1 kg	2.1kg
1	0	199	79.5kg	79.5kg	79,5 kg	79,5 kg	79,5 kg	79,5 kg	79,5 kg	79.5kg
1	0	200	1.0kg	1.0kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1.0kg
1	0	201	5.0kg	5.0kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5.0kg
1	0	202	28.5kg	28.5kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28.5kg
1	0	203	41.5kg	41.5kg	41,5 kg	41,5 kg	41,5 kg	41,5 kg	41,5 kg	41.5kg
1	0	204	7.2kg	7.2kg	7,2 kg	7,2 kg	7,2 kg	7,2 kg	7,2 kg	7.2kg
1	0	205	125.8kg	125.8kg	125,8 kg	125,8 kg	125,8 kg	125,8 kg	125,8 kg	125.8kg
1	0	206	14.0kg	14.0kg	14,0 kg	14,0 kg	14,0 kg	14,0 kg	14,0 kg	14.0kg
1	0	207	64.8kg	64.8kg	64,8 kg	64,8 kg	64,8 kg	64,8 kg	64,8 kg	64.8kg
1	0	208	400.0kg	400.0kg	400,0 kg	400,0 kg	400,0 kg	400,0 kg	400,0 kg	400.0kg
1	0	209	7.8kg	7.8kg	7,8 kg	7,8 kg	7,8 kg	7,8 kg	7,8 kg	7.8kg
1	0	210	48.7kg	48.7kg	48,7 kg	48,7 kg	48,7 kg	48,7 kg	48,7 kg	48.7kg
1	0	211	3.9kg	3.9kg	3,9 kg	3,9 kg	3,9 kg	3,9 kg	3,9 kg	3.9kg
1	0	212	118.0kg	118.0kg	118,0 kg	118,0 kg	118,0 kg	118,0 kg	118,0 kg	118.0kg
1	0	213	20.5kg	20.5kg	20,5 kg	20,5 kg	20,5 kg	20,5 kg	20,5 kg	20.5kg
1	0	214	54.0kg	54.0kg	54,0 kg	54,0 kg	54,0 kg	54,0 kg	54,0 kg	54.0kg
1	0	215	28.0kg	28.0kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28.0kg
1	0	216	8.8kg	8.8kg	8,8 kg	8,8 kg	8,8 kg	8,8 kg	8,8 kg	8.8kg
1	0	217	125.8kg	125.8kg	125,8 kg	125,8 kg	125,8 kg	125,8 kg	125,8 kg	125.8kg
1	0	218	35.0kg	35.0kg	35,0 kg	35,0 kg	35,0 kg	35,0 kg	35,0 kg	35.0kg
1	0	219	55.0kg	55.0kg	55,0 kg	55,0 kg	55,0 kg	55,0 kg	55,0 kg	55.0kg
1	0	220	6.5kg	6.5kg	6,5 kg	6,5 kg	6,5 kg	6,5 kg	6,5 kg	6.5kg
1	0	221	55.8kg	55.8kg	55,8 kg	55,8 kg	55,8 kg	55,8 kg	55,8 kg	55.8kg
1	0	222	5.0kg	5.0kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5.0kg
1	0	223	12.0kg	12.0kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12.0kg
1	0	224	28.5kg	28.5kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28,5 kg	28.5kg
1	0	225	16.0kg	16.0kg	16,0 kg	16,0 kg	16,0 kg	16,0 kg	16,0 kg	16.0kg
1	0	226	220.0kg	220.0kg	220,0 kg	220,0 kg	220,0 kg	220,0 kg	220,0 kg	220.0kg
1	0	227	50.5kg	50.5kg	50,5 kg	50,5 kg	50,5 kg	50,5 kg	50,5 kg	50.5kg
1	0	228	10.8kg	10.8kg	10,8 kg	10,8 kg	10,8 kg	10,8 kg	10,8 kg	10.8kg
1	0	229	35.0kg	35.0kg	35,0 kg	35,0 kg	35,0 kg	35,0 kg	35,0 kg	35.0kg
1	0	230	152.0kg	152.0kg	152,0 kg	152,0 kg	152,0 kg	152,0 kg	152,0 kg	152.0kg
1	0	231	33.5kg	33.5kg	33,5 kg	33,5 kg	33,5 kg	33,5 kg	33,5 kg	33.5kg
1	0	232	120.0kg	120.0kg	120,0 kg	120,0 kg	120,0 kg	120,0 kg	120,0 kg	120.0kg
1	0	233	32.5kg	32.5kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32.5kg
1	0	234	71.2kg	71.2kg	71,2 kg	71,2 kg	71,2 kg	71,2 kg	71,2 kg	71.2kg
1	0	235	58.0kg	58.0kg	58,0 kg	58,0 kg	58,0 kg	58,0 kg	58,0 kg	58.0kg
1	0	236	21.0kg	21.0kg	21,0 kg	21,0 kg	21,0 kg	21,0 kg	21,0 kg	21.0kg
1	0	237	48.0kg	48.0kg	48,0 kg	48,0 kg	48,0 kg	48,0 kg	48,0 kg	48.0kg
1	0	238	6.0kg	6.0kg	6,0 kg	6,0 kg	6,0 kg	6,0 kg	6,0 kg	6.0kg
1	0	239	23.5kg	23.5kg	23,5 kg	23,5 kg	23,5 kg	23,5 kg	23,5 kg	23.5kg
1	0	240	21.4kg	21.4kg	21,4 kg	21,4 kg	21,4 kg	21,4 kg	21,4 kg	21.4kg
1	0	241	75.5kg	75.5kg	75,5 kg	75,5 kg	75,5 kg	75,5 kg	75,5 kg	75.5kg
1	0	242	46.8kg	46.8kg	46,8 kg	46,8 kg	46,8 kg	46,8 kg	46,8 kg	46.8kg
1	0	243	178.0kg	178.0kg	178,0 kg	178,0 kg	178,0 kg	178,0 kg	178,0 kg	178.0kg
1	0	244	198.0kg	198.0kg	198,0 kg	198,0 kg	198,0 kg	198,0 kg	198,0 kg	198.0kg
1	0	245	187.0kg	187.0kg	187,0 kg	187,0 kg	187,0 kg	187,0 kg	187,0 kg	187.0kg
1	0	246	72.0kg	72.0kg	72,0 kg	72,0 kg	72,0 kg	72,0 kg	72,0 kg	72.0kg
1	0	247	152.0kg	152.0kg	152,0 kg	152,0 kg	152,0 kg	152,0 kg	152,0 kg	152.0kg
1	0	248	202.0kg	202.0kg	202,0 kg	202,0 kg	202,0 kg	202,0 kg	202,0 kg	202.0kg
1	0	249	216.0kg	216.0kg	216,0 kg	216,0 kg	216,0 kg	216,0 kg	216,0 kg	216.0kg
1	0	250	199.0kg	199.0kg	199,0 kg	199,0 kg	199,0 kg	199,0 kg	199,0 kg	199.0kg
1	0	251	5.0kg	5.0kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5.0kg
1	0	252	5.0kg	5.0kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5.0kg
1	0	253	21.6kg	21.6kg	21,6 kg	21,6 kg	21,6 kg	21,6 kg	21,6 kg	21.6kg
1	0	254	52.2kg	52.2kg	52,2 kg	52,2 kg	52,2 kg	52,2 kg	52,2 kg	52.2kg
1	0	255	2.5kg	2.5kg	2,5 kg	2,5 kg	2,5 kg	2,5 kg	2,5 kg	2.5kg
1	0	256	19.5kg	19.5kg	19,5 kg	19,5 kg	19,5 kg	19,5 kg	19,5 kg	19.5kg
1	0	257	52.0kg	52.0kg	52,0 kg	52,0 kg	52,0 kg	52,0 kg	52,0 kg	52.0kg
1	0	258	7.6kg	7.6kg	7,6 kg	7,6 kg	7,6 kg	7,6 kg	7,6 kg	7.6kg
1	0	259	28.0kg	28.0kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28.0kg
1	0	260	81.9kg	81.9kg	81,9 kg	81,9 kg	81,9 kg	81,9 kg	81,9 kg	81.9kg
1	0	261	13.6kg	13.6kg	13,6 kg	13,6 kg	13,6 kg	13,6 kg	13,6 kg	13.6kg
1	0	262	37.0kg	37.0kg	37,0 kg	37,0 kg	37,0 kg	37,0 kg	37,0 kg	37.0kg
1	0	263	17.5kg	17.5kg	17,5 kg	17,5 kg	17,5 kg	17,5 kg	17,5 kg	17.5kg
1	0	264	32.5kg	32.5kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32.5kg
1	0	265	3.6kg	3.6kg	3,6 kg	3,6 kg	3,6 kg	3,6 kg	3,6 kg	3.6kg
1	0	266	10.0kg	10.0kg	10,0 kg	10,0 kg	10,0 kg	10,0 kg	10,0 kg	10.0kg
1	0	267	28.4kg	28.4kg	28,4 kg	28,4 kg	28,4 kg	28,4 kg	28,4 kg	28.4kg
1	0	268	11.5kg	11.5kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11.5kg
1	0	269	31.6kg	31.6kg	31,6 kg	31,6 kg	31,6 kg	31,6 kg	31,6 kg	31.6kg
1	0	270	2.6kg	2.6kg	2,6 kg	2,6 kg	2,6 kg	2,6 kg	2,6 kg	2.6kg
1	0	271	32.5kg	32.5kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32,5 kg	32.5kg
1	0	272	55.0kg	55.0kg	55,0 kg	55,0 kg	55,0 kg	55,0 kg	55,0 kg	55.0kg
1	0	273	4.0kg	4.0kg	4,0 kg	4,0 kg	4,0 kg	4,0 kg	4,0 kg	4.0kg
1	0	274	28.0kg	28.0kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28.0kg
1	0	275	59.6kg	59.6kg	59,6 kg	59,6 kg	59,6 kg	59,6 kg	59,6 kg	59.6kg
1	0	276	2.3kg	2.3kg	2,3 kg	2,3 kg	2,3 kg	2,3 kg	2,3 kg	2.3kg
1	0	277	19.8kg	19.8kg	19,8 kg	19,8 kg	19,8 kg	19,8 kg	19,8 kg	19.8kg
1	0	278	9.5kg	9.5kg	9,5 kg	9,5 kg	9,5 kg	9,5 kg	9,5 kg	9.5kg
1	0	279	28.0kg	28.0kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28,0 kg	28.0kg
1	0	280	6.6kg	6.6kg	6,6 kg	6,6 kg	6,6 kg	6,6 kg	6,6 kg	6.6kg
1	0	281	20.2kg	20.2kg	20,2 kg	20,2 kg	20,2 kg	20,2 kg	20,2 kg	20.2kg
1	0	282	48.4kg	48.4kg	48,4 kg	48,4 kg	48,4 kg	48,4 kg	48,4 kg	48.4kg
1	0	283	1.7kg	1.7kg	1,7 kg	1,7 kg	1,7 kg	1,7 kg	1,7 kg	1.7kg
1	0	284	3.6kg	3.6kg	3,6 kg	3,6 kg	3,6 kg	3,6 kg	3,6 kg	3.6kg
1	0	285	4.5kg	4.5kg	4,5 kg	4,5 kg	4,5 kg	4,5 kg	4,5 kg	4.5kg
1	0	286	39.2kg	39.2kg	39,2 kg	39,2 kg	39,2 kg	39,2 kg	39,2 kg	39.2kg
1	0	287	24.0kg	24.0kg	24,0 kg	24,0 kg	24,0 kg	24,0 kg	24,0 kg	24.0kg
1	0	288	46.5kg	46.5kg	46,5 kg	46,5 kg	46,5 kg	46,5 kg	46,5 kg	46.5kg
1	0	289	130.5kg	130.5kg	130,5 kg	130,5 kg	130,5 kg	130,5 kg	130,5 kg	130.5kg
1	0	290	5.5kg	5.5kg	5,5 kg	5,5 kg	5,5 kg	5,5 kg	5,5 kg	5.5kg
1	0	291	12.0kg	12.0kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12,0 kg	12.0kg
1	0	292	1.2kg	1.2kg	1,2 kg	1,2 kg	1,2 kg	1,2 kg	1,2 kg	1.2kg
1	0	293	16.3kg	16.3kg	16,3 kg	16,3 kg	16,3 kg	16,3 kg	16,3 kg	16.3kg
1	0	294	40.5kg	40.5kg	40,5 kg	40,5 kg	40,5 kg	40,5 kg	40,5 kg	40.5kg
1	0	295	84.0kg	84.0kg	84,0 kg	84,0 kg	84,0 kg	84,0 kg	84,0 kg	84.0kg
1	0	296	86.4kg	86.4kg	86,4 kg	86,4 kg	86,4 kg	86,4 kg	86,4 kg	86.4kg
1	0	297	253.8kg	253.8kg	253,8 kg	253,8 kg	253,8 kg	253,8 kg	253,8 kg	253.8kg
1	0	298	2.0kg	2.0kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2.0kg
1	0	299	97.0kg	97.0kg	97,0 kg	97,0 kg	97,0 kg	97,0 kg	97,0 kg	97.0kg
1	0	300	11.0kg	11.0kg	11,0 kg	11,0 kg	11,0 kg	11,0 kg	11,0 kg	11.0kg
1	0	301	32.6kg	32.6kg	32,6 kg	32,6 kg	32,6 kg	32,6 kg	32,6 kg	32.6kg
1	0	302	11.0kg	11.0kg	11,0 kg	11,0 kg	11,0 kg	11,0 kg	11,0 kg	11.0kg
1	0	303	11.5kg	11.5kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11.5kg
1	0	304	60.0kg	60.0kg	60,0 kg	60,0 kg	60,0 kg	60,0 kg	60,0 kg	60.0kg
1	0	305	120.0kg	120.0kg	120,0 kg	120,0 kg	120,0 kg	120,0 kg	120,0 kg	120.0kg
1	0	306	360.0kg	360.0kg	360,0 kg	360,0 kg	360,0 kg	360,0 kg	360,0 kg	360.0kg
1	0	307	11.2kg	11.2kg	11,2 kg	11,2 kg	11,2 kg	11,2 kg	11,2 kg	11.2kg
1	0	308	31.5kg	31.5kg	31,5 kg	31,5 kg	31,5 kg	31,5 kg	31,5 kg	31.5kg
1	0	309	15.2kg	15.2kg	15,2 kg	15,2 kg	15,2 kg	15,2 kg	15,2 kg	15.2kg
1	0	310	40.2kg	40.2kg	40,2 kg	40,2 kg	40,2 kg	40,2 kg	40,2 kg	40.2kg
1	0	311	4.2kg	4.2kg	4,2 kg	4,2 kg	4,2 kg	4,2 kg	4,2 kg	4.2kg
1	0	312	4.2kg	4.2kg	4,2 kg	4,2 kg	4,2 kg	4,2 kg	4,2 kg	4.2kg
1	0	313	17.7kg	17.7kg	17,7 kg	17,7 kg	17,7 kg	17,7 kg	17,7 kg	17.7kg
1	0	314	17.7kg	17.7kg	17,7 kg	17,7 kg	17,7 kg	17,7 kg	17,7 kg	17.7kg
1	0	315	2.0kg	2.0kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2,0 kg	2.0kg
1	0	316	10.3kg	10.3kg	10,3 kg	10,3 kg	10,3 kg	10,3 kg	10,3 kg	10.3kg
1	0	317	80.0kg	80.0kg	80,0 kg	80,0 kg	80,0 kg	80,0 kg	80,0 kg	80.0kg
1	0	318	20.8kg	20.8kg	20,8 kg	20,8 kg	20,8 kg	20,8 kg	20,8 kg	20.8kg
1	0	319	88.8kg	88.8kg	88,8 kg	88,8 kg	88,8 kg	88,8 kg	88,8 kg	88.8kg
1	0	320	130.0kg	130.0kg	130,0 kg	130,0 kg	130,0 kg	130,0 kg	130,0 kg	130.0kg
1	0	321	398.0kg	398.0kg	398,0 kg	398,0 kg	398,0 kg	398,0 kg	398,0 kg	398.0kg
1	0	322	24.0kg	24.0kg	24,0 kg	24,0 kg	24,0 kg	24,0 kg	24,0 kg	24.0kg
1	0	323	220.0kg	220.0kg	220,0 kg	220,0 kg	220,0 kg	220,0 kg	220,0 kg	220.0kg
1	0	324	80.4kg	80.4kg	80,4 kg	80,4 kg	80,4 kg	80,4 kg	80,4 kg	80.4kg
1	0	325	30.6kg	30.6kg	30,6 kg	30,6 kg	30,6 kg	30,6 kg	30,6 kg	30.6kg
1	0	326	71.5kg	71.5kg	71,5 kg	71,5 kg	71,5 kg	71,5 kg	71,5 kg	71.5kg
1	0	327	5.0kg	5.0kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5,0 kg	5.0kg
1	0	328	15.0kg	15.0kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15.0kg
1	0	329	15.3kg	15.3kg	15,3 kg	15,3 kg	15,3 kg	15,3 kg	15,3 kg	15.3kg
1	0	330	82.0kg	82.0kg	82,0 kg	82,0 kg	82,0 kg	82,0 kg	82,0 kg	82.0kg
1	0	331	51.3kg	51.3kg	51,3 kg	51,3 kg	51,3 kg	51,3 kg	51,3 kg	51.3kg
1	0	332	77.4kg	77.4kg	77,4 kg	77,4 kg	77,4 kg	77,4 kg	77,4 kg	77.4kg
1	0	333	1.2kg	1.2kg	1,2 kg	1,2 kg	1,2 kg	1,2 kg	1,2 kg	1.2kg
1	0	334	20.6kg	20.6kg	20,6 kg	20,6 kg	20,6 kg	20,6 kg	20,6 kg	20.6kg
1	0	335	40.3kg	40.3kg	40,3 kg	40,3 kg	40,3 kg	40,3 kg	40,3 kg	40.3kg
1	0	336	52.5kg	52.5kg	52,5 kg	52,5 kg	52,5 kg	52,5 kg	52,5 kg	52.5kg
1	0	337	168.0kg	168.0kg	168,0 kg	168,0 kg	168,0 kg	168,0 kg	168,0 kg	168.0kg
1	0	338	154.0kg	154.0kg	154,0 kg	154,0 kg	154,0 kg	154,0 kg	154,0 kg	154.0kg
1	0	339	1.9kg	1.9kg	1,9 kg	1,9 kg	1,9 kg	1,9 kg	1,9 kg	1.9kg
1	0	340	23.6kg	23.6kg	23,6 kg	23,6 kg	23,6 kg	23,6 kg	23,6 kg	23.6kg
1	0	341	11.5kg	11.5kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11,5 kg	11.5kg
1	0	342	32.8kg	32.8kg	32,8 kg	32,8 kg	32,8 kg	32,8 kg	32,8 kg	32.8kg
1	0	343	21.5kg	21.5kg	21,5 kg	21,5 kg	21,5 kg	21,5 kg	21,5 kg	21.5kg
1	0	344	108.0kg	108.0kg	108,0 kg	108,0 kg	108,0 kg	108,0 kg	108,0 kg	108.0kg
1	0	345	23.8kg	23.8kg	23,8 kg	23,8 kg	23,8 kg	23,8 kg	23,8 kg	23.8kg
1	0	346	60.4kg	60.4kg	60,4 kg	60,4 kg	60,4 kg	60,4 kg	60,4 kg	60.4kg
1	0	347	12.5kg	12.5kg	12,5 kg	12,5 kg	12,5 kg	12,5 kg	12,5 kg	12.5kg
1	0	348	68.2kg	68.2kg	68,2 kg	68,2 kg	68,2 kg	68,2 kg	68,2 kg	68.2kg
1	0	349	7.4kg	7.4kg	7,4 kg	7,4 kg	7,4 kg	7,4 kg	7,4 kg	7.4kg
1	0	350	162.0kg	162.0kg	162,0 kg	162,0 kg	162,0 kg	162,0 kg	162,0 kg	162.0kg
1	0	351	0.8kg	0.8kg	0,8 kg	0,8 kg	0,8 kg	0,8 kg	0,8 kg	0.8kg
1	0	352	22.0kg	22.0kg	22,0 kg	22,0 kg	22,0 kg	22,0 kg	22,0 kg	22.0kg
1	0	353	2.3kg	2.3kg	2,3 kg	2,3 kg	2,3 kg	2,3 kg	2,3 kg	2.3kg
1	0	354	12.5kg	12.5kg	12,5 kg	12,5 kg	12,5 kg	12,5 kg	12,5 kg	12.5kg
1	0	355	15.0kg	15.0kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15,0 kg	15.0kg
1	0	356	30.6kg	30.6kg	30,6 kg	30,6 kg	30,6 kg	30,6 kg	30,6 kg	30.6kg
1	0	357	100.0kg	100.0kg	100,0 kg	100,0 kg	100,0 kg	100,0 kg	100,0 kg	100.0kg
1	0	358	1.0kg	1.0kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1,0 kg	1.0kg
1	0	359	47.0kg	47.0kg	47,0 kg	47,0 kg	47,0 kg	47,0 kg	47,0 kg	47.0kg
1	0	360	14.0kg	14.0kg	14,0 kg	14,0 kg	14,0 kg	14,0 kg	14,0 kg	14.0kg
1	0	361	16.8kg	16.8kg	16,8 kg	16,8 kg	16,8 kg	16,8 kg	16,8 kg	16.8kg
1	0	362	256.5kg	256.5kg	256,5 kg	256,5 kg	256,5 kg	256,5 kg	256,5 kg	256.5kg
1	0	363	39.5kg	39.5kg	39,5 kg	39,5 kg	39,5 kg	39,5 kg	39,5 kg	39.5kg
1	0	364	87.6kg	87.6kg	87,6 kg	87,6 kg	87,6 kg	87,6 kg	87,6 kg	87.6kg
1	0	365	150.6kg	150.6kg	150,6 kg	150,6 kg	150,6 kg	150,6 kg	150,6 kg	150.6kg
1	0	366	52.5kg	52.5kg	52,5 kg	52,5 kg	52,5 kg	52,5 kg	52,5 kg	52.5kg
1	0	367	27.0kg	27.0kg	27,0 kg	27,0 kg	27,0 kg	27,0 kg	27,0 kg	27.0kg
1	0	368	22.6kg	22.6kg	22,6 kg	22,6 kg	22,6 kg	22,6 kg	22,6 kg	22.6kg
1	0	369	23.4kg	23.4kg	23,4 kg	23,4 kg	23,4 kg	23,4 kg	23,4 kg	23.4kg
1	0	370	8.7kg	8.7kg	8,7 kg	8,7 kg	8,7 kg	8,7 kg	8,7 kg	8.7kg
1	0	371	42.1kg	42.1kg	42,1 kg	42,1 kg	42,1 kg	42,1 kg	42,1 kg	42.1kg
1	0	372	110.5kg	110.5kg	110,5 kg	110,5 kg	110,5 kg	110,5 kg	110,5 kg	110.5kg
1	0	373	102.6kg	102.6kg	102,6 kg	102,6 kg	102,6 kg	102,6 kg	102,6 kg	102.6kg
1	0	374	95.2kg	95.2kg	95,2 kg	95,2 kg	95,2 kg	95,2 kg	95,2 kg	95.2kg
1	0	375	202.5kg	202.5kg	202,5 kg	202,5 kg	202,5 kg	202,5 kg	202,5 kg	202.5kg
1	0	376	550.0kg	550.0kg	550,0 kg	550,0 kg	550,0 kg	550,0 kg	550,0 kg	550.0kg
1	0	377	230.0kg	230.0kg	230,0 kg	230,0 kg	230,0 kg	230,0 kg	230,0 kg	230.0kg
1	0	378	175.0kg	175.0kg	175,0 kg	175,0 kg	175,0 kg	175,0 kg	175,0 kg	175.0kg
