entry	bit	line_id	Japanese_Kana	Japanese_Kanji	Turkish	French	Italian	German	Spanish	Korean
13	0	63	[~ 63]	[~ 63]	[VAR BDFF]?	[~ 63]	[~ 63]	[~ 63]	[~ 63]	[~ 63]
13	0	64	[~ 64]	[~ 64]	[VAR BDFF]@	[~ 64]	[~ 64]	[~ 64]	[~ 64]	[~ 64]
13	0	65	[~ 65]	[~ 65]	[VAR BDFF]A	[~ 65]	[~ 65]	[~ 65]	[~ 65]	[~ 65]
13	0	66	[~ 66]	[~ 66]	[VAR BDFF]B	[~ 66]	[~ 66]	[~ 66]	[~ 66]	[~ 66]
13	0	67	[~ 67]	[~ 67]	[VAR BDFF]C	[~ 67]	[~ 67]	[~ 67]	[~ 67]	[~ 67]
13	0	68	[~ 68]	[~ 68]	[VAR BDFF]D	[~ 68]	[~ 68]	[~ 68]	[~ 68]	[~ 68]
13	0	69	[~ 69]	[~ 69]	[VAR BDFF]E	[~ 69]	[~ 69]	[~ 69]	[~ 69]	[~ 69]
13	0	70	[~ 70]	[~ 70]	[VAR BDFF]F	[~ 70]	[~ 70]	[~ 70]	[~ 70]	[~ 70]
13	0	71	[~ 71]	[~ 71]	[VAR BDFF]G	[~ 71]	[~ 71]	[~ 71]	[~ 71]	[~ 71]
13	0	72	[~ 72]	[~ 72]	[VAR BDFF]H	[~ 72]	[~ 72]	[~ 72]	[~ 72]	[~ 72]
13	0	73	[~ 73]	[~ 73]	[VAR BDFF]I	[~ 73]	[~ 73]	[~ 73]	[~ 73]	[~ 73]
13	0	74	[~ 74]	[~ 74]	[VAR BDFF]J	[~ 74]	[~ 74]	[~ 74]	[~ 74]	[~ 74]
13	0	75	[~ 75]	[~ 75]	[VAR BDFF]K	[~ 75]	[~ 75]	[~ 75]	[~ 75]	[~ 75]
13	0	76	[~ 76]	[~ 76]	[VAR BDFF]L	[~ 76]	[~ 76]	[~ 76]	[~ 76]	[~ 76]
13	0	77	[~ 77]	[~ 77]	[VAR BDFF]M	[~ 77]	[~ 77]	[~ 77]	[~ 77]	[~ 77]
13	0	78	[~ 78]	[~ 78]	[VAR BDFF]N	[~ 78]	[~ 78]	[~ 78]	[~ 78]	[~ 78]
13	0	79	[~ 79]	[~ 79]	[VAR BDFF]O	[~ 79]	[~ 79]	[~ 79]	[~ 79]	[~ 79]
13	0	80	[~ 80]	[~ 80]	[VAR BDFF]P	[~ 80]	[~ 80]	[~ 80]	[~ 80]	[~ 80]
13	0	81	[~ 81]	[~ 81]	[VAR BDFF]Q	[~ 81]	[~ 81]	[~ 81]	[~ 81]	[~ 81]
13	0	82	[~ 82]	[~ 82]	[VAR BDFF]R	[~ 82]	[~ 82]	[~ 82]	[~ 82]	[~ 82]
13	0	83	[~ 83]	[~ 83]	[VAR BDFF]S	[~ 83]	[~ 83]	[~ 83]	[~ 83]	[~ 83]
13	0	84	[~ 84]	[~ 84]	[VAR BDFF]T	[~ 84]	[~ 84]	[~ 84]	[~ 84]	[~ 84]
13	0	85	[~ 85]	[~ 85]	[VAR BDFF]U	[~ 85]	[~ 85]	[~ 85]	[~ 85]	[~ 85]
13	0	86	[~ 86]	[~ 86]	[VAR BDFF]V	[~ 86]	[~ 86]	[~ 86]	[~ 86]	[~ 86]
13	0	87	[~ 87]	[~ 87]	[VAR BDFF]W	[~ 87]	[~ 87]	[~ 87]	[~ 87]	[~ 87]
13	0	88	[~ 88]	[~ 88]	[VAR BDFF]X	[~ 88]	[~ 88]	[~ 88]	[~ 88]	[~ 88]
13	0	89	[~ 89]	[~ 89]	[VAR BDFF]Y	[~ 89]	[~ 89]	[~ 89]	[~ 89]	[~ 89]
13	0	90	[~ 90]	[~ 90]	[VAR BDFF]Z	[~ 90]	[~ 90]	[~ 90]	[~ 90]	[~ 90]
13	0	91	[~ 91]	[~ 91]	[VAR BDFF]\[	[~ 91]	[~ 91]	[~ 91]	[~ 91]	[~ 91]
13	0	92	[~ 92]	[~ 92]	[VAR BDFF]\\	[~ 92]	[~ 92]	[~ 92]	[~ 92]	[~ 92]
13	0	93	[~ 93]	[~ 93]	[VAR BDFF]]	[~ 93]	[~ 93]	[~ 93]	[~ 93]	[~ 93]
13	0	94	[~ 94]	[~ 94]	[VAR BDFF]^	[~ 94]	[~ 94]	[~ 94]	[~ 94]	[~ 94]
13	0	95	[~ 95]	[~ 95]	[VAR BDFF]_	[~ 95]	[~ 95]	[~ 95]	[~ 95]	[~ 95]
14	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
15	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
16	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
17	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
17	0	1	[~ 1]	[~ 1]	[VAR BDFF]	[~ 1]	[~ 1]	[~ 1]	[~ 1]	[~ 1]
17	0	2	[~ 2]	[~ 2]	[VAR BDFF]	[~ 2]	[~ 2]	[~ 2]	[~ 2]	[~ 2]
17	0	3	[~ 3]	[~ 3]	[VAR BDFF]	[~ 3]	[~ 3]	[~ 3]	[~ 3]	[~ 3]
17	0	4	[~ 4]	[~ 4]	[VAR BDFF]	[~ 4]	[~ 4]	[~ 4]	[~ 4]	[~ 4]
17	0	5	[~ 5]	[~ 5]	[VAR BDFF]	[~ 5]	[~ 5]	[~ 5]	[~ 5]	[~ 5]
17	0	6	[~ 6]	[~ 6]	[VAR BDFF]	[~ 6]	[~ 6]	[~ 6]	[~ 6]	[~ 6]
17	0	7	[~ 7]	[~ 7]	[VAR BDFF]	[~ 7]	[~ 7]	[~ 7]	[~ 7]	[~ 7]
17	0	8	[~ 8]	[~ 8]	[VAR BDFF]	[~ 8]	[~ 8]	[~ 8]	[~ 8]	[~ 8]
17	0	9	[~ 9]	[~ 9]	"[VAR BDFF]	"	[~ 9]	[~ 9]	[~ 9]	[~ 9]	[~ 9]
17	0	10	[~ 10]	[~ 10]	[VAR BDFF]\n	[~ 10]	[~ 10]	[~ 10]	[~ 10]	[~ 10]
17	0	11	[~ 11]	[~ 11]	[VAR BDFF]	[~ 11]	[~ 11]	[~ 11]	[~ 11]	[~ 11]
17	0	12	[~ 12]	[~ 12]	[VAR BDFF]	[~ 12]	[~ 12]	[~ 12]	[~ 12]	[~ 12]
17	0	13	[~ 13]	[~ 13]	[VAR BDFF]\n	[~ 13]	[~ 13]	[~ 13]	[~ 13]	[~ 13]
17	0	14	[~ 14]	[~ 14]	[VAR BDFF]	[~ 14]	[~ 14]	[~ 14]	[~ 14]	[~ 14]
17	0	15	[~ 15]	[~ 15]	[VAR BDFF]	[~ 15]	[~ 15]	[~ 15]	[~ 15]	[~ 15]
18	0	0	ココデ　アガレ	ココデ　アガレ	BURAYA ÇIKIN.	Remonte des\nprofondeurs.	risali da qui	HIER HINAUF	sube ahora	ᅧ기서 ᅩᆯ라가라
18	0	1	アイウエオ	アイウエオ	ABC	abcd	abc	ABCD	abc	ᄀᄂᄃᄅᄆᄇᄉᄌᄎᄏᄐᄑᄒ
18	0	2	カキクケコ	カキクケコ	GHI	ijkl	ghi	IJKL	ghi	
18	0	3	サシスセソ	サシスセソ	MNO	qrst	mno	QRST	mno	ᆨᆫᆮᆯᆷᆸᆺᆼᆽᆾᆿᇀᇁᇂ
18	0	4	タチツテト	タチツテト	TUV	yz	tuv	YZ	tuv	ᅡᅣᅥᅧᅩᅭᅮᅲᅳᅵᅢ
18	0	5	ナニヌネノ	ナニヌネノ	DEF	efgh	def	EFGH	def	ᅤᅦᅨᅪᅫᅬᅯᅰᅱᅴ
18	0	6	ハヒフヘホ	ハヒフヘホ	JKL	mnop	jkl	MNOP	jkl	가나다마바사자카타파하
18	0	7	マミムメモ	マミムメモ	PQRS	uvwx	pqrs	UVWX	pqrs	억언얼연열영옥온옹운울
18	0	8	ヤユヨ	ヤユヨ	.	.	.			은을인것ᆻ
18	0	9	ラリルレロ	ラリルレロ	WXYZ	-	wxyz	ÄÖÜ	wxyz	   
18	0	10	ワヲン	ワヲン	,	,	,	,	,	 ᆨᅩ 
18	0	11	ココデ\nアナヲ　ホレ	ココデ\nアナヲ　ホレ	BURAYA KAZIN.	Retourne\nla terre.	qui devi\nscavare	SCHAUFLE\nHIER	cava ahora	ᅧ기서\n구멍을 파라
18	0	12	ハジメニ　ジーランス\nオワリニ　ホエルオー\nソシテ　スベテガ\nヒラカレル	ハジメニ　ジーランス\nオワリニ　ホエルオー\nソシテ　スベテガ\nヒラカレル	İLK GELİR\nRELICANTH.\nSON GELİR\nWAILORD.	Commence par\nRelicanth\net finis avec\nWailord.	primo\nrelicanth,\nultimo\nwailord	RELICANTH\nZUERST,\nWAILORD\nZULETZT	primero\nrelicanth\nal final\nwailord	최초ᅦ 시라칸\n마지막ᅦ 고래ᅪᆼ\n 모ᄃ은 것ᅵ\n열ᄅ인다
18	0	13	ワタシタチワ\nコノ　アナデ\nクラシ　セイカツ　シ\nソシテ　イキテ　キタ	ワタシタチワ\nコノ　アナデ\nクラシ　セイカツ　シ\nソシテ　イキテ　キタ	BU MAĞARADA\nUZUN YILDIR\nYAŞIYORUZ.	Dans cette\ncaverne vivait\nautrefois\nnotre peuple.	questa grotta\nfu la nostra\ncasa	IN DIESER\nHÖHLE HABEN\nWIR GELEBT	esta cueva\nha sido\nnuestro\nhogar	ᅮ리ᄃ을은\nᅵ ᄀ울ᅦ서\n생활하며\n살ᅡᅪᆻ다
18	0	14	スベテワ\nポケモンノ\nオカゲダ	スベテワ\nポケモンノ\nオカゲダ	HEPİMİZLE\nYANIMIZDA YAŞAYAN\nGÜÇLÜPOKEMON'A TEŞEKKÜRLER.	Nous devons\ntout aux\nPokemon.	ai pokemon\ndobbiamo\ntutto	WIR VERDANKEN\nALLES DEN\nPOKEMON,	lo que somos,\nse lo debemos\na los\npokemon	모ᄃ은 것은\n포켓ᄆ온\nᄃ억ᄇ운ᅵ다
18	0	15	ダガ\nワタシタチワ\nアノ　ポケモンヲ\nトジコメタ	ダガ\nワタシタチワ\nアノ　ポケモンヲ\nトジコメタ	ANCAK, O POKEMONU\nUZAKTA, KARANLIKTA\nYALNIZCA MÜHÜRLENDİK.	Mais nous les\navons retenus\nloin de nous.	ma dovemmo\nrinchiuderli\nin un luogo\nsegreto	DENNOCH\nSPERRTEN WIR\nDIE POKEMON\nWEG	pero los\nencerramos\npara\nsiempre	\nᅮ리ᄃ을은\n그 포켓ᄆ온을\n가뒀다
18	0	16	コワカッタノダ	コワカッタノダ	BİZ BUndan KORKUYORUZ.	Jadis, nous\ncraignions les\nPokemon.	ne avevamo\npaura	WIR HATTEN\nANGST	tuvimos\nmiedo	두려ᅯᆻ기 대ᄆ운ᅦ
18	0	17	ユーキ　アル\nモノヨ\nキボーニ\nミチタ　モノヨ	ユーキ　アル\nモノヨ\nキボーニ\nミチタ　モノヨ	\nCESARETİNİZ VARSA,\nHALA UMUDIYORSAN\n,	Demontre ton\ncourage.	se avrai\ncoraggio e\nsperanza	DENJENIGEN,\nDIE HOFFEN UND\nMUTIG SIND,\nWIRD SICH	quienes\nposeen\nvalor y\nesperanza	ᅭᆼ기 ᅵᆻᄂ은\n자ᅧ\n희망ᅦ 찬\n자ᅧ
18	0	18	トビラヲ　アケヨ\nソコニ　エイエンノ\nポケモンガ　イル	トビラヲ　アケヨ\nソコニ　エイエンノ\nポケモンガ　イル	KAPIYI AÇIN.\nÖTESİNDE\nSONSUZ\nPOKÉMON BEKLİYOR.	Ouvre la porte\net libere un\nPokemon\neternel.	dietro ad una\nporta\ntroverai un\npokemon eterno	EINE TÜRE ZU\nEINEM EWIGEN\nPOKEMON\nÖFFNEN	abren la\npuerta hacia\nun pokemon\neterno	ᄆ운을 열ᅥ라\n거기ᅦ 영ᅯᆫᅴ\n포켓ᄆ온ᅵ ᅵᆻ다
18	0	19	ミギ　ミギ\nシタ　シタ\nソコデ\nカイリキヲ　ツカエ	ミギ　ミギ\nシタ　シタ\nソコデ\nカイリキヲ　ツカエ	SAĞ, SAĞ,\nAŞAĞI, AŞAĞI,\nSONRA GÜÇ HAMLESİNİ KULLAN.	Fais deux pas\na droite, deux\nen bas et\nutilise Force.	destra destra,\npoi due volte\nverso il basso\ne infine forza	ZWEIMAL RECHTS\nUND ZWEI\nHINUNTER,\nDANN STÄRKE	derecha,\nderecha,\nabajo, abajo\nusa fuerza	ᅮ ᅮ\n하 하\n거기서\n괴력을 서라
18	0	20	コノママ\nウゴカズ\nフタツノ\nトキヲ　マテ	コノママ\nウゴカズ\nフタツノ\nトキヲ　マテ	DUR VE BEKLEYİN\nZAMAN GEÇTİKÇE\nİKİ KEZ\nHAREKETE GEÇMEYİN.	Arrete-toi ici\net redouble\nde patience.	attendi\nimmobile due\nparti di\ntempo	WARTE, BIS\nDIE ZEIT\nZWEIMAL\nDURCH IST	para y espera\na que el\ntiempo pase\ndos veces	ᅵ대로\nᅮᆷ직ᅵ지 말고\n두개ᅴ\n대ᄅ을 기다려라
18	0	21	アラタナル　トキト\nキボート　アイヲ　モチ\nマンナカデ　ソラヲ\nメザセ	アラタナル　トキト\nキボート　アイヲ　モチ\nマンナカデ　ソラヲ\nメザセ	STANDIN MERKEZİNDE.\nSEVGİYLE,\nUMUTLA VE ZAMANLA\nGÖKYÜZÜNÜ HEDEFLEYİN.	Pars du centre\net eleve-toi\nvers un nouvel\nespoir.	ora, in pace\ncol tempo,\nalzati in volo\nal centro	NEUE ZEIT,\nHOFFNUNG UND\nLIEBE SIND DIE\nHIMMELSMITTE	con ganas,\nvuela al\ncielo en\nel centro	새로운 대ᄅ을\n희망과 사랑을\n가지고 중심ᅦ서\n하ᄂ을을 노려라
19	0	0	[~ 0]	[~ 0]	[VAR BDFF]	[~ 0]	[~ 0]	[~ 0]	[~ 0]	[~ 0]
19	0	1	[~ 1]	[~ 1]	[VAR BDFF]	[~ 1]	[~ 1]	[~ 1]	[~ 1]	[~ 1]
19	0	2	[~ 2]	[~ 2]	[VAR BDFF]	[~ 2]	[~ 2]	[~ 2]	[~ 2]	[~ 2]
19	0	3	ふつうに　あるいた　だけでは\nまず　たどりつけない\c\nしかも　なぜか　あらわれたり\nきえたり　する\c\nこの　ホウエンには\nそんな　マボロシのばしょ　が\r\nいくつか　ある　そうじゃのう……	ふつうに　歩いた　だけでは\nまず　たどり着けない\c\nしかも　なぜか　現れたり\n消えたり　する\c\nこの　ホウエンには\nそんな　マボロシの場所が\r\nいくつか　ある　そうじゃのう……	Hoenn’de yalnızca yürüyerek ulaşılamayan Serap Noktaları\nolduğu söyleniyor.\c\nÜstelik bu gizemli yerler birden ortaya çıkıp\nsonra yine kaybolabiliyormuş.	Imagine un lieu impossible à atteindre à pied,\net qui passe son temps à apparaître et à disparaître…\c\nOui, comme un mirage…\nIl y en aurait plusieurs à travers Hoenn…	Pare che nella regione di Hoenn esistano\nluoghi misteriosi chiamati zone miraggio.\c\nSi tratta di posti che non si possono raggiungere\nviaggiando con mezzi tradizionali...\c\nSi dice addirittura che spariscano per poi\nricomparire senza una ragione precisa...	Hier in der Hoenn-Region soll es einige sogenannte\nwundersame Orte geben, die man zu Fuß nicht\r\nerreichen kann.\c\nDoch das ist noch nicht alles! Aus irgendeinem Grund\ntauchen diese Orte aus heiterem Himmel auf,\r\nnur um dann auf ähnlich geheimnisvolle Weise\r\nwieder zu verschwinden...	Hay lugares a los que no es posible llegar a pie y,\nademás, aparecen y desaparecen misteriosamente.\c\nQuizás no te lo creas, pero Hoenn es una región\nplagada de lugares ilusorios.	그냥 걷기만 해서는\n아무리 노력해도 도달할 수 없어\c\n게다가 왜인지 모르겠지만\n나타났다 사라지곤 하지\c\n이 호연에는\n그런 환상의 장소가\r\n몇 군데 있다고 하는군...
19	0	4	わたしは　たしかに\nマボロシのばしょ　に\r\nいった　ことが　あるんだが……\r\nうっかり　ばしょを　わすれてしまった\c\nきおくには　じしんが　あったのに\nショックだ……	わたしは　たしかに\nマボロシの場所に\r\n行ったことが　あるんだが……\r\nうっかり　場所を　忘れてしまった\c\n記憶には　自信が　あったのに\nショックだ……	Bir Serap noktasına gittim...\nBundan eminim. Ama nerede olduğunu unuttum...\c\nEskiden bazı şeyleri hatırlamakta\nçok iyiydim...\c\nO kadar şok oldum ki hatırlayamıyorum...	Moi, j’en ai vu plusieurs, de ces mirages…\nJ’y suis même allé…\c\nSeulement voilà…\nJ’ai complètement oublié où ils se trouvaient.\c\nMoi qui pensais avoir bonne mémoire…	Le zone miraggio? Sì, ci sono stato...\nPerò non ricordo più nulla al riguardo.\c\nChe strano!\nDi solito la mia memoria è infallibile...	Ich war an einem dieser wundersamen Orte...\c\nDessen bin ich mir ganz sicher. Doch leider habe ich\nvergessen, wie ich dort hingekommen bin...\c\nDabei war auf mein Gedächtnis bislang stets Verlass!\nVergesslich werden ist nicht schön...	Sí, creo que he estado en algunos de esos lugares,\npero desgraciadamente me he olvidado de dónde están...\c\nMira que tenía fe en mi memoria, pero se me ha vuelto\ntraicionera...	난 분명히\n환상의 장소에\r\n가본 적이 있는데...\r\n깜빡 장소를 잊어버렸어\c\n기억력에는 자신이 있었는데\n충격이야...
19	0	5	マボロシのばしょ　は\nおそらく　しんきろうの　かんけいで\r\nみえたり　みえなかったり　するんだろう\c\nいや　ひょっとしたら　ほんとうに\nあらわれたり　きえたり　しているのか……？	マボロシの場所は\nおそらく　しんきろうの　関係で\r\n見えたり　見えなかったり　するんだろう\c\nいや　ひょっとしたら　本当に\n現れたり　消えたり　しているのか……？	Serap noktaları...\c\nOnları bazı zamanlarda görünür kılan\nbazı zamanlarda görünür kılmayan, hava koşulları olsa gerek.\c\nYoksa gerçekten görünüp kayboluyorlar mı?	Si on ne les voit pas tout le temps, c’est sans doute\ndû à une illusion d’optique…\c\nÀ moins que… Non… Ils ne peuvent pas apparaître et\ndisparaître pour de vrai, si ?	Le zone miraggio...\c\nPotrebbe essere dovuto a un effetto ottico,\nse a volte sono visibili e a volte spariscono...\c\nOppure è proprio vero che appaiono\ne scompaiono misteriosamente?	Meiner Meinung nach ist das Phänomen der\nerscheinenden und wieder verschwindenden\r\nwundersamen Orte auf witterungsbedingte\r\nLuftspiegelungen zurückzuführen...\c\nOder tauchen diese Orte tatsächlich aus dem Nichts auf\nund verschwinden dann auf mysteriöse Weise wieder?	¿Tendrán esos lugares algo que ver con espejismos,\nque ahora se ven, ahora no se ven...?\c\n¿Será acaso verdad que aparecen y desaparecen sin\ndejar rastro?	환상의 장소는\n아마도 신기루 때문에\r\n보였다 안 보였다 하는 것 같아\c\n아니 어쩌면 진짜로\n나타났다 사라졌다 하는 건가...?
20	0	0	ホウエンの　そらたかくを　とんでいく\nポケモンを　みた！　って　ひとが　いるけど\c\nずっと　とびまわって　いるのかしら？\nどこかで　やすんだり　しそうだけど	ホウエンの　空高くを　飛んでいく\nポケモンを　見た！　って人が　いるけど\c\nずっと　飛びまわって　いるのかしら？\nどこかで　休んだり　しそうだけど	İnsanlar Hoenn'in üzerinde\nyükseklerde uçan bir Pokémon gördüklerini söylüyor.\c\nHer zaman etrafta uçuyor mu?\nBir yerde dinlenmesi gerekmiyor mu?	Les gens racontent qu’ils ont vu un Pokémon\nsurvoler la région de Hoenn.\c\nIl ne peut quand même pas voler tout le temps…\nIl doit bien se reposer, non ?	Gira voce che nei cieli di Hoenn si aggiri\nun Pokémon Volante.\c\nChissà se vola senza sosta...\nChissà se non si riposa mai...	Die Leute sagen, sie hätten ein Pokémon\nüber Hoenn fliegen sehen.\c\nFliegt es etwa die ganze Zeit über herum?\nMuss es sich denn nicht auch mal ausruhen?	Se comenta por ahí que han visto a un Pokémon\nde tipo Volador sobre Hoenn.\c\nDicen que no para de dar vueltas... ¿No necesita\ndescansar nunca?	호연의 하늘 높은 곳을 날아가는\n포켓몬을 봤다고 하는 사람이 있는데\c\n계속 날아다니고 있는 걸까?\n어딘가에서 쉬었다가 가기도 할 것 같은데
20	0	1	おそらの　ポケモン！\nおそらの　ポケモン！	おそらの　ポケモン！\nおそらの　ポケモン！	Bir gökyüzü Pokémonu!\nBir gökyüzü Pokémonu!	Un Pokémon dans le ciel !\nUn Pokémon dans le ciel !	Un Pokémon in cielo! Un Pokémon in cielo!	Ein Himmels-Pokémon!\nEin Himmels-Pokémon!	¡Hay un Pokémon en el cielo!\n¡Hay un Pokémon en el cielo!	하늘의 포켓몬!\n하늘의 포켓몬!
20	0	2	きみ　どこから　きたの？	きみ　どこから　来たの？	Nereden geldin?	Hé toi, tu viens d’où ?	Di dove sei?	Woher kommst du?	¿De dónde vienes?	넌 어느 마을에서 왔니?
20	0	3	はい……？\nハイ…　タウン……？\c\nしらないなぁ　そんな　まち	はい……？\nハイ…　タウン……？\c\n知らないなぁ　そんな　町	Evet?\nEvet Kasaba?\c\nHiç böyle bir yer duymadım.	Oui ?\nOui-… Ville ?\c\nJamais entendu parler…	Sì? È una città?\nMai sentita una città con quel nome.	„Ja“?\nDu kommst aus „Ja“-Stadt...?\c\nTut mir leid, aber davon hab ich noch nie gehört!	¿Ah, sí?\n¿De Pueblo Sí?\c\nQué nombre tan raro para un pueblo...	예...?\nyeah...마을...?\c\n모르겠는데 그런 마을은?
20	0	4	いいえ　って　そんな……\nどこからも　きてない　はずが　ないでしょ\c\nま　まさか　きみ……\nうみの　そこで　うまれた　とか……？	いいえ　って　そんな……\nどこからも　来てない　はずが　ないでしょ\c\nま　まさか　きみ……\n海の底で　生まれた　とか……？	HAYIR? Bu hiç mantıklı değil.\nBir yerden gelmiş olmalısın.\c\nAh! Bekle! Sakın denizin dibinde doğduğunu söyleme!	Non ? Quoi, tu veux dire que tu viens d’nulle part ?!\nNon mais attends, t’es bien né[VAR 1100(00FF,0100)]e que’que part !\c\nTu sors pas d’la mer !	No? Ma non ha senso.\nVerrai pure da qualche posto.\c\nOh! Un momento... Non vorrai farmi\ncredere che vieni dagli abissi marini?!	„Nein“? Das ergibt doch gar keinen Sinn!\nDu musst doch von irgendwo kommen!\c\nOh! Warte! Du... Du willst doch nicht etwa behaupten,\ndass du in den Tiefen des Meeres geboren wurdest?	¿De No? ¿No qué? No entiendo nada...\nTendrás que venir de algún sitio, ¿no?\c\nA ver... No irás a meterme el rollo de que naciste\nen el fondo del mar, matarile...	아니요라니...\n어디서든 왔을 거 아니야\c\n서, 설마 너...\n바닷속에서 태어났다는 거야...?
20	0	5	……これ　もらってくれませんか\nぼくには　もう　ひつようない　もの　なので	……これ　もらってくれませんか\n僕には　もう　必要ない　ものなので	...Bunu benden alır mısın?\nArtık ona hiçbir ihtiyacım yok.	Tiens, accepte ceci.\nÇa ne m’est plus d’aucune utilité.	La vuoi tu questa? A me non serve più.	Würdest du das hier bitte an dich nehmen?\nIch habe dafür keine Verwendung mehr.	¿Quieres esto? Es que a mí ya no me hace falta.	...이걸 받아주시겠습니까?\n저에겐 이제 필요 없는 물건이라서요
20	0	6	イッシュちほうに　ある　ビッグスタジアム……\nあのマウンドに　たつことが　ゆめ　でした\c\nでも　どんなに　ねがい　どりょく　しても\nゆめに　じつりょくが　おいつかない……\c\nあこがれが　きえないまま　きが　つけば\nぼくも　いそじの　さいしもち……\c\nじぶんのため　かぞくの　ために\nゆめ　から　さめるとき　なんです	イッシュ地方にある　ビッグスタジアム……\nあのマウンドに　立つことが　夢でした\c\nでも　どんなに　願い　努力しても\n夢に　実力が　追いつかない……\c\nあこがれが　消えないまま　気が付けば\n僕も　五十路の　妻子持ち……\c\n自分のため　家族のために\n夢から　さめるとき　なんです	Unova'daki Büyük Stadyum... Hep o sahanın\ntepesinde durmayı hayal etmiştim.\cAma ne kadar istesem, ne\nkadar çalışsam da yeteneğim\nhırsıma yetişmedi.\cHayalim ölmedi ama bir baktım\nellili yaşlarında, aile\nsahibi bir adam olmuşum.\cArtık yalnız kendim için\ndeğil, ailem için de bu\nrüyadan uyanma vakti.	J’ai toujours rêvé de me retrouver un jour sur le terrain\ndu Grand Stade d’Unys…\c\nMais j’ai bien peur de ne plus avoir les capacités\npour réaliser ce genre de rêve…\c\nÀ cinquante ans, marié avec des enfants, je reste malgré\ntout attaché à cette passion.\c\nJe devrais me faire une raison et abandonner ce rêve\npour mon propre bien et celui de ma famille…	Poter calcare la terra dello Stadio Stellare\ndi Unima era il mio sogno...\c\nMa per quanto lo desiderassi,\nnon sono mai riuscito a realizzarlo.\c\nE ormai, a cinquant’anni e con moglie e figli,\nho ben altro a cui pensare...!\c\nMa bando alla tristezza! È bello anche\nricordarsi dei propri sogni di gioventù!	Es war mein großer Traum, einmal auf dem Wurfhügel\ndes Sportstadions der Einall-Region zu stehen.\c\nDoch so sehr ich auch gehofft und mich angestrengt\nhabe, ich war einfach nicht talentiert genug...\c\nIm Hinterkopf blieb dieser Traum immer bestehen,\ndoch ehe man sich versieht, ist man auf einmal\r\nfünfzig und hat Frau und Kinder...\c\nEs ist an der Zeit, mich langsam von diesem Traum\nzu verabschieden. Für mich und meine Familie...	Ay...\c\n¿Sabes? Mi gran sueño en la vida era ser una estrella del\nbéisbol...\c\nCerraba los ojos y me veía en el Gran Estadio de Teselia,\ndispuesto a lanzar entre los vítores del público...\c\nPero, por más que lo intenté, jamás conseguí hacerlo\nrealidad, y nunca me pude quitar del todo esa espina en\r\nel costado...\c\nNi siquiera ahora, con cincuenta y tantos años que tengo,\ncasado y con hijos...\c\nPero sé que es hora de despertar del sueño...\nPor mi propio bien y el de mi familia.	하나지방에 있는 빅스타디움...\n그 마운드에 서보는 게 꿈이었습니다\c\n하지만 아무리 꿈꾸고 노력한들\n너무나도 높은 꿈에 실력이 따라가지 못했고...\c\n미련을 버리지 못한 채 정신을 차리고 보니\n저도 이제 어엿한 가정이 있는 오십대...\c\n가족을 위해서도... 저 자신을 위해서도...\n이제 꿈에서 깨어날 때가 된 것 같습니다
