label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,JP_Japanese,KR_Korean,US_English,US_French,US_Spanish,Turkish,note,status
COURSE_INFO__MISSION03_RECORD,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,[0]⟦TAG:0:2:4b00⟧/[1]⟦TAG:0:2:6400⟧,,
SKILL_SHOP__TITLE,Kies een krachtbadge,Choose a Power Badge,Choisissez un badge.,Wähle einen Trickanstecker!,Selezione spille del potere,Selección de insignias,パワーバッジをえらんでください,파워 배지를 선택해 주세요.,Choose a Power Badge,Choisissez un badge,Selección de insignias,Bir Güç Rozeti Seç,,
SKILL_SHOP__TOTAL_BEAD,[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],,
SKILL_SHOP__SELL_BEAD_00,[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],,
SKILL_SHOP__SKILL_INFO,[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],,
SKILL_SHOP__INFOMATION_00,"⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Krachtbadges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Ruil kralen in voor badges die
Yoshi speciale krachten geven!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Power Badges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Exchange beads for badges 
that give Yoshi amazing powers!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:010000000000000020c1⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Badges de puissance⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

⟦TAG:0:2:5a00⟧Échangez vos perles contre des badges⟦TAG:0:2:6400⟧
⟦TAG:0:2:5a00⟧donnant à Yoshi d'incroyables pouvoirs.⟦TAG:0:2:6400⟧
⟦TAG:0:2:5a00⟧⟦TAG:0:2:6400⟧⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Trickanstecker⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Für Juwelen gibt es Anstecker,
die Yoshi Fähigkeiten verleihen!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Spille del potere⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Scambia le tue perline con spille
per dare a Yoshi grandi poteri!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Insignias de poder
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧
¡Usa cuentas para conseguir
insignias que te darán ventaja!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧パワーバッジ⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

ヨッシーがパワーアップするバッジを
ビーズとこうかんできます
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧파워 배지⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

요시가 파워 업할 배지를
비즈와 교환할 수 있습니다.
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Power Badges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Exchange beads for badges 
that give Yoshi special powers!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:010000000000000020c1⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Badges de puissance
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧
⟦TAG:0:2:5500⟧Échangez vos perles contre des badges
donnant à Yoshi d'incroyables pouvoirs.⟦TAG:0:2:6400⟧
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f00770030003000000050000000000000007041⟧","⟦TAG:0:2:6e00⟧⟦TAG:0:2:6400⟧⟦TAG:1:4:010000000000000020c1⟧⟦TAG:0:2:6e00⟧⟦TAG:0:3:00ffffff⟧
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:7d00⟧⟦TAG:0:3:feff92ff⟧Insignias de poder
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6e00⟧⟦TAG:0:2:5500⟧Usa cuentas para conseguir insignias
que te darán poderes extraordinarios.
⟦TAG:0:2:6e00⟧⟦TAG:0:2:6400⟧⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f00770030003000000050000000000000002041⟧⟦TAG:0:2:6e00⟧⟦TAG:0:2:6400⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Güç Rozetleri⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Boncukları, Yoshi'ye harika güçler
kazandıran rozetlerle takas et!
⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧",,
SKILL_SHOP__INFOMATION_00k,"⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Krachtbadges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Ruil kralen in voor badges die
Yoshi speciale krachten geven!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Power Badges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Exchange beads for badges 
that give Yoshi amazing powers!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:010000000000000020c1⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Badges de puissance⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

⟦TAG:0:2:5a00⟧Échangez vos perles contre des badges⟦TAG:0:2:6400⟧
⟦TAG:0:2:5a00⟧donnant à Yoshi d'incroyables pouvoirs.⟦TAG:0:2:6400⟧
⟦TAG:0:2:5a00⟧⟦TAG:0:2:6400⟧⟦TAG:1:0:180073006b0069006c006c005f00770069006e0064006f0077001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Trickanstecker⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Für Juwelen gibt es Anstecker,
die Yoshi Fähigkeiten verleihen!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Spille del potere⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Scambia le tue perline con spille
per dare a Yoshi grandi poteri!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Insignias de poder
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧
¡Usa cuentas para conseguir
insignias que te darán ventaja!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧パワーバッジ⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

ヨッシーがパワーアップするバッジを
ビーズとこうかんできます
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧파워 배지⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

요시가 파워 업할 배지를
비즈와 교환할 수 있습니다.
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Power Badges⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Exchange beads for badges 
that give Yoshi special powers!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧","⟦TAG:1:4:010000000000000020c1⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Badges de puissance
⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧
⟦TAG:0:2:5500⟧Échangez vos perles contre des badges
donnant à Yoshi d'incroyables pouvoirs.⟦TAG:0:2:6400⟧
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f00770030003000000050000000000000007041⟧","⟦TAG:1:4:010000000000000020c1⟧
⟦TAG:0:2:7d00⟧⟦TAG:0:3:feff92ff⟧Insignias de poder⟦TAG:0:3:ffffffff⟧
⟦TAG:0:2:6400⟧⟦TAG:0:2:5500⟧Usa cuentas para conseguir insignias
que te darán poderes extraordinarios.⟦TAG:0:2:6400⟧
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f00770030003000000050000000000000002041⟧","⟦TAG:1:4:01000000000000000000⟧
⟦TAG:0:2:6e00⟧⟦TAG:0:3:feff92ff⟧Güç Rozetleri⟦TAG:0:3:ffffffff⟧⟦TAG:0:2:6400⟧

Boncukları, Yoshi'ye harika güçler
kazandıran rozetlerle takas et!
⟦TAG:1:0:1c0073006b0069006c006c005f00770069006e0064006f0077005f006b001c0073006b0069006c006c005f00770069006e0064006f0077003000300000005000000000000000a041⟧",,
SKILL__INFO00,⟦TAG:0:2:5a00⟧Speel zonder krachtbadge⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧No badge...⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Aucun badge⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Ohne Trickanstecker
spielen.⟦TAG:0:2:6400⟧",Gioca senza spille,⟦TAG:0:2:5a00⟧Ninguna⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧バッジをつかわない⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧배지를 사용하지 않는다…⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧No badge...⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Aucun badge⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Ninguna⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Rozet yok...⟦TAG:0:2:6400⟧,,
SKILL__INFO01,"⟦TAG:0:2:5a00⟧Krijg enkel grote
bollen wol!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Make all yarn balls big!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Pelotes plus grosses !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Alle Wollknäuel
werden groß!⟦TAG:0:2:6400⟧",Crea solo gomitoli grandi!,"⟦TAG:0:2:5a00⟧Todos los ovillos de lana
son grandes.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧ぜんぶ⟦TAG:0:0:020004004a304a30⟧大きな⟦TAG:0:0:06000a0051304430683060307e30⟧毛糸玉になる！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧전부 커다란 털실뭉치로 변한다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Make all yarn balls big!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Abondance de 
grosses pelotes!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Todos los ovillos de estambre 
son grandes.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Tüm yün yumaklarını büyüt!⟦TAG:0:2:6400⟧,QA: Daha doğal emir kipi ve daha kısa metin,qa-reviewed
SKILL__INFO04,⟦TAG:0:2:5a00⟧Loop minder schade op!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Higher defence!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Défense améliorée !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Du erleidest bei Treffern
weniger Schaden!⟦TAG:0:2:6400⟧",Aumenta la difesa!,⟦TAG:0:2:5a00⟧Recibes menos daño.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧⟦TAG:0:0:020002004630⟧受けるダメージが⟦TAG:0:0:0200040059304f30⟧少ない！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧대미지가 줄어든다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Higher defense!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Défense améliorée!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Recibes menos daño.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Savunmayı artır!⟦TAG:0:2:6400⟧,,
SKILL__INFO10,"⟦TAG:0:2:5a00⟧Gebruik onbeperkt
watermeloen!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧All-you-can-eat
watermelon!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Pastèque à volonté !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Wassermelonen bis
zum Abwinken!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Cocomeri a volontà!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Hay tantas sandías como
puedas comer.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧スイカ　たべほうだい！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧수박을 마음껏 먹을 수 있다!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧All-you-can-eat
watermelon!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Melon d'eau
à volonté!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧¡Sandías al por mayor!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Sınırsız karpuz!⟦TAG:0:2:6400⟧,,
SKILL__INFO11,"⟦TAG:0:2:5a00⟧Gebruik onbeperkt
vuurwatermeloen!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧All-you-can-eat
fire watermelon!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Pyro-pastèque à volonté !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Feuermelonen bis
zum Abwinken!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Focomeri a volontà!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Hay tantas sandías de
fuego como puedas comer.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧ほのおスイカ　たべほうだい！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧파이어수박을 마음껏 먹을 수 있다!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧All-you-can-eat
fire watermelon!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Melon d'eau pyro
à volonté!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧¡Sandías de fuego al por mayor!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Sınırsız ateş karpuzu!⟦TAG:0:2:6400⟧,,
SKILL__INFO12,"⟦TAG:0:2:5a00⟧Gebruik onbeperkt
ijswatermeloen!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧All-you-can-eat
ice watermelon!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Cryo-pastèque à volonté !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Eismelonen bis
zum Abwinken!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Gelomeri a volontà!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Hay tantas sandías de
hielo como puedas comer.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧こおりスイカ　たべほうだい！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧아이스수박을 마음껏 먹을 수 있다!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧All-you-can-eat
ice watermelon!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Melon d'eau cryo
à volonté!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧¡Sandías de hielo al por mayor!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Sınırsız buz karpuzu!⟦TAG:0:2:6400⟧,,
SKILL__INFO13,"⟦TAG:0:2:5a00⟧Krijg een betere
stampsprong!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Power up Ground Pound!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Attaque rodéo améliorée !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Stampfattacken
sind stärker!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Potenzia lo schianto a terra!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Mejora el Salto Bomba.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧ヒップドロップがパワーアップ！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧엉덩이찍기가 강력해진다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Power up Ground Pound!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Attaque rodéo améliorée!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Mejora los aplastones.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Yere Vuruşunu güçlendir!⟦TAG:0:2:6400⟧,QA: Türkçe belirtme eki düzeltildi,qa-reviewed
SKILL__INFO19,⟦TAG:0:2:5a00⟧Speel met een vangnet!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Fall into a pit?
No problem!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Impossibilité de tomber
dans un trou !⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Du kannst nicht in
Abgründe stürzen!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Anche se precipiti, torni
su rimbalzando!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧No ocurre nada aunque
te caigas al vacío.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧あなに⟦TAG:0:0:020002004a30⟧落ちても　もどってくる！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧구멍에 빠져도 문제없다!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Fall into a pit?
No problem!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Une chute dans un trou?
Pas de problème!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧No pasará nada cuando
caigas en un agujero.⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Çukura mı düştün?
Sorun değil!⟦TAG:0:2:6400⟧",,
SKILL__INFO20,"⟦TAG:0:2:5a00⟧Word immuun voor vuur
en lava!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Immunity to fire and lava!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Immunisé contre le feu
et la lave !⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Hitze kann dir
nichts anhaben!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Immunità a fuoco e lava!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Eres inmune a las
cosas que queman.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧アツいものでも　へっちゃら！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧뜨거운 것에 닿아도 괜찮다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Immunity to fire and lava!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Immunité contre le feu
et la lave!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Te hace inmune a las
cosas que queman.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Ateş ve lav işlemez!⟦TAG:0:2:6400⟧,,
SKILL__INFO21,⟦TAG:0:2:5a00⟧Word een schattenmagneet!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Pull items to you with
your magnetic force!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Aimant à objets !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Du ziehst Items
magisch an!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Attira gli oggetti con la
tua forza magnetica!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Atrae objetos como
si fueses un imán.⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧アイテムを⟦TAG:0:0:020002007230⟧引きよせてゲット！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧아이템을 끌어당긴다!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Pull items to you with
your magnetic force!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Aimant à objets!⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Atrae objetos con tu
campo de fuerza.⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Manyetik gücünle
eşyaları kendine çek!⟦TAG:0:2:6400⟧",,
SKILL__INFO22,"⟦TAG:0:2:5a00⟧Speel met een supersnelle
Yoshi!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Improve your speed!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Rapide comme l'éclair !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Du kannst schneller
laufen!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Aumenta la tua velocità!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Aumenta tu velocidad.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧ヨッシーがスピードアップ！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧요시의 속도가 빨라진다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Improve your speed!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Rapide comme l'éclair!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Aumenta tu velocidad.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Hızını artır!⟦TAG:0:2:6400⟧,,
SKILL__INFO23,⟦TAG:0:2:5a00⟧Zie verborgen voorwerpen!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧See hidden items!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Objets cachés visibles !⟦TAG:0:2:6400⟧,"⟦TAG:0:2:5a00⟧Versteckte Dinge
werden sichtbar!⟦TAG:0:2:6400⟧","⟦TAG:0:2:5a00⟧Permette di vedere gli
oggetti invisibili!⟦TAG:0:2:6400⟧",⟦TAG:0:2:5a00⟧Revela objetos ocultos.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧かくれているものが　みえるよ！⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧숨어 있는 것이 보인다!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧See hidden items!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Objets cachés visibles!⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Te permite ver objetos ocultos.⟦TAG:0:2:6400⟧,⟦TAG:0:2:5a00⟧Gizli eşyaları gör!⟦TAG:0:2:6400⟧,,
