file,source_sha256,id,offset,original,translation
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000006,661,"<T><M5/1/1/30>ともかく、[私/わたし]たちにはまだ[情報/じょうほう]が[足/た]りない。
[少/すこ]しずつ[調査/ちょうさ]を[進/すす]めながら[先/さき]へ[進/すす]むとしよう。","<T><M5/1/1/30>Her halukarda elimizde hala yeterli [bilgi/bilgi] yok.
[Incelemeyi/Incelemeyi] adim adim [ilerletip/ilerletip] yolumuza [devam edelim/devam edelim]."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000007,825,"<T><M-/1/-/30>そうですね！
<W><M7/1/1/20>じゃあさっそく[調査/ちょうさ]を[始/はじ]めましょう！","<T><M-/1/-/30>Haklisiniz!
<W><M7/1/1/20>O zaman hemen [incelemeye/incelemeye] [baslayalim/baslayalim]!"
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000008,919,"<T><M9/1/1/30>ルーク、ちょっと[待/ま]ってくれ。
その[前/まえ]に『[調査/ちょうさ]』の[方法/ほうほう]を[覚/おぼ]えておこう。
[今/いま]までと[少/すこ]し[違/ちが]うからよく[聞/き]いていてくれ。","<T><M9/1/1/30>Luke, biraz [bekle/bekle].
Once “inceleme” [yontemini/yontemini] [ogrenelim/ogrenelim].
Daha [oncekinden/oncekinden] biraz [farkli/farkli], iyi [dinle/dinle]."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000009,1109,<T><M1/2/1/30>…あっ、はい！,"<T><M1/2/1/30>…Ah, evet!"
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000010,1138,"<T><M6/1/1/30>[下画面/したがめん]の[隅/すみ]にある[調査/ちょうさ]アイコンを
タッチすると[調査/ちょうさ]モードに[切/き]り[替/か]わるよ。","<T><M6/1/1/30>[Alt ekranin/Alt ekranin] [kosesindeki/kosesindeki] inceleme simgesine
dokunursan Inceleme Modu'na gecersin."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000011,1274,"<T>[調査/ちょうさ]モード[中/ちゅう]は[虫/むし]メガネカーソルが
[上画面/うえがめん]に[表示/ひょうじ]されるんだ。こんなふうにね。","<T>Inceleme modundayken buyutec imleci
[ust ekranda/ust ekranda] gorunur. Boyle."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000012,1402,"<T><M2/1/1/30>タッチペンで[下画面/したがめん]をスライドすると
[虫/むし]メガネカーソルをぐりぐり[動/うご]かせる。
<W>[線/せん]を[引/ひ]くようにスライドするのがコツさ。","<T><M2/1/1/30>Kalemle alt ekrani kaydirarak
buyutec imlecini [hareket ettirebilirsin/hareket ettirebilirsin].
<W>Cizgi cizer gibi kaydirmak isin puf noktasidir."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000013,1569,"<T>そして、[虫/むし]メガネを[動/うご]かしていると、
オレンジ[色/いろ]に[光/ひか]ることがあるんだ。","<T>Buyuteci hareket ettirirken
bazi yerlerin turuncu renkte parladigini gorebilirsin."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000014,1668,"<T>[反応/はんのう]を[示/しめ]すポイントを[見/み]つけたら、
こんどは[下画面/したがめん]をちょこんとタッチしよう。
<W>そのポイントをチェックすることができる。","<T>Etkilesime uygun bir nokta bulunca,
alt ekrana hafifce dokun.
<W>Boylece o noktayi kontrol edebilirsin."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000015,1825,"<T><M4/1/1/30>[虫/むし]メガネを[動/うご]かすときとはちがって、
つつくように[短/みじか]くタッチするのがコツさ。
<W>ふたつの[操作/そうさ]を、うまく[使/つか]い[分/わ]けていこう。","<T><M4/1/1/30>Buyuteci hareket ettirmekten farkli olarak,
 durter gibi [kisa/kisa] dokunmak puf noktasidir.
<W>Bu iki islemi dogru sekilde kullan."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000016,2001,"<T><M2/1/-/30>『[下画面/したがめん]をぐりぐりスライドして[動/うご]かす』
『[下画面/したがめん]を[短/みじか]くタッチしてチェックする』
<M-/1/-/->…なるほど、[覚/おぼ]えておきます。","<T><M2/1/-/30>“Alt ekrani kaydirarak etrafa bakmak”
“Alt ekrana kisa dokunarak kontrol etmek”
<M-/1/-/->…Anladim, aklimda tutacagim."
00/00_002010.xs,fbd3a869508b5c191f229d514c74e07d36488a198ac73a650b4fda707817bec5,text000017,2181,"<T>それじゃあ、さっそく[調査/ちょうさ]をしてみよう。
[気/き]になるところをチェックしてごらん。","<T>O zaman hemen incelemeye baslayalim.
Merak ettigin yerleri kontrol et."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000000,0,レイトン,レイトン
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000001,9,<T>なかなかいいナゾだったね。,<T>Guzel bir bilmeceydi.
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000002,39,ルーク,ルーク
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000003,46,"<T>でも、このトウモロコシ、
ひどい[虫食/むしく]いで[食/た]べられそうにないです…。","<T>Ama bu misir,
cok kotu [kurtlu/kurtlu], yenilecek gibi degil…"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000004,129,"<T><M5/2/1/30>ルーク…。<W>
[噴水/ふんすい]の[中/なか]に[沈/しず]んでいたトウモロコシを
[食/た]べるつもりだったのかい？","<T><M5/2/1/30>Luke…<W>
Cesmenin icinde duran misiri
yemeyi mi dusunuyordun?"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000005,249,"<T><M3/1/2/15>い、<W>いやだなぁ…！<W>
そそそそんなハズないじゃないですか…！","<T><M3/1/2/15>S-saka ediyorsunuz…！<W>
Oyle bir sey olur mu hic…！"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000006,327,"<T><M4/1/1/30>…さ、さあ！<W>
[気/き]をとりなおして[調査再開/ちょうささいかい]です！","<T><M4/1/1/30>…S-sey!<W>
Kendimize gelelim ve incelemeye devam edelim!"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000007,412,"<T>そうだ、<W>さっきから[気/き]になってたんですが、
<M7/1/1/30>[向/む]こうに[見/み]えるあのテント、[大/おお]きいですよね！<W>
カーニバルの[飾/かざ]りつけでしょうか！？","<T>Dogru ya, <W>az once dikkatimi cekmisti.
<M7/1/1/30>Su karsidaki cadir ne kadar buyuk!<W>
Karnaval suslemeleri mi acaba!?"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000008,580,"<T><M2/1/1/30>ああ、きっとそうだろうね。
[電飾/でんしょく]や[旗/はた]が[取/と]り[付/つ]けられていて[実/じつ]に[華/はな]やかだ。","<T><M2/1/1/30>Evet, muhtemelen oyledir.
Isiklar ve bayraklarla suslenmis; gercekten cok gosterisli."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000009,708,"<T><M6/1/1/30>うーん、もっと[近/ちか]くで[見/み]てみたいです…。
はやく[向/む]こうまで[行/い]ってみましょうよ！","<T><M6/1/1/30>Hmm, daha yakindan gormek istiyorum…
Hadi cabuk oraya gidelim!"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000010,820,"<T><M9/1/1/30>[慌/あわ]ててはいけないよ、ルーク。
その[前/まえ]に『[移動/いどう]』について[説明/せつめい]しておこう。","<T><M9/1/1/30>Acele etme, Luke.
Once “hareket” hakkinda aciklayayim."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000011,938,<T><M3/1/1/15>おっと、そうでした！,"<T><M3/1/1/15>Aaa, dogru ya!"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000012,973,"<T><M6/1/1/30>[調査/ちょうさ]モードのあいだは[下画面/したがめん]に
「ちずにもどる」ボタンが[表示/ひょうじ]されている。","<T><M6/1/1/30>Inceleme modundayken alt ekranda
“haritaya don” dugmesi gorunur."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000013,1092,"<T>これをタッチすると[調査/ちょうさ]モードから
[移動/いどう]モードに[切/き]り[替/か]えることができるんだ。","<T>Buna dokunarak Inceleme Modu'ndan
Hareket Modu'na gecebilirsin."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000014,1199,"<T><M4/1/1/30>オレンジ[色/いろ]に[光/ひか]っているマーカーは、
[私/わたし]たちが[移動/いどう]できる[場所/ばしょ]を[示/しめ]している。<W>
マーカーを[直接/ちょくせつ]タッチすれば[移動/いどう]できるよ。","<T><M4/1/1/30>Turuncu parlayan isaretciler,
gidebilecegimiz yerleri gosterir.<W>
Isaretciye dogrudan dokunursan oraya gidersin."
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000015,1399,<T><M2/1/1/30>どうだい、カンタンだろう？,"<T><M2/1/1/30>Nasil, kolay degil mi?"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000016,1440,"<T>ふむふむ…。<W><M-/1/-/->[要/よう]するに、[行/い]きたい[場所/ばしょ]を
タッチすればいいってことですよね！","<T>Himm…<W><M-/1/-/->Yani kisacasi, gitmek istedigim yere
dokunmam yeterli, degil mi!"
00/00_002020.xs,4e87ad1630dc6513d7c31e921bc45d02da3fa8d5513d630757d1d1467e192ad7,text000017,1549,"<T><M1/1/1/30>そういうことさ。
では、テントの[方向/ほうこう]へ[移動/いどう]してみよう。
[調査/ちょうさ]の[基本/きほん]は[足/あし]からだよ。","<T><M1/1/1/30>Aynen oyle.
O halde cadira dogru hareket edelim.
Sorusturmanin temeli sahaya inmekten gecer."
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000000,0,ルーク,ルーク
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000001,7,<T>うわぁ、この[大/おお]きなテント！,"<T>Vay canina, ne buyuk bir cadir!"
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000002,44,"<T>ココから[見上/みあ]げると
いちだんと[迫力/はくりょく]がありますね！","<T>Buradan yukari bakinca
cok daha etkileyici gorunuyor!"
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000003,115,レイトン,レイトン
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000004,124,"<T>どうやらテントの[下/した]はパフォーマンスに[使/つか]う
スペースになっているようだね。","<T>Anlasilan cadirin alti gosteriler icin
kullanilan bir alan olmus."
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000005,213,"<T>そうだ、ルーク。
あそこにいるピエロの[彼/かれ]に[話/はなし]をきいてみよう。
なにかおもしろい[話/はなし]が[聞/き]けるかもしれない。","<T>Dogru ya, Luke.
Suradaki palyacoyla konusalim.
Belki ilginc bir seyler ogreniriz."
00/00_002030.xs,de7460066c97dd44b4ac0073d89889ab0ea8288ea88ccb9c5feabaccaab4a380,text000006,347,<T>わかりました！,<T>Anlasildi!
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000000,0,ルーク,ルーク
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000001,7,"<T>[見/み]てください、[先生/せんせい]。
[噴水/ふんすい]の[中/なか]からこーんなに[大/おお]きな
トウモロコシを[見/み]つけちゃいました！","<T>Bakin profesor.
Cesmenin icinden boylesine buyuk
bir misir buldum!"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000002,141,レイトン,レイトン
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000003,150,"<T>どうしてそんなところに…？<W>
<M2/1/1/30>いや、それにしても[立派/りっぱ]なトウモロコシだね。","<T>Orada ne isi var…?<W>
<M2/1/1/30>Ama dogrusu, ne kadar da iri bir misir."
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000004,246,<T>これ、[誰/だれ]かのおとしものでしょうか？,"<T>Bu, birinin dusurdugu bir sey olabilir mi?"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000005,291,"<T><M4/2/1/30>そんなに[大/おお]きなものを
[落/お]とすというのも[考/かんが]えにくいが…。","<T><M4/2/1/30>Bu kadar buyuk bir seyi dusurmek
kolay degil ama…"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000006,380,<T><M5/2/1/15>………おや？,<T><M5/2/1/15>…Himm?
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000007,407,"<T><M1/1/1/30>その[妙/みょう]に[大/おお]きなトウモロコシ、
よく[見/み]るとナゾになっているようだね。
さっそく[挑戦/ちょうせん]してみよう。","<T><M1/1/1/30>Su tuhaf derecede buyuk misira bak.
Yakindan bakinca bir bilmeceye donustugunu goruyorsun.
Hemen deneyelim."
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000008,546,<T>[意外/いがい]と[難/むずか]しいな…。,<T>Bekledigimden zor…
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000009,586,"<T>さすが、[大/おお]きいだけのことはありますね。
…このトウモロコシ。","<T>Gercekten de buyuk olmasinin bir sebebi var.
…Su misir."
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000010,656,"<T>[噴水/ふんすい]の[中/なか]に[潜/ひそ]むトウモロコシのナゾ、
[今度/こんど]こそ、[解/と]いてみせよう。","<T>Cesmenin icinde saklanan misir bilmecesini
bu kez cozecegim."
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000011,760,<T>なかなかいいナゾだったね。,<T>Guzel bir bilmeceydi.
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000012,790,"<T>でも、このトウモロコシ、
ひどい[虫食/むしく]いで[食/た]べられそうにないです…。","<T>Ama bu misir,
cok kotu [kurtlu/kurtlu], yenilecek gibi degil…"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000013,873,"<T>……。<W>
[食/た]べるつもりだったのかい…？","<T>…<W>
Yemeyi mi dusunuyordun…?"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000014,920,"<T>…ん？
<W>[先生/せんせい]、[見/み]てください！
[大/おお]きなピエロバルーンがやってきましたよ！","<T>…Ha?
<W>Profesor, bakin!
Buyuk palyaco balonu geliyor!"
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000015,6,,
00/00_002040.xs,8314a8e1b41189aa49bdd86b2b40e8b2d280065500222d1b25d1e103800b108b,text000016,1018,[不要/ふよう],[不要/ふよう]
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000000,0,ジャグラー,Cambaz
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000001,11,"<T>やぁーやぁーどーも！
キミたち[観光/かんこう]のお[客/きゃく]さんだね？","<T>Hey hey, selam!
Siz turist misiniz?"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000002,84,"<T><M1/1/1/30>この[街/まち]にはそーいう[人/ひと]たちが
いーっぱいやってくるからすぐに[分/わ]かるよ！
<W><M3/3/1/30>うひょひょひょ！<W>うひょひょひょひょひょ！","<T><M1/1/1/30>Bu sehre oyle insanlar
o kadar cok geliyor ki hemen anlarim!
<W><M3/3/1/30>Uhyohyohyo!<W>Uhyohyohyohyohyo!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000003,243,レイトン,レイトン
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000004,252,<T><M3/1/1/30>ええ、そんなところです。,"<T><M3/1/1/30>Evet, asagi yukari oyle."
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000005,291,"<T><M-/1/-/30>せーっかくモンテドールに[来/き]たんだから
とことん[楽/たの]しんでいってちょーだいよ。","<T><M-/1/-/30>Madem Monte d'Or'a kadar geldiniz,
doya doya eglenin!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000006,391,"<T><M-/2/-/30>パレードの[目玉/めだま]、[巨大/きょだい]ピエロバルーンも
もーすぐこの[辺/あた]りにやってくる[頃/ころ]だしね！","<T><M-/2/-/30>Gecidin gozdesi olan dev palyaco balonu da
az sonra buralara gelir!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000007,515,ルーク,ルーク
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000008,522,"<T><M2/1/1/30>[巨大/きょだい]ピエロバルーン…？
それ、なんだかすごそうですね！","<T><M2/1/1/30>Dev palyaco balonu…?
Kulaga cok etkileyici geliyor!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000009,601,"<T><M1/1/1/30>まーね！
<W>…でもでも、この[街/まち]での[楽/たの]しみは、
なにもパレードだけじゃないんだよ！","<T><M1/1/1/30>Tabii ki!
<W>…Ama ama, bu sehirde eglence
sadece gecitten ibaret degil!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000010,709,"<T><M2/2/1/30>キミたちナゾは[好/す]きかい？<W>
[好/す]きだよね？<W>ゼッタイ[好/す]きだよね？<W>
だってナゾが[好/す]きそうな[顔/かお]してるもんね！","<T><M2/2/1/30>Bulmacalari sever misiniz?<W>
Seversiniz, degil mi?<W>Kesin seversiniz!<W>
Cunku bulmaca sever bir yuzunuz var!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000011,856,<T><M1/1/1/30>ええ、ナゾは[大好/だいす]きですよ。,"<T><M1/1/1/30>Evet, bulmacalari cok severiz."
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000012,906,"<T><M3/1/1/30>よーし、ボクからこーんなナゾをプレゼント！
はりきって[受/う]けとってくれーい！","<T><M3/1/1/30>Harika! O zaman size benden soyle bir bulmaca hediyesi!
Coskuyla kabul edin!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000013,999,"<T>あちゃー。<W>
ちょーっと[難/むずか]しかったかな？
また[挑戦/ちょうせん]しにきてよねー！","<T>Ahh!<W>
Biraz zor mu geldi?
Yine gel, tekrar dene!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000014,1090,"<T>おっ、きたきた！
あのナゾをまた[解/と]きに[来/き]たんだよね？","<T>Ooo, geldiniz geldiniz!
O bulmacayi tekrar cozmeye geldiniz, degil mi?"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000015,1155,"<T>んー、もう[解/と]いちゃったのかー。<W>
<M-/1/-/30>やるねーやるねー！すばらしいねー！","<T>Hmm, demek coktan cozdunuz ha.<W>
<M-/1/-/30>Helal, helal! Muhtesemsiniz!"
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000016,1243,<T>[実/じつ]によくできたナゾですね。,<T>Gercekten cok iyi hazirlanmis bir bulmaca.
00/00_002050.xs,29e30ca4665cd245dafa1a3f30e2ac3cc3c06b4a6e8daa020c210a6cc19f1819,text000017,1280,<T><M2/2/1/30>ほ、ほめられるとテレるじゃない！,"<T><M2/2/1/30>E-e, ovulunce utaniyorum!"
