Index,Label,EU_English,US_English,EU_French,US_French,EU_German,EU_Italian,EU_Spanish,US_Spanish,JP_Japanese,KR_Korean,Turkish,Status,Notes
88,CopyRight000,"© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo Developed by Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo","© 2019 Nintendo — Geliştiren: Good-Feel
© 2019 HAL Laboratory, Inc. / Nintendo",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
89,GameTitle00,Kirby’s Extra Epic Yarn,Kirby's Extra Epic Yarn,Kirby : Au fil de la grande...,Kirby's Extra Epic Yarn,Kirby und das extra magische...,Kirby e la nuova stoffa dell'eroe,Más Kirby en el reino de los hilos,Kirby's Extra Epic Yarn,毛糸のカービィ プラス,털실 커비 이야기 플러스,Kirby'nin Ekstra Epik İpliği,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
90,GameTitle02,Kirby's Extra Epic Yarn,Kirby's Extra Epic Yarn,Kirby : Au fil de la grande aventure,Kirby's Extra Epic Yarn,Kirby und das extra magische Garn,Kirby e la nuova stoffa dell'eroe,Más Kirby en el reino de los hilos,Kirby's Extra Epic Yarn,毛糸のカービィ プラス,털실 커비 이야기 플러스,Kirby'nin Ekstra Epik İpliği,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
91,TitleInfo001,Begin,Begin,Jouer,Commencer,Start,Inizia,Comenzar,Comenzar,はじめる,시작,Başla,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
92,TitleInfo002,"Press the {{CTRL|0001|0001|0FCD}} Button to return
to the HOME Menu.","Press {{CTRL|0001|0001|0FCD}} to return to the
HOME Menu.",{{CTRL|0001|0001|0FCD}} Retourner au menu HOME,{{CTRL|0001|0001|0FCD}} Retourner au menu HOME,"Drücke {{CTRL|0001|0001|0FCD}}, um zum
HOME-Menü zurückzukehren.",Premi {{CTRL|0001|0001|0FCD}} per tornare al menu HOME.,Pulsa {{CTRL|0001|0001|0FCD}} para volver al menú HOME.,Oprime {{CTRL|0001|0001|0FCD}} para volver al menú HOME.,{{CTRL|0001|0001|0FCD}}ボタンをおすとHOMEメニューにもどります,{{CTRL|0001|0001|0FCD}} 버튼을 누르면 HOME 메뉴로 돌아갑니다.,"HOME Menüsüne dönmek için
{{CTRL|0001|0001|0FCD}} düğmesine bas.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
93,SBGTitleInfo_000,How to Play,How to Play,Comment jouer,Comment jouer,So wird gespielt,Come si gioca,Cómo jugar,Cómo jugar,あそびかた,플레이 방법,Nasıl Oynanır,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
94,ModeInfo000,Select Mode,Select Mode,Sélectionnez un mode de jeu !,Sélectionnez un mode de jeu!,Wähle einen Modus aus.,Seleziona una modalità,Elige un modo.,Selecciona un modo.,モードを　えらんでね,모드를 선택해 주세요!,Mod Seç,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
95,NowLoading000,"Loading...
Please wait.","Loading...
Please wait.","Chargement en cours...
Veuillez patienter.","Chargement en cours...
Veuillez patienter.","Ladevorgang.
Bitte warten.",Caricamento in corso...,"Cargando...
Espera unos instantes.","Cargando...
Espera un momento.","じゅんびを　しています
ちょっとまってね","준비 중입니다.
잠시만 기다려 주세요.","Yükleniyor...
Lütfen bekle.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
96,NowLoading001,"Loading...
Please wait.","Loading...
Please wait.","Chargement en cours...
Veuillez patienter.","Chargement en cours...
Veuillez patienter.","Ladevorgang.
Bitte warten.",Caricamento in corso...,"Cargando...
Espera unos instantes.","Cargando...
Espera un momento.","いどうちゅうです
ちょっとまってね","이동 중입니다.
잠시만 기다려 주세요.","Yükleniyor...
Lütfen bekle.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
97,NextAreaInfo000,<X>,<X>,<X>,<X>,<X>,<X>,<X>,<X>,「<X>」へ,<X>,<X>,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
98,MainMenu004,Quit,Quit,Quitter,Quitter,Beenden,Esci,Salir,Salir,タイトルへもどる,타이틀로 돌아가기,Çık,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
99,MainMenu005,Change Layout,Change Layout,Aménager,Décorer,Umdekorieren,Arreda,Decorar,Decorar,もようがえ,집 꾸미기,Düzenle,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
100,MainMenu007,Album,Album,Album,Album,Fotoalbum,Album,Álbum,Álbum,アルバム,앨범,Albüm,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
101,ReturnTitle000,"Would you like to quit and
return to the title screen?","Would you like to quit and
return to the title screen?","Voulez-vous quitter et
retourner à l'écran titre ?","Voulez-vous quitter et retourner
à l'écran principal?","Möchtest du das Spiel beenden und
zum Titelbildschirm zurückkehren?","Vuoi uscire e tornare allo
schermo del titolo?",¿Salir y volver a la pantalla del título?,"¿Deseas salir y volver
a la pantalla principal?","ゲームをやめて
タイトルがめんへ　もどりますか？","게임을 그만두고
타이틀 화면으로 돌아갈까요?","Oyundan çıkıp
başlık ekranına dönmek ister misin?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
102,ReturnTitle001,Yes,OK,Oui,Oui,Ja,Sì,Sí,Sí,はい,예,Evet,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
103,ReturnTitle002,No,No,Non,Non,Nein,No,No,No,いいえ,아니요,Hayır,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
104,RoomMainMenu00,Place,Place,Placer,Placer,Platzieren,Posiziona,Colocar,Colocar,インテリアをおく,인테리어 놓기,Yerleştir,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
105,RoomMainMenu18,Move,Move,Déplacer,Déplacer,Bewegen,Sposta,Desplazar,Mover,うごかす,옮기기,Taşı,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
106,RoomMainMenu01,Reupholster,Reupholster,Changer tissu,Recouvrir,Neu beziehen,Rivesti,Tapizar objeto,Tapizar,したてなおす,커버 씌우기,Kumaşı Değiştir,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
107,RoomMainMenu02,Wallpaper,Wallpaper,Mur et sol,Tapisserie,Hintergrund,Carta da parati,Tapizar casa,Papel tapiz,かべがみをかえる,벽지 바꾸기,Duvar ve Zemin,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
108,RoomMainMenu03,Copy,Copy,Copier,Copier,Kopieren,Copia,Copiar,Copiar,コピーする,복사하기,Kopyala,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
109,RoomMainMenu04,Put Away,Put Away,Retirer,Ranger,Entfernen,Togli,Retirar,Quitar,かたづける,치우기,Kaldır,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
110,RoomMainMenu21,Place,Place,Placer,Placer,Platzieren,Posiziona,Colocar,Colocar,インテリアをおく,인테리어 놓기,Yerleştir,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
111,RoomMainMenu19,Undo,Undo,Réessayer,Réessayer,Rückgängig,Riprova,Deshacer,Deshacer,やりなおす,다시 하기,Geri Al,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
112,RoomMainMenu07,Change Layout,Change Layout,Aménager,Décorer,Umdekorieren,Arreda,Decorar,Decorar,もようがえ,집 꾸미기,Düzeni Değiştir,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
113,RoomMainMenu08,"Changing layout.
Use the touch screen to 
make adjustments.","Changing layout.
Tap the touch screen to 
make adjustments.","Aménagement en cours.
Utilisez l'écran tactile pour
effectuer des modifications.","Aménagement en cours.
Utilisez l'écran tactile pour
effectuer des modifications.","Umdekorieren:
Nutze den Touchscreen,
um Änderungen vorzunehmen.","Tocca il touch screen per
modificare l'arredamento.","Usa la pantalla táctil
para cambiar la decoración.","Decoración en curso.
Toca la pantalla táctil
para hacer cambios.","もようがえちゅう
したがめんを　タッチで　そうさしてね","집 꾸미기 중
아래 화면을 터치해서 조작해 주세요.","Düzen değiştiriliyor.
Ayarlamak için dokunmatik
ekranı kullan.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
114,RoomMainMenu12,OK,OK,OK,OK,O.K.,OK,Aceptar,Aceptar,もどる,뒤로,Tamam,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
115,RoomMainMenu13,Deactivate StreetPass?,Deactivate StreetPass?,Désactiver StreetPass ?,Désactiver StreetPass?,StreetPass deaktivieren?,"Vuoi disattivare
StreetPass?",¿Quieres desactivar StreetPass?,¿Quieres desactivar StreetPass?,すれちがいつうしんを　やめますか？,엇갈림 통신을 그만둘까요?,"StreetPass devre dışı
bırakılsın mı?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
116,RoomMainMenu14,"StreetPass has been
deactivated for this room.","StreetPass has been
deactivated for this room.","StreetPass est maintenant
désactivé pour cette pièce.","StreetPass est maintenant
désactivé.","StreetPass wurde für diese
Wohnung deaktiviert.","StreetPass è stata disattivata
per questa stanza.","Se ha desactivado StreetPass
para esta habitación.","Se ha desactivado StreetPass
para esta habitación.",すれちがいつうしんを　やめました,엇갈림 통신을 그만두었습니다.,"Bu oda için StreetPass
devre dışı bırakıldı.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
117,RoomMainMenu22,"StreetPass has been
deactivated.","StreetPass has been
deactivated.","StreetPass est maintenant
désactivé.","StreetPass est maintenant
désactivé.",StreetPass wurde deaktiviert.,StreetPass è stata disattivata.,Se ha desactivado StreetPass.,Se ha desactivado StreetPass.,すれちがいつうしんを　やめました,엇갈림 통신을 그만두었습니다.,"StreetPass devre dışı
bırakıldı.",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
118,RoomMainMenu15,Yes,Yes,Oui,Oui,Ja,Sì,Sí,Sí,はい,예,Evet,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
119,RoomMainMenu16,No,No,Non,Non,Nein,No,No,No,いいえ,아니요,Hayır,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
120,UpdateInfo_000,"If you refresh this list, rooms
you've acquired via StreetPass
will disappear. Is that OK?","If you refresh this list, rooms
you've acquired via StreetPass
will disappear. Is that OK?","Vous allez faire disparaître des
pièces reçues via StreetPass.
Voulez-vous vraiment rafraîchir
la liste des pièces témoins ?","Voulez-vous vraiment
rafraîchir cette liste?
(Cela fera disparaître les pièces
reçues via StreetPass.)","Wenn du diese Liste auffrischst,
verschwinden über StreetPass
erhaltene Wohnungen. Fortfahren?","Se aggiorni la lista, delle stanze
ottenute tramite StreetPass
spariranno. Vuoi procedere?","Si actualizas esta lista,
desaparecerán habitaciones
recibidas a través de StreetPass.
¿Quieres continuar?","Si actualizas esta lista, las
habitaciones recibidas a través
de StreetPass desaparecerán.
¿Quieres continuar?","へやを　いれかえると　すれちがった
へやが　きえてしまいます
よろしいですか？","집 세트를 바꾸면 엇갈림 통신으로
받은 집이 사라져 버립니다.
집 세트를 바꿀까요?","Bu listeyi yenilersen StreetPass
ile aldığın odalar kaybolacak.
Devam edilsin mi?",FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
121,RoomMainTheme,Simple Design A,Simple Design A,Style simple A,Style simple A,Design A,Design A,Diseño simple A,Diseño simple A,シンプルコーディネイトA,심플 디자인 A,Sade Tasarım A,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
122,RoomMainTheme_00,Simple Design B,Simple Design B,Style simple B,Style simple B,Design B,Design B,Diseño simple B,Diseño simple B,シンプルコーディネイトB,심플 디자인 B,Sade Tasarım B,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
123,RoomMainTheme_01,Simple Design C,Simple Design C,Style simple C,Style simple C,Design C,Design C,Diseño simple C,Diseño simple C,シンプルコーディネイトC,심플 디자인 C,Sade Tasarım C,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
124,RoomSlotTheme_00,A,A,A,A,A,A,A,A,Ａ,Ａ,A,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
125,RoomSlotTheme_01,B,B,B,B,B,B,B,B,B,B,B,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
126,RoomSlotTheme_02,C,C,C,C,C,C,C,C,C,C,C,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
127,RoomInteriorCategory00,Items,Items,Trésors,Trésors,Objekte,Tesori,Tesoros,Objetos,モチーフ,모티브,Eşyalar,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
128,RoomInteriorCategory03,Furniture,Furniture,Meubles,Meubles,Einrichtung,Mobilio,Mobiliario,Muebles,かぐ,가구,Mobilyalar,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
129,RoomInteriorCategory04,Objects,Objects,Ornements,Objets,Andere,Suppellettili,Varios,Otros,せいかつ,생활,Nesneler,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
130,RoomInteriorCategory05,Toy Box,Toy Box,Jouets,Coffre à jouets,Spielzeug,Giocattoli,Juguetes,Caja de juguetes,おもちゃばこ,장난감 상자,Oyuncak Kutusu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
131,RoomInteriorCategory06,Unique,Unique,Objets uniques,Objets uniques,Einzigartig,Introvabili,Exclusivos,Únicos,ユニーク,유니크,Özel,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
132,RoomInteriorCategory07,Fuse Beads,Fuse Beads,Perles à repasser,Perles à repasser,Bügelperlen,Oggetti di perline,Figuras de cuentas,Cuentas,アイロンビーズ,컬러 비즈,Ütü Boncukları,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
133,RoomInteriorCategory08,Catalogue Items,Catalog Items,Objets du catalogue,Objets du catalogue,Katalog-Items,Oggetti del catalogo,Objetos del catálogo,Del catálogo,カタログインテリア,카탈로그 인테리어,Katalog Eşyaları,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
134,RoomPatternCategory00,Stage 1,Stage 1,Groupe 1,Groupe 1,Motiv 1,Motivi (1),Fase 1,Nivel 1,ステージその１,스테이지 1,Bölüm 1,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
135,RoomPatternCategory01,Stage 2,Stage 2,Groupe 2,Groupe 2,Motiv 2,Motivi (2),Fase 2,Nivel 2,ステージその２,스테이지 2,Bölüm 2,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
136,RoomPatternCategory02,Plain,Plain,Uni,Uni,Einfarbig,Tinta unita,Lisas,Sencillo,プレーン,플레인,Düz,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
137,RoomPatternCategory03,Simple,Simple,Simple,Simple,Einfach,Semplici,Sencillas,Simple,シンプル,심플,Sade,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
138,RoomPatternCategory04,Pattern,Pattern,Motif,Motif,Muster,Fantasie,Estampadas,Estampados,パターン,패턴,Desenli,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
139,RoomPatternCategory05,Other,Other,Autre,Autre,Andere,Altri,Especiales,Otros,そのた,기타,Diğer,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
140,InteriorSelect00,Back,Back,Retour,Retour,Zurück,Indietro,Atrás,Volver,もどる,뒤로,Geri,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
141,InteriorCustom17,Material,Material,Tissu,Matériau,Stoff,Stoffa,Tela,Tela,きじ,천의 종류,Malzeme,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
142,InteriorCustom16,Adjust Pattern,Adjust Pattern,Application,Application,Anpassen,Modifica motivo,Ajuste,Ajuste,はりかた,무늬 조정,Deseni Ayarla,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
143,RoomCustom00,Wall,Wall,Mur,Mur,Tapete,Parete,Pared,Pared,かべ,벽,Duvar,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
144,RoomCustom01,Floor,Floor,Sol,Plancher,Fußboden,Pavimento,Suelo,Suelo,ゆか,바닥,Zemin,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
145,RoomCustom12,Kirby's Flat,Kirby's Pad,Chez Kirby,Chez Kirby,Kirbys Wohnung,Casa di Kirby,Casa de Kirby,Hab. de Kirby,カービィのへや,커비네 집,Kirby'nin Evi,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
146,RoomCatalog00,Catalogue,Catalog,Catalogue,Catalogue,Katalog,Catalogo,Catálogo,Catálogo,カタログ,카탈로그,Katalog,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
147,RoomCatalog05,NEW,NEW,NOUV.,NOUV.,NEU,Novità,NUEVO,NUEVO,NEW,NEW,YENİ,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
148,RoomCatalogPresetTheme00,Concert Hall,Concert Hall,Salle de concert,Salle de concert,Konzerthalle,Sala concerti,Sala de conciertos,Sala de conciertos,コンサートかいじょう,콘서트장,Konser Salonu,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
149,RoomCatalogPresetTheme01,Blue Sky Picnic,Blue Sky Picnic,Pique-nique en plein air,Pique-nique ,Picknick,Picnic all'aria aperta,Pícnic al aire libre,Picnic al aire libre,あおぞらピクニック,푸른 하늘 피크닉,Gökyüzü Pikniği,FINAL_REVIEWED,EU metin yapısı korunarak 10 dil çapraz kontrol edildi; piksel genişliği denetlendi.
