Index,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Portuguese,EU_Russian,EU_Spanish,JP_Japanese,US_English,US_French,US_Portuguese,US_Spanish,Turkish,Source_Max_Lines,Source_Safe_Line_Units,Turkish_Lines,Turkish_Max_Line_Units,Fit_Status,Placeholder_Check,PUA_Glyph_Check,Translation_Note,Fit_Note
364,StgFace_SubTitle_kaonin_01,Je hebt een nieuw gezicht bemachtigd!,Nabbed a Fresh Face!,Visage inopiné capturé !,Du hast ein Frischgesicht gefangen!,Hai ottenuto una faccia nuova!,Apanhou uma Cara Nova!,Поймано новое лицо!,¡Has conseguido una cara nueva!,生顔から、顔ゲット!,Nabbed a Fresh Face!,Visage saisi sur le vif!,Agarrou uma nova cara!,¡Has conseguido una cara nueva!,Bir Sürpriz Yüz yakaladın!,1,33.1,1,22.25,OK,OK,OK,“Fresh Face” sözcük oyunu doğrudan “Taze Yüz” yerine oyun içindeki beklenmedik karşılaşmayı vurgulayan “Sürpriz Yüz” yapıldı.,Shipped Latin localizations suggest this should fit.
365,StgFace_SubTitle_irogao_red,De rode vlinder heeft de meter gevuld!,The red butterfly refilled the meter!,Le papillon rouge restaure votre jauge !,Der Schmetterling hat die Leiste gefüllt!,La farfalla rossa ti fa recuperare energia!,A borboleta vermelha deu-lhe energia!,Красная бабочка вернула индикатор!,¡La mariposa roja te ha dado energía!,赤から生まれた チョウ で回復!,The red butterfly refilled your meter!,Le papillon rouge restaure votre jauge!,A borboleta vermelha encheu a barra!,¡La mariposa roja te ha dado energía!,Kırmızı kelebek göstergeyi doldurdu!,1,37.75,1,31.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
366,StgFace_SubTitle_irogao_blue,De blauwe vlinder heeft de meter gevuld!,The blue butterfly refilled the meter!,Le papillon bleu restaure votre jauge !,Der Schmetterling hat die Leiste gefüllt!,La farfalla blu ti fa recuperare energia!,A borboleta azul deu-lhe energia!,Синяя бабочка вернула индикатор!,¡La mariposa azul te ha dado energía!,青から生まれた チョウ で回復!,The blue butterfly refilled your meter!,Le papillon bleu restaure votre jauge!,A borboleta azul encheu a barra!,¡La mariposa azul te ha dado energía!,Mavi kelebek göstergeyi doldurdu!,1,35.55,1,29.45,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
367,StgFace_SubTitle_irogao_yellow,De gele vlinder heeft de meter gevuld!,The yellow butterfly refilled the meter!,Le papillon jaune restaure votre jauge !,Der Schmetterling hat die Leiste gefüllt!,La farfalla gialla ti fa recuperare energia!,A borboleta amarela deu-lhe energia!,Желтая бабочка вернула индикатор!,¡La mariposa amarilla te ha dado energía!,黄色から生まれた チョウ で回復!,The yellow butterfly refilled your meter!,Le papillon jaune restaure votre jauge!,A borboleta amarela encheu a barra!,¡La mariposa amarilla te ha dado energía!,Sarı kelebek göstergeyi doldurdu!,1,37.4,1,29.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
368,StgFace_SubTitle_irogao_red_effect,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
369,StgFace_SubTitle_irogao_blue_effect,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
370,StgFace_SubTitle_irogao_yellow_effect,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
371,StgFace_Information_message01,"Ga eens kijken in
Verzameling! Druk op 
om terug te gaan en er
een kijkje te nemen!","You should drop by
Face Collection!
Press  to go back
and check it out!","Avez-vous déjà admiré
votre collection ?
Appuyez sur  et
allez y jeter un œil !","Du kannst dir nun deine
Gesichtergalerie ansehen!
Mit  kommst du zurück
und kannst sie öffnen!","La Collezione è lì
a tua disposizione!
Premi  per tornare
indietro e rivederla!","Dê uma vista de olhos
à Coleção! Prima 
para voltar atrás e
consultá-la!","Проверь коллекцию лиц!
Нажми , чтобы
вернуться и посмотреть
ее!","¡Deberías pasarte por
el modo Colección!
¡Pulsa  para volver
y echarle un vistazo!","「顔コレクション」に
入れるのダ!
でもどって
みるのダ!","Put it in Face
Collection!
Press  to go back
and check it out!","Avez-vous déjà admiré
votre collection?
Appuyez sur  pour
retourner et allez y jeter
un coup d'œil!","Adicionada à galeria
de caras! Aperte  para 
voltar e vê-la!","¡Se ha guardado en
el modo Colección!
¡Oprime  para volver
y echarle un vistazo!","Yüz Koleksiyonu’na
uğrasana!
 ile geri dön,
bir göz at!",5,23.1,4,16.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
372,StgFace_Information_message02,"Ojee! Er is iets
aan de hand in
Verzameling!","Aiiiieee! Something's
happening in
Face Collection!","Aaah ! Il se passe
quelque chose
dans votre collection !","Es gab einen Vorfall in
der Gesichtergalerie!","Ehi! Qualcosa di nuovo
bolle in pentola in
Collezione!","Oh! Algo está a
acontecer na Coleção!","Ой! Что-то происходит
в коллекции лиц!","¡Parece que está
pasando algo en
el modo Colección!","「顔コレクション」で
なにか起こっている
らしいのダ!","Uh-oh! Something's
happening over in
Face Collection!","Aaah! Il se passe
quelque chose dans
votre collection!","Ih! Algo está
acontecendo na
galeria de caras!","¡Parece que está
pasando algo en
el modo Colección!
","Aaa! Bir şey oluyor
Yüz Koleksiyonu’nda!",4,19.7,2,18.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
373,StgFace_Information_message03,"Er... Er is iets
bijzonders gebeurd
in Verzameling! Neem
er eens een kijkje!","There's... There's
something in Face
Collection! Try selecting
it and pressing !","Il y a une... chose
dans votre collection !
Sélectionnez-la et
appuyez sur  !","Etwas Sonderbares ist
in der Gesichtergalerie
passiert! Schau nach!","Sembra ci siano novità
in Collezione! Vai a
dare un'occhiata...","Passa-se... passa-se
algo na Coleção!
Prima  para ver o
que é!","Что-то... Что-то
происходит в коллекции
лиц! Попробуй выбрать
ее и нажать !","¡Hay algo en el modo
Colección! ¡Selecciónalo
y pulsa  a ver qué pasa!","「顔コレクション」に
なにかいるのダ!
を押してみるのダ!","Hmmmm... There's
something in
Face Collection!
Try pressing !","Il y a une... chose
dans votre collection!
Sélectionnez-la et
appuyez sur !","Hum, tem algo
acontencendo na
galeria de caras!
Aperte !","¡Hay algo en el modo
Colección! Oprime 
para verlo.","Orada... Bir şey var
Yüz Koleksiyonu’nda!
Seçip  bas!",4,21.9,3,18.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
374,StgFace_Information_message04,"Sommige levels zijn
pas beschikbaar als je
Demonstratie hebt
geprobeerd!","There are some stages
that won't be unlocked
unless you try using
Share the Fun!","Certains stages ne
seront débloqués
que si vous jouez
à Mission éclair !","Spiele den Vorführ-
modus, um einige der
Stufen zu Gesicht zu
bekommen!","Alcuni livelli non si
sbloccheranno se non
usi Gara di facce!","Alguns níveis só serão
desbloqueados se 
utilizar o Modo
Partilhado!","Некоторые уровни
откроются, только
если ты попробуешь
режим Покажи другу!","Algunas fases no se
desbloquearán hasta
que uses el modo
Demostración.","「遊んでもらう」を
やらないと出ない
ステージもあるのダ!","Some stages can only
be unlocked by playing
Show a Friend!","Certains niveaux ne
seront débloqués
que si vous jouez
à Jeu éclair!","Algumas fases só se
abrem ao jogar no
modo amigo!","Algunas fases no se
desbloquearán hasta
que uses el modo
Demostración.","Bazı bölümler ancak
arkadaşına oynatırsan
açılır!",4,19.8,3,19.6,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
375,StgFace_Information_message05,"Gebruik Nintendo 3DS
Camera eens om wat
foto's te maken van je
vrienden en familie!","Try taking photos
of your friends
and family using
Nintendo 3DS Camera!","Essayez de prendre
vos proches en photo
avec l'appareil photo
Nintendo 3DS !","Mach Fotos mit
Nintendo 3DS-Kamera
und nimm deine Familie
und Freunde auf!","Prova a fare foto ai tuoi
amici e ai tuoi familiari
con la Fotocamera
Nintendo 3DS.","Tire fotos aos seus
amigos e família com a
Câmara Nintendo
3DS!","Попробуй сделать
фото друзей и членов
семьи в приложении
Камера Nintendo 3DS!","¡Saca fotos de tus
familiares y amigos con
la aplicación Cámara
de Nintendo 3DS!","3DSカメラで
家族や友人を
撮ってみるのダ!","Take photos of your
friends and family with
Nintendo 3DS Camera!","Essayez de prendre
vos proches en photo
avec l'appareil photo
Nintendo 3DS!","Tire fotos de sua
família e amigos com a
câmera Nintendo 3DS!","¡Saca fotos de tus
familiares y amigos con
la aplicación Cámara
de Nintendo 3DS!","Nintendo 3DS Kamera’yla
ailenin ve arkadaşlarının
fotoğraflarını çek!",4,21.6,3,21.3,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
376,StgFace_Information_message06,"Als je gezichten mengt
met Nintendo 3DS
Camera, gebeurt er
iets speciaals!","Something might
happen if you
merge faces using
Nintendo 3DS Camera!","Quelque chose pourrait
se produire si vous
fusionnez des visages
avec l'appareil photo !","Wenn du Gesichter mit
Nintendo 3DS-Kamera
morphst, passiert
sicherlich etwas!","Scopri cosa accade se
provi a unire due facce
nella Fotocamera
Nintendo 3DS.","Algo engraçado irá
acontecer se fundir
caras com a Câmara
Nintendo 3DS!","Что-то может 
произойти, если ты
используешь эффект
Наложение.","¡Fusiona caras con
la aplicación Cámara
de Nintendo 3DS
a ver qué pasa!","3DSカメラで
顔合成をすると
なにかが起こるのダ!","Try merging faces with
Nintendo 3DS Camera!","Quelque chose pourrait
se produire si vous
fusionnez des visages
avec l'appareil photo!","Tente fundir caras
com a câmera
Nintendo 3DS!","¡Fusiona caras con
la aplicación Cámara
de Nintendo 3DS
a ver qué pasa!","Nintendo 3DS Kamera’da
yüzleri birleştirirsen
bir şeyler olabilir!",4,20.3,3,20.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
377,StgFace_Information_message07,"Zet je Sneaky shots aan,
dan wordt er automatisch
een foto gemaakt als je
een topscore neerzet!","If Sneaky Snaps is turned
on, photos will be taken
automatically when you
get a high score! Snap!","Si Photo surprise est
activée, une photo est
prise quand le meilleur
score est battu !","Wenn du SneakySnaps
einschaltest, macht das
Programm automatisch
Schnappschüsse!","Se Scatto matto è
attivo, quando realizzi
un nuovo record sarà
scattata una foto!","Se ligar o modo Fotos
Furtivas, ser-lhe-á
tirada uma foto
automaticamente quando
bater um recorde! Clique!","Если Неожиданные
снимки включены, ког-
да ты побьешь рекорд,
будет сделано фото!","Activa la Cámara de
incógnito y esta sacará
una foto cuando batas
un récord.","びっくりシャッターが
ＯＮなら、ハイスコアの
瞬間が自動で
撮影されるのダ!","If Surprise Snaps is on,
your picture will be
taken when you get a
high score! Surprise!","Si Photo surprise est
activée, une photo est
prise quand le record
est battu!","Ao bater um recorde
prepare-se para tirar
uma foto com 
foto-surpresa!","Activa la Cámara de
incógnito y esta sacará
una foto cuando batas
un récord.","Sürpriz Çekim açıksa,
rekor kırınca
fotoğrafın çekilir!
Çıt!",5,22.45,4,18.4,OK,OK,OK,Kısa kamera sesi “Snap!” Türkçede doğal ses efekti olarak “Çıt!” diye uyarlandı.,Shipped Latin localizations suggest this should fit.
378,StgFace_Information_message08,"Meer! Meer! Meer
gezichten! Probeer het
ook eens met foto's
en tekeningen!","More! More!
More faces!
Even faces from photos
or drawings will do!","Encore des visages !
Ceux issus de photos
ou d'images feront
très bien l'affaire !","Mehr! Mehr! Noch
mehr Gesichter! Es
klappt auch mit Bildern
und Zeichnungen!","Cerca sempre nuove
facce! Puoi fotografare
anche ritratti o... altre
foto!","Mais! Mais!
Mais caras!
Até caras de fotos ou
desenhos servem!","Еще! Еще! Больше
лиц! Подойдут даже
лица с фотографий
или рисунков!","Puedes conseguir más
caras haciendo fotos
de ilustraciones o de
otras fotos.","顔をもっと増やすのダ!
イラストや写真でも
OKなのダ!","Collect more faces!
You can get faces from
photos or drawings!","Ça prend des visages!
Même ceux provenant
de photos ou d'images
feront bien l'affaire!","Mais! Mais!
Mais caras!
Até caras de fotos ou
desenhos servem!","Puedes conseguir más
caras tomando fotos
de ilustraciones o de
otras fotos.","Daha! Daha!
Daha çok yüz!
Fotoğraf ve çizimlerdeki
yüzler de olur!",4,21.1,4,21.4,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
379,StgFace_Information_message09,"Blader snel door de
pagina's in Verzameling
door op  of  te
drukken! Zoef!","Flip through pages in
Face Collection quickly
by pressing  or !
Flip-flip-flip-flip-flip!","Utilisez  ou  pour
tourner rapidement
les pages de votre
collection !","Blättere durch die
Gesichtergalerie
mithilfe von  / !
Das geht ratzfatz!","Cambia le pagine di
Collezione premendo
 o !","Vire rapidamente as 
páginas da Coleção
premindo  ou !","Для быстрого
просмотра страниц
в коллекции лиц
нажми  или !","Usa  y  para pasar
las páginas cuando
tengas muchas caras
en la colección.","「顔コレクション」
でパッパッパなのダ!","Flip through pages in
Face Collection quickly
by pressing  or !","Utilisez  ou  pour
tourner rapidement
les pages de votre
collection!","Vire as páginas da
galeria de caras com
 ou !","Usa  y  para pasar
las páginas cuando
tengas muchas caras
en la colección.","Yüz Koleksiyonu’nda
 veya  ile sayfaları
şipşak çevir!
Fırt fırt fırt!",4,20.05,4,19.8,OK,OK,OK,Sayfa çevirme onomatopesi diğer dillerdeki oyunbaz tona göre “Fırt fırt fırt!” olarak yeniden yaratıldı.,Shipped Latin localizations suggest this should fit.
380,StgFace_Information_message10,"Druk op START
om uit een level
te vluchten!","If you want to flee
from a stage,
press START!","Pour vous échapper
d'un stage en cours,
appuyez sur START !","Wenn du aus einer
Stufe fliehen musst,
drücke START!","Se vuoi uscire da un
livello mentre giochi,
premi START.","Se quiser evitar um
nível, prima START!","Если ты хочешь
сбежать с уровня,
нажми START!","Pulsa el botón START
durante una fase para
abandonarla.","ステージを途中で
やめたいなら
STARTボタンなのダ!","If you want to flee
a stage, press START!","Pour vous enfuir
d'un niveau en cours,
appuyez sur START!","Aperte START para
sair da fase!","Oprime el botón START
durante una fase para
abandonarla.","Bölümden kaçmak
istersen START’a bas!",3,19.5,2,19.1,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
381,StgFace_Information_message11,,,,,,,,,,,,,,,1,0.0,0,0.0,EMPTY,OK,OK,,
382,StgFace_Information_message12,"Druk tijdens een level
op  of  om een
onvergetelijke foto
te maken! ","If you press  or  in
a stage, you can take
a photo to remember
the fun! Ah, memories!","Appuyez sur  ou 
en cours de jeu pour
prendre une petite
photo-souvenir !","Während einer Stufe
kannst du mit  / 
Erinnerungsfotos
aufnehmen!","Premendo  o 
mentre giochi, puoi
avere una foto ricordo
del livello in cui sei!","Prima  ou  durante
um nível para tirar uma
foto e recordar 
momentos divertidos!
Ah, memórias!","Если ты нажмешь
 или  во время
игры, ты можешь
сделать фото!","Pulsa  o  durante
una fase para sacar
una foto de recuerdo.","ステージでか!
自分で記念写真が
撮れるのダ!","If you press  or  in
a stage, you can take
a photo to remember
the fun! Ah, memories!","Appuyez sur  ou 
en cours de jeu pour
prendre une petite
photo souvenir!","Aperte  ou  durante
uma fase para tirar uma
foto e lembrar
momentos divertidos!","Oprime  o  durante
una fase para sacar
una foto de recuerdo.","Bölümde  veya  ile
hatıra fotoğrafı çek!
Ah, ne günler!",5,20.95,3,18.65,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
383,StgFace_Information_message13,"Kies in Verzameling
voor AANPASSEN om
verzamelde gezichten
te perfectioneren!","Use Adjust in Face
Collection to fine-tune
faces to perfection!","Utilisez Ajuster dans
la collection pour
positionner un visage
au millimètre près !","In der Gesichtergalerie
kannst du Gesichter
unter „Zuschneiden“
perfektionieren!","Se usi Modifica in
Collezione, puoi dare
libero sfogo alla tua
vena artistica!","Utilize a função 
Ajustar, na Coleção,
para aperfeiçoar
as caras!","Используй Подогнать
в коллекции лиц,
чтобы довести лица
до совершенства!","Usa la opción ""Ajustar""
en el modo Colección
para retocar las caras
a tu gusto.","「顔コレクション」の
位置あわせで
顔をいい感じに
できるのダ!","Use Adjust in Face
Collection to fine-tune
faces to perfection!","Utilisez Ajuster dans
la collection pour
positionner un visage
au millimètre près!","Use a função ""Ajustar
cara"" em ""Galeria de
caras"" para aperfeiçoar
as caras!","Usa la opción Ajustar
en el modo Colección
para retocar las caras
a tu gusto.","Yüz Koleksiyonu’ndaki
Ayarla ile yüzlere
son rötuşu yap!",4,21.55,3,19.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
384,StgFace_Information_message14,"Ik heb me laten
vertellen dat er uit rode
plekken iets moois zou
kunnen komen!","Rumour has it that
something nice might
come out of red
places!","Les éléments de décor
rouges réservent de
bonnes surprises...
Enfin, il paraît !","An roten Orten kann dir
etwas Gutes passieren!
Nun, auf jeden Fall
hörte ich so etwas!","Dicono in giro che
nei posti rossi se ne
vedono delle belle!
Chissà...","Dizem que o vermelho 
dá sorte!","Что-то милое может
появиться из красных
мест! По крайней
мере, так я слышал!","Me han dicho que
las zonas rojas ocultan
algo interesante...
¿Será verdad?","赤いところには
なにかがあらわれる…
というウワサなのダ!","Something nice might
come out of red
places! Well, that's
what I hear, anyway!","Les éléments de décor
rouges réservent de
bonnes surprises...
À ce qu'il paraît!","Dizem que o vermelho
dá sorte! Bom, foi o
que me falaram!","Me han dicho que
las zonas rojas ocultan
algo interesante...
¿Será verdad?","Dedikoduya göre
kırmızı yerlerden
güzel bir şey çıkıyormuş!
Ben demiyorum...",4,21.65,4,21.45,OK,OK,OK,"Dedikodu esprisi kelimesi kelimesine değil, Türkçedeki imalı anlatım ritmiyle “Ben demiyorum...” şeklinde uyarlandı.",Shipped Latin localizations suggest this should fit.
385,StgFace_Information_message15,"Als de camera tijdens
het spelen een gezicht
herkent, verschijnt het
als nieuw gezicht!","If the cameras pick
up someone's face
during play, it'll appear
as a Fresh Face!","Un visage détecté par
l'appareil photo en
cours de jeu s'appelle
un « visage inopiné » !","Wenn die Kamera im
Spiel ein neues Gesicht
erkennt, wird dieses
zum Frischgesicht!","Se gli obiettivi trovano
una faccia durante il
gioco, viene aggiunta
alla Collezione.","Se as câmaras focarem
a cara de alguém
durante o jogo, ela
será exibida como uma
Cara Nova!","Если во время игры
камеры распознают
чье-либо лицо, оно
станет новым лицом!","Las cámaras capturarán
caras nuevas si enfocas
la cara de alguien
mientras juegas.","遊びながら
誰かの顔を映すと
「生顔」が
登場するのダ!","If the cameras pick
up someone's face
during play, it'll appear
as a Fresh Face!","Surveillez l'écran pour
voir les visages saisis
sur le vif par l'appareil
photo en cours de jeu!","Uma nova cara aparece
quando a câmera
detecta a cara de
alguém durante o jogo!","Las cámaras capturarán
caras nuevas si enfocas
la cara de alguien
mientras juegas.","Oyun sırasında kamera
birinin yüzünü görürse,
Sürpriz Yüz olarak
karşına çıkar!",5,21.2,4,20.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
386,StgFace_Information_message16,"Zit je in de problemen,
richt de camera's dan
op een kleur! Wie weet
krijg je wel hulp...","When in trouble, aim at
a colour! Something
just might come
and help you!","En cas de danger,
avoir une couleur dans le
champ de l'appareil photo
pourrait vous sauver !","Wenn du in Schwierig-
keiten gerätst, visiere
schnell eine Farbe an.
Das hilft!","Se ti trovi nei guai,
punta la console verso
un colore: potresti
avere un aiuto...","Quando não souber o
que fazer, aponte as
câmaras a uma cor!
Pode ajudá-lo!","Если ты в беде,
направь камеры на
какой-нибудь цвет.
Это может помочь!","Si estás en apuros,
apunta a un color.
¡No te arrepentirás!","ピンチの時は
色を映すのダ!
なにかが
助けてくれるのダ!","When you're in trouble,
point the cameras at
a color! Something
there might help you!","Quand ça se corse,
avoir une couleur en
ligne de mire pourrait
vous tirer d'affaire!","Quando não souber o
que fazer, aponte as
câmeras a uma cor!
Pode ser que te ajude!","Si estás en apuros,
apunta con las cámaras
a algo de algún color.
¡Podría serte útil!","Başın dertteyse bir
renge nişan al! Belki
yardımına bir şey yetişir!",4,21.9,3,22.0,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
387,StgFace_Information_message17,"Nieuwe gezichten die
de camera vindt, zie je
in het spel. Versla ze
en verzamel ze!","Fresh Faces appear
when the camera picks
up faces! Bag 'em
by shooting 'em!","Battez les visages
inopinés détectés
par l'appareil photo
pour les capturer !","Frischgesichter tauchen
auf, wenn die Kamera
im Spiel jemand Neues
wahrnimmt...","Se gli obiettivi trovano
una faccia nuova,
apparirà nel gioco.
Prendila!","As Caras Novas são
exibidas quando a
câmara foca uma cara!
Derrote-as para as
colecionar!","Когда камеры распоз-
нают лицо, появляют-
ся новые лица.
Победи и собери их!","Si la cámara detecta
una cara, esta aparece
como cara nueva.
¡Intenta atraparla!","顔を映すと出る「生顔」
倒してゲットするのダ!","Fresh Faces appear
when the camera
picks up a face! Defeat
them to collect them!","Éliminez les visages
saisis sur le vif par
l'appareil photo pour
les collectionner!","Novas caras aparecem
quando a câmera detecta
uma cara! Atire nelas
para colecioná-las!","Si la cámara detecta
una cara, esta aparece
como cara nueva.
¡Intenta atraparla!","Kamera yüz görünce
Sürpriz Yüz çıkar!
Vurup indir,
koleksiyonuna kat!",5,21.7,4,17.2,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
388,StgFace_Information_message18,"Vind meer mensen om
Demonstratie te
spelen, dan gebeurt er
iets leuks!","Get more people to
play Share the Fun!
Something nice might
just happen!","Partagez ce jeu avec
plein de monde grâce
à Mission éclair ! Une
surprise vous attend !","Zeige deinen Freunden
den Vorführmodus!
Sicherlich passiert dann
etwas Aufregendes!","Fai partecipare quanti
più amici puoi a Gara
di facce! Potresti avere
una bella sorpresa!","Convide mais pessoas
para jogar ao Modo 
Partilhado! Vai ver
como é divertido!","Предложи другим
людям поиграть
в Покажи другу!
Произойдет хорошее!","Enseña el modo
Demostración
a más gente.
¡No te arrepentirás!","遊んでくれた人を
もっと増やすのダ!
いいことが
起こるのダ!","Don't be afraid to try
Show a Friend!
Something cool just
might happen!","N'hésitez pas à essayer
Jeu éclair. Une belle
surprise vous attend
peut-être... Qui sait?","Tente usar o modo
amigo mais vezes!
Algo legal pode
acontecer!","Enseña el modo
Demostración a
más gente. ¡No
te arrepentirás!","Daha çok kişiye oynat!
Belki sürpriz olur!",4,21.2,2,19.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
389,StgFace_Information_message19,"Als je Sneaky shots
aanzet, maak ik foto's
van gezichten. Dat
wordt lachen!","I'll take photos of faces
if Sneaky Snaps is turned
on! I hope I can get some
nice snaps!","Des photos de visages
seront prises si Photo
surprise est activée !","Ich fotografiere Gesichter,
wenn du SneakySnaps
aktiviert hast. Das wird
ein Riesenspaß!","Se Scatto matto è
attivo, farò una foto
a sorpresa. Spero di
fare una foto perfetta!","Se o modo Fotos 
Furtivas estiver ligado, 
tirarei fotos a caras!
Espero conseguir boas
fotos!","Если Неожиданные
снимки включены,
я буду делать фото.
Будет весело!","Sacaré fotos de caras
cuando la Cámara de
incógnito esté activada. 
¡Ya verás qué risa!","びっくりシャッターＯＮで
顔を写してもらうのダ!
おもしろ写真を
ゲットなのダ!","I'll take photos of your
face if Surprise Snaps
is on! I hope I can get
some funny snaps!","Des photos de visages
seront prises si Photo
surprise est activée!","Vou tirar fotos da sua
cara no modo foto-
surpresa! Acho que
vai ser engraçado!","Te sacaré fotos cuando
la Cámara de incógnito
esté activada. 
¡Ya verás qué risa!","Sürpriz Çekim açıksa
yüzleri çekerim!
Umarım komik kareler
yakalarım!",5,24.2,4,18.25,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
390,StgFace_Information_message20,"Laat de speler
eens een foto van
zijn of haar eigen
gezicht maken!","Get the player to
try taking a photo
of their own face! ","Dites au joueur de
prendre son propre
visage en photo !","Bring den Spieler
dazu, ein Selbstporträt
zu machen! ","Lascia che i giocatori
scattino le foto alle
proprie facce!","O jogador deverá
tentar tirar uma foto à
própria cara!","Предложи игроку
попробовать сделать
фото своего лица!","Intenta que el jugador se
haga una foto de la cara.","遊んでいる人に自分の顔を
映してもらうのダ!","Get the player to
try taking a photo
of his/her own face! ","Dites au joueur de
prendre son propre
visage en photo!","O jogador deve tirar
uma foto da
própria cara!","Intenta que el jugador
se tome una foto de
la cara.","Oyuncuya kendi yüzünü
çektirmeyi dene!",4,22.1,2,19.75,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
391,StgFace_Information_message21,"Vertel je vrienden dat
ze in het spel foto's
kunnen maken door op
 of  te drukken!","Let your friends know
they can take photos
in-game! All you've got
to do is press  or !","Dites à vos amis
qu'ils peuvent prendre
des photos en cours
de jeu avec  ou  !","Sag deinen Freunden,
dass sie im Spiel
Fotos mit  / 
machen können!","Spiega ai tuoi amici
come fotografare un
momento di gioco! Gli
basta premere  o !","Diga aos seus amigos
que podem tirar fotos
durante o jogo! Basta
premir  ou !","Скажи своим друзьям,
что они могут делать
фото в игре! Нужно
просто нажать  или !","¡Diles a tus amigos que
pueden hacer fotos
mientras juegan si
pulsan  o !","記念写真について
相手に教えるのダ!
かを
押すだけなのダ!","Let your friends know
they can take photos
in-game! Remember,
just press  or !","Dites à vos amis
qu'ils peuvent prendre
des photos en cours
de jeu avec  ou !","Diga aos seus amigos
que podem tirar fotos
durante o jogo! É só
apertar  ou !","¡Diles a tus amigos que
pueden tomar fotos
mientras juegan si
oprimen  o !","Arkadaşlarına söyle:
oyunda fotoğraf için
 veya  yeter!",4,19.85,3,18.1,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
392,StgFace_Information_message22,"Wil je een gezicht
demonstreren, kies
er dan eentje dat
erg grappig is!","When picking a face to
show off to someone,
choose one that'll
really surprise 'em!","Quand vous choisissez
le visage à montrer à
un ami, sélectionnez
le plus surprenant !","Wenn du das Spiel
vorführst, solltest du
ein wirklich gelungenes
Gesicht wählen!","Quando scegli una
faccia dalla Collezione,
selezionane una che
sorprenda tutti!","Quando escolher uma
cara para mostrar a
alguém, escolha uma
que os surpreenda!","Если ты выбираешь
лицо на показ, выбери
такое, которое всех
удивит!","Cuando enseñes el
juego a un amigo,
¡elige una cara que
le sorprenda!","「見せたい顔」で
相手がビックリするような
顔を選ぶのダ!","When picking a face to
show off to someone,
choose one that'll
really surprise 'em!","Quand vous choisissez
un visage à montrer à
un ami, sélectionnez
le plus surprenant!","Escolha uma cara bem
legal para mostrar
aos seus amigos!","Cuando enseñes el
juego a un amigo,
¡elige una cara que
le sorprenda!","Gösterirken gerçekten
şaşırtacak bir yüz seç!",4,19.95,2,20.15,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
393,StgFace_Information_message23,"Houd iets roods of
blauws omhoog, en
zorg dat de camera
het kan zien.","Try holding up
something that's red or
blue so that the
camera can see it!","Cadrez un élément
rouge ou bleu pour
que l'appareil photo
le détecte !","Richte das System
auf einen blauen oder
roten Hintergrund!","Prova a tenere in alto
qualcosa di rosso o blu
in modo che sia visibile
agli obiettivi.","Agarre em algo
vermelho ou azul, para
que a câmara o
distinga!","Держи что-нибудь
красное или синее
в фокусе камеры!","¡Apunta con la cámara
a algo rojo o azul!","赤色や青色をカメラに
映るようにかざすのダ!","Hold up something
red or blue so that
the camera can see it!","Cadrez un élément
rouge ou bleu pour
que l'appareil photo
le détecte!","Segure algo azul ou
vermelho para que
a câmera possa
detectar!","¡Apunta con la cámara
a algo rojo o azul!","Kameraya kırmızı ya da
mavi bir şey göster!",4,20.8,2,19.55,OK,OK,OK,,Shipped Latin localizations suggest this should fit.
