id,offset_hex,body_words,prefix_words,editable_words,text_ratio,crc32,source,translation,notes
166,0x3BAC,64,1,63,0.750,3F2AF604, 0x0b8{BR}{#1001} 0x0b9{BR}{#1002} 0x0ba{BR}{#1003} 0x0bb{BR}{#1004} 0x0bc{BR}{#1005} 0x0bd{BR}{#1006} 0x0be{BR}{#1007} 0x0bf{BR}, 0x0b8{BR}{#1001} 0x0b9{BR}{#1002} 0x0ba{BR}{#1003} 0x0bb{BR}{#1004} 0x0bc{BR}{#1005} 0x0bd{BR}{#1006} 0x0be{BR}{#1007} 0x0bf{BR},
167,0x3C2E,64,1,63,0.750,34D9F0CC, 0x0c0{BR}{#1001} 0x0c1{BR}{#1002} 0x0c2{BR}{#1003} 0x0c3{BR}{#1004} 0x0c4{BR}{#1005} 0x0c5{BR}{#1006} 0x0c6{BR}{#1007} 0x0c7{BR}, 0x0c0{BR}{#1001} 0x0c1{BR}{#1002} 0x0c2{BR}{#1003} 0x0c3{BR}{#1004} 0x0c4{BR}{#1005} 0x0c5{BR}{#1006} 0x0c6{BR}{#1007} 0x0c7{BR},
168,0x3CB0,64,1,63,0.750,283F4568, 0x0c8{BR}{#1001} 0x0c9{BR}{#1002} 0x0ca{BR}{#1003} 0x0cb{BR}{#1004} 0x0cc{BR}{#1005} 0x0cd{BR}{#1006} 0x0ce{BR}{#1007} 0x0cf{BR}, 0x0c8{BR}{#1001} 0x0c9{BR}{#1002} 0x0ca{BR}{#1003} 0x0cb{BR}{#1004} 0x0cc{BR}{#1005} 0x0cd{BR}{#1006} 0x0ce{BR}{#1007} 0x0cf{BR},
169,0x3D32,64,1,63,0.750,51B1E8C8, 0x0d0{BR}{#1001} 0x0d1{BR}{#1002} 0x0d2{BR}{#1003} 0x0d3{BR}{#1004} 0x0d4{BR}{#1005} 0x0d5{BR}{#1006} 0x0d6{BR}{#1007} 0x0d7{BR}, 0x0d0{BR}{#1001} 0x0d1{BR}{#1002} 0x0d2{BR}{#1003} 0x0d3{BR}{#1004} 0x0d4{BR}{#1005} 0x0d5{BR}{#1006} 0x0d6{BR}{#1007} 0x0d7{BR},
170,0x3DB4,64,1,63,0.750,4D575D6C, 0x0d8{BR}{#1001} 0x0d9{BR}{#1002} 0x0da{BR}{#1003} 0x0db{BR}{#1004} 0x0dc{BR}{#1005} 0x0dd{BR}{#1006} 0x0de{BR}{#1007} 0x0df{BR}, 0x0d8{BR}{#1001} 0x0d9{BR}{#1002} 0x0da{BR}{#1003} 0x0db{BR}{#1004} 0x0dc{BR}{#1005} 0x0dd{BR}{#1006} 0x0de{BR}{#1007} 0x0df{BR},
171,0x3E36,64,1,63,0.750,46A45BA4, 0x0e0{BR}{#1001} 0x0e1{BR}{#1002} 0x0e2{BR}{#1003} 0x0e3{BR}{#1004} 0x0e4{BR}{#1005} 0x0e5{BR}{#1006} 0x0e6{BR}{#1007} 0x0e7{BR}, 0x0e0{BR}{#1001} 0x0e1{BR}{#1002} 0x0e2{BR}{#1003} 0x0e3{BR}{#1004} 0x0e4{BR}{#1005} 0x0e5{BR}{#1006} 0x0e6{BR}{#1007} 0x0e7{BR},
172,0x3EB8,64,1,63,0.750,5A42EE00, 0x0e8{BR}{#1001} 0x0e9{BR}{#1002} 0x0ea{BR}{#1003} 0x0eb{BR}{#1004} 0x0ec{BR}{#1005} 0x0ed{BR}{#1006} 0x0ee{BR}{#1007} 0x0ef{BR}, 0x0e8{BR}{#1001} 0x0e9{BR}{#1002} 0x0ea{BR}{#1003} 0x0eb{BR}{#1004} 0x0ec{BR}{#1005} 0x0ed{BR}{#1006} 0x0ee{BR}{#1007} 0x0ef{BR},
173,0x3F3A,64,1,63,0.750,7F9A8E10, 0x0f0{BR}{#1001} 0x0f1{BR}{#1002} 0x0f2{BR}{#1003} 0x0f3{BR}{#1004} 0x0f4{BR}{#1005} 0x0f5{BR}{#1006} 0x0f6{BR}{#1007} 0x0f7{BR}, 0x0f0{BR}{#1001} 0x0f1{BR}{#1002} 0x0f2{BR}{#1003} 0x0f3{BR}{#1004} 0x0f4{BR}{#1005} 0x0f5{BR}{#1006} 0x0f6{BR}{#1007} 0x0f7{BR},
174,0x3FBC,64,1,63,0.750,637C3BB4, 0x0f8{BR}{#1001} 0x0f9{BR}{#1002} 0x0fa{BR}{#1003} 0x0fb{BR}{#1004} 0x0fc{BR}{#1005} 0x0fd{BR}{#1006} 0x0fe{BR}{#1007} 0x0ff{BR}, 0x0f8{BR}{#1001} 0x0f9{BR}{#1002} 0x0fa{BR}{#1003} 0x0fb{BR}{#1004} 0x0fc{BR}{#1005} 0x0fd{BR}{#1006} 0x0fe{BR}{#1007} 0x0ff{BR},
175,0x403E,190,1,189,0.916,55D0B107, Stepping on animals{BR}{#1001} Get Small Dog (Black){BR}{#1002} Get Small Dog (Gold){BR}{#1003} Get Small Dog (Gray){BR}{#1004} Get Small Dog (Chocolate){BR}{#1005} Get Big Dog (Brown 1){BR}{#1006} Get Big Dog (Brown 2){BR}{#1007} Get Big Dog (Black){BR}, Stepping on animals{BR}{#1001} Get Small Dog (Black){BR}{#1002} Get Small Dog (Gold){BR}{#1003} Get Small Dog (Gray){BR}{#1004} Get Small Dog (Chocolate){BR}{#1005} Get Big Dog (Brown 1){BR}{#1006} Get Big Dog (Brown 2){BR}{#1007} Get Big Dog (Black){BR},
176,0x41BC,114,1,113,0.860,EE12BBAE, Get Big Dog (Gray){BR}{#1001} Get Cat (White){BR}{#1002} Get Cat (Black){BR}{#1003} Get Cat (Red){BR}{#1004} Get Cat (Gold){BR}{#1005} 0x10d{BR}{#1006} 0x10e{BR}{#1007} 0x10f{BR}, Get Big Dog (Gray){BR}{#1001} Get Cat (White){BR}{#1002} Get Cat (Black){BR}{#1003} Get Cat (Red){BR}{#1004} Get Cat (Gold){BR}{#1005} 0x10d{BR}{#1006} 0x10e{BR}{#1007} 0x10f{BR},
177,0x42A2,151,1,150,0.887,F0CCE1D9, Kono. House Expansion{BR}{#1001} Blue. House Expansion{BR}{#1002} Trophy in House (Left){BR}{#1003} Trophy in House (Center){BR}{#1004} Trophy in House (Right){#001A}{BR}{#1005} 0x115{BR}{#1006} 0x116{BR}{#1007} 0x117{BR}, Kono. House Expansion{BR}{#1001} Blue. House Expansion{BR}{#1002} Trophy in House (Left){BR}{#1003} Trophy in House (Center){BR}{#1004} Trophy in House (Right){#001A}{BR}{#1005} 0x115{BR}{#1006} 0x116{BR}{#1007} 0x117{BR},
178,0x43D2,64,1,63,0.750,F2250A7E, 0x118{BR}{#1001} 0x119{BR}{#1002} 0x11a{BR}{#1003} 0x11b{BR}{#1004} 0x11c{BR}{#1005} 0x11d{BR}{#1006} 0x11e{BR}{#1007} 0x11f{BR}, 0x118{BR}{#1001} 0x119{BR}{#1002} 0x11a{BR}{#1003} 0x11b{BR}{#1004} 0x11c{BR}{#1005} 0x11d{BR}{#1006} 0x11e{BR}{#1007} 0x11f{BR},
179,0x4454,182,1,181,0.912,66E181B8, Kono. Farm Expansion 1{BR}{#1001} Kono. Farm Expansion 2{BR}{#1002} Kono. Farm Expansion 3{BR}{#1003} Kono. Farm Expansion 4{BR}{#1004} Kono. Farm Expansion 5{BR}{#1005} Kono. Pond Expansion{BR}{#1006} Kono. Paddy Expansion 1{BR}{#1007} 0x127{BR}, Kono. Farm Expansion 1{BR}{#1001} Kono. Farm Expansion 2{BR}{#1002} Kono. Farm Expansion 3{BR}{#1003} Kono. Farm Expansion 4{BR}{#1004} Kono. Farm Expansion 5{BR}{#1005} Kono. Pond Expansion{BR}{#1006} Kono. Paddy Expansion 1{BR}{#1007} 0x127{BR},
180,0x45C2,118,1,117,0.864,7AF93368, Kono. Paddy Expansion 2{BR}{#1001} Kono. Paddy Expansion 3{BR}{#1002} Kono. Paddy Expansion 4{BR}{#1003} 0x12b{BR}{#1004} 0x12c{BR}{#1005} 0x12d{BR}{#1006} 0x12e{BR}{#1007} 0x12f{BR}, Kono. Paddy Expansion 2{BR}{#1001} Kono. Paddy Expansion 3{BR}{#1002} Kono. Paddy Expansion 4{BR}{#1003} 0x12b{BR}{#1004} 0x12c{BR}{#1005} 0x12d{BR}{#1006} 0x12e{BR}{#1007} 0x12f{BR},
181,0x46B0,107,1,106,0.832,3A3B76FA, Tunnel 1{BR}{#1001} Tunnel 2{BR}{#1002} Tunnel 3 Open!{BR}{#1003} Tunnel 4{#0000}South Path{BR}{#1004} Tunnel 5{#0000}North Path{BR}{#1005} 0x135{BR}{#1006} 0x136{BR}{#1007} 0x137{BR}, Tunnel 1{BR}{#1001} Tunnel 2{BR}{#1002} Tunnel 3 Open!{BR}{#1003} Tunnel 4{#0000}South Path{BR}{#1004} Tunnel 5{#0000}North Path{BR}{#1005} 0x135{BR}{#1006} 0x136{BR}{#1007} 0x137{BR},
182,0x4788,64,1,63,0.750,DC0E6CA6, 0x138{BR}{#1001} 0x139{BR}{#1002} 0x13a{BR}{#1003} 0x13b{BR}{#1004} 0x13c{BR}{#1005} 0x13d{BR}{#1006} 0x13e{BR}{#1007} 0x13f{BR}, 0x138{BR}{#1001} 0x139{BR}{#1002} 0x13a{BR}{#1003} 0x13b{BR}{#1004} 0x13c{BR}{#1005} 0x13d{BR}{#1006} 0x13e{BR}{#1007} 0x13f{BR},
183,0x480A,162,1,161,0.901,C2E0A6E6, Bluebell Grazing 1{BR}{#1001} Bluebell Grazing 2{BR}{#1002} Bluebell Pet{BR}{#1003} Bluebell Maker{BR}{#1004} Bluebell Farm{BR}{#1005} Bluebell Beekeeping 1{BR}{#1006} Bluebell Beekeeping 2{BR}{#1007} Bluebell Beekeeping 3{BR}, Bluebell Grazing 1{BR}{#1001} Bluebell Grazing 2{BR}{#1002} Bluebell Pet{BR}{#1003} Bluebell Maker{BR}{#1004} Bluebell Farm{BR}{#1005} Bluebell Beekeeping 1{BR}{#1006} Bluebell Beekeeping 2{BR}{#1007} Bluebell Beekeeping 3{BR},
184,0x4950,112,1,111,0.857,E914E5BC, Bluebell Beekeeping 4{BR}{#1001} Bluebell Beekeeping 5{BR}{#1002} Bluebell Beekeeping 6{BR}{#1003} 0x14b{BR}{#1004} 0x14c{BR}{#1005} 0x14d{BR}{#1006} 0x14e{BR}{#1007} 0x14f{BR}, Bluebell Beekeeping 4{BR}{#1001} Bluebell Beekeeping 5{BR}{#1002} Bluebell Beekeeping 6{BR}{#1003} 0x14b{BR}{#1004} 0x14c{BR}{#1005} 0x14d{BR}{#1006} 0x14e{BR}{#1007} 0x14f{BR},
185,0x4A32,95,1,94,0.832,597A63C9, Bluebell Drink Maker{BR}{#1001} Konohana Pickling Pot{BR}{#1002} 0x152{BR}{#1003} 0x153{BR}{#1004} 0x154{BR}{#1005} 0x155{BR}{#1006} 0x156{BR}{#1007} 0x157{BR}, Bluebell Drink Maker{BR}{#1001} Konohana Pickling Pot{BR}{#1002} 0x152{BR}{#1003} 0x153{BR}{#1004} 0x154{BR}{#1005} 0x155{BR}{#1006} 0x156{BR}{#1007} 0x157{BR},
186,0x4AF2,64,1,63,0.750,AE73C7CE, 0x158{BR}{#1001} 0x159{BR}{#1002} 0x15a{BR}{#1003} 0x15b{BR}{#1004} 0x15c{BR}{#1005} 0x15d{BR}{#1006} 0x15e{BR}{#1007} 0x15f{BR}, 0x158{BR}{#1001} 0x159{BR}{#1002} 0x15a{BR}{#1003} 0x15b{BR}{#1004} 0x15c{BR}{#1005} 0x15d{BR}{#1006} 0x15e{BR}{#1007} 0x15f{BR},
187,0x4B74,79,1,78,0.797,F95A482B, Hot Spring Expansion{BR}{#1001} 0x161{BR}{#1002} 0x162{BR}{#1003} 0x163{BR}{#1004} 0x164{BR}{#1005} 0x165{BR}{#1006} 0x166{BR}{#1007} 0x167{BR}, Hot Spring Expansion{BR}{#1001} 0x161{BR}{#1002} 0x162{BR}{#1003} 0x163{BR}{#1004} 0x164{BR}{#1005} 0x165{BR}{#1006} 0x166{BR}{#1007} 0x167{BR},
188,0x4C14,64,1,63,0.750,974D127A, 0x168{BR}{#1001} 0x169{BR}{#1002} 0x16a{BR}{#1003} 0x16b{BR}{#1004} 0x16c{BR}{#1005} 0x16d{BR}{#1006} 0x16e{BR}{#1007} 0x16f{BR}, 0x168{BR}{#1001} 0x169{BR}{#1002} 0x16a{BR}{#1003} 0x16b{BR}{#1004} 0x16c{BR}{#1005} 0x16d{BR}{#1006} 0x16e{BR}{#1007} 0x16f{BR},
189,0x4C96,201,1,200,0.881,38AC0D8D, 0x170{BR}{#1001} K. Mt.2 Rock Up Left{#0000}1={#01CB}{BR}{#1002} K. Mt.2 Rock BtmLBck 1={#01CB}{BR}{#1003} K. Mt.2 Rock BtmLfrnt 1={#01CB}{BR}{#1004} K. Mt.2 Rock Mushroom 1={#01CB}{BR}{#1005} K. Mt.3 Rock Uprrght 1={#01CB}{BR}{#1006} K. Mt.3 Rock Bttmrght 1={#01CB}{BR}{#1007} B. Mt.3 Rock Mushroom 1={#01CB}{BR}, 0x170{BR}{#1001} K. Mt.2 Rock Up Left{#0000}1={#01CB}{BR}{#1002} K. Mt.2 Rock BtmLBck 1={#01CB}{BR}{#1003} K. Mt.2 Rock BtmLfrnt 1={#01CB}{BR}{#1004} K. Mt.2 Rock Mushroom 1={#01CB}{BR}{#1005} K. Mt.3 Rock Uprrght 1={#01CB}{BR}{#1006} K. Mt.3 Rock Bttmrght 1={#01CB}{BR}{#1007} B. Mt.3 Rock Mushroom 1={#01CB}{BR},
190,0x4E2A,64,1,63,0.750,8058A116, 0x178{BR}{#1001} 0x179{BR}{#1002} 0x17a{BR}{#1003} 0x17b{BR}{#1004} 0x17c{BR}{#1005} 0x17d{BR}{#1006} 0x17e{BR}{#1007} 0x17f{BR}, 0x178{BR}{#1001} 0x179{BR}{#1002} 0x17a{BR}{#1003} 0x17b{BR}{#1004} 0x17c{BR}{#1005} 0x17d{BR}{#1006} 0x17e{BR}{#1007} 0x17f{BR},
191,0x4EAC,64,1,63,0.750,417B97D6, 0x180{BR}{#1001} 0x181{BR}{#1002} 0x182{BR}{#1003} 0x183{BR}{#1004} 0x184{BR}{#1005} 0x185{BR}{#1006} 0x186{BR}{#1007} 0x187{BR}, 0x180{BR}{#1001} 0x181{BR}{#1002} 0x182{BR}{#1003} 0x183{BR}{#1004} 0x184{BR}{#1005} 0x185{BR}{#1006} 0x186{BR}{#1007} 0x187{BR},
192,0x4F2E,64,1,63,0.750,5D9D2272, 0x188{BR}{#1001} 0x189{BR}{#1002} 0x18a{BR}{#1003} 0x18b{BR}{#1004} 0x18c{BR}{#1005} 0x18d{BR}{#1006} 0x18e{BR}{#1007} 0x18f{BR}, 0x188{BR}{#1001} 0x189{BR}{#1002} 0x18a{BR}{#1003} 0x18b{BR}{#1004} 0x18c{BR}{#1005} 0x18d{BR}{#1006} 0x18e{BR}{#1007} 0x18f{BR},
193,0x4FB0,64,1,63,0.750,566E24BA, 0x190{BR}{#1001} 0x191{BR}{#1002} 0x192{BR}{#1003} 0x193{BR}{#1004} 0x194{BR}{#1005} 0x195{BR}{#1006} 0x196{BR}{#1007} 0x197{BR}, 0x190{BR}{#1001} 0x191{BR}{#1002} 0x192{BR}{#1003} 0x193{BR}{#1004} 0x194{BR}{#1005} 0x195{BR}{#1006} 0x196{BR}{#1007} 0x197{BR},
194,0x5032,64,1,63,0.750,4A88911E, 0x198{BR}{#1001} 0x199{BR}{#1002} 0x19a{BR}{#1003} 0x19b{BR}{#1004} 0x19c{BR}{#1005} 0x19d{BR}{#1006} 0x19e{BR}{#1007} 0x19f{BR}, 0x198{BR}{#1001} 0x199{BR}{#1002} 0x19a{BR}{#1003} 0x19b{BR}{#1004} 0x19c{BR}{#1005} 0x19d{BR}{#1006} 0x19e{BR}{#1007} 0x19f{BR},
195,0x50B4,64,1,63,0.750,81D2479C, 0x1a0{BR}{#1001} 0x1a1{BR}{#1002} 0x1a2{BR}{#1003} 0x1a3{BR}{#1004} 0x1a4{BR}{#1005} 0x1a5{BR}{#1006} 0x1a6{BR}{#1007} 0x1a7{BR}, 0x1a0{BR}{#1001} 0x1a1{BR}{#1002} 0x1a2{BR}{#1003} 0x1a3{BR}{#1004} 0x1a4{BR}{#1005} 0x1a5{BR}{#1006} 0x1a6{BR}{#1007} 0x1a7{BR},
196,0x5136,64,1,63,0.750,9D34F238, 0x1a8{BR}{#1001} 0x1a9{BR}{#1002} 0x1aa{BR}{#1003} 0x1ab{BR}{#1004} 0x1ac{BR}{#1005} 0x1ad{BR}{#1006} 0x1ae{BR}{#1007} 0x1af{BR}, 0x1a8{BR}{#1001} 0x1a9{BR}{#1002} 0x1aa{BR}{#1003} 0x1ab{BR}{#1004} 0x1ac{BR}{#1005} 0x1ad{BR}{#1006} 0x1ae{BR}{#1007} 0x1af{BR},
197,0x51B8,64,1,63,0.750,B8EC9228, 0x1b0{BR}{#1001} 0x1b1{BR}{#1002} 0x1b2{BR}{#1003} 0x1b3{BR}{#1004} 0x1b4{BR}{#1005} 0x1b5{BR}{#1006} 0x1b6{BR}{#1007} 0x1b7{BR}, 0x1b0{BR}{#1001} 0x1b1{BR}{#1002} 0x1b2{BR}{#1003} 0x1b3{BR}{#1004} 0x1b4{BR}{#1005} 0x1b5{BR}{#1006} 0x1b6{BR}{#1007} 0x1b7{BR},
198,0x523A,64,1,63,0.750,A40A278C, 0x1b8{BR}{#1001} 0x1b9{BR}{#1002} 0x1ba{BR}{#1003} 0x1bb{BR}{#1004} 0x1bc{BR}{#1005} 0x1bd{BR}{#1006} 0x1be{BR}{#1007} 0x1bf{BR}, 0x1b8{BR}{#1001} 0x1b9{BR}{#1002} 0x1ba{BR}{#1003} 0x1bb{BR}{#1004} 0x1bc{BR}{#1005} 0x1bd{BR}{#1006} 0x1be{BR}{#1007} 0x1bf{BR},
199,0x52BC,64,1,63,0.750,AFF92144, 0x1c0{BR}{#1001} 0x1c1{BR}{#1002} 0x1c2{BR}{#1003} 0x1c3{BR}{#1004} 0x1c4{BR}{#1005} 0x1c5{BR}{#1006} 0x1c6{BR}{#1007} 0x1c7{BR}, 0x1c0{BR}{#1001} 0x1c1{BR}{#1002} 0x1c2{BR}{#1003} 0x1c3{BR}{#1004} 0x1c4{BR}{#1005} 0x1c5{BR}{#1006} 0x1c6{BR}{#1007} 0x1c7{BR},
200,0x533E,64,1,63,0.750,B31F94E0, 0x1c8{BR}{#1001} 0x1c9{BR}{#1002} 0x1ca{BR}{#1003} 0x1cb{BR}{#1004} 0x1cc{BR}{#1005} 0x1cd{BR}{#1006} 0x1ce{BR}{#1007} 0x1cf{BR}, 0x1c8{BR}{#1001} 0x1c9{BR}{#1002} 0x1ca{BR}{#1003} 0x1cb{BR}{#1004} 0x1cc{BR}{#1005} 0x1cd{BR}{#1006} 0x1ce{BR}{#1007} 0x1cf{BR},
201,0x53C0,64,1,63,0.750,CA913940, 0x1d0{BR}{#1001} 0x1d1{BR}{#1002} 0x1d2{BR}{#1003} 0x1d3{BR}{#1004} 0x1d4{BR}{#1005} 0x1d5{BR}{#1006} 0x1d6{BR}{#1007} 0x1d7{BR}, 0x1d0{BR}{#1001} 0x1d1{BR}{#1002} 0x1d2{BR}{#1003} 0x1d3{BR}{#1004} 0x1d4{BR}{#1005} 0x1d5{BR}{#1006} 0x1d6{BR}{#1007} 0x1d7{BR},
202,0x5442,64,1,63,0.750,D6778CE4, 0x1d8{BR}{#1001} 0x1d9{BR}{#1002} 0x1da{BR}{#1003} 0x1db{BR}{#1004} 0x1dc{BR}{#1005} 0x1dd{BR}{#1006} 0x1de{BR}{#1007} 0x1df{BR}, 0x1d8{BR}{#1001} 0x1d9{BR}{#1002} 0x1da{BR}{#1003} 0x1db{BR}{#1004} 0x1dc{BR}{#1005} 0x1dd{BR}{#1006} 0x1de{BR}{#1007} 0x1df{BR},
203,0x54C4,64,1,63,0.750,DD848A2C, 0x1e0{BR}{#1001} 0x1e1{BR}{#1002} 0x1e2{BR}{#1003} 0x1e3{BR}{#1004} 0x1e4{BR}{#1005} 0x1e5{BR}{#1006} 0x1e6{BR}{#1007} 0x1e7{BR}, 0x1e0{BR}{#1001} 0x1e1{BR}{#1002} 0x1e2{BR}{#1003} 0x1e3{BR}{#1004} 0x1e4{BR}{#1005} 0x1e5{BR}{#1006} 0x1e6{BR}{#1007} 0x1e7{BR},
204,0x5546,64,1,63,0.750,C1623F88, 0x1e8{BR}{#1001} 0x1e9{BR}{#1002} 0x1ea{BR}{#1003} 0x1eb{BR}{#1004} 0x1ec{BR}{#1005} 0x1ed{BR}{#1006} 0x1ee{BR}{#1007} 0x1ef{BR}, 0x1e8{BR}{#1001} 0x1e9{BR}{#1002} 0x1ea{BR}{#1003} 0x1eb{BR}{#1004} 0x1ec{BR}{#1005} 0x1ed{BR}{#1006} 0x1ee{BR}{#1007} 0x1ef{BR},
205,0x55C8,64,1,63,0.750,E4BA5F98, 0x1f0{BR}{#1001} 0x1f1{BR}{#1002} 0x1f2{BR}{#1003} 0x1f3{BR}{#1004} 0x1f4{BR}{#1005} 0x1f5{BR}{#1006} 0x1f6{BR}{#1007} 0x1f7{BR}, 0x1f0{BR}{#1001} 0x1f1{BR}{#1002} 0x1f2{BR}{#1003} 0x1f3{BR}{#1004} 0x1f4{BR}{#1005} 0x1f5{BR}{#1006} 0x1f6{BR}{#1007} 0x1f7{BR},
206,0x564A,64,1,63,0.750,F85CEA3C, 0x1f8{BR}{#1001} 0x1f9{BR}{#1002} 0x1fa{BR}{#1003} 0x1fb{BR}{#1004} 0x1fc{BR}{#1005} 0x1fd{BR}{#1006} 0x1fe{BR}{#1007} 0x1ff{BR}, 0x1f8{BR}{#1001} 0x1f9{BR}{#1002} 0x1fa{BR}{#1003} 0x1fb{BR}{#1004} 0x1fc{BR}{#1005} 0x1fd{BR}{#1006} 0x1fe{BR}{#1007} 0x1ff{BR},
207,0x56CC,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
208,0x57DE,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
209,0x58F0,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
210,0x5A02,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
211,0x5B14,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
212,0x5C26,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
213,0x5D38,136,1,135,0.765,3959C5F1, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR}, {#206E}-Not in use-{#206C}{BR}{#1001} {#206E}-Not in use-{#206C}{BR}{#1002} {#206E}-Not in use-{#206C}{BR}{#1003} {#206E}-Not in use-{#206C}{BR}{#1004} {#206E}-Not in use-{#206C}{BR}{#1005} {#206E}-Not in use-{#206C}{BR}{#1006} {#206E}-Not in use-{#206C}{BR}{#1007} {#206E}-Not in use-{#206C}{BR},
