index,key,F,G,I,S,U,TR
592,MID_SHOP_MESS_売却確認,$aQue dites-vous de $a0 écus ?,$aSind $a0 Gold in Ordnung?,$aVi darò $a0 monete. Va bene?,$aTe doy $a0 monedas. ¿Hay trato?,$aI can give ya $a0 gold. All right?,$aSana $a0 altın verebilirim. Olur mu?
593,MID_SHOP_MESS_売却確認_行商人,$aJe vous achète ça pour $a0 écus.,$aIch kaufe es dir für $a0 Gold ab.,$aPosso darti $a0 monete.,$aTe lo compro por $a0 monedas.,$aI'll buy it off you for $a0 gold.,$aBunu $a0 altına senden alırım.
594,MID_SHOP_MESS_錬成確認,$aCela fera $a0 écus.,$aDas wären dann $a0 Gold.,$aVi costerà $a0 monete.,$aSon $a0 monedas.,$aThat'll be $a0 gold.,$aBu $a0 altın tutar.
595,MID_SHOP_MESS_錬成確認_行商人,$aÇa fait $a0 écus au total.,$aDamit kommen wir auf $a0 Gold.,$aIl prezzo è di $a0 monete.,"$a$a0 monedas, por favor.",$aThat's $a0 gold.,$aBu $a0 altın.
596,MID_SHOP_MESS_資金不足,Vous n'avez pas assez d'écus.,Du scheinst knapp bei Kasse zu sein.,"Siete a corto di fondi, vedo.",Parece que te falta dinero para eso.,You seem to be short on funds.,Para sıkıntısı çekiyor gibisin.
597,MID_SHOP_MESS_資金不足_行商人,"Dommage, vous n'avez pas assez...",Tut mir leid. Du hast nicht genug Gold.,Le tue monete non bastano.,Lo siento. Te faltan monedas.,Sorry! You don't have enough gold.,Üzgünüm! Yeterli altının yok.
598,MID_SHOP_MESS_資金不足_交渉,Vous n'avez pas assez d'écus...,Du hast nicht genug Gold.,Non avete abbastanza monete.,No tienes monedas suficientes.,You don't have enough gold.,Yeterli altının yok.
599,MID_SHOP_MESS_錬成数最大で買えない_交渉,Vous avez forgé trop d'armes.,Du hast zu viele Waffen geschmiedet.,Hai forgiato troppe armi.,Ya no puedes forjar más armas.,You've forged too many weapons.,Çok fazla silah dövdün.
600,MID_SHOP_MESS_武器名刻む,Voulez-vous y graver un nom ?,Willst du etwas gravieren lassen?,"Posso incidere un nome, se vi va.",¿Quieres grabarle un nombre?,"I can inscribe a name, if you like.",İstersen bir isim kazıyabilirim.
601,MID_SHOP_MESS_武器名刻む_行商人,Voulez-vous y graver un nom ?,Soll ich einen Namen eingravieren?,Vuoi che incida un nome sull'arma?,¿Quieres que le grabe un nombre?,Should I inscribe a name for you?,Senin için bir isim kazıyayım mı?
602,MID_SHOP_MESS_ほかには？,Ça sera tout ?,Sonst noch etwas?,Serve dell'altro?,¿Algo más?,Anything else?,Başka bir şey?
603,MID_SHOP_MESS_ほかには？_行商人,Besoin d'autre chose ?,Brauchst du sonst noch etwas?,Hai bisogno d'altro?,¿Te hace falta algo más?,Need anything else?,Başka bir şeye ihtiyacınız var mı?
604,MID_SHOP_MESS_購入後,Autre chose vous intéresse ?,Kann ich noch etwas für dich tun?,Vi interessa qualcos'altro?,¿Te interesa alguna otra cosa?,Interested in anything else?,Başka bir şey ister misiniz?
605,MID_SHOP_MESS_購入後_行商人,Puis-je vous proposer autre chose ?,Kann ich sonst noch weiterhelfen?,Ancora in vena di fare affari?,¿Alguna cosa más?,In the market for anything else?,Başka bir şeye bakıyor musun?
606,MID_SHOP_MESS_購入後_交渉,Voulez-vous autre chose ?,Sonst noch irgendwelche Wünsche?,C'è altro che posso fare per voi?,¿Te interesa algo más?,Interested in anything else?,Başka bir şey ister misiniz?
607,MID_SHOP_MESS_売却後,Vous avez quelque chose à vendre ?,Hast du sonst noch etwas für mich?,Avete altra merce da vendermi?,¿Tienes algo más para mí?,You got anything else for me?,Benim için başka bir şeyin var mı?
608,MID_SHOP_MESS_売却後_行商人,Vous avez quelque chose à vendre ?,Willst du noch etwas verkaufen?,Vuoi vendermi qualcos'altro?,¿Quieres vender algo más?,Anything else you want to sell?,Satmak istediğin başka bir şey var mı?
609,MID_SHOP_MESS_錬成内容確認,Quelles propriétés dois-je modifier ?,Was genau soll ich bearbeiten?,Quali proprietà vorreste modificare?,¿Qué propiedades quieres mejorar?,What properties should I work on?,Hangi özellikler üzerinde çalışmalıyım?
610,MID_SHOP_MESS_錬成内容確認_行商人,Quelles propriétés dois-je modifier ?,Was genau soll ich bearbeiten?,Quali proprietà ti interessano?,¿Qué propiedades quieres mejorar?,What properties should I work on?,Hangi özellikler üzerinde çalışmalıyım?
611,MID_SHOP_MESS_輸送隊に送る,"Bien, j'envoie ça dans votre convoi.",Dann schicke ich es dir zum Vorrat.,Manderò la merce ai rifornimenti.,"Lo mandaré a tu carro, pues.","I'll send this to your convoy, then.",O halde bunu konvoyunuza göndereceğim.
612,MID_SHOP_MESS_輸送隊に送る_行商人,J'envoie ça dans votre convoi.,Danke! Ich schicke es zum Vorrat.,Invierò la merce ai rifornimenti.,¡Gracias! Lo enviaré a tu carro.,Thanks! I'll send it to the convoy.,Teşekkürler! Konvoya göndereceğim.
613,MID_SHOP_MESS_また来い,Revenez quand vous voulez !,Auf bald!,Tornate a trovarmi.,Vuelve cuando quieras.,Come again.,Yine bekleriz.
614,MID_SHOP_MESS_また来い_行商人,"Merci ! Et à bientôt, j'espère !",Komm bald wieder mal vorbei!,Torna presto a trovarmi!,¡Hasta pronto!,Drop by again soon!,Yakında tekrar uğrayın!
615,MID_INPUT_ひらがな,,,,かな,かな,Hiragana
616,MID_INPUT_カタカナ,,,,カナ,カナ,Katakana
617,MID_INPUT_漢字,,,,KANJI,漢字,Kanji
618,MID_INPUT_英数字,ABC,ABC,ABC,ABC,ABC,ABC
619,MID_INPUT_一字削除,Effacer,Löschen,Canc.,Borrar,Delete,Sil
620,MID_INPUT_文字未入力,Entrez 1 caractère minimum.,Bitte gib mind. 1 Zeichen ein.,Inserisci almeno 1 carattere.,Introduce al menos un carácter.,Please enter at least 1 character.,Lütfen en az 1 karakter gir.
621,MID_INPUT_文字警告,"Ce nom contient trop de chiffres,
ou des mots pouvant sembler
insultants. Il pourrait ne pas être
visible par les autres joueurs.

Voulez-vous quand même l'utiliser ?","Dieser Name beinhaltet zu viele
Zahlen oder Wörter, die andere als
beleidigend empfinden könnten.
Daher ist er für andere
möglicherweise nicht sichtbar.

Mit diesem Namen fortfahren?","Il nome contiene troppe cifre o
parole che potrebbero risultare
offensive, perciò potrebbe non
essere visibile ad altri utenti.

Vuoi continuare con questo nome?","Este nombre tiene demasiadas
cifras, o bien palabras que pueden
resultar ofensivas. Puede que no se
muestre a otros usuarios.

¿Continuar con este nombre?","This name contains too many
numerals, or words that others
may find offensive. It may not
be viewable by other users.

Proceed with this name?","Bu adda çok fazla rakam ya da rahatsız
edici olabilecek sözcükler var.
Diğer kullanıcılar adı göremeyebilir.

Bu adla devam edilsin mi?"
622,MID_INPUT_文字警告_錬成,"Ce nom contient des chiffres ou
des mots pouvant sembler
insultants. Il pourrait ne pas être
visible par les autres joueurs.

Voulez-vous quand même l'utiliser ?","Dieser Name beinhaltet zu viele
Zahlen oder Wörter, die andere als
beleidigend empfinden könnten.
Daher ist er für andere
möglicherweise nicht sichtbar.

Mit diesem Namen fortfahren?","Il nome contiene cifre o parole
che potrebbero risultare offensive,
perciò potrebbe non essere
visibile ad altri utenti.

Vuoi continuare con questo nome?","Este nombre tiene cifras, o bien
palabras que pueden resultar
ofensivas. Puede que no se
muestre a otros usuarios.

¿Quieres mantener este nombre?","This name contains numerals
or words that others may
find offensive. It may not
be viewable by other users.

Proceed with this name?","Bu adda rakamlar ya da rahatsız edici
olabilecek sözcükler var.
Diğer kullanıcılar adı göremeyebilir.

Bu adla devam edilsin mi?"
623,MID_INPUT_文字禁止,"Trop de chiffres ont été utilisés ou
alors le langage utilisé n'était pas
approprié.
Vous pouvez entrer cinq chiffres
au maximum.","Der Text enthielt unangemessene
Begriffe oder zu viele Ziffern und
kann somit nicht verwendet werden.
Du kannst bis zu 5 Ziffern eingeben.","Impossibile da utilizzare perché
contiene troppe cifre o parole che
potrebbero risultare offensive.
Puoi inserire fino a cinque cifre.","Este texto contiene lenguaje
inadecuado y no es posible usarlo.
Puedes introducir hasta 5 cifras.","This contains inappropriate
language and cannot be used.
You can enter up to five digits.","Uygunsuz dil içerdiği için kullanılamaz.
En fazla beş rakam girebilirsiniz."
624,MID_INPUT_名前確認,"Ce nom pourra être envoyé à
d'autres joueurs par StreetPass.

Voulez-vous utiliser ce nom ?","Dieser Name wird möglicherweise
anderen Spielern über StreetPass
gesendet.

Mit diesem Namen fortfahren?","Il nome potrebbe essere inviato ad
altri giocatori tramite StreetPass.

Vuoi continuare con questo nome?","Puede que se envíe este nombre a
otros jugadores mediante
StreetPass.

¿Quieres continuar?","This name may be sent to
other players via StreetPass.

Proceed with this name?","Bu ad StreetPass ile diğer oyunculara
gönderilebilir.

Bu adla devam edilsin mi?"
625,MID_H_INFO_ユニットアイコン,Apparence sur la carte.,Erscheinung auf der Karte.,Aspetto sulla mappa.,Apariencia en el mapa.,Appearance on the map.,Haritadaki görünüm.
626,MID_H_INFO_レベル,"Affiche le niveau d'une unité
dans sa classe actuelle.","Zeigt, wie erfahren eine Einheit
in ihrer derzeitigen Klasse ist.","Mostra il livello di esperienza di
un'unità nella classe attuale.","Muestra la experiencia de una
unidad en su clase actual.","Shows how seasoned a unit is
in his or her current class.","Bir birimin mevcut sınıfında ne
kadar tecrübeli olduğunu gösterir."
627,MID_H_INFO_経験値,"Expérience acquise au combat.
À 100, l'unité change de niveau.","Im Kampf erlangte Erfahrung.
Levelaufstieg bei 100.","Esperienza acquisita. A 100,
l'unità sale di livello.","Experiencia ganada en batalla.
Se sube de nivel al llegar a 100.","Experience gained in battle.
At 100, the unit gains a level.","Savaşta kazanılan deneyim.
100'de birim bir seviye kazanır."
628,MID_H_INFO_ＨＰ,"Santé actuelle/max. Si les PV
atteignent 0, l'unité est perdue.","Mom./Max. Gesundheit: Fällt
sie auf 0, ist die Einheit besiegt.","Salute attuale/max. Quando
scende a 0, l'unità è sconfitta.","Salud actual/máxima. La unidad
cae derrotada cuando llega a 0.","Current/max health. The unit is
defeated when this reaches 0.","Mevcut/maksimum sağlık. Bu
0'a ulaştığında birim yenilir."
629,MID_H_INFO_力,"Force. Pondère les dégâts
infligés par une attaque physique.","Stärke: Beeinfl. den mit phys.
Angriffen ausgeteilten Schaden.","Forza. Determina il danno
causato da attacchi fisici.","Fuerza. Influye en el daño que
causan los ataques físicos.","Strength. Affects damage the
unit deals with physical attacks.","Güç. Fiziksel saldırıların verdiği
hasarı etkiler."
630,MID_H_INFO_魔力,"Magie. Pondère les dégâts
infligés par une attaque magique.","Magie: Beeinfl. den mit mag.
Angriffen ausgeteilten Schaden.","Magia. Determina il danno
causato da attacchi magici.","Magia. Influye en el daño que
causan los ataques mágicos.","Magic. Affects damage the unit
deals with magical attacks.","Büyü. Büyülü saldırıların verdiği
hasarı etkiler."
631,MID_H_INFO_技,"Technique. Pondère Prc et les
chances de porter un coup critique.","Fähigkeit: Beeinfl. Trefferchance
und Häufigkeit krit. Treffer.","Abilità. Determina la prob. Clp
e la frequenza dei colpi tripli.","Habilidad. Influye en el número
de aciertos y ataques críticos.","Skill. Affects hit rate and the
frequency of critical hits.","Yetenek. İsabet oranını ve kritik
vuruş sıklığını etkiler."
632,MID_H_INFO_速さ,"Vitesse. Pondère Esq. Attaque double
si Vit de l'unité > de 5 à Vit de l'ennemi.","Geschw.: Beeinfl. Aw. Doppelt.
Ang., wenn 5 höher als Gegner.","Velocità. Determina la Scv. Con
5 più del nemico, colpo doppio.","Velocidad. Afecta a Esq. Saca 5
puntos al rival para ataque x2.","Speed. Affects Avo. Unit strikes
twice if 5 higher than opponent.","Hız. Kaçınmayı etkiler. Rakibinkinden 5
yüksekse birim iki kez saldırır."
633,MID_H_INFO_幸運,"Chance. Effets multiples. Pondère
les chances d'éviter les critiques.","Glück: Versch. Effekte. Senkt
Risiko gegner. krit. Angriffe.","Fortuna. Vari effetti. Riduce il
rischio di attacchi tripli nemici.","Suerte. Entre otras cosas, baja
la frecuencia de críticos rivales.","Luck. Has various effects.
Lowers risk of enemy criticals.","Şans. Çeşitli etkileri vardır.
Düşman kritik vuruş riskini azaltır."
634,MID_H_INFO_守備,"Défense. Réduit les dégâts
reçus par attaque physique.","Verteidigung: Senkt durch phys.
Angriffe erhaltenen Schaden.","Difesa. Riduce il danno
da attacchi fisici.","Defensa. Reduce el daño
recibido por ataques físicos.","Defence. Reduces damage
from physical attacks.","Savunma. Fiziksel saldırılardan alınan
hasarı azaltır."
635,MID_H_INFO_魔防,"Résistance. Réduit les dégâts
reçus par attaque magique.","Resistenz: Senkt durch mag.
Angriffe erhaltenen Schaden.","Resistenza. Riduce il danno da
attacchi magici.","Resistencia. Reduce el daño
recibido por ataques mágicos.","Resistance. Reduces damage
from magical attacks.","Direnç. Büyülü saldırılardan alınan
hasarı azaltır."
636,MID_H_INFO_移動,"Déplacement. Distance en cases
que l'unité peut parcourir.","Bewegung: Bestimmt, wie viele
Felder eine Einheit ziehen kann.","Movimento. Indica di quanto si
può spostare un'unità.","Movimiento. Determina cuántas
casillas se pueden avanzar.","Movement. Determines how
many spaces a unit can move.","Hareket. Birimin kaç kare
hareket edebileceğini belirler."
637,MID_H_INFO_射程,"Portée.
Portée d'attaque de l'unité.","Reichweite: Die Reichweite von
Angriffen der Einheit.","Raggio. L'area di attacco di
un'unità.","Alcance. Determina el área
de ataque de la unidad.",Range. The unit's attack range.,Menzil. Birimin saldırı menzili.
638,MID_H_INFO_攻撃,"Attaque. Pondère les dégâts des
attaques physiques ou magiques.","Angriff: Die Stärke physischer
und magischer Angriffe.","Attacco. La potenza degli
attacchi fisici o magici.","Ataque. Influye en el poder de
los ataques físicos y mágicos.","Attack. The power of physical
or magical attacks.","Saldırı. Fiziksel veya büyülü
saldırıların gücü."
639,MID_H_INFO_命中,"Précision. Pondère les chances
de réussir à porter une attaque.","Trefferchance: Beeinflusst die
Erfolgschance von Angriffen.","Probabilità colpo. Determina la
riuscita degli attacchi.","Acierto. Afecta a la probabilidad
de acertar con un ataque.","Hit Rate. Affects the odds
attacks will connect.","İsabet Oranı. Saldırıların isabet etme
ihtimalini etkiler."
640,MID_H_INFO_必殺,"Critique. Pondère les chances
de porter un coup critique.","Krit. Chance: Beeinfl. Chance,
krit. Angriffe zu landen.","Probabilità triplo. Determina la
possibilità di fare colpi tripli.","Crítico. Afecta a la probabilidad
de ejecutar un ataque crítico.","Critical Rate. Affects the
odds of getting a critical hit.","Kritik Oranı. Kritik vuruş yapma
ihtimalini etkiler."
641,MID_H_INFO_回避,"Esquive. Pondère les chances
d'esquiver une attaque ennemie.","Ausweichchance: Beeinflusst
Chance, Angr. auszuweichen.","Probabilità schivata. Determina
l'abilità di evitare attacchi.","Esquivar. Afecta a la probabilidad
de esquivar un ataque.","Avoid Rate. Affects the unit's
odds of evading attacks.","Kaçınma Oranı. Birimin saldırılardan
kaçınma ihtimalini etkiler."
642,MID_H_INFO_剣,"Épée. Efficace contre les haches,
vulnérable face aux lances.","Schwert: Stark gegen Äxte.
Schwach gegen Lanzen.","Spada. Efficace contro le asce,
ma debole contro le lance.","Espada. Fuerte contra hachas,
pero débil contra lanzas.","Sword. Strong against axes.
Weak against lances.","Kılıç. Baltalara karşı güçlü.
Mızraklara karşı zayıf."
643,MID_H_INFO_槍,"Lance. Efficace contre les épées,
vulnérable face aux haches.","Lanze: Stark gegen Schwerter.
Schwach gegen Äxte.","Lancia. Efficace contro le
spade, ma debole con le asce.","Lanza. Fuerte contra espadas,
pero débil contra hachas.","Lance. Strong against swords.
Weak against axes.","Mızrak. Kılıçlara karşı güçlü.
Baltalara karşı zayıf."
644,MID_H_INFO_斧,"Hache. Efficace contre les lances,
vulnérable face aux épées.","Axt: Stark gegen Lanzen.
Schwach gegen Schwerter.","Ascia. Efficace contro le lance,
ma debole contro le spade.","Hacha. Fuerte contra lanzas,
pero débil contra espadas.","Axe. Strong against lances.
Weak against swords.","Balta. Mızraklara karşı güçlü.
Kılıçlara karşı zayıf."
645,MID_H_INFO_弓,"Arc. Utile pour attaquer une
unité située à distance.","Bogen: Greift entfernte Gegner
an.","Arco. Utile per attaccare i
nemici più distanti.","Arco. Se utiliza para atacar
a distancia.","Bow. Can be used to attack
distant enemies.","Yay. Uzaktaki düşmanlara saldırmak
için kullanılabilir."
646,MID_H_INFO_魔道書,"Tome. Utile pour attaquer une
unité adjacente ou distante.","Buch: Greift entfernte und
angrenzende Gegner an.","Tomo. Utile per attaccare i
nemici da vicino e a distanza.","Grimorio. Se usa para atacar a
enemigos lejanos y adyacentes.","Tome. Can be used to attack
adjacent and distant enemies.","Büyü Kitabı. Yakındaki ve uzaktaki
düşmanlara saldırmak için kullanılır."
647,MID_H_INFO_杖,"Bâton. Sert principalement
à soigner les unités.","Stab: Wird vor allem zur
Heilung verwendet.","Bastone. Serve principalmente
per curare.","Bastón. Se usa principalmente
para sanar.","Staff. Used primarily
for healing.","Asa. Genellikle iyileştirme için
kullanılır."
648,MID_H_INFO_竜石,"Dracopierre. Permet aux
Manaketes de se transformer.","Drachenstein: Lässt Manaketen
in Drachenform kämpfen.","Pietra drago. Consente ai
manakete di trasformarsi.","Piedra dragón. Permite a un
manakete convertirse en dragón.","Dragonstone. Lets a manakete
fight in dragon form.","Ejdertaşı. Manaketin ejderha biçiminde
savaşmasını sağlar."
649,MID_H_INFO_獣石,"Bestipierre. Permet aux
Tagüels de se transformer.","Bestienstein: Lässt Taguel in
Bestienform kämpfen.","Pietra bestia. Consente a
un taguel di trasformarsi.","Piedra bestia. Permite a un
taguel convertirse en bestia.","Beaststone. Lets a taguel
fight in beast form.","Canavar Taşı. Taguel'in canavar biçiminde
savaşmasını sağlar."
650,MID_H_INFO_魔物,"Griffes. Utilisées
par les monstres.","Klauen: Werden von Monstern
verwendet.",Artigli. Usati dai mostri.,"Garras. Las usan los monstruos
para atacar.",Claws. Used by monsters.,Pençeler. Canavarlar kullanır.
651,MID_H_INFO_ボス,Souffle. Arme de Grima.,Atem: Grimas Waffe.,Soffio. L'arma di Grima.,Hálito. El arma de Grima.,Breath. Grima's weapon.,Nefes. Grima'nın silahı.
652,MID_H_INFO_夫,Conjoint ou proche.,"Ehepartner oder Gefährte auf
Lebenszeit.",Marito o compagno di vita.,Cónyuge o pareja.,"Marriage partner or
life companion.",Eş veya hayat arkadaşı.
653,MID_H_INFO_妻,Conjoint ou proche.,"Ehepartner oder Gefährte auf
Lebenszeit.",Moglie o compagna di vita.,Cónyuge o pareja.,"Marriage partner or
life companion.",Eş veya hayat arkadaşı.
654,MID_H_INFO_父親,Père biologique.,Biologischer Vater.,Padre biologico.,Padre biológico.,Biological father.,Biyolojik baba.
655,MID_H_INFO_母親,Mère biologique.,Biologische Mutter.,Madre biologica.,Madre biológica.,Biological mother.,Biyolojik anne.
656,MID_H_INFO_子供,Enfant venant du futur.,Kind aus der Zukunft.,"Discendente che viene
dal futuro.",Descendiente del futuro.,Child from the future.,Gelecekten gelen çocuk.
657,MID_H_INFO_弱点,"L'unité est vulnérable aux armes
portant ces icônes.","Die Einheit ist schwach gegen
Waffen mit diesen Symbolen.","L'unità è debole contro le armi
che presentano queste icone.","Esta unidad es vulnerable
a las armas con estos iconos.","The unit is weak against
weapons with these icons.","Birim, bu simgelere sahip silahlara
karşı zayıftır."
658,MID_H_INFO_戦闘力,"Somme des caractéristiques
principales de l'unité.","Die Summe der wichtigsten
Werte der Einheit.","La somma dei parametri
dell'unità.","La suma de las características
principales de esta unidad.","The sum of the
unit's key stats.","Birimin temel istatistiklerinin
toplamı."
659,MID_MENU_バックアップ_記録中,"Sauvegarde en cours...
Veuillez ne pas éteindre la console.","Speichervorgang...
Bitte das System nicht ausschalten.","Salvataggio dei progressi in corso...
Non spegnere la console.","Guardando datos...
No apagues la consola.","Saving your progress...
Please do not turn the power off.","İlerlemen kaydediliyor...
Lütfen gücü kapatma."
660,MID_MENU_バックアップ_記録確認,Sauvegarder votre progression ?,Deinen Fortschritt speichern?,Vuoi salvare i tuoi progressi?,¿Quieres guardar la partida?,Save your progress?,İlerlemen kaydedilsin mi?
661,MID_MENU_バックアップ_記録無し確認,Continuer sans sauvegarder ?,Ohne Speichern fortfahren?,Prosegui senza salvare?,¿Quieres continuar sin guardar?,Proceed without saving?,Kaydetmeden devam edilsin mi?
662,MID_MENU_バックアップ_中断削除確認,Le signet sera définitivement supprimé. Confirmer ?,"Dies wird dein Lesezeichen unwiderruflich
löschen. Trotzdem fortfahren?","Così facendo cancellerai il segnalibro.
Vuoi proseguire?","La partida suspendida se borrará.
¿Seguro que quieres continuar?","This will permanently delete
your bookmark. Are you sure?","Bu ara kayıt kalıcı olarak silinecek.
Emin misin?"
663,MID_MENU_バックアップ_削除確認,Effacer ce fichier de sauvegarde ?,Diese Speicherdatei löschen?,Vuoi cancellare questo salvataggio?,¿Quieres borrar este archivo?,Delete this save file?,Bu kayıt dosyası silinsin mi?
664,MID_MENU_バックアップ_コピー確認,Copier ce fichier de sauvegarde ?,Diese Speicherdatei kopieren?,Vuoi copiare questo salvataggio?,¿Quieres copiar este archivo?,Copy this save file?,Bu kayıt dosyası kopyalansın mı?
665,MID_MENU_バックアップ_消去中,"Suppression du fichier de sauvegarde...
Veuillez ne pas éteindre la console.","Speicherdatei wird gelöscht...
Bitte das System nicht ausschalten.","Cancellazione del salvataggio in corso...
Non spegnere la console.","Borrando el archivo...
No apagues la consola.","Deleting the save file...
Please do not turn the power off.","Kayıt dosyası siliniyor...
Lütfen gücü kapatma."
666,MID_MENU_バックアップ_中断消去中,"Suppression du signet en cours...
Veuillez ne pas éteindre la console.","Das Lesezeichen wird gelöscht...
Bitte das System nicht ausschalten.","Cancellazione del segnalibro in corso...
Non spegnere la console.","Borrando partida suspendida...
No apagues la consola.","Deleting the bookmark...
Please do not turn the power off.","Ara kayıt siliniyor...
Lütfen gücü kapatma."
667,MID_戦績_MVPなし,Aucun,Niemand,Nessuno,Ninguno,None,Yok
668,MID_戦績_MVPコネクト,&,&,e,y,&,&
669,MID_NETWORK_通信,Sans fil,Drahtlos,Wireless,Inalámbrico,Wireless,Kablosuz
670,MID_NETWORK_マイチーム,Groupe StreetPass,StreetPass-Team,Sq. StreetPass,Equipo StreetPass,StreetPass Team,StreetPass Ekibi
671,MID_H_NETWORK_マイチーム,Créer un groupe à envoyer avec StreetPass.,Team anlegen und über StreetPass versenden.,Forma una squadra da inviare con StreetPass.,Preparar un equipo para enviar por StreetPass.,Set up a team to send via StreetPass.,StreetPass ile gönderilecek ekip kur.
672,MID_NETWORK_受信ボックス,Données reçues,Bonuskiste,Dati bonus,Buzón SpotPass,Bonus Box,Bonus Kutusu
673,MID_H_NETWORK_受信ボックス,Recevoir des données additionnelles par SpotPass.,Erhalte über SpotPass gesendete Bonusinhalte.,Ricevi dati bonus tramite SpotPass.,Recibir contenido de SpotPass.,Receive bonus data delivered via SpotPass.,SpotPass ile gelen bonus verilerini al.
674,MID_NETWORK_デュアルタッグ,Alliance,Doppelduell,Sfida congiunta,Duelo conjunto,Double Duel,Çifte Düello
675,MID_H_NETWORK_デュアルタッグ,Combattre en coopération avec un autre joueur.,Kämpfe an der Seite der Einh. deiner Freunde.,Combatti a fianco delle unità di un amico.,Luchar junto a las unidades de un amigo.,Fight alongside your friends' units.,Arkadaşlarının birimleriyle savaş.
676,MID_NETWORK_マイユニ名鑑,Journal,Avatar-Logbuch,Registro unità,Registro,Avatar Logbook,Kayıt Defteri
677,MID_H_NETWORK_マイユニ名鑑,Recruter les unités reçues par StreetPass ou autre.,StreetPass- und andere Einheiten anwerben.,Recluta unità tramite StreetPass o altro.,Ver y reclutar unidades (StreetPass y otros).,Hire StreetPass and other units you have found.,StreetPass ve bulduğun birimleri kirala.
678,MID_NETWORK_通信設定,SpotPass,SpotPass,SpotPass,SpotPass,SpotPass,SpotPass
679,MID_H_NETWORK_通信設定,Activer ou désactiver SpotPass.,Schalte SpotPass ein oder aus.,Attiva o disattiva SpotPass.,Activar o desactivar SpotPass.,Turn SpotPass on or off.,SpotPass'i aç veya kapat.
680,MID_NETWORK_マイチーム_選択不可,"Votre avatar ne dispose pas d'arme équipée et
ne peut donc pas être ajouté à votre groupe.
Vérifiez son équipement.","Dein Avatar ist mit keiner Waffe ausgerüstet
und kann nicht in deinem Team registriert
werden. Bitte prüfe die Ausrüstung des Avatars.","Il tuo personaggio non possiede un'arma
e non può essere arruolato nella squadra.
Controlla l'equipaggiamento.","Tu avatar no tiene equipada ningún arma y no
puede registrarse en tu equipo. Comprueba
el equipo de tu avatar.","Your avatar is not equipped with a weapon
and cannot be registered to your team.
Please check your avatar's equipment.","Avatarınızda bir silah bulunmuyor ve
takımınıza kaydedilemiyor. Lütfen
avatarınızın ekipmanını kontrol edin."
681,MID_NETWORK_デュアルタッグ_選択不可,"Vous ne pouvez pas former une alliance car
aucune de vos unités ne dispose d'arme
équipée. Vérifiez l'équipement de vos unités.","Du hast keinen Zugriff auf Doppelduell, da
keine der Einheiten mit einer Waffe ausgerüstet
ist. Bitte prüfe die Ausrüstung deiner Einheiten.","Non puoi accedere alla Sfida congiunta perché
tutte le tue unità non possiedono armi.
Controlla l'equipaggiamento.","No puedes participar en un duelo conjunto
porque ninguna de tus unidades va armada.
Comprueba el equipo de tus unidades.","You cannot access Double Duel because
none of your units are equipped with weapons.
Please check your units' equipment.","Hiçbir biriminizde silah olmadığı için
Çifte Düello'ya giremezsiniz.
Birimlerin ekipmanını kontrol edin."
682,MID_マイユニ名鑑_仲間にする,Recruter,Rekrutieren,Recluta,Reclutar,Recruit,Ekibe Al
683,MID_H_マイユニ名鑑_仲間にする,Dépenser de l'or pour recruter cette unité.,Wirb diese Einheit mit Gold an.,Usa delle monete per arruolare questa unità.,Gastar dinero en reclutar esta unidad.,Spend gold to hire this unit.,Bu birimi ekibe katmak için altın harca.
684,MID_マイユニ名鑑_カード閲覧,Fiche,Visitenkarte,Carta,Ver ficha,View Card,Kartı Görüntüle
685,MID_H_マイユニ名鑑_カード閲覧,Voir la fiche descriptive de cette unité.,Die Visitenkarte dieser Einheit ansehen.,Visualizza la carta descrittiva dell'unità.,Ver la ficha de esta unidad.,View this unit's profile card.,Bu birimin profil kartını görüntüle.
686,MID_マイユニ名鑑_上書き,Mise à jour,Aktualisier.,Aggiorna,Actualizar,Update,Güncelle
687,MID_H_マイユニ名鑑_上書き,Mettre à jour les carac. de l'unité dans le journal.,Die Werte dieser Einheit im Logbuch anpassen.,Aggiorna i dati dell'unità nel registro.,Actualizar los datos de esta unidad.,Update this unit's stats in the logbook.,Bu birimin kayıt değerlerini güncelle.
688,MID_マイユニ名鑑_ロック,Bloquer,Sperren,Blocca,Proteger,Lock,Kilit
689,MID_H_マイユニ名鑑_ロック,Empêcher la suppression de cette unité.,Einheit kann nicht von der Liste entfernt werden.,L'unità non potrà essere eliminata dall'elenco.,Bloquear esta unidad para evitar borrarla.,Keep this unit from being erased from the list.,Bu birimin listeden silinmesini önle.
690,MID_マイユニ名鑑_ロック解除,Débloquer,Entsperren,Sblocca,Liberar,Unlock,Kilidi aç
691,MID_H_マイユニ名鑑_ロック解除,Permettre la suppression de cette unité.,Diese Einheit entsperren.,Sblocca questa unità.,Liberar esta unidad.,Unlock this unit.,Bu birimin kilidini aç.
