file,label,index,English,French,German,Spanish,Italian,Dutch,Turkish,Notes,ObservedMaxLines,ObservedMaxLineChars,ObservedMinTotalChars,ObservedMaxTotalChars
hundred_cbm000msg.msbt,cbm_coinrob_001,47,The duel was called off due to poverty.,"Le duel a été annulé car les joueurs
n'ont pas assez de pièces.","Das Duell wurde wegen
Geldmangels abgesagt.","El duelo se ha cancelado debido
a falta de medios.","Il duello è stato annullato per mancanza
di monete.","Het duel kan niet doorgaan
wegens een gebrek aan munten.",Jetonsuzluktan düello iptal edildi.,,2,40,39,63
hundred_cbm000msg.msbt,cbm_itemcom_000,48,Adds 3 to your roll.,Ajoute 3 à votre lancer.,Fügt deinem Würfelergebnis 3 hinzu.,Suma 3 a tu tirada.,"Ti permette di muoverti di 3 caselle
aggiuntive quando lanci il dado.",Verhoog je worp met 3.,Zarına 3 ekler.,,2,36,19,69
hundred_cbm000msg.msbt,cbm_coinrob_002,49,"Whoops! {C:0:3:0500}[n0] {C:0:3:0200}didn't have any coins
to steal...","Dommage ! {C:0:3:0500}[n0]{C:0:3:0200} n'avait
aucune pièce à voler...","Au weia!
{C:0:3:0500}[n0]{C:0:3:0200} hatte gar keine Münzen
zum Klauen...","Eh... Parece que a {C:0:3:0500}[n0] {C:0:3:0200}no le quedan
monedas que quitarle.","Ooops! {C:0:3:0500}[n0] {C:0:3:0200}era a corto di monete
e non hai potuto rubare nulla...","Helaas! {C:0:3:0500}[n0] {C:0:3:0200}heeft
geen munten die je kunt stelen.","Eyvah! {C:0:3:0500}[n0]’ın {C:0:3:0200}çalınacak
jetonu yoktu...",,3,60,70,90
hundred_cbm000msg.msbt,cbm_itemcom_001,50,Adds 5 to your roll.,Ajoute 5 à votre lancer.,Fügt deinem Würfelergebnis 5 hinzu.,Suma 5 a tu tirada.,"Ti permette di muoverti di 5 caselle
aggiuntive quando lanci il dado.",Verhoog je worp met 5.,Zarına 5 ekler.,,2,36,19,69
hundred_cbm000msg.msbt,cbm_bmatch_017,51,"The Chain Chomp blasted the Star
Balloon across the board.","Le Chomp a envoyé le(s)
ballon(s) étoile valdinguer.","Der Kettenhund hat den
Sternballon weggeschleppt!","Chomp Cadenas ha puesto
el globo estrella en otro
lugar del tablero.","Il Categnaccio ha spostato
il palloncino stella.","De Chain Chomp heeft de
sterrenballon over het bord
gesleurd.","Chain Chomp, Yıldız Balonu’nu
tahtanın öbür ucuna fırlattı.",,3,32,48,68
hundred_cbm000msg.msbt,cbm_coinrob_003,52,There were no coins to steal.,Il n'y avait aucune pièce à voler.,Es gab keine Münzen zu klauen.,No había monedas que robar.,Non c'erano monete da rubare.,Er zijn geen munten om te stelen.,Çalınacak jeton yoktu.,,1,34,27,34
hundred_cbm000msg.msbt,cbm_bmatch_018,53,"Keep it up! Collect lots of stars
and you'll be crowned super star!","Continuez comme ça !
Accumulez les étoiles et devenez
la superstar de la partie !","Weiter so! Sammle schön viele
Sterne und werde zum Superstar!","¡Sigue así! ¡Hazte con muchas
y proclámate superestrella!","Continua così! Ottieni un sacco di
stelle e diventerai una Superstar!","Ga zo door! Als je de meeste
sterren verzamelt, word je tot
superster gekroond!","Böyle devam! Bol bol yıldız topla,
süper yıldız tacını kap!",,3,34,57,81
hundred_cbm000msg.msbt,cbm_choices_001,54,Item,Objets,Item,Objeto,Oggetto,Voorwerp,Eşya,,1,8,4,8
hundred_cbm000msg.msbt,cbm_itemcom_002,55,Lowers a rival's roll by 2.,Retranche 2 au lancer d'un rival.,"Verringert das Würfelergebnis von
Mitspielern um 2.",Resta 2 a la tirada de un rival.,"Sottrae 2 movimenti a un rivale quando
lancia il dado.","Verlaag de worp van een
tegenspeler met 2.",Bir rakibin zarından 2 eksiltir.,,2,38,27,54
hundred_cbm000msg.msbt,cbm_rank_001,56,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_cbm000msg.msbt,cbm_bmatch_019,57,"The next Star Balloon you want
is right here!","Le ballon étoile suivant se trouve
juste là !",Der nächste Sternballon ist hier!,"¡Aquí está el siguiente globo
estrella que andas buscando!","Il prossimo palloncino stella
è proprio qui!",Kijk! Daar heb je de volgende!,"İstediğin sonraki Yıldız Balonu
tam burada!",,2,34,30,58
hundred_cbm000msg.msbt,cbm_itemcom_003,58,Lets you roll 2 dice.,Lancez deux dés.,Ermöglicht das Würfeln mit 2 Würfeln.,Lanza 2 dados.,Ti permette di lanciare 2 dadi.,Gooi met 2 dobbelstenen.,2 zar atmanı sağlar.,,1,37,14,37
hundred_cbm000msg.msbt,cbm_rank_002,59,[1],[1],[1],[1],[1],[1],[1],,1,3,3,3
hundred_cbm000msg.msbt,cbm_choices_003,60, Roll, Dé, Würfeln, Lanzar, Lancia, Gooien, Zar At,,1,9,4,9
hundred_cbm000msg.msbt,cbm_itemcom_004,61,"Lets you warp to one of your
rivals' spaces.",Téléportez-vous sur la case d'un rival.,Bringt dich zum Feld eines Mitspielers.,Te teletransporta a la casilla de un rival.,"Ti permette di teletrasportarti sulla casella
occupata da uno dei tuoi rivali.","Verplaats je naar het vakje van
een van je tegenspelers.","Rakiplerinden birinin bulunduğu
yere ışınlanmanı sağlar.",,2,45,39,78
hundred_cbm000msg.msbt,cbm_chararob_006,62,It's a draw! No change.,Égalité ! Il ne s'est rien passé.,Unentschieden! Alles bleibt unverändert.,¡Empate! No hay cambios.,Parità! Non cambia nulla.,Gelijkspel! Het blijft zoals het is.,Berabere! Hiçbir şey değişmedi.,,1,40,23,40
hundred_cbm000msg.msbt,cbm_rank_003,63,[ba] Quit,[ba] Quitter,[ba] Beenden,[ba] Salir,[ba] Esci,[ba] Stoppen,[ba] Çık,,1,12,9,12
hundred_cbm000msg.msbt,cbm_choices_004,64,Choosing...,Sélection...,Auswahl...,Eligiendo...,Scelta...,Kiezen...,Seçiliyor...,,1,12,9,12
hundred_cbm000msg.msbt,cbm_itemcom_005,65,"Lets you challenge a rival to a duel
for coins.","Provoquez un rival en duel
afin de gagner des pièces.","Fordere einen Mitspieler zum Duell um
seine Münzen.",Reta a un rival por sus monedas.,"Ti permette di sfidare a duello un
rivale per ottenere monete.","Daag een tegenspeler uit tot een
muntenduel.","Bir rakibini jeton için
düelloya çağırmanı sağlar.",,2,37,32,62
hundred_cbm000msg.msbt,cbm_chararob_007,66,"You couldn't get the Star Balloon
because of the draw.","Personne n'a pris le(s) ballon(s) étoile
car le duel s'est soldé par une égalité.","Du hast den Sternballon wegen des
Unentschiedens nicht erhalten.","Debido al empate, no puedes
hacerte con el globo estrella.","Non hai potuto ottenere il palloncino stella
a causa del pareggio.","Door het gelijkspel heb je de
sterrenballon niet gekregen.","Beraberlik yüzünden Yıldız Balonu’nu
alamadın.",,2,44,54,81
hundred_cbm000msg.msbt,cbm_rank_004,67,{C:1:0:}[3],{C:1:0:}[3],{C:1:0:}[3],{C:1:0:}[3],{C:1:0:}[3],{C:1:0:}[3],{C:1:0:}[3],,1,11,11,11
hundred_cbm000msg.msbt,cbm_choices_005,68,OK!,OK !,OK!,¡Listo!,OK,Oké,TAMAM!,,1,7,2,7
hundred_cbm000msg.msbt,cbm_itemcom_006,69,"Increases the odds that your minigame
is chosen by up to 3 times.","Triplez les chances que votre
mini-jeu soit sélectionné.","Von dir gewählte Minispiele werden bis
zu 3-mal wahrscheinlicher ausgewählt.","Triplica las probabilidades de que
tu minijuego resulte elegido.","Aumenta fino a tre volte le probabilità di
giocare al minigioco che hai selezionato.","Verdrievoudig de kans dat jouw minigame
wordt uitgekozen.","Seçtiğin mini oyunun çıkma
ihtimalini 3 kata kadar artırır.",,2,42,56,84
hundred_cbm000msg.msbt,cbm_add_per00,70,To the Star Balloon!,Direction le(s) ballon(s) étoile !,Zum Sternballon!,¡Hacia el globo estrella!,Verso il palloncino stella!,Naar de sterrenballon!,Yıldız Balonu’na!,,1,34,16,34
hundred_cbm000msg.msbt,cbm_bonustar_00,71,Minigame Star,Étoile des mini-jeux,Minispiel-Star,Estrella de los minijuegos,Stella vittoriosa,Minigame-ster,Mini Oyun Yıldızı,,1,26,13,26
hundred_cbm000msg.msbt,cbm_rank_005,72,[4],[4],[4],[4],[4],[4],[4],,1,3,3,3
hundred_cbm000msg.msbt,cbm_choices_006,73,[bb] Back,[bb] Retour,[bb] Zurück,[bb] Atrás,[bb] Indietro,[bb] Terug,[bb] Geri,,1,13,9,13
hundred_cbm000msg.msbt,cbm_itemcom_007,74,"Lets you switch places with one of
your rivals.","Changez de position sur
le plateau avec un rival.",Tausche den Platz mit einem Mitspieler.,Intercambia posiciones con un rival.,"Ti permette di scambiare la posizione
con uno dei tuoi rivali.","Wissel van plaats met een van je
tegenspelers.","Rakiplerinden biriyle
yer değiştirmeni sağlar.",,2,39,36,62
hundred_cbm000msg.msbt,cbm_add_per01,75,The Star Balloon moved!,"Le ou les ballons étoile
ont changé de case !","Der Sternballon hat sich
bewegt!","¡El globo estrella
ha cambiado de lugar!","Il palloncino stella
si è spostato!",De sterrenballon is verplaatst!,Yıldız Balonu yer değiştirdi!,,2,31,23,45
hundred_cbm000msg.msbt,cbm_mgr_ms00,76,"This roulette decides
which minigame to play!","La roue décide du
mini-jeu auquel vous
allez jouer !","Das Roulette-Rad
bestimmt, welches
Minispiel gespielt wird!","¡Esta ruleta decide
el minijuego!","Questa roulette decide
il minigioco.","De roulette bepaalt
welke minigame er
gespeeld wordt.","Hangi mini oyun
oynanacak? Rulet
karar versin!",,3,24,33,59
hundred_cbm000msg.msbt,cbm_bonustar_01,77,Rich Star,Étoile de la fortune,Münz-Star,Estrella de monedas,Stella gettone,Fortuinster,Zenginlik Yıldızı,,1,20,9,20
hundred_cbm000msg.msbt,cbm_square_001,78,Question Block,Bloc ?,?-Block,Bloque ?,Blocco ?,?-blok,Soru Bloğu,,1,14,6,14
hundred_cbm000msg.msbt,cbm_itemcom_008,79,"Sends a Mecha Fly Guy to steal
one of your rivals' items.","Envoyez un Hélico Maskass
voler un objet à un rival.","Ein Robo-Fly Guy stibitzt einem Mitspieler
ein Item.","Envía un Helicoguy a quitarle
un objeto a uno de tus rivales.","Invia un Tipo Timidottero a rubare
un oggetto a uno dei tuoi rivali.","Stuur een Mecha Fly Guy eropuit om een
voorwerp van een tegenspeler te stelen.","Mekanik Fly Guy gönderip
rakiplerinden birinin eşyasını çaldırır.",,2,42,52,78
hundred_cbm000msg.msbt,cbm_mgr_ms01,80,"The players with a
balloon have a better
chance of seeing their
pick. Now, choose!","Les joueurs qui ont
récupéré des ballons
ont plus de chances
d'être sélectionnés !","Favoriten von Spielern
mit Ballon werden
häufiger gespielt!
Wähle jetzt deinen!","Si tienes un globo, es
más probable que salga
tu juego. ¡Ahora elige!","Chi ha un palloncino
ha più probabilità che
esca ciò che ha scelto.
Ora scegli!","De spelers met een
ballon hebben meer
kans dat hun minigame
wordt uitgekozen.","Balonu olan oyuncuların
seçimi çıkmaya daha yakın.
Şimdi seçimini yap!",,4,23,69,82
hundred_cbm000msg.msbt,cbm_mgmbns_r,81,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_cbm000msg.msbt,cbm_bonustar_02,82,Item Star,Étoile des objets,Sammler-Star,Estrella de objetos,Stella oggetti,Voorwerpster,Eşya Yıldızı,,1,19,9,19
hundred_cbm000msg.msbt,cbm_itemcom_009,83,"Lets you swap all of your items with
one of your rivals.","Échangez tous vos objets
avec ceux d'un rival.","Lässt dich all deine Items gegen die
eines Mitspielers tauschen.","Te permite intercambiar todos tus objetos
por los de uno de tus rivales.","Scambia i tuoi oggetti con quelli di
un rivale.","Wissel van voorwerpen met een
tegenspeler.","Tüm eşyalarını rakiplerinden
birinin eşyalarıyla takas eder.",,2,41,42,72
hundred_cbm000msg.msbt,cbm_bonustar_03,84,Balloon Star,Étoile des ballons,Ballon-Star,Estrella de globos,Stella palloncini,Ballonnenster,Balon Yıldızı,,1,18,11,18
hundred_cbm000msg.msbt,cbm_bmatchtlp_001,85,Turn: [0],Tour nº [0],Runde: [0],Turno [0],[0]° turno,Beurt [0],Tur: [0],,1,11,9,11
hundred_cbm000msg.msbt,cbm_evnt_stp,86, Stop, Arrêter, Stopp, Detener, Ferma, Stop, Durdur,,1,9,6,9
hundred_cbm000msg.msbt,cbm_bmatchtlp_002,87,Final Turn,Dernier tour,Letzte Runde,Último turno,Ultimo turno,Laatste beurt,Son Tur,,1,13,10,13
hundred_cbm000msg.msbt,cbm_bonustar_05,88,Running Star,Étoile de la bougeotte,Flott-Star,Estrella fugaz,Stella galoppo,Afstandsster,Koşucu Yıldızı,,1,22,10,22
hundred_cbm000msg.msbt,cbm_outlineblock_004,89,"You can press [bx] to use an item
before rolling.","Appuyez sur [bx] pour utiliser
un objet avant de lancer le dé.","Drücke vor dem Würfeln [bx], um ein Item
einzusetzen.","Puedes pulsar [bx] para usar un objeto
antes de lanzar el dado.","Per usare un oggetto prima
di lanciare il dado, premi [bx].","Druk op [bx] om een voorwerp
te gebruiken voordat je gooit.","Zar atmadan önce [bx] ile
bir eşya kullanabilirsin.",,2,40,49,63
hundred_cbm000msg.msbt,cbm_bonustar_06,90,Unused Star,Étoile du déficit d'objets,Puristen-Star,Estrella minimalista,Stella sfortunata,Zuinige ster,Tutumlu Yıldız,,1,26,11,26
hundred_cbm000msg.msbt,cbm_mgmbns_w,91,Win,Victoire,Sieg,Victoria,Vittoria,Hoera!,Zafer!,,1,8,3,8
hundred_cbm000msg.msbt,cbm_bonustar_07,92,So-Close Star,Étoile du déficit d'étoiles,Sternlos-Star,Estrella desinflada,Quasi stella,Troostster,Kıl Payı Yıldızı,,1,27,10,27
hundred_cbm000msg.msbt,cbm_add_player,93,{C:1:0:}[n0],{C:1:0:}[n0],{C:1:0:}[n0],{C:1:0:}[n0],{C:1:0:}[n0],{C:1:0:}[n0],{C:1:0:}[n0],,1,12,12,12
hundred_cbm000msg.msbt,cbm_bonusstr_mes_009,94,"And now, one final chance, as three
bonus stars are announced!","C'est l'heure des derniers retournements :
3 étoiles bonus vont être décernées
aux compétiteurs !","Und jetzt gibt es noch eine Chance auf
3 Bonus-Sterne!","¡Una última oportunidad para conseguir
tres estrellas de bonificación!","Ora stanno per essere annunciate tre
stelle bonus! Siamo alla resa dei conti!","Maar alles kan nog veranderen, want
er zijn nog 3 bonussterren te vergeven!","Ve şimdi son bir sürpriz:
üç bonus yıldız açıklanıyor!",,3,42,54,97
hundred_cbm000msg.msbt,cbm_bonustar_08,95,Easygoing Star,Étoile du surplace,Schleich-Star,Estrella perezosa,Stella pigrona,Kalmpjes-aan-ster,Ağırdan Alan Yıldız,,1,18,13,18
hundred_cbm000msg.msbt,cbm_status_000,96,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_cbm000msg.msbt,cbm_robbattle_007,97,Select a rope.,Choisissez une corde.,Wähle ein Seil.,Elige una cuerda.,Scegli una fune.,Kies een touw.,Bir ip seç.,,1,21,14,21
hundred_cbm000msg.msbt,cbm_robbattle_008,98,[ba] Confirm,[ba] OK,[ba] OK,[ba] Aceptar,[ba] OK,[ba] Bevestigen,[ba] Onayla,,1,15,7,15
hundred_cbm000msg.msbt,cbm_robbattle_009,99,Press [bc] in order.,Appuyez sur [bc] dans l'ordre.,"Drücke [bc] in der richtigen
Reihenfolge.",Pulsa [bc] sucesivamente.,Premi [bc] in ordine.,"Druk in de juiste
volgorde op [bc].",[bc] tuşuna sırayla bas.,,2,30,20,41
hundred_cbm000msg.msbt,cbm_graph_star00,100,Minigame Star,"Étoile des
mini-jeux",Minispiel-Star,"Estrella de
los minijuegos",Stella vittoriosa,Minigame-ster,Mini Oyun Yıldızı,,2,17,13,26
hundred_cbm000msg.msbt,cbm_end_000,101,"What a fantastic game!
Everyone played their hearts out!","Quelle partie ! Tout le monde
s'est donné à fond !","Was für ein tolles Spiel!
Jeder hat sein Bestes gegeben!","¡Una partida grandiosa!
¡Nadie ha escatimado esfuerzos!","Che partita fantastica!
Hanno giocato tutti alla grande!","Wat een fantastisch potje!
Iedereen heeft het geweldig gedaan!","Ne maçtı ama!
Herkes yüreğini ortaya koydu!",,2,35,50,62
hundred_cbm000msg.msbt,cbm_graph_star01,102,Rich Star,"Étoile de
la fortune",Münz-Star,"Estrella de
monedas",Stella gettone,Fortuinster,Zenginlik Yıldızı,,2,14,9,20
hundred_cbm000msg.msbt,cbm_combtle_skp,103, Skip, Passer, Weiter, Omitir, Salta, Verder, Atla,,1,8,6,8
hundred_cbm000msg.msbt,cbm_graph_star02,104,Item Star,"Étoile des
objets",Sammler-Star,"Estrella
de objetos",Stella oggetti,Voorwerpster,Eşya Yıldızı,,2,14,9,19
hundred_cbm000msg.msbt,cbm_itemuse_003b,105,[ba] Confirm,[ba] OK,[ba] OK,[ba] Aceptar,[ba] OK,[ba] Kiezen,[ba] Onayla,,1,12,7,12
hundred_cbm000msg.msbt,cbm_itemsp_last,106,"It's the last turn. They've closed
up shop already.","La boutique est fermée
durant le dernier tour.","Dies ist die letzte Runde. Sie
haben schon geschlossen.","Es el último turno.
Ya han cerrado la tienda.","Questo è l'ultimo turno.
Il negozio è già chiuso.","Dit is de laatste beurt.
De winkel is al gesloten.","Son tur geldi. Dükkân
çoktan kepenk indirdi.",,2,34,45,55
hundred_cbm000msg.msbt,cbm_roultlp_01,107,Same Minigame,Même mini-jeu,Gleiches Minispiel,Minijuego repetido,Stesso minigioco,Dezelfde minigame,Aynı Mini Oyun,,1,18,13,18
hundred_cbm000msg.msbt,cbm_graph_star03,108,Balloon Star,"Étoile des
ballons",Ballon-Star,"Estrella
de globos",Stella palloncini,Ballonnenster,Balon Yıldızı,,2,17,11,18
hundred_cbm000msg.msbt,cbm_mgr_tlp00,109,Minigame Roulette,Roue des mini-jeux,Minispiel-Roulette,Ruleta de minijuegos,Roulette minigioco,Minigame-roulette,Mini Oyun Ruleti,,1,20,17,20
hundred_cbm000msg.msbt,cbm_roultlp_02,110,Minigame Result,Résultats,Ergebnis des Minispiels,Resultado del minijuego,Risultati minigioco,Beloningen,Mini Oyun Sonucu,,1,23,9,23
hundred_cbm000msg.msbt,cbm_graph_star05,111,Running Star,"Étoile de la
bougeotte",Flott-Star,Estrella fugaz,Stella galoppo,Afstandsster,Koşucu Yıldızı,,2,14,10,22
hundred_cbm000msg.msbt,cbm_itemprice_001,112,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_cbm000msg.msbt,cbm_bmatch_coinblln,113,Minigame Balloon!,Ballon mini-jeu !,Minispiel-Ballon,¡Globo minijuegos!,Palloncino minigioco!,Minigame-ballon!,Mini Oyun Balonu!,,1,21,16,21
hundred_cbm000msg.msbt,cbm_end_005,114,{C:0:3:0500}[n0]{C:0:3:0200}!,{C:0:3:0500}[n0]{C:0:3:0200} !,{C:0:3:0500}[n0]{C:0:3:0200}!,¡{C:0:3:0500}[n0]{C:0:3:0200}!,... {C:0:3:0500}[n0]{C:0:3:0200}!,...{C:0:3:0500}[n0]{C:0:3:0200}!,{C:0:3:0500}[n0]{C:0:3:0200}!,,1,33,29,33
hundred_cbm000msg.msbt,cbm_graph_star06,115,Unused Star,"Étoile du
déficit d'objets",Puristen-Star,"Estrella
minimalista",Stella sfortunata,Zuinige ster,Tutumlu Yıldız,,2,17,11,26
hundred_cbm000msg.msbt,cbm_itemprice_002,116,[0],[0],[0],[0],[0],[0],[0],,1,3,3,3
hundred_cbm000msg.msbt,cbm_evntrlp_01,117,Move the Star Balloon!,Déplacer le(s) ballon(s) étoile,Sternballon-Bewegung,Mover el globo estrella,Sposta il palloncino stella!,Sterrenballon verplaatsen,Yıldız Balonu’nu Taşı!,,1,31,20,31
hundred_cbm000msg.msbt,cbm_end_006,118,"{C:0:3:0500}[n0]{C:0:3:0200} and
{C:0:3:0500}[n1]{C:0:3:0200}!","{C:0:3:0500}[n0]{C:0:3:0200} et
{C:0:3:0500}[n1]{C:0:3:0200} !","{C:0:3:0500}[n0]{C:0:3:0200} und
{C:0:3:0500}[n1]{C:0:3:0200}!","¡{C:0:3:0500}[n0]{C:0:3:0200} y
{C:0:3:0500}[n1]{C:0:3:0200}!","... {C:0:3:0500}[n0]{C:0:3:0200} e
{C:0:3:0500}[n1]{C:0:3:0200}!","...{C:0:3:0500}[n0]{C:0:3:0200} en
{C:0:3:0500}[n1]{C:0:3:0200}!","{C:0:3:0500}[n0]{C:0:3:0200} ve
{C:0:3:0500}[n1]{C:0:3:0200}!",,2,34,61,64
hundred_cbm000msg.msbt,cbm_graph_star07,119,So-Close Star,"Étoile du
déficit d'étoiles",Sternlos-Star,"Estrella
desinflada",Quasi stella,Troostster,Kıl Payı Yıldızı,,2,17,10,27
hundred_cbm000msg.msbt,cbm_evntrlp_02,120,Get Item,Recevoir un objet,Item-Geschenk,Coger objeto,Ottieni oggetto,Bonusvoorwerp,Eşya Al,,1,17,8,17
hundred_cbm000msg.msbt,cbm_graph_star08,121,Easygoing Star,"Étoile du
surplace",Schleich-Star,"Estrella
perezosa",Stella pigrona,"Kalmpjes-aan-
ster","Ağırdan Alan
Yıldız",,2,14,13,18
hundred_cbm000msg.msbt,cbm_evnt_00,122,Event!,Événement !,Ereignis!,¡Evento!,Imprevisto!,Verrassing!,Etkinlik!,,1,11,6,11
hundred_cbm000msg.msbt,cbm_evntrlp_03,123,Drain Someone's Coins!,Voler des pièces à un rival,Münzen her!,Quitar monedas,Ruba le monete a un rivale!,Munten afpakken,Birinin Jetonlarını Al!,,1,27,11,27
hundred_cbm000msg.msbt,cbm_end_008,124,Unbelievable! We have four super stars!,Incroyable ! Nous avons quatre superstars !,Wahnsinn! Wir haben 4 Superstars!,¡Increíble! ¡Tenemos cuatro superestrellas!,Incredibile! Abbiamo quattro Superstar!,Ongelofelijk! We hebben vier supersterren!,İnanılmaz! Dört süper yıldızımız var!,,1,43,33,43
