index,key,English,French,German,Italian,Spanish,Turkish,prefix_hex
121,extras_diorama_instruction_:0:*,\dpad_all_directions      Rotate,\dpad_all_directions  <squish=0.9>FAIRE PIVOTER,\dpad_all_directions<squish=0.8>Diorama drehen,\dpad_all_directions     Ruota,\dpad_all_directions       Girar,\dpad_all_directions      Döndür,01
122,extras_diorama_instruction_D1:0:*,\9097e9e2\y_button_32      Zoom,\9097e9e2\y_button_32<space=3.8>ZOOMER,\9097e9e2\y_button_32     Zoom,\9097e9e2\y_button_32     Zoom,\9097e9e2\y_button_32<squish=0.8> Acercar/Alejar,\9097e9e2\y_button_32<squish=0.8> Yakınlaştır,01
123,extras_diorama_instruction_D2:0:*,\9097e9e2\y_button_32      Zoom,\9097e9e2\y_button_32<space=3.8>ZOOMER,\9097e9e2\y_button_32     Zoom,\9097e9e2\y_button_32     Zoom,\9097e9e2\y_button_32<squish=0.8> Acercar/Alejar,\9097e9e2\y_button_32<squish=0.8> Yakınlaştır,01
124,extras_diorama_titles:0:*,Jungle Diorama,DIORAMA DE LA JUNGLE,Dschungel-Diorama,GIUNGLA,Diorama de la jungla,Cangıl Diyoraması,01
125,extras_diorama_titles:1:*,Beach Diorama,DIORAMA DE LA PLAGE,Strand-Diorama,SPIAGGIA,Diorama de la playa,Sahil Diyoraması,01
126,extras_diorama_titles:2:*,Ruins Diorama,DIORAMA DES RUINES,Ruinen-Diorama,ROVINE,Diorama de las ruinas,Harabeler Diyoraması,01
127,extras_diorama_titles:3:*,Cave Diorama,DIORAMA DE LA CAVERNE,Höhlen-Diorama,CAVERNE,Diorama de la caverna,Mağara Diyoraması,01
128,extras_diorama_titles:4:*,Forest Diorama,DIORAMA DE LA FORÊT,Wald-Diorama,FORESTA,Diorama del bosque,Orman Diyoraması,01
129,extras_diorama_titles:5:*,Cliff Diorama,DIORAMA DE LA FALAISE,Klippen-Diorama,SCOGLIERA,Diorama del acantilado,Uçurum Diyoraması,01
130,extras_diorama_titles:6:*,Factory Diorama,DIORAMA DE L'USINE,Fabrik-Diorama,FABBRICA,Diorama de la fábrica,Fabrika Diyoraması,01
131,extras_diorama_titles:7:*,Volcano Diorama,DIORAMA DU VOLCAN,Vulkan-Diorama,VULCANO,Diorama del volcán,Volkan Diyoraması,01
132,extras_imagenames:0:*,Frogoon,GREBULLE,Froschler,GRACICRÀ,Ranolón,Kurbazorba,01
133,extras_imagenames:1:*,Awk,RAPAK,Papageier,GRACCHIO,Aco,Gak,01
134,extras_imagenames:2:*,Pinchly & Pal,KRABAK & UN AMI,Zwicki & ein Freund,PIZZICHELE & CO.,Pinzolero y su colega,Kıskaçlı ve Dostu,01
135,extras_imagenames:3:*,Snaggles,SQUALUS,Knabberhai,SGRANOCCHIO,Tiburoncio,Dişlek,01
136,extras_imagenames:4:*,Squiddicus,POULPICUS,Tentaklaus,OTTO,Pulpincho,Ahtapotus,01
137,extras_imagenames:5:*,Stilts,BÉCHASSE,Stakser,TRAMPOLLO,Zancoso,Sırıkbacak,01
138,extras_imagenames:6:*,Humzee,KOLIBRIZZ,Kolibrumm,BRIFÙ,Colibrioso,Vızkuş,01
139,extras_imagenames:7:*,Squeekly Family,FAMILLE VAMPY,Familie Flattermann,<squish=0.90>FAMIGLIA SQUITTISTRELLO<squish=1.0>,Familia Vampistérica,Ciyakgiller,01
140,extras_imagenames:8:*,Skittler,ARAKNA,Krabbler,ZAMPALILLA,Arañoide,Pıtırdak,01
141,extras_imagenames:9:*,Animal Friends,AMIS ANIMAUX,Tierische Helfer,<squish=0.90>ANIMALI DELLA GIUNGLA<squish=1.0>,Amigos de la jungla,Hayvan Dostları,01
142,extras_imagenames:10:*,Squid Shot,KANON À KALMARS,Kalmarkanone,CANNONE MALACARO,Chipicañón,Kalamar Topu,01
143,extras_imagenames:11:*,CageBerry & Pals,MORDICAGE & CIE,<squish=0.85>Käfigbeerchen & Freunde<squish=1.0>,PRIGIOSPINO,Mordijaula y amigos,Kafesyemiş ve Dostları,01
144,extras_imagenames:12:*,Tiki Pop,TIKI BOUM,Kabumm-Tiki,TIKI BUM,Tiki pum,Bomba Tiki,01
145,extras_imagenames:13:*,Mole Guards,GARDES-TAUPES,Wächterkumpel,GUARDIA GROTTALPA,Topos guardianes,Köstebek Bekçileri,01
146,extras_imagenames:14:*,Buzzbite,CROKIMAUVE,Schwirrbeisser,PUNZOLO,Zumbicho,Vızırdiş,01
147,extras_imagenames:15:*,The Chomp Family,MÉCHANTS MÂCHEURS,Familie Mampf,FAMIGLIA GNAM,Familia Ñamñón,Hamgiller,01
148,extras_imagenames:16:*,Skellirex,FOSSIREX,Skeletorex,OSSOSAURO,Huesorrex,Kemikreks,01
149,extras_imagenames:17:*,Bonehead Jed,FOSSICHAR,Knochenkopf-Karl,GIANNOSSO,Quico seco,Kemikkafa Kaan,01
150,extras_imagenames:18:*,Kowalee,KOWALI,Ko-aaah-la,BOMBALIPTO,Kobombala,Koalabomba,01
151,extras_imagenames:19:*,Ready-Bots,ROBOTS ROBUSTES,Robo-Handlanger,ROBOVILLANI,Robomalos,Savaş Botları,01
152,extras_imagenames:20:*,Screaming Pillar,PILIER HURLANT,Schreisäulen,PILASTRO URLANTE,Pilar aullante,Çığlık Atan Sütun,01
153,extras_imagenames:21:*,Tiki Buzz,TIKI BUZZ,Flatter-Tiki,TIKI VOLANTE,Tiki zumba,Vızır Tiki,01
154,extras_imagenames:22:*,Tiki Tank,TIKI TANK,Panzer-Tiki,TIKI CORAZZATO,Tiki tanque,Zırhlı Tiki,01
155,extras_imagenames:23:*,Tiki Boing,TIKI HOP,Hüpf-Tiki,TIKI BALZO,Tiki Boing,Zıpzıp Tiki,01
156,extras_imagenames:24:*,Tiki Torch,TIKI TORCHE,Fackel-Tiki,TIKI TORCIA,Tiki Fogón,Meşale Tiki,01
157,extras_imagenames:25:*,Tiki Pilot,TIKI MODÈLE,Tiki-Entwurf,TIKI GUIDA,Tiki Piloto,Pilot Tiki,01
158,extras_imagenames:26:*,Tiki Lineup,TROUPE DE TIKIS,Tiki-Aufstellung,GRUPPO TIKI,Grupo de tikis,Tiki Dizilişi,01
159,extras_imagenames:27:*,Early Lava Tiki,<squish=0.85>TIKI LAVE (TIKI HOP INITIAL)<squish=1.0>,<squish=0.8>Früher Lava-Tiki-Entwurf<squish=1.0>,<squish=0.7>BOZZETTO TIKI BALZO (TIKI LAVA)<squish=1.0>,Tiki lava inicial,İlk Lav Tiki Tasarımı,01
160,extras_imagenames:28:*,Tiki Extremes,TIKIS EXTRÊMES,Tiki-Extreme,TIKI ECCENTRICI,Tikiextremos,Uçuk Tikiler,01
161,extras_imagenames:29:*,Tiki Tong Storyboard,<squish=0.85>STORYBOARD DE TIKI TONG<squish=1.0>,<squish=0.85>Grosser Tiki (Storyboard)<squish=1.0>,<squish=0.90>TIKI TONG (STORYBOARD)<squish=1.0>,Guión gráfico Tiki Tong,Tiki Tong Hikâye Panosu,01
162,extras_imagenames:30:*,Mugly,JAUNY,Grässli,BRUTTOMUSO,Mufeo,Çirko,01
163,extras_imagenames:31:*,Scurvy Crew,MARINS MALINS,<squish=0.80>Die fiese Landkrabbencrew<squish=1.0>,BARBACHELE,Marinos dañinos,Kıskaçlı Korsanlar,01
164,extras_imagenames:32:*,Stu,BOMBY,Bomberich,BOMBADINO,Condorado,Yahni,01
165,extras_imagenames:33:*,Mole Miner Max,"TOBBY, CHEF TAUPE",Oberkumpel Otto,GROTTALPA MAXIMA,Topo minero Max,Madenci Max,01
166,extras_imagenames:34:*,Mole Miners,TAUPES MINIÈRES,Maulwurfkumpel,MINATORI GROTTALPA,Topos mineros,Madenci Köstebekler,01
167,extras_imagenames:35:*,Mangoruby,MANGORUBY,Mangoruby,DRAGRUCO,Lombrillante,Işıltırtıl,01
168,extras_imagenames:36:*,Thugly,MAUVY,Garstli,TRUCEBRONCIO,Mumalo,Zorbo,01
169,extras_imagenames:37:*,Colonel Pluck,COLONEL PLUMY,Oberst Pluster,COLONNELLO BARGIGLIO,Coronel Plúmez,Albay Tüylü,01
170,extras_imagenames:38:*,Tiki Tong Tower,TOUR DE TIKI TONG,Turm des Grossen Tiki,TORRE TIKI TONG,Torre de Tiki Tong,Tiki Tong Kulesi,01
171,extras_imagenames:39:*,Tiki Tong,TIKI TONG,Grosser Tiki,TIKI TONG,Tiki Tong,Tiki Tong,01
172,extras_imagenames:40:*,Jungle Waterfalls,CASCADES DE LA JUNGLE,<squish=0.90>Dschungel-Wasserfälle<squish=1.0>,CASCATE GIUNGLA,Cascadas selváticas,Cangıl Şelaleleri,01
173,extras_imagenames:41:*,Jungle Statues,STATUE DE LA JUNGLE,Dschungelstatuen,STATUA GIUNGLA,Estatuas selváticas,Cangıl Heykelleri,01
174,extras_imagenames:42:*,Ship Attack!,AU SABORDAGE !,Piraten voraus!,ATTACCO NAVALE,¡Ataque naval!,Gemi Saldırısı!,01
175,extras_imagenames:43:*,Undersea Adventures,<squish=0.85>AVENTURES SOUS-MARINES<squish=1.0>,<squish=0.9>Unterwasserabenteuer<squish=1.0>,<squish=0.85>AVVENTURE SOTTOMARINE<squish=1.0>,Aventuras submarinas,Deniz Altı Maceraları,01
176,extras_imagenames:44:*,Ruins,SOMMET DES RUINES,Ruinen,ROVINE,Ruinas,Harabeler,01
177,extras_imagenames:45:*,Bamboo Forest,BAMBOUSERAIE,Bambuswald,FORESTA BAMBÙ,Bosque de bambú,Bambu Ormanı,01
178,extras_imagenames:46:*,Ferndozer,<squish=0.9>BULLDOZER À FOUGÈRES<squish=1.0>,Farn-Dozer,BULLDOZER,Arrasahelechos,Eğreltidozer,01
179,extras_imagenames:47:*,Cliff Spires,FALAISE VERTIGINEUSE,Fossilienklippen,PICCHI SCOGLIERA,Riscos del acantilado,Uçurum Kuleleri,01
180,extras_imagenames:48:*,Factory Entrance,ENTRÉE DE L'USINE,Fabrikeingang,INGRESSO FABBRICA,Entrada a la fábrica,Fabrika Girişi,01
181,extras_imagenames:49:*,Volcano Eruptions,ÉRUPTION VOLCANIQUE,Vulkaneruptionen,ERUZIONE VULCANICA,Erupciones volcánicas,Volkan Patlamaları,01
182,extras_imagenames:50:*,Hut Exterior,<squish=0.9>HUTTE DE DONKEY KONG<squish=1.0>,Vor der Hütte,ESTERNO CAPANNA,Exterior de la choza,Kulübenin Dışı,01
183,extras_imagenames:51:*,Island Vista,VUE DE L'ÎLE,Inselpanorama,ISOLA,Vista de la isla,Ada Manzarası,01
184,extras_imagenames:52:*,Tutorial Pig,COCHON SAVANT,Tutorial-Schwein,MAESTRO MAIALINO,Cerdito consejero,Eğitmen Domuzcuk,01
185,extras_imagenames:53:*,Home Sweet Home,HOME SWEET HOME,Trautes Heim,CASA DOLCE CASA,"Hogar, dulce hogar",Evim Güzel Evim,01
186,extras_imagenames:54:*,Cranky's Shop,<squish=0.9>CABANE DE CRANKY KONG<squish=1.0>,Crankys Laden,BAZAR CRANKY,Tienda de Cranky,Cranky'nin Dükkânı,01
187,extras_imagenames:55:*,Family Portrait,PORTRAIT DE FAMILLE,Familienporträt,RITRATTO FAMILIARE,Retrato de familia,Aile Portresi,01
188,extras_imagenames:56:*,Petroglyph,GRAVURE RUPESTRE,Petroglyph,PITTURA RUPESTRE,Petroglifo,Kaya Oyması,01
189,extras_imagenames:57:*,Mole Carts,<squish=0.9>WAGONNETS DES TAUPES<squish=1.0>,Maulwurfloren,CARRELLI GROTTALPA,Vagonetas con topos,Köstebek Vagonları,01
190,extras_imagenames:58:*,Steamy Adventure,AVENTURE BRUMEUSE,Dunstiges Abenteuer,AVVENTURA VAPOROSA,Aventura en las alturas,Buharlı Macera,01
191,extras_imagenames:59:*,Volcanic Ascension,ASCENSION VOLCANIQUE,Vulkanaufstieg,ASCESA VULCANICA,Ascenso al volcán,Volkana Tırmanış,01
192,extras_imagenames:60:*,Golden Bananas,BANANES D'OR,Über den Wolken,ELDOBANADO,Plátanos dorados,Altın Muzlar,01
193,extras_imagenames:61:*,Banana Coaster,BANANES RUSSES,Bananenachterbahn,BANANA RUSSA,Banana rusa,Muz Hız Treni,01
194,extras_imagenames:62:*,Paper Cutouts,COLLAGE PASTEL,Papierausschnitte,CARTA RITAGLIO,Recortes de papel,Kâğıt Figürler,01
195,extras_imagenames:63:*,Wacky Blocks,BLOCS BARJOS,Verrückte Blöcke,BLOCCO FOLLIA,Bloques locos,Çılgın Bloklar,01
196,extras_imagenames:64:*,Pudding Wonderland,PAYS DES DESSERTS,<squish=0.80>Zauberhafte Puddingwelt<squish=1.0>,DOLCE MERAVIGLIA,Tartalandia,Puding Diyarı,01
197,extras_imagenames:65:*,Virtual Boy Tracks,VOIES VIRTUAL BOY,<squish=0.85>Virtual Boy-Minenfahrt<squish=1.0>,BINARIO VIRTUAL BOY,Vías de Virtual Boy,Virtual Boy Rayları,01
198,extras_imagenames:66:*,Golden Temple,TEMPLE D'OR,Goldener Tempel,PIRAMIDE SCINTILLANTE,Templo dorado,Altın Tapınak,01
199,extras_imagenames:67:*,Crackers and Pudding,SAVEURS SUCRÉES,<squish=0.80>Bananenpudding mit Keksen<squish=1.0>,BANANA CROCCANTE,Natillas con galletas,Kraker ve Puding,01
200,extras_imagenames:68:*,Temple Entrance,ENTRÉE DU TEMPLE,Tempeleingang,ENTRATA PIRAMIDE,Entrada al templo,Tapınak Girişi,01
201,extras_imagenames:69:*,Temple Exterior,EXTÉRIEUR DU TEMPLE,Tempelansicht,ESTERNO PIRAMIDE,Exterior del templo,Tapınağın Dışı,01
202,extras_imagenames:70:*,Rambi,RAMBI,Rambi,RAMBI,Rambi,Rambi,01
203,extras_imagenames:71:*,Beach Bridge,PONT DE LA PLAGE,Strandbrücke,PONTE SPIAGGIA,Puente de la playa,Sahil Köprüsü,01
204,extras_imagenames:72:*,Eel Fight,COMBAT MARITIME,Aal-Angriff,ZUFFA MURENA,Anguila fiera,Müren Dövüşü,01
205,extras_imagenames:73:*,Amber Tracks,VOIES AMBRÉES,Bernsteinhöhle,BINARIO AMBRATO,Vías de ámbar,Kehribar Rayları,01
206,extras_imagenames:74:*,Bopapodamus,HOPPOPOTAME,Pogopotamus,IPPOTRONCO,Hundipótamo,Zıppopotam,01
207,extras_imagenames:75:*,Tree Top Village,VILLAGE DE LA CANOPÉE,Baumwipfel-Dorf,VILLAGGIO PENDENTE,Pueblo Árbol,Ağaç Tepesi Köyü,01
208,extras_imagenames:76:*,Dusky Cliffs,SOMBRE FALAISE,<squish=0.9>Klippen bei Dämmerung<squish=1.0>,CUPA SCOGLIERA,Acantilados del ocaso,Karanlık Uçurumlar,01
209,extras_imagenames:77:*,Old School,FABRIQUE NOSTALGIQUE,Nostalgiefabrik,VECCHIA SCUOLA,A la antigua,Eski Usul,01
210,extras_imagenames:78:*,Angry Banana,BANANE VOLCANIQUE,Zornige Feuerbanane,BANANA INFURIATA,Plátano furioso,Öfkeli Muz,01
211,extras_imagenames:79:*,Temple Monument,MONUMENT DU TEMPLE,Tempelmonument,MONUMENTO PIRAMIDE,Monumento del templo,Tapınak Anıtı,01
212,extras_images:0:*,Image Gallery,IMAGES,Bilder-Galerie,GALLERIA IMMAGINI,<scale=0.9>Galería de imágenes,Görsel Galerisi,01
213,extras_image_categories:0:*,Critters 1 Gallery,GALERIE DES CRÉATURES 1,Kreaturen 1,CREATURE 1,Galería de criaturas 1,Yaratıklar 1 Galerisi,01
214,extras_image_categories:1:*,Critters 2 Gallery,GALERIE DES CRÉATURES 2,Kreaturen 2,CREATURE 2,Galería de criaturas 2,Yaratıklar 2 Galerisi,01
215,extras_image_categories:2:*,Tiki Gallery,GALERIE DES TIKIS,Die Tikis,TIKI,Galería de tikis,Tiki Galerisi,01
216,extras_image_categories:3:*,Boss Gallery,GALERIE DES BOSS,Bösewichte,BOSS,Galería de jefes,Baş Düşmanlar,01
217,extras_image_categories:4:*,Worlds Gallery,GALERIE DES MONDES,Welten,MONDI,Galería de mundos,Dünyalar Galerisi,01
218,extras_image_categories:5:*,Kong Gallery,GALERIE KONG,Die Kongs,KONG,Galería Kong,Kong Galerisi,01
219,extras_image_categories:6:*,Golden Temple Gallery,GALERIE DU TEMPLE D'OR,Goldener Tempel,PIRAMIDE SCINTILLANTE,Galería del templo dorado,Altın Tapınak Galerisi,01
220,extras_image_categories:7:*,Bonus Gallery,GALERIE EXTRA,Bonus,BONUS,Galería de bonus,Bonus Galerisi,01
221,extras_image_category_instr:0:*,\b0013bc9View,\b0013bc9<squish=0.8>VOIR,\b0013bc9Ansehen,\b0013bc9Guarda,\b0013bc9Ver,\b0013bc9İncele,01
222,extras_image_category_instr:1:*,\3197aa25View,\3197aa25<squish=0.8>VOIR,\3197aa25Ansehen,\3197aa25Guarda,\3197aa25Ver,\3197aa25İncele,01
223,extras_image_category_instrD1:0:*,\e0d1799aView,\e0d1799a<squish=0.8>VOIR,\e0d1799aAnsehen,\e0d1799aGuarda,\e0d1799aVer,\e0d1799aİncele,01
224,extras_image_category_instrD1:1:*,\6267e7f6View,\6267e7f6<squish=0.8>VOIR,\6267e7f6Ansehen,\6267e7f6Guarda,\6267e7f6Ver,\6267e7f6İncele,01
225,extras_image_category_title:0:*,Critters 1 Gallery,GALERIE DES CRÉATURES 1,Kreaturen 1,CREATURE 1,Galería de criaturas 1,Yaratıklar 1 Galerisi,01
226,extras_image_category_title:1:*,Critters 2 Gallery,GALERIE DES CRÉATURES 2,Kreaturen 2,CREATURE 2,Galería de criaturas 2,Yaratıklar 2 Galerisi,01
227,extras_image_category_title:2:*,Tiki Gallery,GALERIE DES TIKIS,Die Tikis,TIKI,Galería de tikis,Tiki Galerisi,01
228,extras_image_category_title:3:*,Boss Gallery,GALERIE DES BOSS,Bösewichte,BOSS,Galería de jefes,Baş Düşmanlar,01
229,extras_image_category_title:4:*,Worlds Gallery,GALERIE DES MONDES,Welten,MONDI,Galería de mundos,Dünyalar Galerisi,01
230,extras_image_category_title:5:*,Kong Gallery,GALERIE KONG,Die Kongs,KONG,Galería Kong,Kong Galerisi,01
231,extras_image_category_title:6:*,Golden Temple Gallery,GALERIE DU TEMPLE D'OR,Goldener Tempel,PIRAMIDE SCINTILLANTE,<scale=0.8>Galería del templo dorado,<scale=0.8>Altın Tapınak Galerisi,01
232,extras_image_category_title:7:*,Bonus Gallery,GALERIE EXTRA,Bonus,BONUS,Galería de bonus,Bonus Galerisi,01
233,extras_locked:0:*,<scale=0.8>?????,<scale=0.8>????,<scale=0.8>????,<scale=0.8>???,<scale=0.8>(?),<scale=0.8>?????,01
234,extras_music:0:*,Music Gallery,MUSIQUES,Musik-Galerie,GALLERIA AUDIO,<scale=0.9>Galería musical,Müzik Galerisi,01
235,extras_musicnames:0:*,Jungle Hijinxs,JUNGLE DÉJANTÉE,Dschungelfieber,GIUNGLA SELVAGGIA,Jungla escandalosa,Cangıl Curcunası,01
236,extras_musicnames:1:*,King of Cling,ROI DES PAROIS,Kletterkönig,REAME ARRAMPICATO,Rey del agarre,Tırmanış Kralı,01
237,extras_musicnames:2:*,Palm Tree Groove,GROOVE DES PALMIERS,Palmen-Groove,BALLO DELLA PALMA,Palmeras marchosas,Palmiye Ritmi,01
238,extras_musicnames:3:*,UNUSED,INUTILISÉE,UNUSED,TEMA DI CRANKY (RETURNS),SIN USAR,KULLANILMIYOR,01
239,extras_musicnames:4:*,Poppin' Planks,VAGUES À LAMES,Planken-Parcours,SCALO DONDOLO,<scale=0.9>Postes y plataformas,Zıplayan Kalaslar,01
240,extras_musicnames:5:*,Aquatic Ambiance|Returns,AMBIANCE AQUATIQUE|(RETURNS),Tiefsee-Träumerei|(Returns),MELODIA SUBACQUEA|(RETURNS),<scale=0.9>Acústica rústica (Returns),Su Altı Ezgisi|(Returns),01
241,extras_musicnames:6:*,Tidal Terror,INFINI TSUNAMI,Wellenbrecher-|Wahnsinn,RISACCA RISUCCHIO,<scale=0.9>Olas hostiles,Azgın Dalgalar,01
242,extras_musicnames:7:*,Sloppy Sands,SABLES SOURNOIS,Sandiger Strandsand,LIDO SCOMPIGLIO,<scale= 0.9>Chaparrón de chipirones,Kaygan Kumlar,01
243,extras_musicnames:8:*,Voices of the|Temple Returns,CHŒURS DU TEMPLE|(RETURNS),Stimmen des|Tempels (Returns),INNO NEL TEMPIO|(RETURNS),<scale=0.9>Voces del templo (Returns),Tapınağın Sesleri|(Returns),01
244,extras_musicnames:9:*,Ruin Rhapsody,RHAPSODIE DES|RUINES,Ruinenrhapsodie,RAPSODIA IN ROVINA,<scale=0.9>Rapsodia de las ruinas,Harabe Rapsodisi,01
245,extras_musicnames:10:*,Mast Blast,GALIONS & CANONS,Mastenschiesserei,NAVE BOCCADAFUOCO,<scale=0.9>Veleros plataneros,Yelkenler ve Toplar,01
246,extras_musicnames:11:*,Savory Stu,BUFFET DE BOMBY,Bomberichs saftige Beats,CANTO BOMBADINO,<scale=0.9>Condorado sabrosón,Leziz Yahni,01
247,extras_musicnames:12:*,Mine Cart Cruise,CROISIÈRE EN CHARIOT,Minenachterbahn,CARRELLATA CON|BRIO,Ruta de la vagoneta,Maden Vagonu Gezisi,01
248,extras_musicnames:13:*,Mine Menace,MINE MENAÇANTE,Trubel unter Tage,MINIERA MINACCIOSA,Amenaza minera,Maden Tehdidi,01
249,extras_musicnames:14:*,Rickety Rails,TRAJET TRAGIQUE,Klapperschienen,SPELONCA ROTAIA,Raíles ruinosos,Gıcırdayan Raylar,01
250,extras_musicnames:15:*,UNUSED,INUTILISÉE,UNUSED,NOT USED,SIN USAR,KULLANILMIYOR,01
251,extras_musicnames:16:*,Forest Frenzy Returns,FOLIE FORESTIÈRE|(RETURNS),Wahnsinns-Wald (Returns),BOSCO DA BRIVIDI (RETURNS),Bosque frenético (Returns),Orman Çılgınlığı|(Returns),01
252,extras_musicnames:17:*,Tree Top Rock Returns,ROCK DE LA CANOPÉE|(RETURNS),Baumwipfelpolka (Returns),CANZONE SEQUOIA (RETURNS),Rock del Pueblo Árbol (Returns),Ağaç Tepesi Rock|(Returns),01
253,extras_musicnames:18:*,Mangoruby Rush,BALLET DE|MANGORUBY,Mangoruby-Rausch,CRESCENDO DRAGRUCO,Amenaza de Lombrillante,Işıltırtıl Hücumu,01
254,extras_musicnames:19:*,UNUSED,INUTILISÉE,UNUSED,NOT USED,SIN USAR,KULLANILMIYOR,01
255,extras_musicnames:20:*,Boulder Roller,BOUM BADA|BOULES,Geröllgerumpel,MASSO CAPITOMBOLO,Rocas rodantes,Yuvarlanan Kayalar,01
256,extras_musicnames:21:*,Prehistoric Path,TRAFIC|PRÉHISTORIQUE,Auf antiken Pfaden,PASSO CRETACEO,Ruta prehistórica,Tarih Öncesi Patika,01
257,extras_musicnames:22:*,Clifftop Concert,ASCENSION|SYMPHONIQUE,Klippenkonzert,CONCERTO STRAPIOMBO,Concierto para acantilado,Uçurum Konseri,01
258,extras_musicnames:23:*,Sticky Situation,GOUDRON GLUANT,In klebriger Mission,ROCCIA APPICCICOSA,Paseo pegajoso,Yapışkan Durum,01
259,extras_musicnames:24:*,Factory Friction,USURE DE L'USINE,Streng im Arbeitstakt,FABBRICA DI SCINTILLE,<scale=0.9>Fricción en la fábrica,Fabrikada Sürtüşme,01
260,extras_musicnames:25:*,Life in the Mines Returns,VIE AU FOND DES|MINES (RETURNS),Zwielichtige Minen (Returns),VITA IN MINIERA (RETURNS),<scale=0.9>Vida en las minas (Returns),Madenlerde Hayat|(Returns),01
261,extras_musicnames:26:*,Automatic Action,ACTION AUTOMATIQUE,Automatik-Action,ATTO D'AUTOMA,<scale=0.9>Acción automática,Otomatik Aksiyon,01
262,extras_musicnames:27:*,UNUSED,INUTILISÉE,UNUSED,NOT USED,SIN USAR,KULLANILMIYOR,01
263,extras_musicnames:28:*,Burnin' Bop,BEBOP BRÛLANT,FeuerBop,SALTO SCOTTANTE,Saltitos que queman,Alevli Zıplayış,01
264,extras_musicnames:29:*,Red Rockin',TREMBLEMENTS|VOLCANIQUES,Heisse Rhythmen,LAVA PURPUREA,Rock rojo,Kızıl Rock,01
265,extras_musicnames:30:*,Lava Blitz,VIBRATO DE|LA LAVE,Lava-Jive,ERUZIONE LAMPO,Asalto de lava,Lav Hücumu,01
266,extras_musicnames:31:*,Tiki Tong Song,CHANSON DE|TIKI TONG,Thema des Grossen Tiki,INNO TIKI TONG,Canción de Tiki Tong,Tiki Tong Şarkısı,01
267,extras_music_categories:0:*,Jungle Music,MUSIQUES DE LA JUNGLE,Musik Dschungel,GIUNGLA,Música de la jungla,Cangıl Müziği,01
268,extras_music_categories:1:*,Beach Music,MUSIQUES DE LA PLAGE,Musik Strand,SPIAGGIA,Música de la playa,Sahil Müziği,01
269,extras_music_categories:2:*,Ruins Music,MUSIQUES DES RUINES,Musik Ruinen,ROVINE,Música de las ruinas,Harabeler Müziği,01
270,extras_music_categories:3:*,Cave Music,MUSIQUES DE LA CAVERNE,Musik Höhle,CAVERNE,Música de la caverna,Mağara Müziği,01
271,extras_music_categories:4:*,Forest Music,MUSIQUES DE LA FORÊT,Musik Wald,FORESTA,Música del bosque,Orman Müziği,01
272,extras_music_categories:5:*,Cliff Music,MUSIQUES DE LA FALAISE,Musik Klippen,SCOGLIERA,Música del acantilado,Uçurum Müziği,01
273,extras_music_categories:6:*,Factory Music,MUSIQUES DE L'USINE,Musik Fabrik,FABBRICA,Música de la fábrica,Fabrika Müziği,01
274,extras_music_categories:7:*,Volcano Music,MUSIQUES DU VOLCAN,Musik Vulkan,VULCANO,Música del volcán,Volkan Müziği,01
275,extras_music_category_title:0:*,Jungle Music,MUSIQUES DE LA JUNGLE,Musik Dschungel,GIUNGLA,Música de la jungla,Cangıl Müziği,01
276,extras_music_category_title:1:*,Beach Music,MUSIQUES DE LA PLAGE,Musik Strand,SPIAGGIA,Música de la playa,Sahil Müziği,01
277,extras_music_category_title:2:*,Ruins Music,MUSIQUES DES RUINES,Musik Ruinen,ROVINE,Música de las ruinas,Harabeler Müziği,01
278,extras_music_category_title:3:*,Cave Music,MUSIQUES DE LA CAVERNE,Musik Höhle,CAVERNE,Música de la caverna,Mağara Müziği,01
279,extras_music_category_title:4:*,Forest Music,MUSIQUES DE LA FORÊT,Musik Wald,FORESTA,Música del bosque,Orman Müziği,01
280,extras_music_category_title:5:*,Cliff Music,MUSIQUES DE LA FALAISE,Musik Klippen,SCOGLIERA,Música del acantilado,Uçurum Müziği,01
281,extras_music_category_title:6:*,Factory Music,MUSIQUES DE L'USINE,Musik Fabrik,FABBRICA,Música de la fábrica,Fabrika Müziği,01
282,extras_music_category_title:7:*,Volcano Music,MUSIQUES DU VOLCAN,Musik Vulkan,VULCANO,Música del volcán,Volkan Müziği,01
283,extras_music_instruction:0:*,\b0013bc9Listen,\b0013bc9<squish=0.8>ÉCOUTER,\b0013bc9Abspielen,\b0013bc9ASCOLTA,\b0013bc9Escuchar,\b0013bc9Dinle,01
284,extras_music_instruction_co:0:*,\e0d1799aListen,\e0d1799a<squish=0.8>ÉCOUTER,\e0d1799aAbspielen,\e0d1799aASCOLTA,\e0d1799aEscuchar,\e0d1799aDinle,01
285,extras_select_generic:0:*,\b0013bc9Select,\b0013bc9OK,\b0013bc9<squish=0.85>Auswählen,\b0013bc9CONFERMA,\b0013bc9Aceptar,\b0013bc9Seç,01
