file,index,label,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,KR_Korean,TR_Turkish
DeGo.msbt,4,TitleEndBtn,Quit,⟦MSBT:0E000000020002004A00⟧Quitter⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Ende⟦MSBT:0E000000020002006400⟧, Esci,Salir,마치기,Çık
DeGo.msbt,5,ContinueStartBtn,Start,Commencer,Start,Inizia,Comenzar,스타트,Başla
DeGo.msbt,6,ContinueEndBtn,Back,⟦MSBT:0E000000020002004F00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004E00⟧Zurück⟦MSBT:0E000000020002006400⟧, ⟦MSBT:0E000000020002003500⟧Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Atrás⟦MSBT:0E000000020002006400⟧,뒤로,Geri
DeGo.msbt,7,StepShowRecordBtn,"⟦MSBT:0E000000020002006400⟧View
Time⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Voir
temps⟦MSBT:0E000000020002006400⟧",Zeiten,"Vedi
tempi",⟦MSBT:0E000000020002005500⟧Tiempos⟦MSBT:0E000000020002006400⟧,"타임
보기","⟦MSBT:0E000000020002006400⟧Süreyi
Gör⟦MSBT:0E000000020002006400⟧"
DeGo.msbt,8,LevelClearTitle,Clear Time,⟦MSBT:0E000000020002005500⟧Temps écoulé⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005100⟧Benötigte Zeit⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Tempo impiegato⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧Tiempo actual⟦MSBT:0E000000020002006400⟧,클리어 타임,⟦MSBT:0E000000020002004E00⟧Bitirme Süresi⟦MSBT:0E000000020002006400⟧
DeGo.msbt,9,LevelClearBestTime,Best Time,Record,Bestzeit,Record,Récord,BEST TIME,En İyi Süre
DeGo.msbt,10,LevelClearTotalTime,Total,Total,Gesamt,Totale,Total,TOTAL,Toplam
DeGo.msbt,11,LevelClearBtn,Next,Suite,Weiter,Avanti,Siguiente,다음,Sonraki
DeGo.msbt,12,RecordEndBtnStep,Back,Retour,Zurück,Indietro,Atrás,뒤로,Geri
DeGo.msbt,13,GameClearLevelResultBtn,Clear Time,⟦MSBT:0E000000020002005400⟧Temps écoulé⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005200⟧Benötigte Zeit⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Tempo impiegato⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Tiempo actual⟦MSBT:0E000000020002006400⟧,클리어 타임,⟦MSBT:0E000000020002004E00⟧Bitirme Süresi⟦MSBT:0E000000020002006400⟧
DeGo.msbt,14,GameClearExitLevelResultBtn,Back,Retour,Zurück,Indietro,Atrás,뒤로,Geri
DeGo.msbt,15,GameClearEndBtn,Quit,Quitter,Beenden,Esci,Salir,마치기,Çık
DeGo.msbt,16,GameClearBestTime,BEST,⟦MSBT:0E000000020002005500⟧RECORD⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005200⟧REKORD⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧RECORD⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧RÉCORD⟦MSBT:0E000000020002006400⟧,BEST,EN İYİ
DeGo.msbt,17,GameClearNewRecord,NEW!,NOUV. !,NEU!,NUOVO!,NUEVO,NEW!,YENİ!
DeGo.msbt,18,TimeSepHourMin,:,:,:,:,:,:,:
DeGo.msbt,19,TimeSepMinSec,:,:,:,:,:,:,:
DeGo.msbt,20,TimeSepSecMsec,.,",",.,.,",",.,","
DeGo.msbt,21,TimeNotAvailableHour,-,-,-,-,-,-,-
DeGo.msbt,22,TimeNotAvailableMin,-,-,-,-,-,-,-
DeGo.msbt,23,TimeNotAvailableSec,-,-,-,-,-,-,-
DeGo.msbt,24,TimeNotAvailableMsec,-,-,-,-,-,-,-
DeGo.msbt,25,BestTimeMyRecordTitle,Best Time,Record,Bestzeit,Record,Récord,베스트 타임,En İyi Süre
DeGo.msbt,26,BestTimeMyLevel,Lv,Niv.,Lv,Liv.,Niv.,Lv,Sv
DeGo.msbt,27,BestTimeRivalRecordTitle,⟦MSBT:0E000000020002005600⟧StreetPass Time⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004F00⟧Temps StreetPass⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005800⟧StreetPass-Zeit⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Tempo StreetPass⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧Tiempo StreetPass⟦MSBT:0E000000020002006400⟧,엇갈림 타임,⟦MSBT:0E000000020002005600⟧StreetPass Süresi⟦MSBT:0E000000020002006400⟧
DeGo.msbt,28,BestTimeRivalLevel,Lv,⟦MSBT:0E000000020002004B00⟧Niv.⟦MSBT:0E000000020002006400⟧,Lv,Liv.,⟦MSBT:0E000000020002004D00⟧Niv.⟦MSBT:0E000000020002006400⟧,Lv,Sv
DeGo.msbt,29,BestTimeStageClearTime,Clear Time,Temps écoulé,Benötigte Zeit,Tempo impiegato,Tiempos,클리어 타임,Bitirme Süresi
DeGo.msbt,30,BestTimeExplain,"⟦MSBT:0E000000020002006300⟧⟦MSBT:0E00000003000400FFDE00FF⟧Exchange ⟦MSBT:0E00000003000400000000FF⟧your best times
in Dededetour! via
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, and try to
beat your friends' times!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005C00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Partagez⟦MSBT:0E00000003000400000000FF⟧ vos records des
Aventures de DaDiDou grâce
à ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧, et tentez de
battre ceux de vos amis !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00000003000400FFDE00FF⟧Teile⟦MSBT:0E00000003000400000000FF⟧ deine Bestzeiten in
Dededes Abenteuer via
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ und schlage
die Zeiten deiner Freunde!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005400⟧⟦MSBT:0E00000003000400FFDE00FF⟧Scambia ⟦MSBT:0E00000003000400000000FF⟧i tuoi tempi record
in Dedede all'avventura tramite
⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧ e prova a battere
i record dei tuoi amici!⟦MSBT:0E000000020002006400⟧","¡⟦MSBT:0E00000003000400FFDE00FF⟧Comparte ⟦MSBT:0E00000003000400000000FF⟧por ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧
tus mejores tiempos de
Aventura de Dedede y
supera a todo el mundo!","⟦MSBT:0E00000003000400FFDE00FF⟧엇갈림 통신⟦MSBT:0E00000003000400000000FF⟧으로
베스트 타임을 ⟦MSBT:0E00000003000400FFDE00FF⟧교환!
⟦MSBT:0E00000003000400000000FF⟧라이벌보다 빠르게
⟦MSBT:0E00000003000400FFDE00FF⟧GO! 디디디⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E000000020002006300⟧⟦MSBT:0E00000003000400FFDE00FF⟧En iyi Dedede Turu⟦MSBT:0E00000003000400000000FF⟧
sürelerini ⟦MSBT:0E00000003000400FFDE00FF⟧StreetPass⟦MSBT:0E00000003000400000000FF⟧'le
paylaş; arkadaşlarının
rekorunu geç!⟦MSBT:0E000000020002006400⟧"
DeGo.msbt,31,BestTimeEndBtn,⟦MSBT:0E000000020002006400⟧Back⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004F00⟧Retour⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004E00⟧Zurück⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002003700⟧ Indietro⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Atrás⟦MSBT:0E000000020002006400⟧,뒤로,⟦MSBT:0E000000020002006400⟧Geri⟦MSBT:0E000000020002006400⟧
DeGo.msbt,32,SaveDialogText,"Next time you play, choose
⟦MSBT:0E00000003000400FF4B32FF⟧Continue⟦MSBT:0E00000003000400000000FF⟧ to pick up where
you left off.","⟦MSBT:0E000000020002005F00⟧Sélectionnez ⟦MSBT:0E00000003000400FF4B32FF⟧Continuer⟦MSBT:0E00000003000400000000FF⟧ si vous
souhaitez reprendre l'aventure
là où vous l'avez interrompue. ⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002006400⟧Wähle beim nächsten Mal
⟦MSBT:0E00000003000400FF4B32FF⟧Fortsetzen⟦MSBT:0E00000003000400000000FF⟧, um mit diesem
Abenteuer fortzufahren.⟦MSBT:0E000000020002006400⟧","La prossima volta che
giochi, seleziona ⟦MSBT:0E00000003000400FF4B32FF⟧OK⟦MSBT:0E00000003000400000000FF⟧ per
riprendere da questo punto.","⟦MSBT:0E000000020002006400⟧La próxima vez que juegues,
selecciona ⟦MSBT:0E00000003000400FF4B32FF⟧Continuar ⟦MSBT:0E00000003000400000000FF⟧para
seguir desde este punto.⟦MSBT:0E000000020002006400⟧","다음에 플레이할 때
⟦MSBT:0E00000003000400FF4B32FF⟧「이어서」⟦MSBT:0E00000003000400000000FF⟧를 선택하면 여기에서
다시 시작할 수 있습니다.
","Bir dahaki oynayışında,
⟦MSBT:0E00000003000400FF4B32FF⟧Devam Et⟦MSBT:0E00000003000400000000FF⟧'i seçerek
kaldığın yerden oynayabilirsin."
DeGo.msbt,33,GameOverContinueBtn,Continue,Continuer,Fortsetzen,Continua,Continuar,계속하기,Devam Et
DeGo.msbt,34,GameOverExitBtn,Quit Game,⟦MSBT:0E000000020002005300⟧Quitter le jeu⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005400⟧Spiel beenden⟦MSBT:0E000000020002006400⟧,Esci,Salir,게임을 그만두기,Oyundan Çık
DeGo.msbt,35,TutorialHeader1,⟦MSBT:0E000000020002005A00⟧Dedede goes on tour in Dededetour!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧DaDiDou part à l'aventure !⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Dedede geht auf Abenteuertour!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004100⟧Dedede si fa protagonista in Dedede all'avventura!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004D00⟧¡Ve con Dedede por Aventura de Dedede!⟦MSBT:0E000000020002006400⟧,드디어 등장! GO! 디디디,"⟦MSBT:0E000000020002005A00⟧Dedede, Dedede Turu'na çıkıyor!⟦MSBT:0E000000020002006400⟧"
DeGo.msbt,36,TutorialHeader2,Save time by using Warp Holes!,⟦MSBT:0E000000020002005100⟧Gagnez du temps grâce aux trous Warp !⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Spare durch Warptunnel Zeit!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005500⟧Guadagna tempo usando i buchi Warp!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005300⟧¡Ahorra tiempo con los agujeros portal!⟦MSBT:0E000000020002006400⟧,워프 홀로 시간을 절약하자!,Işın Geçitleriyle zaman kazan!
DeGo.msbt,37,TutorialHeader3,A nefarious deluxe boss!,Un boss DX malfaisant !,Ein ruchloser Deluxe-Boss!,Perfidi boss deluxe!,¡Un malvado jefe DX!,극악무도한 디럭스 보스!!,Acımasız bir DX patron!
DeGo.msbt,38,TutorialContent1,"⟦MSBT:0E000000020002005800⟧It's a royal ⟦MSBT:0E00000003000400FFDE00FF⟧time attack⟦MSBT:0E00000003000400000000FF⟧!
You'll find fewer recovery
items than in the
main ⟦MSBT:0E00000003000400FFDE00FF⟧story mode⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Un ⟦MSBT:0E00000003000400FFDE00FF⟧défi chrono ⟦MSBT:0E00000003000400000000FF⟧de haute
lignée ! Vous trouverez
moins d'objets de guérison
que dans le ⟦MSBT:0E00000003000400FFDE00FF⟧mode histoire⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005C00⟧Der König läuft⟦MSBT:0E00000003000400FFDE00FF⟧ gegen
die Zeit⟦MSBT:0E00000003000400000000FF⟧! Hier gibt es 
weniger Erholungs-Items
als im ⟦MSBT:0E00000003000400FFDE00FF⟧Haupt-Story-Modus⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Il re corre⟦MSBT:0E00000003000400FFDE00FF⟧ contro il tempo⟦MSBT:0E00000003000400000000FF⟧!
Qui troverai meno oggetti
salvavita rispetto alla
⟦MSBT:0E00000003000400FFDE00FF⟧modalità storia⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧¡Esto es una aventura real a
⟦MSBT:0E00000003000400FFDE00FF⟧contrarreloj⟦MSBT:0E00000003000400000000FF⟧! ¡Tendrás menos
objetos de recuperación que
en el ⟦MSBT:0E00000003000400FFDE00FF⟧Modo historia⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","대왕의 ⟦MSBT:0E00000003000400FFDE00FF⟧타임 어택!⟦MSBT:0E00000003000400000000FF⟧
⟦MSBT:0E00000003000400FFDE00FF⟧회복 아이템⟦MSBT:0E00000003000400000000FF⟧이 적은 플로랄드를
거침없이 나아가자!","⟦MSBT:0E000000020002005800⟧Kraliyet usulü bir
⟦MSBT:0E00000003000400FFDE00FF⟧zamana karşı yarış⟦MSBT:0E00000003000400000000FF⟧!
⟦MSBT:0E00000003000400FFDE00FF⟧Hikâye moduna⟦MSBT:0E00000003000400000000FF⟧ göre daha az
iyileştirme eşyası bulacaksın.⟦MSBT:0E000000020002006400⟧"
DeGo.msbt,39,TutorialContent2,"⟦MSBT:0E000000020002005800⟧Find ⟦MSBT:0E00000003000400FFDE00FF⟧Warp Holes ⟦MSBT:0E00000003000400000000FF⟧to jump to
stages farther ahead. They
make great ⟦MSBT:0E00000003000400FFDE00FF⟧short cuts⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Les ⟦MSBT:0E00000003000400FFDE00FF⟧trous Warp⟦MSBT:0E00000003000400000000FF⟧ font
d'excellents ⟦MSBT:0E00000003000400FFDE00FF⟧raccourcis⟦MSBT:0E00000003000400000000FF⟧ et
vous téléportent plus loin au
sein d'un niveau !⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005C00⟧Finde ⟦MSBT:0E00000003000400FFDE00FF⟧Warptunnel⟦MSBT:0E00000003000400000000FF⟧, um
Level zu überspringen.
Sie sind hilfreiche
⟦MSBT:0E00000003000400FFDE00FF⟧Abkürzungen⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Trova i ⟦MSBT:0E00000003000400FFDE00FF⟧buchi Warp ⟦MSBT:0E00000003000400000000FF⟧e salta ai
livelli successivi. Funzionano
come comode ⟦MSBT:0E00000003000400FFDE00FF⟧scorciatoie⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧¡Los ⟦MSBT:0E00000003000400FFDE00FF⟧agujeros portal ⟦MSBT:0E00000003000400000000FF⟧son
unos ⟦MSBT:0E00000003000400FFDE00FF⟧atajos ⟦MSBT:0E00000003000400000000FF⟧estupendos!
¡Búscalos para avanzar
más rápido!⟦MSBT:0E000000020002006400⟧","스테이지 통과할 수 있는
⟦MSBT:0E00000003000400FFDE00FF⟧워프 홀⟦MSBT:0E00000003000400000000FF⟧을 찾아 내자!
시간을 줄여주는 ⟦MSBT:0E00000003000400FFDE00FF⟧지름길⟦MSBT:0E00000003000400000000FF⟧이다!","⟦MSBT:0E000000020002005800⟧⟦MSBT:0E00000003000400FFDE00FF⟧Işın Geçitlerini⟦MSBT:0E00000003000400000000FF⟧ bulup
daha ilerideki bölümlere
atla. Harika ⟦MSBT:0E00000003000400FFDE00FF⟧kestirmelerdir⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧"
DeGo.msbt,40,TutorialContent3,"⟦MSBT:0E000000020002005800⟧You'll battle ⟦MSBT:0E00000003000400FFDE00FF⟧deluxe bosses
⟦MSBT:0E00000003000400000000FF⟧along the way, and
you'll have to face ⟦MSBT:0E00000003000400FFDE00FF⟧his
revenge⟦MSBT:0E00000003000400000000FF⟧ in the end.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Des ⟦MSBT:0E00000003000400FFDE00FF⟧boss DX⟦MSBT:0E00000003000400000000FF⟧ se dresseront
sur votre chemin, au terme
duquel vous attend un
⟦MSBT:0E00000003000400FFDE00FF⟧ennemi ultra⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005C00⟧Auf deinem Weg trittst du
gegen ⟦MSBT:0E00000003000400FFDE00FF⟧Deluxe-Bosse ⟦MSBT:0E00000003000400000000FF⟧an
und bekommst am Ende
⟦MSBT:0E00000003000400FFDE00FF⟧seine Rache⟦MSBT:0E00000003000400000000FF⟧ zu spüren.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Scontrati con i ⟦MSBT:0E00000003000400FFDE00FF⟧boss deluxe
⟦MSBT:0E00000003000400000000FF⟧lungo il percorso, e affronta
una terribile ⟦MSBT:0E00000003000400FFDE00FF⟧vendetta ⟦MSBT:0E00000003000400000000FF⟧alla fine.⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E000000020002005500⟧Enfréntate a ⟦MSBT:0E00000003000400FFDE00FF⟧jefes DX⟦MSBT:0E00000003000400000000FF⟧
por el camino... ¡y sufre
⟦MSBT:0E00000003000400FFDE00FF⟧su venganza ⟦MSBT:0E00000003000400000000FF⟧al final!⟦MSBT:0E000000020002006400⟧","⟦MSBT:0E00000003000400FFDE00FF⟧디럭스 보스⟦MSBT:0E00000003000400000000FF⟧가 등장!
마지막에는 설마설마하던
녀석이 ⟦MSBT:0E00000003000400FFDE00FF⟧다시 도전장을 내밀었다!⟦MSBT:0E00000003000400000000FF⟧","⟦MSBT:0E000000020002005800⟧Yolda ⟦MSBT:0E00000003000400FFDE00FF⟧DX patronlarla⟦MSBT:0E00000003000400000000FF⟧
savaşacak, sonunda da onun
⟦MSBT:0E00000003000400FFDE00FF⟧intikamıyla⟦MSBT:0E00000003000400000000FF⟧ yüzleşeceksin.⟦MSBT:0E000000020002006400⟧"
Den.msbt,0,GameOverExitButtonTitle,Level Select,⟦MSBT:0E000000020002005800⟧Choix du niveau⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006100⟧Levelauswahl⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005000⟧Seleziona livello⟦MSBT:0E000000020002006400⟧,Elegir nivel,레벨 선택으로,Bölüm Seçimi
Den.msbt,1,GameOverRestartButtonTitle,Try Again,Réessayer,Noch einmal,Riprova,Reintentar,다시 시작,Tekrar Dene
Den.msbt,2,PauseRestartButtonTitle,Restart,⟦MSBT:0E000000020002004800⟧Recommencer⟦MSBT:0E000000020002006400⟧,Neustart,⟦MSBT:0E000000020002005500⟧Ricomincia⟦MSBT:0E000000020002006400⟧,Reiniciar,다시 시작,Baştan
Den.msbt,3,PauseContinueButtonTitle,⟦MSBT:0E000000020002005A00⟧Resume⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004800⟧Reprendre⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004500⟧Fortsetzen⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005700⟧Riprendi⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004C00⟧Continuar⟦MSBT:0E000000020002006400⟧,닫기,⟦MSBT:0E000000020002005A00⟧Devam⟦MSBT:0E000000020002006400⟧
Den.msbt,4,PauseEndButtonTitle,Quit,Quitter,Beenden,Esci,Salir,그만두기,Çık
Den.msbt,5,PauseDialogYesButtonTitle,Yes,Oui,Ja,Sì,Sí,예,⟦MSBT:0E000000020002004E00⟧Evet⟦MSBT:0E000000020002006400⟧
Den.msbt,6,PauseDialogNoButtonTitle,No,Non,Nein,No,No,아니요,⟦MSBT:0E000000020002004B00⟧Hayır⟦MSBT:0E000000020002006400⟧
Den.msbt,7,PauseDialogRetryText,Try again from the ⟦MSBT:0E00000003000400FFDE00FF⟧start⟦MSBT:0E00000003000400000000FF⟧?,Réessayer du ⟦MSBT:0E00000003000400FFDE00FF⟧début ⟦MSBT:0E00000003000400000000FF⟧?,Noch mal ⟦MSBT:0E00000003000400FFDE00FF⟧neu beginnen⟦MSBT:0E00000003000400000000FF⟧?,"Vuoi riprovare a
giocare dall'⟦MSBT:0E00000003000400FFDE00FF⟧inizio⟦MSBT:0E00000003000400000000FF⟧?","⟦MSBT:0E000000020002005F00⟧¿Quieres volver a empezar
desde el ⟦MSBT:0E00000003000400FFDE00FF⟧principio⟦MSBT:0E00000003000400000000FF⟧?⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E00000003000400FFDE00FF⟧처음⟦MSBT:0E00000003000400000000FF⟧부터 다시 시작하시겠습니까?,"⟦MSBT:0E00000003000400FFDE00FF⟧Baştan⟦MSBT:0E00000003000400000000FF⟧ denemek
ister misin?"
Den.msbt,8,PauseDialogExitText,"Quit the game and return 
to ⟦MSBT:0E00000003000400FFDE00FF⟧level selection⟦MSBT:0E00000003000400000000FF⟧?","Quitter et revenir au
⟦MSBT:0E00000003000400FFDE00FF⟧choix du niveau ⟦MSBT:0E00000003000400000000FF⟧?","Spiel beenden und zur
⟦MSBT:0E00000003000400FFDE00FF⟧Levelauswahl⟦MSBT:0E00000003000400000000FF⟧ gehen?","⟦MSBT:0E000000020002005000⟧Vuoi uscire dal gioco e tornare
alla ⟦MSBT:0E00000003000400FFDE00FF⟧selezione livello⟦MSBT:0E00000003000400000000FF⟧?⟦MSBT:0E000000020002006400⟧","¿Quieres salir y volver a
la ⟦MSBT:0E00000003000400FFDE00FF⟧pantalla de niveles⟦MSBT:0E00000003000400000000FF⟧?","게임을 그만두고
⟦MSBT:0E00000003000400FFDE00FF⟧레벨 선택⟦MSBT:0E00000003000400000000FF⟧으로 돌아가시겠습니까?","Oyundan çıkıp ⟦MSBT:0E00000003000400FFDE00FF⟧bölüm
seçimine⟦MSBT:0E00000003000400000000FF⟧ dönülsün mü?"
Den.msbt,9,PauseBgUpText00,High Jump,⟦MSBT:0E000000020002006000⟧Super-saut⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005600⟧Supersprung⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002005A00⟧Super salto⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006200⟧Supersalto⟦MSBT:0E000000020002006400⟧,하이 점프,⟦MSBT:0E000000020002004600⟧Yüksek Zıplama⟦MSBT:0E000000020002006400⟧
Den.msbt,10,PauseBgUpText01,Backbeat,⟦MSBT:0E000000020002005300⟧Contretemps⟦MSBT:0E000000020002006400⟧,Taktvoll,⟦MSBT:0E000000020002005D00⟧Tieniltempo⟦MSBT:0E000000020002006400⟧,Compás,반박자 박수,Ters Vuruş
Den.msbt,11,PauseBgLoText00,High Jump,Super-saut,Supersprung,Super salto,Supersalto,하이 점프,⟦MSBT:0E000000020002004600⟧Yüksek Zıplama⟦MSBT:0E000000020002006400⟧
Den.msbt,12,PauseBgLoText01,Backbeat,Contretemps,Taktvoll,Tieniltempo,Compás,반박자 박수,Ters Vuruş
Den.msbt,13,PauseBgLoText02,⟦MSBT:0E000000020002006400⟧Press ⟦MSBT:0E00010000000000⟧ when you ⟦MSBT:0E00000003000400FFDE00FF⟧hit a drum⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004E00⟧Appuyez sur ⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00010000000000⟧ ⟦MSBT:0E000000020002006400⟧⟦MSBT:0E000000020002004E00⟧en ⟦MSBT:0E00000003000400FFDE00FF⟧touchant un tam-tam⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,"⟦MSBT:0E000000020002004B00⟧Drücke ⟦MSBT:0E00010000000000⟧, wenn du ⟦MSBT:0E00000003000400FFDE00FF⟧eine Trommel berührst⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧",⟦MSBT:0E000000020002004400⟧Premi ⟦MSBT:0E00010000000000⟧ quando ⟦MSBT:0E00000003000400FFDE00FF⟧atterri su un tamburo⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧Pulsa ⟦MSBT:0E00010000000000⟧ al⟦MSBT:0E00000003000400FFDE00FF⟧ tocar un tambor⟦MSBT:0E00000003000400000000FF⟧.⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FFDE00FF⟧착지⟦MSBT:0E00000003000400000000FF⟧할 때 ⟦MSBT:0E000000020002007800⟧⟦MSBT:0E00010000000000⟧⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002006400⟧⟦MSBT:0E00000003000400FFDE00FF⟧Davula indiğinde⟦MSBT:0E00000003000400000000FF⟧ ⟦MSBT:0E00010000000000⟧'ya bas.⟦MSBT:0E000000020002006400⟧
Den.msbt,14,PauseBgLoText03,⟦MSBT:0E000000020002005A00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Consecutive ⟦MSBT:0E00000003000400000000FF⟧high jumps go higher!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004300⟧⟦MSBT:0E00000003000400FFDE00FF⟧Enchaînez⟦MSBT:0E00000003000400000000FF⟧ les super-sauts pour aller plus haut !⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004000⟧Supersprünge ⟦MSBT:0E00000003000400FFDE00FF⟧in Folge ⟦MSBT:0E00000003000400000000FF⟧lassen dich höher springen!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004400⟧Con più Super salti ⟦MSBT:0E00000003000400FFDE00FF⟧in sequenza ⟦MSBT:0E00000003000400000000FF⟧voli più in alto!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E000000020002004B00⟧¡Llega más alto con supersaltos ⟦MSBT:0E00000003000400FFDE00FF⟧seguidos⟦MSBT:0E00000003000400000000FF⟧!⟦MSBT:0E000000020002006400⟧,⟦MSBT:0E00000003000400FFDE00FF⟧연속⟦MSBT:0E00000003000400000000FF⟧으로 누르면 ⟦MSBT:0E00000003000400FFDE00FF⟧더 높이 ⟦MSBT:0E00000003000400000000FF⟧점프!,"⟦MSBT:0E000000020002004B00⟧⟦MSBT:0E00000003000400FFDE00FF⟧Art arda yüksek zıpla⟦MSBT:0E00000003000400000000FF⟧, daha yükseğe çık!⟦MSBT:0E000000020002006400⟧"
