ID,English,French,German,Italian,Spanish,Original Turkish,Revised Turkish,Status,Reason
0x0070,Returning to the title screen. Is this OK?<br><color=0002>*Exploration progress will not be saved.</color><br><color=0002>*amiibo exchanges will be reset.</color>,Retourner à l'écran titre ?<br><color=0002>La progression de l'exploration ne</color><br><color=0002>sera pas sauvegardée et les échanges</color><br><color=0002>amiibo seront réinitialisés.</color>,Du kehrst zum Titelbildschirm zurück.<br>Wirklich fortfahren?<br><color=0002>Dein Fortschritt wird nicht gespeichert.</color><br><color=0002>amiibo-Daten werden zurückgesetzt.</color>,Vuoi tornare allo schermo del titolo?<br><color=0002>Nota: i progressi dell'esplorazione</color><br><color=0002>non verranno salvati e gli scambi</color><br><color=0002>amiibo verranno ripristinati.</color>,Vas a volver a la pantalla del título.<br>¿Quieres continuar?<br><color=0002>Nota: No se guardará tu progreso ni</color><br><color=0002>se tendrán en cuenta los amiibo leídos.</color>,Başlık ekranına dönülecek. Uygun mu?<br><color=0002>*Keşif ilerlemesi kaydedilmeyecek.</color><br><color=0002>*amiibo takasları sıfırlanacak.</color>,Başlık ekranına dönmek istiyor musun?<br><color=0002>*Keşif ilerlemesi kaydedilmeyecek.</color><br><color=0002>*amiibo takasları sıfırlanacak.</color>,DÜZELTİLDİ,“Uygun mu?” yerine diğer dillerle uyumlu doğal onay sorusu.
0x0071,Cancel,Annuler,Abbrechen,Annulla,Cancelar,İptal,İptal,KORUNDU,
0x0072,Go to the mansion with a friend.,Aller au manoir avec un ami.,Suche die Villa mit<br>einem Freund auf.,Vai al palazzo con un amico.,Ve a la mansión con un amigo.,Bir arkadaşınla konağa git.,Bir arkadaşınla konağa git.,KORUNDU,
0x0073,Go to the hidden mansion with<br>a friend.,Aller au manoir caché avec<br>un ami.,Suche die versteckte Villa<br>mit einem Freund auf.,Vai al palazzo nascosto con<br>un amico.,Ve a la mansión oculta<br>con un amigo.,Bir arkadaşınla<br>gizli konağa git.,Bir arkadaşınla<br>gizli konağa git.,KORUNDU,
0x0074,Practice your ghost catching with<br>a friend.,S'entraîner à attraper des<br>fantômes avec un ami.,Übe das Einfangen von<br>Geistern mit einem Freund.,Allenati a catturare fantasmi con<br>un amico.,Practica la caza de fantasmas<br>con un amigo.,Bir arkadaşınla hayalet avı<br>alıştırması yap.,Bir arkadaşınla hayalet avı<br>alıştırması yap.,KORUNDU,
0x0075,View the portraits of captured<br>ghosts with a friend.,Voir les portraits de fantômes<br>capturés avec un ami.,Sieh dir die Gemälde eingefangener<br>Geister mit einem Freund an.,Dai un'occhiata ai ritratti dei<br>fantasmi catturati con un amico.,Echa un vistazo con un amigo a los<br>retratos de los fantasmas que has<br>atrapado.,Bir arkadaşınla yakalanan<br>hayaletlerin portrelerine bak.,Bir arkadaşınla yakalanan<br>hayaletlerin portrelerine bak.,KORUNDU,
0x0076,Return to the previous menu.,Retourner au menu précédent.,Kehre zum vorherigen Menü zurück.,Torna al menu precedente.,Vuelve al menú anterior.,Önceki menüye dön.,Önceki menüye dön.,KORUNDU,
0x0077,Create a room.,Créer une salle,Erstelle einen Raum.,Crea una stanza.,Crear una sala,Oda oluştur.,Oda oluştur.,KORUNDU,
0x0078,Search for a room.,Chercher une salle,Suche einen Raum.,Cerca una stanza.,Buscar una sala,Oda ara.,Oda ara.,KORUNDU,
0x0079,Create a room to play<br>with someone nearby.,Créer une salle pour jouer avec<br>quelqu'un à proximité.,"Erstelle einen Raum, um mit jemand<br>anderem lokal zu spielen.",Crea una stanza per giocare<br>con qualcuno nelle vicinanze.,Crea una sala para jugar<br>con alguien que esté cerca.,Yakındaki biriyle oynamak için<br>bir oda oluştur.,Yakındaki biriyle oynamak için<br>bir oda oluştur.,KORUNDU,
0x007A,Search for someone nearby<br>who has created a room.,Rechercher quelqu'un à<br>proximité qui a créé une salle.,"Suche nach jemandem, der einen<br>Raum für lokales Spiel erstellt hat.",Cerca qualcuno nelle vicinanze<br>che ha creato una stanza.,Busca a alguien que esté cerca<br>y haya creado una sala.,Yakında oda oluşturmuş<br>birini ara.,Yakında oda oluşturmuş<br>birini ara.,KORUNDU,
0x007B,People wishing to join.,Personnes voulant rejoindre la salle.,"Spieler, die beitreten möchten",Persone che vogliono unirsi.,Jugadores que buscan una partida.,Katılmak isteyenler.,Katılmak isteyenler.,KORUNDU,
0x007C,People seeking a second player.,Personnes cherchant un 2e joueur.,"Spieler, die einen Mitspieler suchen",Persone che cercano un 2º giocatore.,Anfitriones que buscan a jugadores.,İkinci oyuncu arayanlar.,İkinci oyuncu arayanlar.,KORUNDU,
0x007D,[0008:00000001] Start,[0008:00000001] Commencer,[0008:00000001] Beginnen,[0008:00000001] Inizia,[0008:00000001] Comenzar,[0008:00000001] Başlat,[0008:00000001] Başlat,KORUNDU,
0x007E,Searching...,Recherche en cours...,Suchvorgang...,Ricerca in corso...,Buscando...,Aranıyor...,Aranıyor...,KORUNDU,
0x007F,Searching for people<br>wishing to join...,Recherche de personnes<br>voulant rejoindre la salle...,"Es wird nach Spielern gesucht,<br>die beitreten möchten...",Ricerca di persone che<br>vogliono unirsi...,Buscando a jugadores que quieran<br>unirse a una partida...,Katılmak isteyen kişiler<br>aranıyor...,Katılmak isteyen kişiler<br>aranıyor...,KORUNDU,
0x0080,Searching for people<br>looking for a player...,Recherche de personnes<br>cherchant un autre joueur...,"Es wird nach Spielern gesucht,<br>die einen Mitspieler suchen...",Ricerca di persone che<br>cercano un altro giocatore...,Buscando a anfitriones a los que<br>les falte un jugador...,Oyuncu arayan kişiler<br>aranıyor...,Oyuncu arayan kişiler<br>aranıyor...,KORUNDU,
0x0082,Preparing data...,Envoi des données...,Daten werden vorbereitet...,Preparazione dei dati in corso...,Preparando datos...,Veriler hazırlanıyor...,Veriler hazırlanıyor...,KORUNDU,
0x0083,Preparing...,Préparation en cours...,Vorbereitung läuft...,Preparazione in corso...,Preparando...,Hazırlanıyor...,Hazırlanıyor...,KORUNDU,
0x0084,Data is being sent.,Données en cours d'envoi.,Die Daten werden geschickt.,Invio dei dati in corso...,Se están enviando los datos...,Veri gönderiliyor.,Veri gönderiliyor.,KORUNDU,
0x0085,Connection interrupted.,La connexion a été interrompue.,Die Verbindung wurde unterbrochen.,Collegamento interrotto.,Se ha interrumpido la conexión.,Bağlantı kesildi.,Bağlantı kesildi.,KORUNDU,
0x0086,End connection?,Interrompre la connexion ?,Verbindung beenden?,Vuoi interrompere il collegamento?,¿Quieres interrumpir la conexión?,Bağlantı sonlandırılsın mı?,Bağlantı sonlandırılsın mı?,KORUNDU,
0x0088,Connection ended.,La connexion a été interrompue.,Die Verbindung wurde beendet.,Collegamento interrotto.,Se ha interrumpido la conexión.,Bağlantı sona erdi.,Bağlantı sona erdi.,KORUNDU,
0x0089,[0011:008C],[0011:008C],[0011:008C],[0011:008C],[0011:008C],[0011:008C],[0011:008C],KORUNDU,
0x008A,What are you two gonna do?,Que voulez-vous faire tous les deux ?,Was möchtest du tun?,Cosa volete fare voi due?,¿Qué queréis hacer?,İkiniz ne yapacaksınız?,İkiniz ne yapacaksınız?,KORUNDU,
0x008B,This will end the connection.,La connexion va être interrompue.,Dies beendet die Verbindung.,Il collegamento verrà interrotto.,Se interrumpirá la conexión.,Bu işlem bağlantıyı sonlandıracak.,Bu işlem bağlantıyı sonlandıracak.,KORUNDU,
0x008C,End connection,Interrompre connexion,Verbindung beenden,Interrompi collegamento,Interrumpir conexión,Bağlantıyı sonlandır,Bağlantıyı sonlandır,KORUNDU,
0x008D,G,G,G,G,G,G,G,KORUNDU,
0x008E,Save failed.,La sauvegarde a échoué.,Speichern fehlgeschlagen.,Il salvataggio non è riuscito.,No se ha podido guardar.,Kayıt başarısız oldu.,Kayıt başarısız oldu.,KORUNDU,
0x008F,Player 1 is saving.,Le Joueur 1 est en train<br>de sauvegarder.,Spieler 1 speichert gerade...,Salvataggio del giocatore 1 in corso...,El jugador 1 está guardando los datos.,1. Oyuncu kaydediyor.,1. Oyuncu kaydediyor.,KORUNDU,
0x009A,Player 1 is selecting the mode to play.,Le Joueur 1 sélectionne le mode de jeu.,Spieler 1 wählt gerade den<br>Spielmodus aus.,Il giocatore 1 sta selezionando<br>la modalità di gioco...,El jugador 1 está seleccionando<br>el modo de juego.,1. Oyuncu oynanacak modu seçiyor.,1. Oyuncu oynanacak modu seçiyor.,KORUNDU,
0x009B,An error has occurred and<br>the connection was lost.<br>Returning to the lab.,Une erreur est survenue et la<br>connexion a été interrompue.<br>Vous allez retourner au labo.,Aufgrund eines Fehlers wurde<br>die Verbindung unterbrochen.<br>Du kehrst zum Labor zurück.,Si è verificato un errore e<br>il collegamento si è interrotto.<br>Tornerai al laboratorio.,Se ha producido un error<br>y la conexión se ha interrumpido.<br>Vas a volver al laboratorio.,Bir hata oluştu ve bağlantı kesildi.<br>Laboratuvara dönülüyor.,Bir hata oluştu ve bağlantı kesildi.<br>Laboratuvara dönülüyor.,KORUNDU,
0x009C,Cannot connect because wireless <br>communication is disabled. Please<br>enable wireless communication.,La connexion ne peut pas être établie<br>car la communication sans fil est<br>désactivée. Veuillez l'activer.,Die drahtlose Verbindung ist<br>deaktiviert. Bitte aktiviere sie.,Impossibile effettuare la connessione<br>perché la comunicazione wireless<br>è disattivata. Attivala.,No se ha podido establecer la conexión<br>porque la comunicación inalámbrica<br>está desactivada. Actívala.,Kablosuz iletişim kapalı olduğu için<br>bağlanılamıyor.<br>Lütfen kablosuz iletişimi aç.,Kablosuz iletişim kapalı olduğu için<br>bağlanılamıyor.<br>Lütfen kablosuz iletişimi aç.,KORUNDU,
0x009D,Download Play cannot be used unless all<br>players have the latest system update.<br>Please update the other player's system<br>from System Settings.,Le mode téléchargement ne peut pas<br>être utilisé si toutes les consoles ne sont<br>pas à jour. Mettez l'autre console à jour<br>depuis les paramètres de la console.,Download-Spiel ist nur mit aktueller<br>Systemversion möglich (alle Teilnehmer).<br>Bei anderem Spieler ist System-Update<br>(über Systemeinstellungen) notwendig.,Tutti i giocatori devono avere l'ultimo<br>aggiornamento della console per usare<br>la modalità download. Aggiorna l'altra<br>console nelle Impostazioni della console.,Todos los usuarios deben tener su<br>consola actualizada para usar el modo<br>descarga. Accede a la configuración<br>de la otra consola para actualizarla.,Tüm oyuncular en güncel sistem<br>sürümüne sahip değilse İndirme Oyunu<br>kullanılamaz.<br>Lütfen diğer oyuncunun sistemini<br>Sistem Ayarları'ndan güncelle.,Tüm oyuncular en güncel sistem<br>sürümüne sahip değilse İndirme Oyunu<br>kullanılamaz.<br>Lütfen diğer oyuncunun sistemini<br>Sistem Ayarları'ndan güncelle.,KORUNDU,
0x009E,Press the HOME Button<br>and quit the game.,Appuyez sur le bouton HOME<br>et quittez le jeu.,Drücke den HOME-Knopf<br>und beende das Spiel.,Premi il pulsante HOME per<br>uscire dal gioco.,Pulsa el botón HOME y sal del juego.,HOME Düğmesi'ne basıp<br>oyundan çık.,HOME Düğmesine basıp<br>oyundan çık.,DÜZELTİLDİ,Gereksiz kesme işareti kaldırıldı.
0x009F,"This will overwrite the mansion data,<br>and you will start exploring the mansion<br>from the beginning. Is this OK?",Les données du manoir seront écrasées<br>et vous commencerez son exploration<br>à partir du début. Continuer ?,Dein Fortschritt in der Villa wird<br>überschrieben und du musst die<br>Villa ganz von vorn erkunden.<br>Wirklich fortfahren?,Sovrascriverai i dati del palazzo e<br>ricomincerai a esplorarlo dall'inizio.<br>Vuoi continuare?,Se sobrescribirán los datos de la<br>mansión y volverás a explorar desde<br>el principio. ¿Quieres continuar?,Bu işlem konak verisinin üzerine<br>yazacak ve konağı en baştan keşfetmeye<br>başlayacaksın. Uygun mu?,Bu işlem konak verisinin üzerine<br>yazacak ve konağı en baştan keşfetmeye<br>başlayacaksın. Devam etmek istiyor musun?,DÜZELTİLDİ,Onay sorusu doğallaştırıldı.
0x00A0,This will overwrite hidden mansion data<br>and you will start exploring the hidden<br>mansion from the beginning. Is this OK?,Les données du manoir caché seront<br>écrasées et vous commencerez son<br>exploration à partir du début.<br>Continuer ?,Dein Fortschritt in der versteckten<br>Villa wird überschrieben und du musst<br>die versteckte Villa ganz von vorn<br>erkunden. Wirklich fortfahren?,Sovrascriverai i dati del palazzo<br>nascosto e ricomincerai a esplorarlo<br>dall'inizio. Vuoi continuare?,Se sobrescribirán los datos de la<br>mansión oculta y volverás a explorar<br>desde el principio. ¿Quieres continuar?,Bu işlem gizli konak verisinin üzerine<br>yazacak ve gizli konağı en baştan<br>keşfetmeye başlayacaksın. Uygun mu?,Bu işlem gizli konak verisinin üzerine<br>yazacak ve gizli konağı en baştan<br>keşfetmeye başlayacaksın.<br>Devam etmek istiyor musun?,DÜZELTİLDİ,Onay sorusu doğallaştırıldı.
0x00A1,An error has occurred and<br>the connection was lost.,Une erreur est survenue et la<br>connexion a été interrompue.,Aufgrund eines Fehlers wurde<br>die Verbindung getrennt.,Si è verificato un errore e<br>il collegamento si è interrotto.,Se ha producido un error<br>y la conexión se ha interrumpido.,Bir hata oluştu ve<br>bağlantı kesildi.,Bir hata oluştu ve<br>bağlantı kesildi.,KORUNDU,
0x00A2,Ending,Fin,Beenden,Finale,Fin,Bitiş,Bitiş,KORUNDU,
0x00A3,Clear,Terminé,Geschafft,Completato,Completado,Temizle,Tamamlandı,DÜZELTİLDİ,"“Clear” burada silme komutu değil, tamamlanmış durum anlamında."
0x00C8,G,G,G,G,G,G,G,KORUNDU,
0x00C9,[0008:00000001][0011:010E],[0008:00000001][0011:010E],[0008:00000001] [0011:010E],[0008:00000001][0011:010E],[0008:00000001][0011:010E],[0008:00000001][0011:010E],[0008:00000001][0011:010E],KORUNDU,
0x00CA,[0011:010E],[0011:010E],[0011:010E],[0011:010E],[0011:010E],[0011:010E],[0011:010E],KORUNDU,
0x00CD,[0008:00000001] Try Again,[0008:00000001] Réessayer,[0008:00000001] Erneut versuchen,[0008:00000001] Riprova,[0008:00000001] Volver a intentarlo,[0008:00000001] Tekrar Dene,[0008:00000001] Tekrar Dene,KORUNDU,
0x00CE,???,???,???,???,(?),???,???,KORUNDU,
0x00CF,High Score,Record,Highscore,Record,Récord,En Yüksek Skor,En Yüksek Skor,KORUNDU,
0x00D0,Rank,Rang,Rang,Cat.,Calif.,Rütbe,Derece,DÜZELTİLDİ,Skor/sonuç bağlamında “Rank” için “Rütbe” yerine “Derece”.
0x00D1,Achievement List ,Liste des exploits,Zieleliste,Lista dei trofei,Lista de logros,Başarım Listesi,Başarım Listesi,KORUNDU,
0x00D2,Beginner,Débutant,Sehr leicht,Dilettante,Principiante,Acemi,Acemi,KORUNDU,
0x00D3,Easy,Facile,Leicht,Facile,Fácil,Kolay,Kolay,KORUNDU,
0x00D4,Normal,Normal,Normal,Normale,Normal,Normal,Normal,KORUNDU,
0x00D5,Hard,Difficile,Schwierig,Difficile,Difícil,Zor,Zor,KORUNDU,
0x00D6,Master,Maître,Sehr schwierig,Maestro,Experto,Usta,Usta,KORUNDU,
0x00D9,High Score,Meilleur score,Highscore,Record,Récord,En Yüksek Skor,En Yüksek Skor,KORUNDU,
0x00DA,Vs. [000E:00000000],VS [000E:00000000],Vs. [000E:00000000],VS [000E:00000000],Vs. [000E:00000000],Karşısında [000E:00000000],VS [000E:00000000],DÜZELTİLDİ,Karşılaşma ekranında “Karşısında” yapaydı; diğer diller gibi kısa VS etiketi korundu.
0x00DB,Battle Details,Détails du combat,Kampfdetails,Dettagli battaglia,Info. de combate,Savaş Ayrıntıları,Savaş Ayrıntıları,KORUNDU,
0x00DC,Damage Done,Dégâts causés,Schaden zugef.,Danni causati,Daño infligido,Verilen Hasar,Verilen Hasar,KORUNDU,
0x00DD,Number of Falls,Nombre de chutes,Stürze,Cadute,Derrotas,Düşme Sayısı,Düşme Sayısı,KORUNDU,
0x00DE,Damage Received,Dégâts reçus,Schaden erlitten,Danni ricevuti,Daño recibido,Alınan Hasar,Alınan Hasar,KORUNDU,
0x00DF,You got a new portrait!,Nouveau portrait obtenu !,Neues Gemälde erhalten!,Nuovo ritratto ottenuto!,¡Has obtenido un cuadro!,Yeni bir portre kazandın!,Yeni bir portre kazandın!,KORUNDU,
0x00E0,Retry,Réessayer,Erneut versuchen,Riprova,Volver a intentarlo,Tekrar Dene,Tekrar Dene,KORUNDU,
0x00E1,Try again?,Réessayer ?,Noch einmal?,Vuoi riprovare?,¿Quieres volver a intentarlo?,Tekrar denensin mi?,Tekrar denemek ister misin?,DÜZELTİLDİ,Pasif ve yapay soru doğallaştırıldı.
0x00E2,Yes,Oui,Ja,Sì,Sí,Evet,Evet,KORUNDU,
0x00E3,No,Non,Nein,No,No,Hayır,Hayır,KORUNDU,
0x00E6,H,H,H,H,H,H,H,KORUNDU,
0x00E7,G,G,G,G,G,G,G,KORUNDU,
0x00E8,F,F,F,F,F,F,F,KORUNDU,
0x00E9,E,E,E,E,E,E,E,KORUNDU,
0x00EA,D,D,D,D,D,D,D,KORUNDU,
0x00EB,C,C,C,C,C,C,C,KORUNDU,
0x00EC,B,B,B,B,B,B,B,KORUNDU,
0x00ED,A,A,A,A,A,A,A,KORUNDU,
0x00EE,S,S,S,S,S,S,S,KORUNDU,
0x00EF,This can be changed in Options.,Vous pourrez modifier ce paramètre<br>par la suite dans les options.,Dies kann in den Optionen geändert werden.,Puoi modificare questa impostazione<br>in seguito nelle opzioni.,Este ajuste se puede cambiar en el menú<br>de opciones.,"Bu, Seçenekler'den değiştirilebilir.",Bu ayar Seçeneklerden değiştirilebilir.,DÜZELTİLDİ,Gereksiz kesme işareti kaldırıldı ve özne netleştirildi.
0x00F0,Move,Déplacement,Bewegen,Spostati,Moverse,Hareket Et,Hareket Et,KORUNDU,
0x00F1,Sidestep,Pas de côté,Seitwärts,Laterale,Paso lateral,Yan Adım,Yan Adım,KORUNDU,
0x00F2,Turn off light,Éteindre la lumière,Lampe aus,Spegni la torcia,Apagar linterna,Işığı Kapat,Işığı Kapat,KORUNDU,
0x00F3,Inspect / Open,Inspecter / Ouvrir,Ansehen/Öffnen,Indaga/Apri,Examinar/Abrir,İncele / Aç,İncele / Aç,KORUNDU,
0x00F5,Search,Recherche,Untersuchen,Cerca,Buscar,Ara,Ara,KORUNDU,
0x00F7,Activate Poltergust 3000,Activer l'Ectoblast 3000,Schreckweg 08/16 an,Attiva il Poltergust 3000,Succionaentes 3000,Poltergust 3000'i Etkinleştir,Poltergust 3000'i Etkinleştir,KORUNDU,
0x00F8,Move light up/down,Déplacer la lumière ↑/↓,Nach ob./unt. leuchten,Sposta la torcia su/giù,Linterna arriba/abajo,Işığı yukarı/aşağı oynat,Işığı yukarı/aşağı oynat,KORUNDU,
0x00F9,Change direction,Changer de direction,Richtung ändern,Cambia direzione,Cambiar dirección,Yön değiştir,Yön değiştir,KORUNDU,
0x00FA,[0011:0022],[0011:0022],[0011:0022],[0011:0022],[0011:0022],[0011:0022],[0011:0022],KORUNDU,
0x00FB,[0011:0023],[0011:0023],[0011:0023],[0011:0023],[0011:0023],[0011:0023],[0011:0023],KORUNDU,
0x00FC,The mansion,Manoir,Zur Villa,Palazzo,Mansión,Konak,Konak,KORUNDU,
0x00FD,The hidden mansion,Manoir caché,Zur versteckten Villa,Palazzo nascosto,Mansión oculta,Gizli Konak,Gizli Konak,KORUNDU,
0x0100,New High Score!,Nouveau record !,Neuer Highscore!,Nuovo record!,¡Nuevo récord!,Yeni En Yüksek Skor!,Yeni En Yüksek Skor!,KORUNDU,
0x0101,Most Recent Score,Score le plus récent,Zuletzt erzielte Punkte,Punteggio più recente,Última puntuación,Son Skor,Son Skor,KORUNDU,
0x0102,High Score,Meilleur score,Highscore,Record,Récord,En Yüksek Skor,En Yüksek Skor,KORUNDU,
0x0103,Small Ghost List,Liste des petits fantômes,Geisterliste,Lista dei fantasmini,Fantasmas pequeños,Küçük Hayalet Listesi,Küçük Hayalet Listesi,KORUNDU,
0x0104,List of Boos,Liste des Boos,Liste der Buu Huus,Lista dei Boo,Boos,Boo Listesi,Boo Listesi,KORUNDU,
0x0105,Mansion Mode,Mode manoir,Villa-Modus,Modalità palazzo,Mansión,Konak Modu,Konak Modu,KORUNDU,
0x0106,Hidden Mansion Mode,Mode manoir caché,Versteckte-V.-Modus,Modalità p. nascosto,Mansión oculta,Gizli Konak Modu,Gizli Konak Modu,KORUNDU,
0x0107,Number Defeated,Nombre vaincus,Besiegt,Sconfitti,N.º derrotados,Yenilen Sayısı,Yenilen Sayısı,KORUNDU,
0x010E,Portrait Battle,Combat de portrait,Gemäldekampf,Vendetta ectoplasmica,Revancha fantasma,Portre Savaşı,Portre Rövanşı,DÜZELTİLDİ,v6 manuel kontrol: EN/FR/DE/IT/ES karşılaştırmasıyla oyun terimi Türkçede daha doğal ve yaratıcı biçimde yerelleştirildi.
0x010F,"If you select Portrait Battle, you can<br>fight ghosts you've already captured.<br>However, amiibo can't be used.","Si vous sélectionnez Combat de portrait,<br>vous pouvez vous battre contre des<br>fantômes que vous avez déjà capturés.<br>Les amiibo ne peuvent pas être utilisés.","In einem Gemäldekampf kannst du<br>gegen Geister antreten, die du<br>schon eingefangen hast. Es können<br>keine amiibo eingesetzt werden.",Seleziona Vendetta ectoplasmica<br>per affrontare i fantasmi che hai già<br>catturato. Gli amiibo non possono<br>essere usati.,"En Revancha fantasma, lucharás<br>contra fantasmas a los que ya has<br>derrotado. No se pueden usar amiibo.",Portre Savaşı'nı seçersen daha önce<br>yakaladığın hayaletlerle<br>dövüşebilirsin.<br>Ancak amiibo kullanılamaz.,Portre Rövanşı'nı seçersen daha önce<br>yakaladığın hayaletlerle yeniden<br>kapışabilirsin.<br>Ancak amiibo kullanılamaz.,DÜZELTİLDİ,v6 manuel kontrol: EN/FR/DE/IT/ES karşılaştırmasıyla oyun terimi Türkçede daha doğal ve yaratıcı biçimde yerelleştirildi.
