ID,English,Dutch,French,German,Italian,Spanish,Turkish
0x009B,An error has occurred and<br>the connection was lost.<br>Returning to the lab.,,Une erreur est survenue et la<br>connexion a été interrompue.<br>Vous allez retourner au labo.,Aufgrund eines Fehlers wurde<br>die Verbindung unterbrochen.<br>Du kehrst zum Labor zurück.,Si è verificato un errore e<br>il collegamento si è interrotto.<br>Tornerai al laboratorio.,Se ha producido un error<br>y la conexión se ha interrumpido.<br>Vas a volver al laboratorio.,Bir hata oluştu ve bağlantı kesildi.<br>Laboratuvara dönülüyor.
0x009C,Cannot connect because wireless <br>communication is disabled. Please<br>enable wireless communication.,,La connexion ne peut pas être établie<br>car la communication sans fil est<br>désactivée. Veuillez l'activer.,Die drahtlose Verbindung ist<br>deaktiviert. Bitte aktiviere sie.,Impossibile effettuare la connessione<br>perché la comunicazione wireless<br>è disattivata. Attivala.,No se ha podido establecer la conexión<br>porque la comunicación inalámbrica<br>está desactivada. Actívala.,Kablosuz iletişim kapalı olduğu için<br>bağlanılamıyor.<br>Lütfen kablosuz iletişimi aç.
0x009D,Download Play cannot be used unless all<br>players have the latest system update.<br>Please update the other player's system<br>from System Settings.,,Le mode téléchargement ne peut pas<br>être utilisé si toutes les consoles ne sont<br>pas à jour. Mettez l'autre console à jour<br>depuis les paramètres de la console.,Download-Spiel ist nur mit aktueller<br>Systemversion möglich (alle Teilnehmer).<br>Bei anderem Spieler ist System-Update<br>(über Systemeinstellungen) notwendig.,Tutti i giocatori devono avere l'ultimo<br>aggiornamento della console per usare<br>la modalità download. Aggiorna l'altra<br>console nelle Impostazioni della console.,Todos los usuarios deben tener su<br>consola actualizada para usar el modo<br>descarga. Accede a la configuración<br>de la otra consola para actualizarla.,Tüm oyuncular en güncel sistem<br>sürümüne sahip değilse İndirme Oyunu<br>kullanılamaz.<br>Lütfen diğer oyuncunun sistemini<br>Sistem Ayarları'ndan güncelle.
0x009E,Press the HOME Button<br>and quit the game.,,Appuyez sur le bouton HOME<br>et quittez le jeu.,Drücke den HOME-Knopf<br>und beende das Spiel.,Premi il pulsante HOME per<br>uscire dal gioco.,Pulsa el botón HOME y sal del juego.,HOME Düğmesine basıp<br>oyundan çık.
0x009F,"This will overwrite the mansion data,<br>and you will start exploring the mansion<br>from the beginning. Is this OK?",,Les données du manoir seront écrasées<br>et vous commencerez son exploration<br>à partir du début. Continuer ?,Dein Fortschritt in der Villa wird<br>überschrieben und du musst die<br>Villa ganz von vorn erkunden.<br>Wirklich fortfahren?,Sovrascriverai i dati del palazzo e<br>ricomincerai a esplorarlo dall'inizio.<br>Vuoi continuare?,Se sobrescribirán los datos de la<br>mansión y volverás a explorar desde<br>el principio. ¿Quieres continuar?,Bu işlem konak verisinin üzerine<br>yazacak ve konağı en baştan keşfetmeye<br>başlayacaksın. Devam etmek istiyor musun?
0x00A0,This will overwrite hidden mansion data<br>and you will start exploring the hidden<br>mansion from the beginning. Is this OK?,,Les données du manoir caché seront<br>écrasées et vous commencerez son<br>exploration à partir du début.<br>Continuer ?,Dein Fortschritt in der versteckten<br>Villa wird überschrieben und du musst<br>die versteckte Villa ganz von vorn<br>erkunden. Wirklich fortfahren?,Sovrascriverai i dati del palazzo<br>nascosto e ricomincerai a esplorarlo<br>dall'inizio. Vuoi continuare?,Se sobrescribirán los datos de la<br>mansión oculta y volverás a explorar<br>desde el principio. ¿Quieres continuar?,Bu işlem gizli konak verisinin üzerine<br>yazacak ve gizli konağı en baştan<br>keşfetmeye başlayacaksın.<br>Devam etmek istiyor musun?
0x00A1,An error has occurred and<br>the connection was lost.,,Une erreur est survenue et la<br>connexion a été interrompue.,Aufgrund eines Fehlers wurde<br>die Verbindung getrennt.,Si è verificato un errore e<br>il collegamento si è interrotto.,Se ha producido un error<br>y la conexión se ha interrumpido.,Bir hata oluştu ve<br>bağlantı kesildi.
0x00A2,Ending,,Fin,Beenden,Finale,Fin,Bitiş
0x00A3,Clear,,Terminé,Geschafft,Completato,Completado,Tamamlandı
0x00C8,G,,G,G,G,G,G
0x00C9,[0008:00000001][0011:010E],,[0008:00000001][0011:010E],[0008:00000001] [0011:010E],[0008:00000001][0011:010E],[0008:00000001][0011:010E],[0008:00000001][0011:010E]
0x00CA,[0011:010E],,[0011:010E],[0011:010E],[0011:010E],[0011:010E],[0011:010E]
0x00CD,[0008:00000001] Try Again,,[0008:00000001] Réessayer,[0008:00000001] Erneut versuchen,[0008:00000001] Riprova,[0008:00000001] Volver a intentarlo,[0008:00000001] Tekrar Dene
0x00CE,???,,???,???,???,(?),???
0x00CF,High Score,,Record,Highscore,Record,Récord,En Yüksek Skor
0x00D0,Rank,,Rang,Rang,Cat.,Calif.,Derece
0x00D1,Achievement List ,,Liste des exploits,Zieleliste,Lista dei trofei,Lista de logros,Başarım Listesi
0x00D2,Beginner,,Débutant,Sehr leicht,Dilettante,Principiante,Acemi
0x00D3,Easy,,Facile,Leicht,Facile,Fácil,Kolay
0x00D4,Normal,,Normal,Normal,Normale,Normal,Normal
0x00D5,Hard,,Difficile,Schwierig,Difficile,Difícil,Zor
0x00D6,Master,,Maître,Sehr schwierig,Maestro,Experto,Usta
0x00D9,High Score,,Meilleur score,Highscore,Record,Récord,En Yüksek Skor
0x00DA,Vs. [000E:00000000],,VS [000E:00000000],Vs. [000E:00000000],VS [000E:00000000],Vs. [000E:00000000],VS [000E:00000000]
0x00DB,Battle Details,,Détails du combat,Kampfdetails,Dettagli battaglia,Info. de combate,Savaş Ayrıntıları
0x00DC,Damage Done,,Dégâts causés,Schaden zugef.,Danni causati,Daño infligido,Verilen Hasar
0x00DD,Number of Falls,,Nombre de chutes,Stürze,Cadute,Derrotas,Düşme Sayısı
0x00DE,Damage Received,,Dégâts reçus,Schaden erlitten,Danni ricevuti,Daño recibido,Alınan Hasar
0x00DF,You got a new portrait!,,Nouveau portrait obtenu !,Neues Gemälde erhalten!,Nuovo ritratto ottenuto!,¡Has obtenido un cuadro!,Yeni bir portre kazandın!
0x00E0,Retry,,Réessayer,Erneut versuchen,Riprova,Volver a intentarlo,Tekrar Dene
0x00E1,Try again?,,Réessayer ?,Noch einmal?,Vuoi riprovare?,¿Quieres volver a intentarlo?,Tekrar denemek ister misin?
0x00E2,Yes,,Oui,Ja,Sì,Sí,Evet
0x00E3,No,,Non,Nein,No,No,Hayır
0x00E6,H,,H,H,H,H,H
0x00E7,G,,G,G,G,G,G
0x00E8,F,,F,F,F,F,F
0x00E9,E,,E,E,E,E,E
0x00EA,D,,D,D,D,D,D
0x00EB,C,,C,C,C,C,C
0x00EC,B,,B,B,B,B,B
0x00ED,A,,A,A,A,A,A
0x00EE,S,,S,S,S,S,S
0x00EF,This can be changed in Options.,,Vous pourrez modifier ce paramètre<br>par la suite dans les options.,Dies kann in den Optionen geändert werden.,Puoi modificare questa impostazione<br>in seguito nelle opzioni.,Este ajuste se puede cambiar en el menú<br>de opciones.,Bu ayar Seçeneklerden değiştirilebilir.
0x00F0,Move,,Déplacement,Bewegen,Spostati,Moverse,Hareket Et
0x00F1,Sidestep,,Pas de côté,Seitwärts,Laterale,Paso lateral,Yan Adım
0x00F2,Turn off light,,Éteindre la lumière,Lampe aus,Spegni la torcia,Apagar linterna,Işığı Kapat
0x00F3,Inspect / Open,,Inspecter / Ouvrir,Ansehen/Öffnen,Indaga/Apri,Examinar/Abrir,İncele / Aç
0x00F5,Search,,Recherche,Untersuchen,Cerca,Buscar,Ara
0x00F7,Activate Poltergust 3000,,Activer l'Ectoblast 3000,Schreckweg 08/16 an,Attiva il Poltergust 3000,Succionaentes 3000,Poltergust 3000'i Etkinleştir
0x00F8,Move light up/down,,Déplacer la lumière ↑/↓,Nach ob./unt. leuchten,Sposta la torcia su/giù,Linterna arriba/abajo,Işığı yukarı/aşağı oynat
0x00F9,Change direction,,Changer de direction,Richtung ändern,Cambia direzione,Cambiar dirección,Yön değiştir
0x00FA,[0011:0022],,[0011:0022],[0011:0022],[0011:0022],[0011:0022],[0011:0022]
0x00FB,[0011:0023],,[0011:0023],[0011:0023],[0011:0023],[0011:0023],[0011:0023]
0x00FC,The mansion,,Manoir,Zur Villa,Palazzo,Mansión,Konak
0x00FD,The hidden mansion,,Manoir caché,Zur versteckten Villa,Palazzo nascosto,Mansión oculta,Gizli Konak
0x0100,New High Score!,,Nouveau record !,Neuer Highscore!,Nuovo record!,¡Nuevo récord!,Yeni En Yüksek Skor!
0x0101,Most Recent Score,,Score le plus récent,Zuletzt erzielte Punkte,Punteggio più recente,Última puntuación,Son Skor
0x0102,High Score,,Meilleur score,Highscore,Record,Récord,En Yüksek Skor
0x0103,Small Ghost List,,Liste des petits fantômes,Geisterliste,Lista dei fantasmini,Fantasmas pequeños,Küçük Hayalet Listesi
0x0104,List of Boos,,Liste des Boos,Liste der Buu Huus,Lista dei Boo,Boos,Boo Listesi
0x0105,Mansion Mode,,Mode manoir,Villa-Modus,Modalità palazzo,Mansión,Konak Modu
0x0106,Hidden Mansion Mode,,Mode manoir caché,Versteckte-V.-Modus,Modalità p. nascosto,Mansión oculta,Gizli Konak Modu
0x0107,Number Defeated,,Nombre vaincus,Besiegt,Sconfitti,N.º derrotados,Yenilen Sayısı
0x010E,Portrait Battle,,Combat de portrait,Gemäldekampf,Vendetta ectoplasmica,Revancha fantasma,Portre Rövanşı
0x010F,"If you select Portrait Battle, you can<br>fight ghosts you've already captured.<br>However, amiibo can't be used.",,"Si vous sélectionnez Combat de portrait,<br>vous pouvez vous battre contre des<br>fantômes que vous avez déjà capturés.<br>Les amiibo ne peuvent pas être utilisés.","In einem Gemäldekampf kannst du<br>gegen Geister antreten, die du<br>schon eingefangen hast. Es können<br>keine amiibo eingesetzt werden.",Seleziona Vendetta ectoplasmica<br>per affrontare i fantasmi che hai già<br>catturato. Gli amiibo non possono<br>essere usati.,"En Revancha fantasma, lucharás<br>contra fantasmas a los que ya has<br>derrotado. No se pueden usar amiibo.",Portre Rövanşı'nı seçersen daha önce<br>yakaladığın hayaletlerle yeniden<br>kapışabilirsin.<br>Ancak amiibo kullanılamaz.
0x0110,???,,???,???,???,(?),???
0x0111,It's just a regular old frame.,,C'est juste un tableau vide.,"Das ist nur ein ganz<br>normaler, alter Rahmen.",Una semplice cornice.,Solo es un marco vacío...,"Bu sadece sıradan, eski bir çerçeve."
0x0113,Mansion Mode,,Mode manoir,Villa-Modus,Palazzo,Mansión,Konak Modu
0x0114,Hidden Mansion Mode,,Mode manoir caché,Versteckte-Villa-Modus,Palazzo nascosto,Mansión oculta,Gizli Konak Modu
0x0117,Value,,Valeur,Wert,Valore,Valor,Değer
0x0118,???,,???,???,???,(?),???
0x0119,Use Strobulb,,Utiliser le Spectroflash,Stroboblitz einsetzen,Usa lo Strobobulbo,Estrobombilla,Flaşampul Kullan
0x011A,Luigi will walk facing the direction<br>that you slide the Circle Pad toward.,,Luigi marche dans la direction<br>vers laquelle le pad circulaire<br>est déplacé.,"Luigi läuft und blickt in die Richtung,<br>in du das Schiebepad bewegst.",Luigi camminerà nella direzione<br>in cui muovi il pad scorrevole.,Luigi mira en la dirección en la que<br>muevas el botón deslizante.,"Luigi, Circle Pad'i ittiğin yöne doğru<br>yürür."
0x011B,The Circle Pad will control<br>sidesteps and Luigi will walk<br>facing one direction.,,Le pad circulaire dirige les pas de<br>côté et Luigi se déplace en faisant<br>face à la même direction.,"Mit dem Schiebepad steuerst du<br>Seitwärtsbewegungen, während<br>Luigi beim Laufen immer in<br>dieselbe Richtung blickt.",Con il pad scorrevole controllerai<br>il movimento laterale e Luigi si<br>sposterà nella stessa direzione.,El botón deslizante controla<br>los pasos laterales y Luigi mira<br>siempre en la misma dirección.,Circle Pad yan adımları kontrol eder<br>ve Luigi tek bir yöne dönük yürür.
0x011C,[0011:0043],,[0011:0043],[0011:0043],[0011:0043],[0011:0043],[0011:0043]
0x011D,G,,G,G,G,G,G
0x011E,Lowest value,,Valeur minimale,Niedrigster Wert,Valore minimo,Valor mínimo,En düşük değer
0x011F,(R),,(D),(R),(D),(D),(R)
0x0130,[0011:025C],,[0011:025C],[0011:025C],[0011:025C],[0011:025C],[0011:025C]
0x0131,Fortune-Teller's Room,,Salle de voyance,Stube der Seherin,Stanza della veggente,El cuarto de la vidente,Falcı Odası
0x0132,Mirror Room,,Salle du miroir,Spiegelsaal,Sala dello specchio,La sala del espejo,Ayna Odası
0x0133,Hidden Room,,Salle cachée,Verborgener Raum,Stanza nascosta,La habitación secreta,Gizli Oda
0x0134,Butler's Room,,Chambre du majordome,Dienerstube,Stanza del maggiordomo,El cuarto del mayordomo,Kâhya Odası
0x0135,Laundry Room,,Buanderie,Waschküche,Lavanderia,El lavadero,Çamaşır Odası
0x0136,Kitchen,,Cuisine,Küche,Cucina,La cocina,Mutfak
0x0137,Dining Room,,Salle à manger,Esszimmer,Sala da pranzo,El comedor,Yemek Odası
0x0138,[0011:0264],,[0011:0264],[0011:0264],[0011:0264],[0011:0264],[0011:0264]
0x0139,Storage Room,,Pièce de stockage,Lagerraum,Ripostiglio,El almacén,Depo Odası
0x013A,Projection Room,,Salle de projection,Filmraum,Cabina di proiezione,La sala de proyecciones,Gösterim Odası
0x013B,Billiards Room,,Salle de billard,Billardzimmer,Sala del biliardo,El salón de billar,Bilardo Salonu
0x013C,Boneyard,,Ossuaire,Letzte Ruhestätte,Ossario,El patio,Kemik Avlusu
0x013D,Graveyard,,Cimetière,Friedhof,Cimitero,El cementerio,Mezarlık
0x013E,[0011:026A],,[0011:026A],[0011:026A],[0011:026A],[0011:026A],[0011:026A]
0x013F,[0011:026B],,[0011:026B],[0011:026B],[0011:026B],[0011:026B],[0011:026B]
0x0140,Conservatory,,Conservatoire,Musikzimmer,Sala musica,La sala de música,Müzik Odası
0x0141,[0011:026D],,[0011:026D],[0011:026D],[0011:026D],[0011:026D],[0011:026D]
0x0142,Courtyard,,Cour,Garten,Cortile,El jardín,Avlu
0x0143,Nursery,,Nurserie,Kinderzimmer,Stanza del bimbo,El cuarto del bebé,Çocuk Odası
0x0144,The Twins' Room,,Chambre des jumeaux,Zimmer der Zwillinge,Camera dei gemelli,El cuarto de los gemelos,İkizlerin Odası
0x0145,Sitting Room,,Séjour,Wohnzimmer,Salotto,La sala de estar,Oturma Odası
0x0146,Guest Room,,Chambre d'amis,Gästezimmer,Stanza degli ospiti,El cuarto de invitados,Misafir Odası
0x0147,Sealed Room,,Chambre scellée,Versiegelter Raum,Stanza sigillata,La habitación sellada,Mühürlü Oda
0x0148,Parlor,,Salon,Salon,Salone,El salón,Salon
0x0149,Study,,Étude,Arbeitszimmer,Studio,El despacho,Çalışma Odası
0x014A,Master Bedroom,,Chambre des parents,Schlafzimmer des Hausherren,Camera dei genitori,El cuarto de los señores,Ebeveyn Yatak Odası
0x014B,[0011:0277],,[0011:0277],[0011:0277],[0011:0277],[0011:0277],[0011:0277]
0x014C,Anteroom,,Antichambre,Vorzimmer,Anticamera,La antesala,Ön Oda
0x014D,Astral Hall,,Hall astral,Astralsaal,Sala astrale,La sala astral,Astral Salon
0x014E,Observatory,,Observatoire,Observatorium,Osservatorio,El observatorio,Rasathane
0x014F,[0011:027B],,[0011:027B],[0011:027B],[0011:027B],[0011:027B],[0011:027B]
0x0150,Nana's Room,,Chambre de Nana,Oma Adeles Stube,Stanza di Sferruccia,El cuarto de Norma,Nana'nın Odası
0x0153,Armory,,Armurerie,Rüstungskammer,Armeria,La armería,Cephanelik
0x0154,Telephone Room,,Salle du téléphone,Telefonzimmer,Stanza dei telefoni,La sala de los teléfonos,Telefon Odası
0x0155,Safari Room,,Salle des trophées,Trophäensammlung,Sala trofei,La sala de los trofeos de caza,Av Trofeleri Odası
0x0156,[0011:0282],,[0011:0282],[0011:0282],[0011:0282],[0011:0282],[0011:0282]
0x0157,Clockwork Room,,Atelier,Uhrenzimmer,Stanza orologi,La sala de los relojes,Saat Odası
0x0158,Ceramics Studio,,Studio céramique,Vasenkammer,Stanza vasi,El estudio de cerámica,Seramik Atölyesi
0x0159,[0011:0285],,[0011:0285],[0011:0285],[0011:0285],[0011:0285],[0011:0285]
0x015A,Roof,,Toit,Dach,Tetto,El tejado,Çatı
0x015B,Cellar,,Cave,Lagerkeller,Cantina,La bodega,Mahzen
0x015C,Cold Storage,,Chambre froide,Kühlraum,Dispensa fredda,La cámara,Soğuk Oda
0x015D,Pipe Room,,Salle du tuyau,Heizkeller,Vano tubi,El alcantarillado,Boru Odası
0x015E,Breaker Room,,Salle du disjoncteur,Sicherungsraum,Vano interruttore,La sala del automático,Şalter Odası
0x015F,Secret Altar,,Autel secret,Verborgener Altarraum,Altare segreto,El altar secreto,Gizli Sunak
0x0160,Bottom of the Well,,Fond du puits,Boden des Brunnens,Fondo del pozzo,El fondo del pozo,Kuyunun Dibi
0x0161,Hallway,,Corridor,Korridor,Corridoio,El pasillo,Koridor
0x0163,The Gallery,,Galerie,Galerie,Galleria,La galería,Galeri
0x0196,???,,???,???,???,(?),???
0x0197,Balcony,,Balcon,Dachterrasse,Terrazza,El balcón,Balkon
0x019F,Ghosts,,Fantômes,Geister,Fantasmi,Fantasmas,Hayaletler
0x01A0,Items,,Objets,Items,Oggetti,Objetos,Eşyalar
0x01A1,Reply,,Répondre,Antworten,Rispondi,Contestar,Yanıtla
0x01A2,Return to the Lab?,,Retourner au labo ?,Zurück zum Labor?,Vuoi tornare al laboratorio?,¿Quieres volver al laboratorio?,Laboratuvara dönmek ister misin?
0x01A3,Yes,,Oui,Ja,Sì,Sí,Evet
0x01A4,No,,Non,Nein,No,No,Hayır
0x01A8,Got something!,,Trouvé !,Gefunden!,Trovato!,¡Tienes algo!,Bir şey buldun!
0x01A9,Close,,Fermer,Schließen,Chiudi,Cerrar,Kapat
0x01F4,Options,,Options,Optionen,Opzioni,Opciones,Seçenekler
0x01F5,amiibo,,amiibo,amiibo,amiibo,amiibo,amiibo
0x01F6,Quit the Game,,Quitter le jeu,Spiel beenden,Esci dal gioco,Salir del juego,Oyundan Çık
0x01F7,[0008:00000002] Return to Game,,[0008:00000002] Retourner au jeu,[0008:00000002] Weiterspielen,[0008:00000002] Torna al gioco,[0008:00000002] Volver al juego,[0008:00000002] Oyuna Dön
0x01F8,Quit the game and return to the title.,,Quitter le jeu et retourner à l'écran titre.,Beende das Spiel und kehre<br>zum Titelbildschirm zurück.,Esci dal gioco e torna<br>allo schermo del titolo.,Sal del juego y vuelve<br>a la pantalla del título.,Oyundan çıkıp başlık ekranına dön.
0x01F9,Open Options.,,Ouvrir les options.,Rufe die Optionen auf.,Accedi alle opzioni.,Abre el menú de opciones.,Seçenekleri aç.
0x01FA,Scan amiibo.,,Utiliser un amiibo.,Lies amiibo ein.,Usa un amiibo.,Escanea un amiibo compatible.,amiibo tara.
0x01FC,[0011:01F6],,[0011:01F6],[0011:01F6],[0011:01F6],[0011:01F6],[0011:01F6]
