row,scope,id,english,ukenglish,french,nafrench,german,italian,spanish,naspanish,dutch,portuguese,russian,japanese,turkish_current,turkish_final,status,reason,creative_flag,font_missing,notes
600,fe,D19D5A7A,{clr:71D2FF}A-3{clr:pop} Quiet Please!,"{clr:71D2FF}A-3{clr:pop} Quiet, Please!",{clr:71D2FF}A-3{clr:pop} Tragédie musicale,{clr:71D2FF}A-3{clr:pop} Tragédie musicale,{clr:71D2FF}A-3{clr:pop} Bücherspuk,"{clr:71D2FF}A-3{clr:pop} Silenzio, prego!","{clr:71D2FF}A-3{clr:pop} ¡Silencio, por favor!","{clr:71D2FF}A-3{clr:pop} ¡Silencio, por favor!",{clr:71D2FF}A-3{clr:pop} Luid leesplezier,"{clr:71D2FF}A-3{clr:pop} Silêncio, por favor!","{clr:71D2FF}A-3{clr:pop} Эй, потише там!",{ts:0.95}{clr:00CACB}A-3{clr:pop}　ポルターガイスト！{/ts},{clr:71D2FF}A-3{clr:pop} Sessizlik Lütfen!,{clr:71D2FF}A-3{clr:pop} Sessizlik Lütfen!,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
601,fe,39062A1C,"According to the Parascope, the {p}ghostly activity in the north section{p}of the Gloomy Manor is increasing!{p}Now that you've recovered the gears,{p}we should be able to investigate.","According to the Parascope,{p}ghostly activity in the north of{p}the Gloomy Manor is increasing!{p}Now that you've recovered the{p}gears, we'll be able to investigate.","L'Occultographe indique que l'activité{p}ectoplasmique dans l'aile nord du{p}Manoir a encore augmenté ! Grâce{p}aux rouages, tu vas maintenant{p}pouvoir aller voir ça de plus près !","L'Occultographe indique que l'activité{p}ectoplasmique dans l'aile nord du{p}Manoir a encore augmenté! Grâce{p}aux rouages, tu vas maintenant{p}pouvoir aller voir ça de plus près!",Das Paraskop zeigt zunehmende{p}Spukpräsenz im Nordabschnitt der{p}Gruselvilla an! Die Zahnräder{p}haben wir - nun können wir uns{p}endlich dort umsehen!,"Secondo il Parascopio, l'attività spiritica{p}nella sezione nord del maniero sta{p}aumentando! Ora che hai recuperato{p}gli ingranaggi, dovremmo essere in{p}grado di darci un'occhiata.","Según el fantasmógrafo, la actividad{p}paranormal del ala norte de la{p}Villa Tenebrosa ha aumentado.{p}Ahora que tienes todos los engranajes,{p}podremos empezar a investigar.","Según el fantasmógrafo, la actividad{p}paranormal del ala norte de la{p}Villa Tenebrosa aumentó. Ahora{p}que tienes todos los engranajes{p}podremos empezar a investigar.","Volgens de parascoop neemt de activiteit{p}van de spoken toe aan de noordkant{p}van het duistere huis!{p}Nu we de tandwielen terug hebben,{p}kunnen we op onderzoek uit.","De acordo com o parascópio, a atividade{p}espectral na ala norte da Mansão{p}Obscura está a aumentar! Agora que{p}recuperaste as engrenagens, devemos{p}poder investigar.","Параскоп засек призраков{p}в северной части здания.{p}Шестеренки готовы. Иди{p}туда и выясни, что там{p}происходит.",{ts:0.85}だれもいないはずの{rb}部屋{/rb}{rt}へや{/rt}で{p}{rb}不思議{/rb}{rt}ふしぎ{/rt}な{rb}現象{/rb}{rt}げんしょう{/rt}が{rb}起{/rb}{rt}お{/rt}きておる{p}{rb}調査{/rb}{rt}ちょうさ{/rt}するんじゃ！{/ts},"Paraskop'a göre Kasvetli Malikâne'nin{p}kuzey kısmındaki hayalet etkinliği{p}artıyor!{p}Dişlileri geri aldığına göre,{p}artık araştırma yapabiliriz.","Paraskop'a göre Kasvetli Malikâne'nin{p}kuzey bölümündeki paranormal hareketlilik{p}artıyor!{p}Dişlileri geri aldığına göre,{p}artık durumu araştırabiliriz.",DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
602,fe,1E97973B,{clr:71D2FF}A-4{clr:pop} Visual Tricks,{clr:71D2FF}A-4{clr:pop} Visual Tricks,{clr:71D2FF}A-4{clr:pop} Illusions retrouvées,{clr:71D2FF}A-4{clr:pop} Illusions retrouvées,{clr:71D2FF}A-4{clr:pop} Trug und Täuschung,{clr:71D2FF}A-4{clr:pop} Illusioni ottiche,{clr:71D2FF}A-4 {clr:pop}Ilusiones ópticas,{clr:71D2FF}A-4 {clr:pop}Ilusiones ópticas,{clr:71D2FF}A-4{clr:pop} Bol van bedrog,{clr:71D2FF}A-4{clr:pop} Ilusões Óticas,{clr:71D2FF}A-4{clr:pop} Фокусы,{ts:0.95}{clr:00CACB}A-4{clr:pop}　ダークライト！{/ts},{clr:71D2FF}A-4{clr:pop} Göz Aldatan Hileler,{clr:71D2FF}A-4{clr:pop} Göz Yanılsamaları,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
603,fe,8865339D,Criminy! Someone's been casting{p}illusions in the Gloomy Manor!{p}We'll need my Dark-Light Device{p}to see through this hooey. I'm{p}pretty sure I left it in the lab.,Criminy! Someone's been casting{p}illusions in the Gloomy Manor!{p}We'll need my Dark-Light Device{p}to see through this hooey. I'm{p}pretty sure I left it in the lab.,Nom d'un globule ! Le Manoir{p}du désespoir est la cible d'une{p}infestation d'illusions ! Va vite{p}chercher mon Révéloscope dans{p}le laboratoire pour les dissiper !,Nom d'un globule! Le Manoir{p}du désespoir est la cible d'une{p}infestation d'illusions! Va vite{p}chercher mon Révéloscope dans{p}le laboratoire pour les dissiper!,"Donnerwetter! Die ganze Gruselvilla {p}ist voller phantomisierter Gegenstände!{p}Wir brauchen meine Düsterlampe, um{p}das Gerümpel wieder herzuzaubern.{p}Sie müsste noch im Labor sein...",Spettracci! Al maniero sono comparse{p}un sacco di illusioni! Ci serve la mia{p}Arcobaluce per renderle visibili. Sono{p}sicuro di averla lasciata nel laboratorio.,¡Rayos y fotones! La Villa Tenebrosa está{p}plagada de ilusiones. Necesitamos mi{p}desoscurizador para desvelarlas.{p}Seguro que me lo dejé en el laboratorio.,¡Rayos y fotones! La Villa Tenebrosa está{p}plagada de ilusiones. Necesitamos mi{p}desoscurizador para revelarlas.{p}Seguro que lo dejé en el laboratorio.,Jeminee! Iemand heeft allemaal illusies{p}in het duistere huis verspreid! Om daar{p}doorheen te kunnen zien hebben we mijn{p}uv-lamp nodig. Ik geloof dat hij nog{p}in het laboratorium ligt.,Oh não! A Mansão Obscura está infestada{p}de ilusões! Vais precisar do meu{p}dispositivo de luz negra para ver através{p}delas. Tenho quase a certeza de que o{p}deixei no laboratório.,"В Мрачном особняке полно{p}иллюзий! Чтобы разрушить{p}их, нам нужен спектрон,{p}который я забыл в своей{p}лаборатории.",{ts:0.85}{rb}屋敷内{/rb}{rt}やしきない{/rt}の{rb}家具{/rb}{rt}かぐ{/rt}が{rb}消{/rb}{rt}き{/rt}えてしまう{p}という{rb}現象{/rb}{rt}げんしょう{/rt}が{rb}起{/rb}{rt}お{/rt}きている{p}{rb}原因{/rb}{rt}げんいん{/rt}を{rb}調{/rb}{rt}しら{/rt}べてきてくれ！{/ts},Amanın! Biri Kasvetli Malikâne'de{p}illüzyonlar yaratmış!{p}Bu saçmalığın perdesini aralamak için{p}Karanlık-Işık Cihazıma ihtiyacımız var.{p}Sanırım onu laboratuvarda bırakmıştım.,Amanın! Biri Kasvetli Malikâne'de{p}illüzyonlar yaratmış!{p}Bu saçmalığın perdesini aralamak için{p}Karanlık-Işık Cihazıma ihtiyacımız var.{p}Sanırım onu laboratuvarda bırakmıştım.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
604,fe,6B91D3FC,{clr:71D2FF}A-5{clr:pop} Sticky Situation,{clr:71D2FF}A-5{clr:pop} Sticky Situation,{clr:71D2FF}A-5{clr:pop} Poussière et toiles,{clr:71D2FF}A-5{clr:pop} Poussière et toiles,{clr:71D2FF}A-5{clr:pop} Mitternachtsputz,{clr:71D2FF}A-5{clr:pop} Bando alle ragnatele,{clr:71D2FF}A-5{clr:pop} Situación enmarañada,{clr:71D2FF}A-5{clr:pop} Situación enmarañada,{clr:71D2FF}A-5{clr:pop} Spinnenschoonmaak,{clr:71D2FF}A-5{clr:pop} Situação Pegajosa,{clr:71D2FF}A-5{clr:pop} Липкое дело,{ts:0.95}{clr:00CACB}A-5{clr:pop}　くもの{rb}巣{/rb}{rt}す{/rt}{rb}掃除{/rb}{rt}そうじ{/rt}じゃ！{/ts},{clr:71D2FF}A-5{clr:pop} Yapış Yapış Bir Durum,{clr:71D2FF}A-5{clr:pop} Yapış Yapış Bir Durum,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
605,fe,D7C43D1E,Clean up those darn spiderwebs!{p}They're blocking our progress{p}AND they ruin the furniture{p}AND they're just plain gross!,Clean up those darn spiderwebs!{p}They're blocking our progress{p}AND they're ruining the furniture{p}AND they're just plain gross!,"J'ai une mission capitale pour toi :{p}nous débarrasser de ces vilaines{p}toiles d'araignée ! En plus de nous{p}empêcher de progresser, elles{p}abîment les meubles !","J'ai une mission capitale pour toi :{p}nous débarrasser de ces vilaines{p}toiles d'araignée! En plus de nous{p}empêcher de progresser, elles{p}abîment les meubles!","Pfui Spinne! Wo kommen nur{p}all die klebrigen Netze her?!{p}Sie sind hinderlich, gefährlich{p}und zutiefst undekorativ...{p}Ein Fall für dich, Luigi!","Togli di mezzo quelle odiose ragnatele!{p}Ci ostacolano il cammino, rovinano{p}l'arredamento e sono veramente orribili!",Deshazte de todas las telarañas.{p}¡Entorpecen el camino y estropean{p}los muebles...! ¡Y son asquerosas!,"¡Quita todas esas telarañas! ¡Nos{p}estorban y echan a perder los{p}muebles, y además son asquerosas!","Ruim die vervelende spinnenwebben op!{p}Ze hangen in de weg, verpesten alle{p}meubels én zijn ook nog eens{p}ontzettend akelig!","Livra-te daquelas malditas teias de{p}aranha! Estão a impedir-nos a passagem,{p}a dar cabo da mobília e, além disso,{p}SÃO NOJENTAS!","Кругом одна паутина!{p}Нигде не пройти, мебель{p}вся испорчена. И вообще,{p}паутина противная!{p}Надо навести порядок.",{ts:0.85}{rb}屋敷{/rb}{rt}やしき{/rt}がくもの{rb}巣{/rb}{rt}す{/rt}だらけじゃ～！{p}{rb}気持{/rb}{rt}きも{/rt}ち{rb}悪{/rb}{rt}わる{/rt}くてかなわん{p}{rb}掃除{/rb}{rt}そうじ{/rt}してきてくれ！{/ts},"Şu lanet örümcek ağlarını temizle!{p}Hem ilerlememizi engelliyorlar,{p}hem mobilyaları mahvediyorlar,{p}hem de düpedüz iğrençler!","Şu lanet örümcek ağlarını temizle!{p}Hem ilerlememizi engelliyorlar,{p}hem mobilyaları mahvediyorlar,{p}hem de düpedüz iğrençler!",KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
606,fe,B88C10BD,Confront the Source,Confront the Source,L'antre de la bête,L'antre de la bête,Die Wurzel des Übels,Scontro all'origine,Enfréntate al origen,Enfréntate al origen,Bevecht de bron,Confrontar a Origem,Встреча с хозяином,{ts:0.95} {rb}地下室{/rb}{rt}ちかしつ{/rt}の{rb}調査{/rb}{rt}ちょうさ{/rt}！{/ts},Kaynağın Karşısına Çık,Kaynağın Karşısına Çık,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
607,fe,2723469F,"This paranormal reading is off the{p}charts! I don't know what's down in{p}that Cellar, but it's not happy.{p}Why don't you...uh...investigate?","This paranormal reading is off the{p}charts! I don't know what's down in{p}that cellar, but it's not happy.{p}Why don't you, uh...investigate?",J'ai détecté un phénomène paranormal{p}d'une puissance incroyable dans la{p}cave du Manoir ! Qu'est-ce que tu{p}attends pour aller enquêter ?,J'ai détecté un phénomène paranormal{p}d'une puissance incroyable dans la{p}cave du Manoir! Qu'est-ce que tu{p}attends pour aller enquêter?,"Ein so starkes paranormales Signal{p}ist mir noch nie untergekommen!{p}Kolossal! Brachial! Doch egal,{p}wir müssen uns darum kümmern.{p}Es kommt aus dem Keller...","Il segnale sta mandando fuori scala{p}gli strumenti! Non so cosa ci sia in{p}cantina, ma di certo non è socievole.{p}Perché non... ehm, vai a indagare?","¡Los registros de actividad paranormal{p}se salen del gráfico! No sé qué es lo{p}que hay en el sótano, pero no pinta bien...{p}¿Por qué no... eeeh... investigas?","¡Los registros de actividad paranormal se{p}exceden de la gráfica! No sé quién o qué{p}estará en el sótano, pero está enrabietado...{p}¿Eeeh... por qué no vas y lo investigas?","De paranormale activiteit in het huis{p}slaat op hol! Ik heb geen idee wat{p}zich in de kelder bevindt, maar{p}het is niet blij... Wil jij eens{p}een kijkje nemen?","Este sinal de atividade paranormal{p}rebenta a escala! Não sei o que está{p}na cave, mas está furioso...{p}Porque não... er... vais lá investigar?","Параскоп просто{p}зашкаливает! В подвале{p}особняка находится что-то{p}ужасное. Может, сходишь{p}туда и... э-э, посмотришь?",{ts:0.85}{rb}屋敷{/rb}{rt}やしき{/rt}の{rb}異変{/rb}{rt}いへん{/rt}の{rb}原因{/rb}{rt}げんいん{/rt}は{p}{rb}地下室{/rb}{rt}ちかしつ{/rt}にあるようじゃ{p}{rb}逃{/rb}{rt}に{/rt}げ{rb}出{/rb}{rt}だ{/rt}したいのはわかるが{p}{rb}調{/rb}{rt}しら{/rt}べてきてくれ！{/ts},"Bu paranormal okuma tavan yaptı!{p}Mahzende her ne varsa hiç de memnun değil.{p}Aşağıda ne olduğunu bilmiyorum ama...{p}bir baksan iyi olacak, hani...",Bu paranormal ölçüm tavan yaptı!{p}Mahzende her ne varsa hiç de keyfi yerinde değil.{p}Aşağıda ne olduğunu bilmiyorum ama...{p}bir araştırıversen iyi olacak.,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
608,fe,52808A3F,Gradual Infiltration,Gradual Infiltration,La grande invasion,La grande invasion,Operation Gänsehaut,Infiltrazione graduale,Infiltración gradual,Infiltración gradual,Stiekeme infiltratie,Infiltração Gradual,Старые знакомые,{ts:0.95} オバケ{rb}大発生{/rb}{rt}だいはっせい{/rt}じゃ～！{/ts},Aşamalı Sızma,Aşamalı Sızma,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
609,fe,C5E159A1,We have an...interesting situation.{p}The Parascope is picking up mild{p}paranormal signals in the manor.{p}I'm sending you in to investigate.,We have an...interesting situation.{p}The Parascope is picking up mild{p}paranormal signals in the manor.{p}I'm sending you in to investigate.,L'Occultographe détecte un niveau{p}d'activité paranormale inhabituel{p}dans de nombreuses pièces du{p}Manoir... Va vite enquêter !,L'Occultographe détecte un niveau{p}d'activité paranormale inhabituel{p}dans de nombreuses pièces du{p}Manoir... Va vite enquêter!,"Interessant... Ich empfange{p}schwache paranormale Signale{p}aus der ganzen Gruselvilla.{p}Luigi, dein Einsatz ist gefragt!",La situazione è... interessante.{p}Il Parascopio rileva deboli segnali{p}paranormali nel maniero. Ti mando{p}là a dare un'occhiata.,Tenemos una situación... interesante.{p}El fantasmógrafo está detectando señales{p}paranormales por toda la villa. Voy a{p}enviarte a investigar.,"No sé ni cómo ni por qué, pero el{p}fantasmógrafo está detectando señales{p}paranormales por toda la villa. Voy a{p}enviarte a investigar.",Interessant... De parascoop{p}heeft wat zwakke paranormale{p}signalen opgepikt in het huis.{p}Ik stuur jou op onderzoek uit.,Temos uma situação... interessante.{p}O parascópio está a captar sinais suaves{p}de atividade paranormal na mansão. Vou{p}telepixelizar-te para lá ires investigar.,"Гм! Параскоп поймал{p}сигналы паранормальной{p}активности в особняке.{p}Выясни, в чем дело!",{ts:0.85}ベースラボのレーダーは{p}{rb}屋敷{/rb}{rt}やしき{/rt}のいたるところから{p}オバケ{rb}信号{/rb}{rt}しんごう{/rt}を{rb}検知{/rb}{rt}けんち{/rt}しておる！{p}どうなっているか{rb}調{/rb}{rt}しら{/rt}べてくるのじゃ！{/ts},Eh... ilginç bir durumumuz var.{p}Paraskop malikânede hafif{p}paranormal sinyaller alıyor.{p}Araştırman için seni içeri gönderiyorum.,Eh... ilginç bir durumumuz var.{p}Paraskop malikânede hafif{p}paranormal sinyaller alıyor.{p}Araştırman için seni içeri gönderiyorum.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
610,fe,43DE06D9,{clr:71D2FF}B-1{clr:pop} A Job for a Plumber,{clr:71D2FF}B-1{clr:pop} A Job for a Plumber,{clr:71D2FF}B-1{clr:pop} S.O.S. Plombier,{clr:71D2FF}B-1{clr:pop} S.O.S. Plombier,{clr:71D2FF}B-1{clr:pop} Klempnerwerk,{clr:71D2FF}B-1{clr:pop} Un lavoro da idraulico,{clr:71D2FF}B-1{clr:pop} Trabajo de fontanería,{clr:71D2FF}B-1{clr:pop} Llamen al plomero,{clr:71D2FF}B-1{clr:pop} Leuke loodgietersklus,{ts:0.85}{clr:71D2FF}B-1{clr:pop} Um Trabalho de Canalizador{/ts},{clr:71D2FF}B-1{clr:pop} Водопровод,{ts:0.95}{clr:00CACB}B-1{clr:pop}　{rb}給水{/rb}{rt}きゅうすい{/rt}システムの{rb}復旧{/rb}{rt}ふっきゅう{/rt}じゃ！{/ts},{clr:71D2FF}B-1{clr:pop} Tesisatçılık İşi,{clr:71D2FF}B-1{clr:pop} Tam Tesisatçıya Göre,DEĞİŞTİ,"İlk manuel turda düzeltilen satır, ikinci tam turda İngilizce/UK ve diğer resmî dillerle yeniden karşılaştırıldı; mevcut ifade en iyi seçenek olarak doğrulandı.",,,2. tam manuel tur: EVET
611,fe,0CF461BB,The towers' machinery isn't active.{p}I'm guessing the ghosts broke it{p}already. We need to get the Hydro{p}Generator running before we can{p}search for the next Dark Moon piece.,The towers' machinery isn't active.{p}My guess is that some ghosts have{p}broken it. We need to get the hydro{p}generator running so we can search{p}for the next Dark Moon piece.,"L'hydrogénérateur qui fournit les tours{p}en électricité a l'air d'être en panne. Si{p}tu veux chercher le prochain fragment{p}de la Lune noire, il va d'abord falloir{p}que tu le répares, mon garçon !","L'Hydrogénérateur qui fournit les Tours{p}en électricité a l'air d'être en panne. Si{p}tu veux chercher le prochain fragment{p}de la Lune noire, il va d'abord falloir{p}que tu le répares, mon garçon!","Die Geister haben anscheinend alle{p}Maschinen der Türme lahmgelegt.{p}Bring den Wassergenerator wieder{p}zum Laufen, sonst ist's Essig mit{p}der Finstermondstücksuche...",Il meccanismo delle torri è inattivo...{p}I fantasmi devono averlo danneggiato.{p}Per cercare il prossimo frammento{p}di Luna scura dobbiamo rimettere{p}in funzione l'idrogeneratore.,La maquinaria de las torres no funciona.{p}Seguro que los fantasmas la han roto.{p}Tenemos que poner el hidrogenerador{p}en marcha antes de empezar a buscar{p}el siguiente fragmento de Luna Oscura.,La maquinaria de las torres no funciona.{p}Seguro que los fantasmas la rompieron.{p}Tenemos que arreglar el hidrogenerador{p}antes de empezar a buscar el siguiente{p}fragmento de Luna Oscura.,De spoken hebben de machines in{p}de torens kapotgemaakt! We moeten{p}de hydrogenerator weer aan de praat{p}krijgen voordat we naar het volgende{p}maanfragment kunnen zoeken.,A maquinaria da torre não está ativa -{p}imagino que os fantasmas já a tenham{p}partido. Temos de pôr o hidrogerador{p}a funcionar antes de podermos procurar{p}o próximo fragmento de Lua Negra.,"Механизмы башен стоят.{p}Наверное, призраки все{p}сломали. Для продолжения{p}поисков надо запустить{p}генератор.",{ts:0.85}ビルの{rb}様子{/rb}{rt}ようす{/rt}がおかしいぞい！{p}{rb}水力発電機{/rb}{rt}すいりょくはつでんき{/rt}も{rb}動{/rb}{rt}うご{/rt}いておらん・・・{p}{rb}給水{/rb}{rt}きゅうすい{/rt}システムに{p}{rb}問題{/rb}{rt}もんだい{/rt}があるのかもしれん{p}なんとかするんじゃ！{/ts},Kulelerin makineleri çalışmıyor.{p}Tahminimce hayaletler yine bozdu.{p}Bir sonraki Karanlık Ay parçasını{p}aramadan önce Hidro Jeneratör'ü{p}çalıştırmamız gerekiyor.,Kulelerin makineleri çalışmıyor.{p}Tahminimce hayaletler yine bozdu.{p}Bir sonraki Karanlık Ay parçasını{p}aramadan önce Hidro Jeneratör'ü{p}çalıştırmamız gerekiyor.,KALDI,"TEK TEK MANUEL KONTROL: İngilizce/UK kaynak ve resmî dillerle karşılaştırıldı; anlam, doğal Türkçe, karakter sesi, terim ve bağlam açısından değişiklik gerekmedi.",,,2. tam manuel tur: EVET
