Index,Label,English,French,German,Spanish,Italian,Dutch,Portuguese,Russian,Turkish,TR_Notes,Ref_MaxLines,Ref_MaxLinePx,Ref_MaxUtf16Bytes
89,dlg_spotpass_error_01_u,"An error has occurred.
Hold down the POWER Button
to turn off the power, then turn
it on and try again.","Une erreur est survenue.

Maintenez le bouton POWER
enfoncé pour éteindre la console,
puis rallumez-la et réessayez.","Ein Fehler ist aufgetreten.
Halte den POWER-Schalter
gedrückt, um das System auszu-
schalten. Schalte das System dann
wieder ein und versuche es erneut.","Se ha producido un error. 
Mantén pulsado el botón POWER
para apagar la consola. Después,
enciéndela de nuevo y vuelve
a intentarlo.","Si è verificato un errore.
Tieni premuto il pulsante POWER
per spegnere la console.
Riavvia la console e riprova.","Er is een fout opgetreden.
Houd de POWER-knop ingedrukt
om het systeem uit te zetten. Zet
het daarna weer aan en probeer
het nog eens.","Ocorreu um erro.
Pressione o Botão POWER para
desligar a consola. Depois, ligue-a
de novo e volte a tentar.","Произошла ошибка.
Нажми и удерживай кнопку
POWER, чтобы выключить
систему, затем включи ее
и повтори попытку.","Bir hata oluştu.
Kapatmak için POWER Düğmesini
basılı tut, sonra sistemi açıp
yeniden dene.",,5,800,306
90,dlg_spotpass_error_01_02_u,"If the problem persists, please
contact your local customer
support centre.
For contact details, check the
Operations Manual or visit
support.nintendo.com.","Si le problème persiste, contactez
le service consommateurs
Nintendo, dont vous trouverez
les coordonnées dans le mode
d'emploi de la console et
sur le site support.nintendo.","Wenn das Problem bestehen bleibt,
wende dich bitte an die entsprech-
ende Konsumentenberatung.
Die Kontaktdaten findest du in der
Bedienungsanleitung oder unter
support.nintendo.com.","Si el problema continúa, ponte
en contacto con el servicio de
atención al cliente de tu zona.
Consulta el manual o visita
support.nintendo.com para
obtener información de contacto.","Se il problema persiste, contatta
il servizio clienti. Puoi trovare
l'indirizzo e il numero di telefono
nel manuale di istruzioni della
console Nintendo 3DS o nel sito
Internet support.nintendo.com","Neem contact op met de
klantenservice als dit
probleem zich blijft voordoen.
Lees de handleiding of kijk
op support.nintendo.com
voor meer informatie.","Se o problema persistir, contacte
o seu centro de assistência ao
consumidor.
Para informações de contacto,
consulte o manual de instruções
ou visite support.nintendo.com.","Если проблема сохраняется,
обратись в местный центр
технической поддержки
клиентов. Контактная информа-
ция в руководстве пользователя
или на веб-сайте
support.nintendo.com.","Sorun devam ederse bulunduğun
bölgedeki müşteri destek
merkeziyle iletişime geç. İletişim
bilgileri için Kullanım Kılavuzuna
bak veya support.nintendo.com
adresini ziyaret et.",,7,807,396
91,dlg_spotpass_error_02_u,,,,,,,,,,,1,0,2
92,dlg_spotpass_error_03_u,"The server is currently undergoing
maintenance.

Please try again later.","Une opération de maintenance
est en cours sur le serveur.

Réessayez ultérieurement.","Zurzeit werden Wartungsarbeiten
am Server durchgeführt.

Bitte versuche es später erneut.","Se están realizando labores de
mantenimiento en el servidor.

Inténtalo más tarde.","Stiamo eseguendo delle operazioni
di manutenzione sul server.

Riprova più tardi.","Er wordt momenteel onderhoud
gepleegd aan de server.

Probeer het later nog eens.","O servidor está em manutenção.

Tente novamente mais tarde.","В данный момент на сервере
ведутся работы по
техобслуживанию.

Повтори попытку позже.","Sunucuda şu anda bakım yapılıyor.

Lütfen daha sonra tekrar dene.",,5,796,180
93,dlg_spotpass_error_04_u,"The service for this software has
been discontinued. Thank you for
using this service.","Le service pour ce logiciel a été
interrompu. Merci de l'avoir utilisé.","Der Service für diesen Titel wurde
eingestellt.
Vielen Dank, dass du diesen
Service genutzt hast.","El servicio para este programa
ya no está disponible. 
Gracias por tu interés.","Il servizio per questo software non
è più disponibile. Grazie per aver
utilizzato questo servizio.","De dienst voor deze software
is beëindigd. Bedankt dat je
deze dienst hebt gebruikt.","O serviço para esta aplicação
foi cancelado. Obrigado por
utilizar este serviço.","Сервис для этой программы
пока не предоставляется.
Благодарим за пользование этим
сервисом.","Bu yazılımın hizmeti
sona erdi. Hizmetimizi
kullandığın için teşekkürler.",,4,794,198
94,dlg_spotpass_error_05_u,"In order to use this service, a
system update is required.

To perform a system update, select
System Update from Other Settings
in the System Settings.","Une mise à jour de la console est
nécessaire pour utiliser ce service.

Pour la mettre à jour, sélectionnez
Autres paramètres puis Mise à jour
dans les paramètres de la console.","Um diesen Service nutzen
zu können, musst du ein
System-Update durchführen.

Wähle dazu „System-Update“
unter „Allgemeine Einstellungen“
in den Systemeinstellungen.","Es necesario actualizar la consola
para poder usar este servicio.
Para actualizar la consola,
ve al menú de configuración
de la consola, selecciona
""Otras opciones"" y elige
""Actualización"".","Per utilizzare questo servizio, è
necessario aggiornare la console.
Per eseguire l'aggiornamento,
accedi alle Impostazioni della
console, seleziona Impostazioni
generali e quindi Aggiornamento.","Om deze dienst te kunnen
gebruiken moet je een
systeemupdate uitvoeren.
Ga hiervoor naar de
systeeminstellingen en
kies SYSTEEMUPDATE onder
ALGEMENE INSTELLINGEN.","É necessária uma atualização da
consola para utilizar este serviço.

Para atualizar a consola, selecione
Atualização em Outras Definições
nas Definições da Consola.","Для пользования этим сервисом
необходимо обновить систему.

Чтобы выполнить обновление
системы, выбери Обновление
в разделе Прочие настройки
в системных настройках.","Bu hizmeti kullanmak için
sistem güncellemesi gerekiyor.

Güncellemek için Sistem Ayarları
> Diğer Ayarlar bölümünden
Sistem Güncellemesi’ni seç.",,7,802,388
95,dlg_spotpass_error_06_u,"Wireless communication is currently
disabled. 

Please push the wireless switch to
enable wireless communication.","La communication sans
fil est désactivée.

Pour l'activer, poussez le
bouton de communication
sans fil.","Die drahtlose Verbindung ist
derzeit deaktiviert. 

Betätige den WLAN-Schalter,
um die drahtlose Verbindung
zu aktivieren.","La comunicación inalámbrica
está desactivada.

Usa el interruptor de la conexión
inalámbrica para activarla.","La comunicazione wireless
è disattivata.

Attivala utilizzando
l'interruttore wireless.","De draadloze communicatie is
uitgeschakeld.

Schuif de draadloosschakelaar
kort omhoog om de draadloze
communicatie in te schakelen.","A comunicação sem fios
está desativada.

Ligue o interruptor de ligação
sem fios para a ativar.","В данный момент беспроводной
режим отключен.
Пожалуйста, подвинь
переключатель беспроводного
режима вверх, чтобы включить
беспроводной режим.","Kablosuz iletişim şu anda kapalı.

Kablosuz iletişimi açmak için
kablosuz iletişim düğmesini kullan.",,6,815,284
96,dlg_spotpass_error_07_u,"Could not connect to the internet.

Please perform an internet
connection test from within
the System Settings.","La connexion à Internet a échoué.

Accédez aux paramètres Internet
dans les paramètres de la console
et effectuez un test de connexion.","Die Verbindung zum Internet
konnte nicht hergestellt werden.

Führe in den Systemeinstellungen
einen Verbindungstest durch.","No se ha podido establecer
la conexión a internet.

Haz una prueba de conexión
a internet en la configuración
de la consola.","Impossibile collegarsi a Internet.

Verrà eseguita una prova
di connessione a Internet dalle
Impostazioni della console.","Er kan geen verbinding worden
gemaakt met het internet.

Ga naar de systeeminstellingen
en voer een verbindingstest uit.","Não foi possível estabelecer
uma ligação à Internet.

Faça um teste de ligação
à Internet nas Definições
da Consola.","Не удалось подключиться
к Интернету.

Пожалуйста, выполни тест
подключения к Интернету
в системных настройках.","İnternete bağlanılamadı.

Sistem Ayarlarından internet
bağlantı testi yap.",,6,781,272
97,dlg_spotpass_error_08_u,Could not connect to the internet.,La connexion à Internet a échoué.,"Die Verbindung zum Internet
konnte nicht hergestellt werden.","No se ha podido establecer
la conexión a internet.",Impossibile collegarsi a Internet.,"Er kan geen verbinding worden
gemaakt met het internet.","Não foi possível estabelecer
uma ligação à Internet.","Не удалось подключиться
к Интернету.",İnternete bağlanılamadı.,,2,781,122
98,dlg_spotpass_error_09_u,"There may be problems with
the network or the environment.","Il est possible que le réseau
soit surchargé, ou que le signal
soit perturbé.","Möglicherweise gibt es ein
Problem mit dem Netzwerk
oder der Netzwerkumgebung.","Puede haber problemas con
la red o el entorno.","Potrebbero esserci problemi
di rete o nell'area di copertura.","Mogelijk is er een probleem met
het netwerk of de omgeving.","Podem existir problemas
com a rede ou com a ligação.","Проблема может быть в сети или
среде.","Ağda veya bağlantı ortamında
bir sorun olabilir.",,3,777,158
99,dlg_spotpass_error_09_u_00,"To ensure an optimal connection
environment, move closer to the
access point and make sure that
there are no obstructions between
the system and the access point.
If this does not work, please try
again later.","Essayez de vous rapprocher du
point d'accès, et assurez-vous
qu'il n'y a aucun obstacle entre
le point d'accès et la console.
Si le problème persiste,
réessayez ultérieurement.","Um eine optimale Verbindung zu
gewährleisten, versuche es näher
am Access Point erneut. Stelle
sicher, dass sich keine Hindernisse
zwischen System und Access Point
befinden. Kannst du dennoch keine
Verbindung herstellen, versuche es
später erneut.","Para poder establecer la conexión,
acércate al punto de acceso
y asegúrate de que no haya
obstáculos entre este y la
consola. Si esto no funciona,
vuelve a intentarlo más tarde.","Per una connessione ottimale,
avvicinati all'access point e
assicurati che non ci siano ostacoli
tra la console e l'access point.
Se non riesci a eseguire
il collegamento, riprova più tardi.","Om een optimale verbinding te
garanderen moet je dichter naar
het Access Point toe gaan en
zorgen dat er zich geen obstakels
tussen het systeem en het Access
Point bevinden. Als dit niet werkt,
probeer het dan later nog eens.","Para assegurar uma boa ligação,
desloque-se para perto do ponto
de acesso e assegure-se de que
não há obstáculos entre a consola
e o ponto de acesso. Se isto não
resultar, volte a tentar mais tarde.","Для обеспечения оптимальной
среды для подключения подойди
ближе к точке доступа и убедись,
что между системой и точкой
доступа нет препятствий. Если
проблема не устранена, повтори
попытку позже.","Daha iyi bir bağlantı için erişim
noktasına yaklaş ve sistemle
erişim noktası arasında engel
olmadığından emin ol. Olmazsa
daha sonra yeniden dene.",,8,809,496
100,dlg_spotpass_error_10_u,"This may be due to authentication
problems. Open the internet
browser, connect to the internet
and enter the required information
(user name, password, acceptance
of user agreement, etc.).","Il s'agit peut-être d'un
problème d'authentification.
Connectez-vous à Internet
via le navigateur Internet, et
entrez les informations demandées
(nom d'utilisateur, mot de passe,
acceptation de contrat, etc.).","Möglicherweise sind Authentifi-
zierungsprobleme der Grund. Öffne
den Internetbrowser, stelle eine
Verbindung zum Internet her und
gib die benötigten Informationen
(Nutzername, Passwort, Zustim-
mung zu Vertragsbedingungen
usw.) ein.","Esto puede deberse a un
problema de autenticación.
Abre el navegador, conéctate a
internet e introduce la información
necesaria (nombre de usuario,
contraseña, aceptación del
contrato de uso, etcétera).","Potrebbero esserci problemi
di autenticazione. Apri il browser
Internet, collegati a Internet e
inserisci le informazioni necessarie
(nome utente, password,
accettazione dei termini di
utilizzo ecc.).","Dit is mogelijk het gevolg van
authenticatieproblemen. Open
de internetbrowser, maak
verbinding met het internet en
voer de benodigde informatie in
(gebruikersnaam, wachtwoord,
acceptatie van de voorwaarden
enz.).","Isto pode dever-se a problemas de
autenticação. Abra o Navegador de
Internet, ligue-se à Internet e
introduza a informação necessária
(nome de utilizador, palavra-chave,
aceitação dos termos, etc.).
","Это может быть вызвано пробле-
мами проверки подлинности.
Открой интернет-браузер,
подключиcь к Интернету и введи
нужную информацию (имя
пользователя, пароль, принятие
соглашения о пользовании и т.п.).","Kimlik doğrulama sorunu olabilir.
İnternet tarayıcısını açıp internete
bağlan ve gerekli bilgileri
gir (kullanıcı adı, parola, kullanım
koşullarını kabul etme vb.).",,8,808,468
101,dlg_spotpass_error_11_u,"The network may be experiencing
high traffic volumes or the service
may be down. 
Please try again later.","Il est possible que le réseau
soit surchargé, ou que le
service soit interrompu.
Réessayez ultérieurement.","Möglicherweise ist das Netzwerk
ausgelastet oder der Service steht
momentan nicht zur Verfügung.
Bitte versuche es später erneut.","La red puede tener un volumen
de tráfico demasiado elevado
o el servicio puede haberse
interrumpido. Inténtalo más tarde.","Ci potrebbe essere un alto volume
di traffico nella rete o i servizi
online potrebbero essere
momentaneamente interrotti.
Riprova più tardi.","Mogelijk is het netwerk overbelast
of is de dienst niet beschikbaar.
Probeer het later nog eens.","A rede pode estar a registar
tráfego elevado ou o serviço
pode não estar disponível neste
momento. Tente novamente
mais tarde.","Возможно, в сети возникла
перегрузка или сервис
недоступен.
Повтори попытку позже.","Ağ yoğun olabilir veya hizmet
geçici olarak kullanılamıyor olabilir.
Lütfen daha sonra tekrar dene.",,5,779,282
102,dlg_spotpass_error_11_02_u,"This service may not be available
in your current location.","Il se peut que ce service ne
soit pas disponible là où vous
vous trouvez actuellement.","Möglicherweise steht dieser
Service an diesem Ort nicht
zur Verfügung.","Es posible que este servicio
no esté disponible desde
esta ubicación.","Questo servizio potrebbe non
essere disponibile in questa zona.","Deze dienst is mogelijk niet
beschikbaar op je huidige locatie.","Este serviço poderá não estar
disponível na sua localização atual.","Возможно, этот сервис
недоступен там, где ты сейчас
находишься.","Bu hizmet bulunduğun yerde
kullanılamıyor olabilir.",,3,805,174
103,dlg_spotpass_error_12_u,Failed to write downloaded data.,L'écriture des données a échoué.,"Die heruntergeladenen Daten
konnten nicht geschrieben werden.","No se han podido guardar
los datos descargados.",Impossibile salvare i dati scaricati.,"De gedownloade gegevens
kunnen niet worden opgeslagen.","Não foi possível guardar
os dados descarregados.","Не удалось записать загруженные
данные.",İndirilen veriler yazılamadı.,,2,811,124
104,dlg_spotpass_error_13_u,"The SD Card may not be inserted.
Please turn off the power, then
insert an SD Card and try again.","La carte SD n'est peut-être pas
insérée. Éteignez la console,
insérez la carte SD, puis réessayez.","Möglicherweise ist die SD Card
nicht eingesteckt. Bitte schalte
das System aus, stecke eine SD
Card ein und versuche es erneut.","Puede que la tarjeta SD no esté
insertada. Apaga la consola,
inserta una tarjeta SD
e inténtalo de nuevo.","La scheda SD potrebbe non essere
inserita. Spegni la console,
inserisci una scheda SD e riprova.","De SD-kaart is mogelijk niet
ingevoerd. Schakel het systeem
uit, voer een SD-kaart in en
probeer het nog eens.","O Cartão SD pode não estar
inserido. Desligue a consola,
insira o Cartão SD e tente
novamente.","Возможно, не вставлена
карта SD. Выключи систему,
затем вставь карту SD
и повтори попытку.","SD Kart takılı olmayabilir. Sistemi
kapat, SD Kartı tak ve yeniden dene.",,4,809,256
105,dlg_spotpass_error_13_02_u,"The software's extra data may have
been deleted. Please create new
extra data.","Les données additionnelles
liées à ce logiciel ont peut-être
été effacées. Recréez les
données additionnelles.","Möglicherweise wurden die Zusatz-
daten dieser Software gelöscht.
Bitte erstelle neue Zusatzdaten.","Es posible que los datos
adicionales del programa
hayan sido eliminados.
Crea nuevos datos adicionales
para el programa.","I dati aggiuntivi del software
potrebbero essere stati cancellati.
Crea dei nuovi dati aggiuntivi.","De aanvullende gegevens van
de software zijn mogelijk gewist.
Creëer nieuwe aanvullende
gegevens.","Os dados adicionais da aplicação
poderão ter sido apagados.
Crie novos dados adicionais.","Возможно, дополнительные
данные программы были удалены.
Создай новые дополнительные
данные.","Bu yazılımın ek verileri silinmiş olabilir.
Lütfen yeni ek veri oluştur.",,5,805,242
