AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,BtlGuide_08,<0E:0009:0000:0C00>Contact met de vijand,<0E:0009:0000:0C00>Enemy Encounters,<0E:0009:0000:0C00>Engager le combat,<0E:0009:0000:0C00>Feindkontakt,<0E:0009:0000:0C00>Imbattersi nei nemici,<0E:0009:0000:0C00>Enfrentamientos,<0E:0009:0000:0C00>Düşmanla Karşılaşma
,FldGuide_02_1,"<0E:0009:0000:0B00>Herstel je HP en DP voor je de strijd aangaat,
helemaal als je niet veel meer hebt.","<0E:0009:0000:0B00>Be sure to restore your HP and BP before battle
if they are low.","<0E:0009:0000:0B00>Utilisez des objets pour restaurer vos PV
et vos PF avant d'engager un combat.","<0E:0009:0000:0B00>Denke daran, bei Bedarf deine KP und BP mit
Items aufzufüllen, bevor du in den Kampf ziehst!","<0E:0009:0000:0B00>Se hai pochi PV e PF, assicurati di ripristinarli
prima di uno scontro.","<0E:0009:0000:0B00>Asegúrate de restablecer los puntos VIDA
y TÁNDEM antes de un combate si ves que
están muy bajos.","<0E:0009:0000:0B00>Savaştan önce HP'n veya BP'n düşükse
mutlaka yenile."
,menu_bgm_title_77,<0E:0009:0000:0C00>Strijd tegen Cackletta DX,<0E:0009:0000:0C00>Showdown with Cackletta! DX,"<0E:0009:0000:0C00>Graguémona, la confrontation - DX",<0E:0009:0000:0C00>Endkampf mit Lugmilla! -DX-,<0E:0009:0000:0C00>Sfida alla Strega Ghignarda DX,<0E:0009:0000:0C00>Contra la bruja Jijí (deluxe),<0E:0009:0000:0C00>Cackletta ile Hesaplaşma! DX
,menu_rem_equip_exp,<0E:0009:0000:0500>Voorwerp in gebruik verwijderen,<0E:0009:0000:0500>Remove equipped item,<0E:0009:0000:0500>Retirez un objet équipé.,<0E:0009:0000:0500>Ausrüstung wird entfernt.,<0E:0009:0000:0500>Rimuovi oggetto equipaggiato.,<0E:0009:0000:0500>Deja de usar un objeto que tienes equipado.,<0E:0009:0000:0500>Takılı eşyayı çıkar
,menu_scenario_next_24,"<0E:0009:0000:0600>Ga met Peach naar Klein Zwamdorp, door de
vallei ten noorden van het Booninklijk kasteel.","<0E:0009:0000:0600>Head to Little Fungitown with Princess Peach.
It's through the valley above Beanbean Castle.","<0E:0009:0000:0600>Traversez la vallée au-dessus du Château
de Végésia pour accompagner la Princesse
Peach à LittleToad.","<0E:0009:0000:0600>Auf mit Peach nach Little Toad Town! Der Weg
führt durch das Tal oberhalb Schloss Bohnias.","<0E:0009:0000:0600>Vai a Toadopoli con la Principessa Peach.
Dovrai attraversare la valle al di sopra
del Castello di Fagiolandia.","<0E:0009:0000:0600>Mario y Luigi acompañan a la princesa Peach
a Lili-Champiñón por el valle situado sobre
el Castillo Judía.","<0E:0009:0000:0600>Prenses Peach'le Minik Mantarkent'e git.
Fasulya Kalesi'nin kuzeyindeki vadiden geç."
,menu_stamp_l_pnl_01_02,"<0E:0009:0000:0300>Houd een Peach-amiibo tegen het <0E:0000:0003:4ED4FFFF>onderste
scherm <0E:0000:0003:E6E6E6FF>aan om een stempel te zetten.",<0E:0009:0000:0300>Touch a Peach amiibo to the <0E:0000:0003:4ED4FFFF>bottom screen<0E:0000:0003:E6E6E6FF> to stamp.,<0E:0009:0000:0300>Touchez l'<0E:0000:0003:4ED4FFFF>écran tactile<0E:0000:0003:E6E6E6FF> avec un amiibo Peach.,"<0E:0009:0000:0300>Berühre zum Stempeln mit einem
Peach-amiibo den <0E:0000:0003:4ED4FFFF>Touchscreen<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0300>Tocca lo <0E:0000:0003:4ED4FFFF>schermo inferiore<0E:0000:0003:E6E6E6FF> con un amiibo di Peach.,"<0E:0009:0000:0300>Acerca un amiibo de Peach a la <0E:0000:0003:4ED4FFFF>pantalla táctil<0E:0000:0003:E6E6E6FF>
para poner un sello.",<0E:0009:0000:0300>Damga basmak için Peach amiibo'yu <0E:0000:0003:4ED4FFFF>alt ekrana<0E:0000:0003:E6E6E6FF> dokundur.
,shop_price,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Prijs<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Cost<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Prix<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Preis<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Costo<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Precio<0E:0000:0003:373737FF>,<0E:0009:0000:0500><0E:0000:0003:E6E6E6FF>Fiyat<0E:0000:0003:373737FF>
,BrosAtk_01_A_0,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>voordat Luigi op Mario springt.
Hiermee kun je twee vijanden aanvallen.","<0E:0009:0000:0B00>This move can hit two enemies. Press the
<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Button before Luigi jumps on Mario.","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>avant que Luigi ne saute
sur Mario. Cette attaque peut viser
deux ennemis à la fois.","<0E:0009:0000:0B00>Drücke <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, bevor Luigi auf Mario springt und
greife zwei Gegner gleichzeitig an.","<0E:0009:0000:0B00>Premi <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>prima che Luigi ricada su Mario.
Questo attacco può colpire due nemici.","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>antes de que Luigi salte sobre Mario.
Este ataque permite golpear a dos enemigos.","<0E:0009:0000:0B00>Bu hareket iki düşmana vurabilir. Luigi Mario'nun
üzerine atlamadan önce <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>Düğmesine bas."
,BrosAtk_03_A_2,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> elke keer dat Luigi's hamer
op het punt staat Mario te raken.","<0E:0009:0000:0B00>Press the <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> Button whenever Luigi's
swings are about to hit Mario!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>au moment où le marteau
de Luigi s'apprête à frapper son frère.","<0E:0009:0000:0B00>Just wenn Luigi Klein-Mario mit dem
Hammer trifft, drückst du dann <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Poi, quando una martellata di Luigi sta
per colpire Mario, premi <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>!","<0E:0009:0000:0B00>Cuando Luigi esté a punto de golpear a Mario
con el martillo, pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>.","<0E:0009:0000:0B00>Luigi'nin Çekici Mario'ya değmek üzereyken
<0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> Düğmesine bas!"
,BtlGuide_09,"<0E:0009:0000:0C00>De basis 5: eigenschappen
",<0E:0009:0000:0C00>Basics #5: Status Attributes,<0E:0009:0000:0C00>Bases ⑤ : statut,<0E:0009:0000:0C00>Grundlagen ⑤: Status,<0E:0009:0000:0C00>Le basi #5: le caratteristiche,<0E:0009:0000:0C00>Fundamentos 5: Características,<0E:0009:0000:0C00>Temeller #5: Durum Özellikleri
,ChibiHam_06,<0E:0009:0000:0C00>Kleine Mario,<0E:0009:0000:0C00>Mini Hammer,<0E:0009:0000:0C00>Petit Mario,<0E:0009:0000:0C00>Klein-Mario,<0E:0009:0000:0C00>Piccolo Mario,<0E:0009:0000:0C00>Peque Mario,<0E:0009:0000:0C00>Mini Çekiç
,FldGuide_02_2,"<0E:0009:0000:0B00>Er zijn voorwerpen die je alleen tijdens
gevechten kunt gebruiken. Bekijk altijd nieuwe
voorwerpen om er meer over te weten te komen.","<0E:0009:0000:0B00>There are certain items that can only be used
in battle. Check out new items as you receive
them to learn more.","<0E:0009:0000:0B00>Certains objets ne s'utilisent qu'en
situation de combat. Consultez
l'inventaire régulièrement !","<0E:0009:0000:0B00>Manche Items können nur im Kampf verwendet
werden. Überprüfe regelmäßig dein Inventar, um
mehr über neu erhaltene Items zu erfahren!","<0E:0009:0000:0B00>Alcuni strumenti possono essere usati solo
in battaglia. Per saperne di più, ispeziona
gli strumenti via via che li trovi.","<0E:0009:0000:0B00>Algunos objetos solo se pueden utilizar
en combate. Cuando consigas alguno nuevo,
consulta el inventario para aprender a usarlo.","<0E:0009:0000:0B00>Bazı eşyalar yalnızca savaşta kullanılabilir.
Yeni eşya aldığında ne işe yaradığını görmek için
mutlaka kontrol et."
,menu_bgm_title_20,<0E:0009:0000:0C00>G-G-Gevaar!,<0E:0009:0000:0C00>Danger Abounds!,<0E:0009:0000:0C00>Danger en vue !,<0E:0009:0000:0C00>G-G-G-Gefahr!,<0E:0009:0000:0C00>P-p-p-pericolo!,<0E:0009:0000:0C00>¡P-p-peligro!,<0E:0009:0000:0C00>Her Yer Tehlike!
,menu_bgm_title_78,<0E:0009:0000:0C00>Winnen en dansen DX,<0E:0009:0000:0C00>Win & Dance DX,<0E:0009:0000:0C00>La danse de la victoire - DX,<0E:0009:0000:0C00>Siegtänzchen -DX-,<0E:0009:0000:0C00>Vittoria & Danza DX,<0E:0009:0000:0C00>Bailar y ganar (deluxe),<0E:0009:0000:0C00>Kazan ve Dans Et DX
,menu_scenario_next_25,"<0E:0009:0000:0600>Rust uit en kijk dan eens rond in
Klein Zwamdorp.","<0E:0009:0000:0600>Take a look around Little Fungitown
after you've taken a rest.","<0E:0009:0000:0600>Quand vous serez reposés,
faites un tour dans LittleToad.","<0E:0009:0000:0600>Sieh dich nach einer Verschnaufpause
ein wenig in Little Toad Town um.","<0E:0009:0000:0600>Dopo aver riposato un po',
fai un giretto a Toadopoli.","<0E:0009:0000:0600>Cuando los héroes descansen, tienen pensado
darse una vuelta por Lili-Champiñón.","<0E:0009:0000:0600>Biraz dinlendikten sonra Minik Mantarkent'i
gezip dolaş."
,menu_stamp_l_pnl_01_03,"<0E:0009:0000:0300>Houd een Yoshi-amiibo tegen het <0E:0000:0003:4ED4FFFF>onderste
scherm <0E:0000:0003:E6E6E6FF>aan om een stempel te zetten.",<0E:0009:0000:0300>Touch a Yoshi amiibo to the <0E:0000:0003:4ED4FFFF>bottom screen<0E:0000:0003:E6E6E6FF> to stamp.,<0E:0009:0000:0300>Touchez l'<0E:0000:0003:4ED4FFFF>écran tactile<0E:0000:0003:E6E6E6FF> avec un amiibo Yoshi.,"<0E:0009:0000:0300>Berühre zum Stempeln mit einem
Yoshi-amiibo den <0E:0000:0003:4ED4FFFF>Touchscreen<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0300>Tocca lo <0E:0000:0003:4ED4FFFF>schermo inferiore<0E:0000:0003:E6E6E6FF> con un amiibo di Yoshi.,"<0E:0009:0000:0300>Acerca un amiibo de Yoshi a la <0E:0000:0003:4ED4FFFF>pantalla táctil<0E:0000:0003:E6E6E6FF>
para poner un sello.",<0E:0009:0000:0300>Damga basmak için Yoshi amiibo'yu <0E:0000:0003:4ED4FFFF>alt ekrana<0E:0000:0003:E6E6E6FF> dokundur.
,BrosAtk_01_A_1,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>voordat je de grond raakt
om een hoge sprong uit te voeren.","<0E:0009:0000:0B00>Press the <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Button before hitting the ground
to perform a big jump!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>avant de toucher le sol
pour effectuer un saut impressionnant !","<0E:0009:0000:0B00>Drückst du kurz vor der Landung auf dem Boden
<0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, vollführst du einen großen Sprung.","<0E:0009:0000:0B00>Premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>prima di ricadere a terra per
eseguire un gran salto!","<0E:0009:0000:0B00>Antes de caer al suelo, pulsa <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>
para efectuar un salto potente.","<0E:0009:0000:0B00>Yere inmeden hemen önce <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>Düğmesine basarak
kocaman bir zıplayış yap!"
,BrosAtk_03_A_3,"<0E:0009:0000:0B00>Mario stuitert terug als hij een vijand raakt.
Luigi kan Mario dan nog een keer slaan.","<0E:0009:0000:0B00>Mario will bounce back when he hits a foe.
Luigi can then knock Mario into the foe again.","<0E:0009:0000:0B00>Mario rebondit après avoir touché un ennemi.
Luigi peut alors le renvoyer contre sa cible
pour qu'il continue à lui infliger des dégâts.","<0E:0009:0000:0B00>Mini-Mario prallt von getroffenen Gegnern ab,
Luigi kann ihn dann erneut wegschlagen...","<0E:0009:0000:0B00>Dopo aver colpito un nemico, Mario rimbalzerà
indietro e Luigi potrà continuare a ribatterlo.","<0E:0009:0000:0B00>Mario saldrá rebotado al impactar
contra el enemigo, y Luigi podrá
seguir golpeándolo.","<0E:0009:0000:0B00>Mario düşmana çarpınca geri seker. Luigi de
Mario'yu tekrar düşmana doğru vurabilir."
,SoloHammer_M_00,<0E:0009:0000:0C00>HAMER,<0E:0009:0000:0C00>HAMMER,<0E:0009:0000:0C00>Marteau,<0E:0009:0000:0C00>Hammer,<0E:0009:0000:0C00>Martello,<0E:0009:0000:0C00>Martillo,<0E:0009:0000:0C00>ÇEKİÇ
,menu_bgm_title_21,<0E:0009:0000:0C00>Woehoeniversiteit,<0E:0009:0000:0C00>Woohoo Hooniversity,<0E:0009:0000:0C00>Hahadémie,<0E:0009:0000:0C00>Lachhochschulhymne,<0E:0009:0000:0C00>Accademia Crepapelle,<0E:0009:0000:0C00>La Academia Jajá,<0E:0009:0000:0C00>Hahademi
,menu_bgm_title_79,<0E:0009:0000:0C00>Een schepje erbovenop,<0E:0009:0000:0C00>Let's Kick it into High Gear!,<0E:0009:0000:0C00>Barils à la file,<0E:0009:0000:0C00>Fassung bewahren!,<0E:0009:0000:0C00>Magazzinieri d'eccezione,<0E:0009:0000:0C00>Barriles en línea,<0E:0009:0000:0C00>Vitesi Yükselt!
,menu_scenario_next_26,"<0E:0009:0000:0600>Dit is een klusje dat Luigi alleen moet
opknappen! Gaat hij het redden in zijn eentje?","<0E:0009:0000:0600>It's all up to Luigi now! Will he be able to
pull through all by himself?","<0E:0009:0000:0600>Tout repose maintenant sur les épaules
de Luigi ! Va-t-il se montrer à la hauteur ?","<0E:0009:0000:0600>Alles hängt nun von Luigi ab!
Wird er es alleine schaffen?","<0E:0009:0000:0600>Ora è tutto in mano a Luigi!
Riuscirà a cavarsela solo soletto?","<0E:0009:0000:0600>¡Ahora queda todo en manos de Luigi!
¿Logrará apañárselas sin su querido hermano?","<0E:0009:0000:0600>Artık her şey Luigi'ye bağlı! Tek başına
bunun üstesinden gelebilecek mi?"
,menu_stamp_l_pnl_01_04,"<0E:0009:0000:0300>Houd een Toad-amiibo tegen het <0E:0000:0003:4ED4FFFF>onderste
scherm <0E:0000:0003:E6E6E6FF>aan om een stempel te zetten.",<0E:0009:0000:0300>Touch a Toad amiibo to the <0E:0000:0003:4ED4FFFF>bottom screen<0E:0000:0003:E6E6E6FF> to stamp.,<0E:0009:0000:0300>Touchez l'<0E:0000:0003:4ED4FFFF>écran tactile<0E:0000:0003:E6E6E6FF> avec un amiibo Toad.,"<0E:0009:0000:0300>Berühre zum Stempeln mit einem
Toad-amiibo den <0E:0000:0003:4ED4FFFF>Touchscreen<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0300>Tocca lo <0E:0000:0003:4ED4FFFF>schermo inferiore<0E:0000:0003:E6E6E6FF> con un amiibo di Toad.,"<0E:0009:0000:0300>Acerca un amiibo de Toad a la <0E:0000:0003:4ED4FFFF>pantalla táctil<0E:0000:0003:E6E6E6FF>
para poner un sello.",<0E:0009:0000:0300>Damga basmak için Toad amiibo'yu <0E:0000:0003:4ED4FFFF>alt ekrana<0E:0000:0003:E6E6E6FF> dokundur.
,BrosAtk_01_A_2,"<0E:0009:0000:0B00>Door in de juiste volgorde op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>→ <0E:0000:0003:FF4343FF>
<0E:0000:0003:E6E6E6FF>te drukken, kun je een <0E:0000:0003:E6E6E6FF>Perfect<0E:0000:0003:E6E6E6FF> scoren.","<0E:0009:0000:0B00>Get an Excellent rating by jumping on enemies
using <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>→<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>in the correct order!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>et <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>dans le bon ordre
au moment de la réception des sauts
pour obtenir la mention Excellent.","<0E:0009:0000:0B00>Wenn du beim Sprung auf Gegner <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>und <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>in
richtiger Reihenfolge drückst: Exzellent!","<0E:0009:0000:0B00>E per ottenere un ""Fantastico!"", salta sui
nemici premendo <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>→ <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>nell'ordine giusto!","<0E:0009:0000:0B00>Si pulsas <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF> y <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>en el orden correcto,
lograrás un ataque Excelente.","<0E:0009:0000:0B00>Düşmanların üstüne zıplarken <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>→<0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>sırasını
doğru uygularsan Mükemmel derece alırsın!"
,BrosAtk_03_A_4,"<0E:0009:0000:0B00>Druk op <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>als Mario een vijand raakt.
Druk op <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>om hem nogmaals weg te slaan.","<0E:0009:0000:0B00>Press <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>when Mario smashes into a foe.
Press <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>to hit him again when he returns!","<0E:0009:0000:0B00>Appuyez sur <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>lorsque Mario touche un ennemi.
Appuyez ensuite sur <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>pour le frapper à
nouveau au retour !","<0E:0009:0000:0B00>Drücke <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, wenn Mario einen Gegner trifft, und
<0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, um erneut zu treffen, wenn er wiederkommt!","<0E:0009:0000:0B00>Quando Mario sbatte contro un nemico, premi <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>.
Quando torna indietro, premi <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>per ribatterlo!","<0E:0009:0000:0B00>Pulsa <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>justo cuando Mario impacte
contra el objetivo. Cuando vuelva,
¡pulsa <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>para golpearlo de nuevo!","<0E:0009:0000:0B00>Mario düşmana çarptığı anda <0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF>tuşuna bas.
Geri döndüğünde ona tekrar vurmak için <0E:0000:0003:00BB27FF> <0E:0000:0003:E6E6E6FF>tuşuna bas!"
,BtlGuide_13_0,"<0E:0009:0000:0B00>In de <0E:0000:0003:2C64FFFF>makkelijke stand <0E:0000:0003:E6E6E6FF>zijn Mario
en Luigi sterker, en zijn vijanden
makkelijker te verslaan.","<0E:0009:0000:0B00>If you select <0E:0000:0003:2C64FFFF>Easy Mode<0E:0000:0003:E6E6E6FF>, Mario and Luigi will
become stronger, and enemies will be easier
to defeat.","<0E:0009:0000:0B00>En <0E:0000:0003:2C64FFFF>mode facile<0E:0000:0003:E6E6E6FF>, vos personnages sont plus
puissants qu'en mode normal, tandis que
vos adversaires sont plus faibles.","<0E:0009:0000:0B00>Im <0E:0000:0003:2C64FFFF>Leichten Modus <0E:0000:0003:E6E6E6FF>sind Mario und Luigi
stärker und deine Gegner schwächer als
normalerweise.","<0E:0009:0000:0B00>Se selezioni la <0E:0000:0003:2C64FFFF>modalità facile<0E:0000:0003:E6E6E6FF>, Mario e Luigi
diventeranno più forti e i nemici saranno più
facili da sconfiggere.","<0E:0009:0000:0B00>Si seleccionas el <0E:0000:0003:2C64FFFF>modo fácil<0E:0000:0003:E6E6E6FF>, Mario y Luigi
serán más fuertes y los enemigos serán
más fáciles de derrotar.","<0E:0009:0000:0B00><0E:0000:0003:2C64FFFF>Kolay Mod<0E:0000:0003:E6E6E6FF>u seçersen Mario ve Luigi güçlenir,
düşmanları yenmek de kolaylaşır."
,SpinJump_05,<0E:0009:0000:0C00>Draaisprong,<0E:0009:0000:0C00>Spin Jump,<0E:0009:0000:0C00>Saut en vrille,<0E:0009:0000:0C00>Wirbelsprung,<0E:0009:0000:0C00>Salto Avvitato,<0E:0009:0000:0C00>Salto giro,<0E:0009:0000:0C00>Dönerek Zıplama
,menu_bgm_title_22,<0E:0009:0000:0C00>Een andere hemel voor Toads,<0E:0009:0000:0C00>Another Sky for Toads,<0E:0009:0000:0C00>Nouveaux horizons pour les Toads,<0E:0009:0000:0C00>Für die Toads geht's hoch hinaus!,<0E:0009:0000:0C00>L'altra metà del cielo dei Toad,<0E:0009:0000:0C00>Un cielo lleno de Toads,<0E:0009:0000:0C00>Toad'lara Başka Bir Gökyüzü
,menu_scenario_next_27,"<0E:0009:0000:0600>Zoek de stukken van de boonster. Begin
met het stuk dat in het Grollendal is gevallen.","<0E:0009:0000:0600>Look for the pieces of the shattered Beanstar.
Start with the one that fell into Teehee Valley.","<0E:0009:0000:0600>Cherchez les fragments dispersés de la
Végétoile en commençant par celui qui
est tombé dans la Vallée Hihi.","<0E:0009:0000:0600>Finde die Sternbohnen-Fragmente.
Beginne mit dem Stück im Gröhltal.","<0E:0009:0000:0600>Cerca i quattro pezzi del Fagiolo Stella infranto.
Inizia da quello precipitato a Val Sorriso.","<0E:0009:0000:0600>Busca los trozos de la Judía Estelar.
Empieza por el que cayó en el valle Jejé.","<0E:0009:0000:0600>Dağılan Fasulya Yıldızı parçalarını ara.
Önce Kıkır Vadisi'ne düşen parçadan başla."
,menu_stamp_l_pnl_01_05,"<0E:0009:0000:0300>Houd een Bowser-amiibo tegen het <0E:0000:0003:4ED4FFFF>onderste
scherm <0E:0000:0003:E6E6E6FF>aan om een stempel te zetten.",<0E:0009:0000:0300>Touch a Bowser amiibo to the <0E:0000:0003:4ED4FFFF>bottom screen<0E:0000:0003:E6E6E6FF> to stamp.,<0E:0009:0000:0300>Touchez l'<0E:0000:0003:4ED4FFFF>écran tactile<0E:0000:0003:E6E6E6FF> avec un amiibo Bowser.,"<0E:0009:0000:0300>Berühre zum Stempeln mit einem
Bowser-amiibo den <0E:0000:0003:4ED4FFFF>Touchscreen<0E:0000:0003:E6E6E6FF>.",<0E:0009:0000:0300>Tocca lo <0E:0000:0003:4ED4FFFF>schermo inferiore<0E:0000:0003:E6E6E6FF> con un amiibo di Bowser.,"<0E:0009:0000:0300>Acerca un amiibo de Bowser a la <0E:0000:0003:4ED4FFFF>pantalla táctil<0E:0000:0003:E6E6E6FF>
para poner un sello.",<0E:0009:0000:0300>Damga basmak için Bowser amiibo'yu <0E:0000:0003:4ED4FFFF>alt ekrana<0E:0000:0003:E6E6E6FF> dokundur.
,BrosAtk_03_A_5,"<0E:0009:0000:0B00><0E:0000:0003:FF4343FF> <0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF> <0E:0000:0003:FF4343FF> <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Als je dit vijf keer doet, scoor je
een <0E:0000:0003:E6E6E6FF>Perfect<0E:0000:0003:E6E6E6FF>. Let op, het gaat steeds sneller!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Do this successfully five times for
an Excellent! Note that the speed gets faster!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Exécutez cette séquence cinq
fois pour obtenir la mention Excellent, sachant
que le rythme s'accélère au fur et à mesure !","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:FF4343FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>: Kannst du den schneller werdenden
Rhythmus 5-mal treffen, gibt's ein Exzellent!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Ripeti la sequenza con successo
per cinque volte e otterrai un ""Fantastico!""
Fai attenzione: la velocità aumenta!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF>, <0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Si repites la secuencia cinco
veces, efectuarás un ataque Excelente,
¡pero recuerda que el ritmo se acelera!","<0E:0009:0000:0B00><0E:0000:0003:FF4343FF><0E:0000:0003:E6E6E6FF><0E:0000:0003:00BB27FF><0E:0000:0003:FF4343FF><0E:0000:0003:00BB27FF><0E:0000:0003:E6E6E6FF>... Bunu beş kez başarıyla yaparsan
Mükemmel! Dikkat, tempo gittikçe hızlanır!"
