AltDosya,Etiket,EU_du,EU_en,EU_fr,EU_ge,EU_it,EU_sp,TR
,E_Badge48,<0E:0009:0000:0500>Verhoogt je SNELH als LICHTGEWICHT.,<0E:0009:0000:0500>Increases your SPEED when affected by LIGHT G.,<0E:0009:0000:0500>Augmente la VIT. en situation de faible gravité.,<0E:0009:0000:0500>Macht bei LEICHTKRAFT schneller.,<0E:0009:0000:0500>Aumenta la VEL durante lo stato TOGLI GRAVITÀ.,<0E:0009:0000:0500>Aumenta tu VELOCIDAD en GRAVEDAD LIGERA.,<0E:0009:0000:0500>HAFİF G etkisindeyken HIZ değerini artırır.
,E_EvItem16,<0E:0009:0000:0500>Een felblauw ei van een Yoshi.,<0E:0009:0000:0500>A bright blue egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon bleu pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes blaues Yoshi-Ei,<0E:0009:0000:0500>Un uovo blu deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak mavi yumurta.
,E_Wear16,"<0E:0009:0000:0500>Hoe meer paddenstoelen, hoe meer te gekke treffers.",<0E:0009:0000:0500>Your luck equals your Mushroom count.,<0E:0009:0000:0500>Plus de champis = plus de chance.,<0E:0009:0000:0500>Mehr Pilze = Mehr Glück.,<0E:0009:0000:0500>Più Funghi vuol dire più fortuna!,"<0E:0009:0000:0500>Cuantos más champiñones lleves encima,
más probabilidades tendrás de asestar
golpes SUERTE.","<0E:0009:0000:0500>Şansın, taşıdığın Mantar sayısına eşit olur."
,F_Badge24,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>tankbadges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tank Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges cuirasse<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Panzerorden <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Panzer<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Tanque <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tank Rozetleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear54,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>ヨビウェア４<0E:0000:0003:E6E6E6FF>はいっぱいです！,<0E:0009:0000:0D00><0E:0000:0003:4ED4FFFF>Yedek Kıyafet 4<0E:0000:0003:E6E6E6FF> dolu!
,N_Badge23,<0E:0009:0000:0C00>Generaalsbadge,<0E:0009:0000:0C00>General Badge,<0E:0009:0000:0C00>Badge président,<0E:0009:0000:0C00>Brüderchen,<0E:0009:0000:0C00>Presidentessera,<0E:0009:0000:0C00>Medalla Presi,<0E:0009:0000:0C00>General Rozeti
,Ns_Badge10,<0E:0009:0000:0C00>Mari-Lui-badges,<0E:0009:0000:0C00>Mari-Lui Badges,<0E:0009:0000:0C00>Badges Mari-Lui,<0E:0009:0000:0C00>Maruigi-Orden,<0E:0009:0000:0C00>Tessere M&L,<0E:0009:0000:0C00>Medallas MariLui,<0E:0009:0000:0C00>Mari-Lui Rozetleri
,Ns_Template,<0E:0009:0000:0400><0E:0003:0001:000000000000> × <0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000>×<0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000>×<0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000> × <0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000>×<0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000> × <0E:0003:0000:000000000100>,<0E:0009:0000:0400><0E:0003:0001:000000000000>×<0E:0003:0000:000000000100>
,Ns_Wear49,<0E:0009:0000:0C00>Afweerbroeken,<0E:0009:0000:0C00>Guard Slacks,<0E:0009:0000:0C00>Pantalons de parade,<0E:0009:0000:0C00>Verteidigungshosen,<0E:0009:0000:0C00>Pantaloni Emergenza,<0E:0009:0000:0C00>Pantalones bloqueo,<0E:0009:0000:0C00>Koruma Pantolonu
,E_AhaSt,<0E:0009:0000:0500>Buono Boono-melange: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> HP,<0E:0009:0000:0500>Starbeans blend: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> HP,<0E:0009:0000:0500>Mélange de pois : + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> PV.,<0E:0009:0000:0500>KP plus <0E:0000:0003:2C64FFFF>zwei<0E:0000:0003:373737FF>,<0E:0009:0000:0500>Miscela del Bar del Fagiolo Stella: + <0E:0000:0003:2C64FFFF>2 <0E:0000:0003:373737FF>PV,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> VIDA,<0E:0009:0000:0500>Yıldızfasulye harmanı: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> HP
,E_Badge49,"<0E:0009:0000:0500>Vergroot de kracht van de aanval
waar je het gevecht mee begint.",<0E:0009:0000:0500>Strengthens battle initiation attacks.,"<0E:0009:0000:0500>Augmente les dégâts infligés d'emblée
lorsque vous initiez le combat.",<0E:0009:0000:0500>Verstärkt Angriffe zu Kampfbeginn.,<0E:0009:0000:0500>Potenzia gli attacchi di inizio scontro.,<0E:0009:0000:0500>Potencia los ataques de inicio de combate.,<0E:0009:0000:0500>Savaşı başlatan ilk saldırıları güçlendirir.
,E_EvItem17,<0E:0009:0000:0500>Een felrood ei van een Yoshi.,<0E:0009:0000:0500>A bright red egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon rouge pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes rotes Yoshi-Ei,<0E:0009:0000:0500>Un uovo rosso deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak kırmızı yumurta.
,E_Wear17,<0E:0009:0000:0500>Je bent eerder dan Mario aan de beurt!,<0E:0009:0000:0500>These let you move before Mario!,<0E:0009:0000:0500>Permet d'attaquer juste avant Mario.,<0E:0009:0000:0500>Ermöglicht Aktion noch vor Mario.,<0E:0009:0000:0500>Con questi ci si muove prima di Mario.,<0E:0009:0000:0500>Podrás moverte más rápido que Mario.,<0E:0009:0000:0500>Bunlarla Mario'dan önce hareket edersin!
,F_1upKinokodx,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>1UP-paddenstoelen+<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>1-Up Supers <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Champis 1UP DX <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>1-Up-Pilze DX<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Funghi Vita<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Champiñones cura <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>1-Up Süperleri <0E:0000:0003:E6E6E6FF>dolu!
,F_Badge25,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>schoolwapens<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>School Emblems <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Emblèmes d'école<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Schul-Embleme <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Diploma<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Colegial <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Okul Amblemleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge24,<0E:0009:0000:0C00>Tankbadge,<0E:0009:0000:0C00>Tank Badge,<0E:0009:0000:0C00>Badge cuirasse,<0E:0009:0000:0C00>Panzerorden,<0E:0009:0000:0C00>Tessera Panzer,<0E:0009:0000:0C00>Medalla Tanque,<0E:0009:0000:0C00>Tank Rozeti
,N_GoldenKinoko,<0E:0009:0000:0C00>Gouden paddenstoel,<0E:0009:0000:0C00>Golden Mushroom,<0E:0009:0000:0C00>Champi or,<0E:0009:0000:0C00>Gold-Pilz,<0E:0009:0000:0C00>Fungo d'Oro,<0E:0009:0000:0C00>Champiñón dorado,<0E:0009:0000:0C00>Altın Mantar
,N_Kinoko,<0E:0009:0000:0C00>Paddenstoel,<0E:0009:0000:0C00>Mushroom,<0E:0009:0000:0C00>Champignon,<0E:0009:0000:0C00>Pilz,<0E:0009:0000:0C00>Fungo,<0E:0009:0000:0C00>Champiñón,<0E:0009:0000:0C00>Mantar
,Ns_Badge11,<0E:0009:0000:0C00>Spierballenbadges,<0E:0009:0000:0C00>Muscle Badges,<0E:0009:0000:0C00>Badges muscle,<0E:0009:0000:0C00>Konter-Pilze,<0E:0009:0000:0C00>Tessere Fungo,<0E:0009:0000:0C00>Medallas Defensa,<0E:0009:0000:0C00>Kas Rozetleri
,Ns_SuperSyrup,<0E:0009:0000:0C00>Supersiroop,<0E:0009:0000:0C00>Super Syrups,<0E:0009:0000:0C00>Super sirops,<0E:0009:0000:0C00>Super-Sirupe,<0E:0009:0000:0C00>Supersciroppi,<0E:0009:0000:0C00>Superjarabes,<0E:0009:0000:0C00>Süper Şuruplar
,E_EvItem18,<0E:0009:0000:0500>Een felgroen ei van een Yoshi.,<0E:0009:0000:0500>A bright green egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon vert pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes grünes Yoshi-Ei,<0E:0009:0000:0500>Un uovo verde deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak yeşil yumurta.
,E_Wear18,"<0E:0009:0000:0500>Als er nog maar één broer over is in een
gevecht, geven deze jeans hem extra kracht!",<0E:0009:0000:0500>Jeans that power up the last Bro. standing!,"<0E:0009:0000:0500>Renforce un combattant dont le frère
d'armes a perdu connaissance.",<0E:0009:0000:0500>Stärkt den noch im Kampf verbliebenen Bruder.,<0E:0009:0000:0500>Potenziano l'ultimo fratello rimasto in piedi!,"<0E:0009:0000:0500>Vaquero elegante para los más clásicos.
Te potencia si tu hermano cae en combate.",<0E:0009:0000:0500>Ayakta kalan son Kardeşi güçlendiren kot!
,Ew_NO_BADGE,<0E:0009:0000:0500>SNELH+ zonder badges,<0E:0009:0000:0500>SPEED Up Badgeless,"<0E:0009:0000:0500>Pas de badge, plus de VIT.",<0E:0009:0000:0500>Hoch-GES.-Ordenlos,<0E:0009:0000:0500>Velocità + Senza Tessera,"<0E:0009:0000:0500>Sin medallas, sube VELOCIDAD.",<0E:0009:0000:0500>Rozetsiz HIZ Artışı
,F_Badge26,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bestendige badges<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Steady Badges <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges à lauréat<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Permanentos <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Laurea<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Emblemas Escolar <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Sağlam Rozetler <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge25,<0E:0009:0000:0C00>Schoolwapen,<0E:0009:0000:0C00>School Emblem,<0E:0009:0000:0C00>Emblème d'école,<0E:0009:0000:0C00>Schul-Emblem,<0E:0009:0000:0C00>Tessera Diploma ,<0E:0009:0000:0C00>Medalla Colegial,<0E:0009:0000:0C00>Okul Amblemi
,Ns_Badge12,<0E:0009:0000:0C00>Stekelbadges AA,<0E:0009:0000:0C00>Spiny Badges AA,<0E:0009:0000:0C00>Badges pics AA,<0E:0009:0000:0C00>Stachelkiller AA,<0E:0009:0000:0C00>Tessere Spina AA,<0E:0009:0000:0C00>Medallas Lima ++,<0E:0009:0000:0C00>Diken Rozetleri AA
,E_EvItem19,<0E:0009:0000:0500>Een felgeel ei van een Yoshi.,<0E:0009:0000:0500>A bright yellow egg laid by a Yoshi.,<0E:0009:0000:0500>Un œuf néon jaune pondu par les Yoshis.,<0E:0009:0000:0500>Strahlendes gelbes Yoshi-Ei,<0E:0009:0000:0500>Un uovo giallo deposto da uno Yoshi,<0E:0009:0000:0500>Brillante huevo que ponen los Yoshis.,<0E:0009:0000:0500>Bir Yoshi'nin yumurtladığı parlak sarı yumurta.
,E_GeraSt,<0E:0009:0000:0500>Buono Boono-melange: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> SNELH,<0E:0009:0000:0500>Starbeans blend: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> SPEED,<0E:0009:0000:0500>Breuvage : + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> pts VIT.,<0E:0009:0000:0500>GES. plus <0E:0000:0003:2C64FFFF>zwei<0E:0000:0003:373737FF>,<0E:0009:0000:0500>Miscela del Bar del Fagiolo Stella: + <0E:0000:0003:2C64FFFF>2 <0E:0000:0003:373737FF>VEL,<0E:0009:0000:0500> + <0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> puntos VELOCIDAD,<0E:0009:0000:0500>Yıldızfasulye harmanı: +<0E:0000:0003:2C64FFFF>2<0E:0000:0003:373737FF> HIZ
,E_Wear19,<0E:0009:0000:0500>Zonnige broek gemaakt van tropische bonen.,<0E:0009:0000:0500>Sunny slacks made from tropical beans.,<0E:0009:0000:0500>Fait en écorce de pois.,<0E:0009:0000:0500>Dünnes Bohnenleder im Tropenstil.,<0E:0009:0000:0500>Pantaloni realizzati con fagioli tropicali.,<0E:0009:0000:0500>Hecho con vainas tropicales y mucho encanto.,<0E:0009:0000:0500>Tropik fasulyelerden yapılmış güneşli bir pantolon.
,F_Badge27,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>Hoho Jee-symbolen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Jee Symbols <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Symboles Kusu G<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Kichermuscheln <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Sorridenti<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Bulis <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Oho Jee Simgeleri <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge26,<0E:0009:0000:0C00>Bestendige badge,<0E:0009:0000:0C00>Steady Badge,<0E:0009:0000:0C00>Badge à lauréat,<0E:0009:0000:0C00>Permanento,<0E:0009:0000:0C00>Tessera Laurea ,<0E:0009:0000:0C00>Emblema Escolar,<0E:0009:0000:0C00>Sağlam Rozet
,Ns_Badge13,<0E:0009:0000:0C00>Paddenstoelenbadges A,<0E:0009:0000:0C00>Mush Badges A,<0E:0009:0000:0C00>Badges champi A,<0E:0009:0000:0C00>Pilze Deluxe,<0E:0009:0000:0C00>Fungotessere A,<0E:0009:0000:0C00>Medallas Champi +,<0E:0009:0000:0C00>Mantar Rozetleri A
,F_Badge28,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>stekelbadges A<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Spiny Badges A <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Badges pics A<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Stachelkiller A <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Tessere Spina A<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Medallas Lima + <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Diken Rozetleri A <0E:0000:0003:E6E6E6FF>dolu!
,F_DehePres,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>lachiato's<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Teeheespresso <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Déhépressos<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Mamek Sunrise<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Sorrispressi <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Cortajojós <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Hihiespresso <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear00,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>werkbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Work Pants <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons (travail)<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Blaumänner <0E:0000:0003:E6E6E6FF>voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantaloni Lavoro<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones trabajo <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>İş Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge27,<0E:0009:0000:0C00>Hoho Jee-symbool,<0E:0009:0000:0C00>Oho Jee Symbol,<0E:0009:0000:0C00>Symbole Kusu G,<0E:0009:0000:0C00>Kichermuschel,<0E:0009:0000:0C00>Tessera Sorridenti,<0E:0009:0000:0C00>Medalla Bulis,<0E:0009:0000:0C00>Oho Jee Simgesi
,N_SuperSyrup,<0E:0009:0000:0C00>Supersiroop,<0E:0009:0000:0C00>Super Syrup,<0E:0009:0000:0C00>Super sirop,<0E:0009:0000:0C00>Super-Sirup,<0E:0009:0000:0C00>Supersciroppo,<0E:0009:0000:0C00>Superjarabe,<0E:0009:0000:0C00>Süper Şurup
,Ns_1upKinoko,<0E:0009:0000:0C00>1UP-paddenstoelen,<0E:0009:0000:0C00>1-Up Mushrooms,<0E:0009:0000:0C00>Champis 1UP,<0E:0009:0000:0C00>1-Up-Pilze,<0E:0009:0000:0C00>Funghi 1-UP,<0E:0009:0000:0C00>Champiñones vida extra,<0E:0009:0000:0C00>1-Up Mantarları
,Ns_Badge14,<0E:0009:0000:0C00>Grijpersbadges,<0E:0009:0000:0C00>Grab Badges,<0E:0009:0000:0C00>Badges attrape,<0E:0009:0000:0C00>Langfinger,<0E:0009:0000:0C00>Tessere Prendi,<0E:0009:0000:0C00>Medallas Botín,<0E:0009:0000:0C00>Kapma Rozetleri
,E_Greenpepper,"<0E:0009:0000:0500>Verhoogt je DEF, maar je gewicht neemt af.",<0E:0009:0000:0500>Boost DEF and become lighter.,<0E:0009:0000:0500>Booste DÉF. et légèreté.,<0E:0009:0000:0500>Mehr VERT. - Gewicht,<0E:0009:0000:0500>Potenzia la DIF e rende più leggeri,<0E:0009:0000:0500> + DEFENSA y - peso,<0E:0009:0000:0500>SAV değerini artırır ve seni hafifletir.
,F_Badge29,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>piranhazwiepen<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Piranha Swings <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Piranha swings<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Piranha-Blues<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Danza Piranha<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Golpes Piraña <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Piranha Savuruşları <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear01,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>werkjeans<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Work Jeans <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Jeans de travail <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Action-Jeans<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Jeans da Lavoro<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Vaqueros de trabajo <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>İş Kotu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge28,<0E:0009:0000:0C00>Stekelbadge A,<0E:0009:0000:0C00>Spiny Badge A,<0E:0009:0000:0C00>Badge pics A,<0E:0009:0000:0C00>Stachelkiller A,<0E:0009:0000:0C00>Tessera Spina A,<0E:0009:0000:0C00>Medalla Lima + ,<0E:0009:0000:0C00>Diken Rozeti A
,N_UltraKinoko,<0E:0009:0000:0C00>Ultrapaddenstoel,<0E:0009:0000:0C00>Ultra Mushroom,<0E:0009:0000:0C00>Ultra champis,<0E:0009:0000:0C00>Ultra-Pilz,<0E:0009:0000:0C00>Ultrafungo,<0E:0009:0000:0C00>Ultrachampiñón,<0E:0009:0000:0C00>Ultra Mantar
,Ns_Badge15,<0E:0009:0000:0C00>Paddenstoelenbadges AA,<0E:0009:0000:0C00>Mush Badges AA,<0E:0009:0000:0C00>Badges champi AA,<0E:0009:0000:0C00>Super-Pilze,<0E:0009:0000:0C00>Fungotessere AA,<0E:0009:0000:0C00>Medallas Champi ++,<0E:0009:0000:0C00>Mantar Rozetleri AA
,F_SuperSyrup,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>supersiroop<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Super Syrups <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Super sirops <0E:0000:0003:E6E6E6FF>(max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Super-Sirupe<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Supersciroppi <0E:0000:0003:E6E6E6FF>(pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Superjarabes <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Süper Şuruplar <0E:0000:0003:E6E6E6FF>dolu!
,F_Wear02,<0E:0009:0000:0C00>Je hebt al genoeg <0E:0000:0003:4ED4FFFF>bonenbroeken<0E:0000:0003:E6E6E6FF>!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bean Pants <0E:0000:0003:E6E6E6FF>full!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantalons Végésia<0E:0000:0003:E6E6E6FF> (max),<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Bohnenhosen<0E:0000:0003:E6E6E6FF> voll!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Pantaloni Fagiolo<0E:0000:0003:E6E6E6FF> (pieno),<0E:0009:0000:0C00>¡<0E:0000:0003:4ED4FFFF>Pantalones Judía <0E:0000:0003:E6E6E6FF>al máximo!,<0E:0009:0000:0C00><0E:0000:0003:4ED4FFFF>Fasulya Pantolonu <0E:0000:0003:E6E6E6FF>dolu!
,N_Badge29,<0E:0009:0000:0C00>Piranhazwiep,<0E:0009:0000:0C00>Piranha Swing,<0E:0009:0000:0C00>Badge Piranha,<0E:0009:0000:0C00>Piranha-Blues,<0E:0009:0000:0C00>Danza Piranha,<0E:0009:0000:0C00>Golpe Piraña,<0E:0009:0000:0C00>Piranha Savuruşu
,N_Wear50,<0E:0009:0000:0C00>Wraakbroek,<0E:0009:0000:0C00>Revenge Jeans,<0E:0009:0000:0C00>Jean du survivant,<0E:0009:0000:0C00>Vergeltungsjeans,<0E:0009:0000:0C00>Jeans Rivalsa,<0E:0009:0000:0C00>Pantalón venganza,<0E:0009:0000:0C00>İntikam Kot
,Ns_Badge16,<0E:0009:0000:0C00>Krachtbadges,<0E:0009:0000:0C00>Power Badges,<0E:0009:0000:0C00>Badges puissance,<0E:0009:0000:0C00>Kraftvoll,<0E:0009:0000:0C00>Potessere,<0E:0009:0000:0C00>Medallas Potencia,<0E:0009:0000:0C00>Güç Rozetleri
